obsnme                             value 
wp_bp_0011_20170317       3.98666062E+02 
wp_bp_0011_20170419       3.98647838E+02 
wp_bp_0011_20170512       3.98628558E+02 
wp_bp_0011_20170613       3.98584845E+02 
wp_bp_0011_20170711       3.98528867E+02 
wp_bp_0011_20170816       3.98437706E+02 
wp_bp_0011_20170915       3.98350737E+02 
wp_bp_0011_20171017       3.98254652E+02 
wp_bp_0011_20171114       3.98176479E+02 
wp_bp_0011_20171218       3.98080672E+02 
wp_bp_0011_20180112       3.98007152E+02 
wp_bp_0011_20180216       3.97902786E+02 
wp_bp_0011_20180313       3.97825890E+02 
wp_bp_0011_20180515       3.97624361E+02 
wp_bp_0011_20180618       3.97513337E+02 
wp_bp_0011_20180720       3.97408689E+02 
wp_bp_0011_20180820       3.97307621E+02 
wp_bp_0011_20181014       3.97165760E+02 
wp_bp_0011_20181109       3.97186243E+02 
wp_bp_0011_20181221       3.97320954E+02 
wp_bp_0011_20190221       3.97563306E+02 
wp_bp_0011_20190319       3.97655005E+02 
wp_bp_0011_20190409       3.97706114E+02 
wp_bp_0011_20190506       3.97739057E+02 
wp_bp_0011_20190606       3.97773693E+02 
wp_bp_0011_20190711       3.97844227E+02 
wp_bp_0011_20190808       3.97891746E+02 
wp_bp_0011_20190911       3.97904407E+02 
wp_bp_0011_20191015       3.97867605E+02 
wp_bp_0011_20191120       3.97791379E+02 
wp_bp_0011_20191218       3.97715422E+02 
wp_bp_0011_20200114       3.97633516E+02 
wp_bp_0011_20200219       3.97516230E+02 
wp_bp_0011_20200317       3.97433473E+02 
wp_bp_0011_20200429       3.97344928E+02 
wp_bp_0011_20200520       3.97321737E+02 
wp_bp_0011_20200622       3.97319399E+02 
wp_bp_0011_20200709       3.97343348E+02 
wp_bp_0011_20200811       3.97392984E+02 
wp_bp_0011_20200924       3.97393886E+02 
wp_bp_0011_20201020       3.97375912E+02 
wp_bp_0011_20201124       3.97335626E+02 
wp_bp_0011_20210118       3.97215778E+02 
wp_bp_0011_20210225       3.97104900E+02 
wp_bp_0011_20210324       3.97018810E+02 
wp_bp_0011_20210427       3.96905761E+02 
wp_bp_0011_20210527       3.96804256E+02 
wp_bp_0011_20210611       3.96761822E+02 
wp_bp_0011_20210727       3.96760008E+02 
wp_bp_0011_20210811       3.96794804E+02 
wo_bp_0011_20150101       3.98306641E+02 
wo_bp_0011_20150201       3.98409958E+02 
wo_bp_0011_20150301       3.98478911E+02 
wo_bp_0011_20150401       3.98516627E+02 
wo_bp_0011_20150501       3.98531579E+02 
wo_bp_0011_20150601       3.98549964E+02 
wo_bp_0011_20150701       3.98590235E+02 
wo_bp_0011_20150801       3.98637248E+02 
wo_bp_0011_20150901       3.98657521E+02 
wo_bp_0011_20151001       3.98641111E+02 
wo_bp_0011_20151101       3.98605766E+02 
wo_bp_0011_20151201       3.98602168E+02 
wo_bp_0011_20160101       3.98636367E+02 
wo_bp_0011_20160201       3.98678539E+02 
wo_bp_0011_20160301       3.98699536E+02 
wo_bp_0011_20160401       3.98707652E+02 
wo_bp_0011_20160501       3.98723686E+02 
wo_bp_0011_20160601       3.98756594E+02 
wo_bp_0011_20160701       3.98799783E+02 
wo_bp_0011_20160801       3.98825517E+02 
wo_bp_0011_20160901       3.98819933E+02 
wo_bp_0011_20161001       3.98794278E+02 
wo_bp_0011_20161101       3.98754134E+02 
wo_bp_0011_20161201       3.98713658E+02 
wo_bp_0011_20170101       3.98692397E+02 
wo_bp_0011_20170201       3.98680179E+02 
wo_bp_0011_20170301       3.98666561E+02 
wo_bp_0011_20170401       3.98649943E+02 
wo_bp_0011_20170501       3.98623497E+02 
wo_bp_0011_20170601       3.98579699E+02 
wo_bp_0011_20170701       3.98516702E+02 
wo_bp_0011_20170801       3.98437263E+02 
wo_bp_0011_20170901       3.98349084E+02 
wo_bp_0011_20171001       3.98258006E+02 
wo_bp_0011_20171101       3.98172289E+02 
wo_bp_0011_20171201       3.98086258E+02 
wo_bp_0011_20180101       3.97995309E+02 
wo_bp_0011_20180201       3.97907219E+02 
wo_bp_0011_20180301       3.97816390E+02 
wo_bp_0011_20180401       3.97719693E+02 
wo_bp_0011_20180501       3.97621067E+02 
wo_bp_0011_20180601       3.97521510E+02 
wo_bp_0011_20180701       3.97421770E+02 
wo_bp_0011_20180801       3.97320657E+02 
wo_bp_0011_20180901       3.97223448E+02 
wo_bp_0011_20181001       3.97169054E+02 
wo_bp_0011_20181101       3.97204150E+02 
wo_bp_0011_20181201       3.97302857E+02 
wo_bp_0011_20190101       3.97419328E+02 
wo_bp_0011_20190201       3.97537016E+02 
wo_bp_0011_20190301       3.97643967E+02 
wo_bp_0011_20190401       3.97715148E+02 
wo_bp_0011_20190501       3.97748055E+02 
wo_bp_0011_20190601       3.97791913E+02 
wo_bp_0011_20190701       3.97853544E+02 
wo_bp_0011_20190801       3.97897770E+02 
wo_bp_0011_20190901       3.97900518E+02 
wo_bp_0011_20191001       3.97864758E+02 
wo_bp_0011_20191101       3.97801733E+02 
wo_bp_0011_20191201       3.97720724E+02 
wo_bp_0011_20200101       3.97626913E+02 
wo_bp_0011_20200201       3.97529579E+02 
wo_bp_0011_20200301       3.97437304E+02 
wo_bp_0011_20200401       3.97366851E+02 
wo_bp_0011_20200501       3.97326461E+02 
wo_bp_0011_20200601       3.97316647E+02 
wo_bp_0011_20200701       3.97355273E+02 
wo_bp_0011_20200801       3.97395561E+02 
wo_bp_0011_20200901       3.97398353E+02 
wo_bp_0011_20201001       3.97378505E+02 
wo_bp_0011_20201101       3.97347130E+02 
wo_bp_0011_20201201       3.97294387E+02 
wo_bp_0011_20210101       3.97220525E+02 
wo_bp_0011_20210201       3.97136741E+02 
wo_bp_0011_20210301       3.97044532E+02 
wo_bp_0011_20210401       3.96944317E+02 
wo_bp_0011_20210501       3.96841389E+02 
wo_bp_0011_20210601       3.96756429E+02 
wo_bp_0011_20210701       3.96746583E+02 
wo_bp_0011_20210801       3.96808281E+02 
wo_bp_0011_20210901       3.96879139E+02 
wo_bp_0011_20211001       3.96909978E+02 
wo_bp_0011_20211101       3.96898208E+02 
wo_bp_0011_20211201       3.96866014E+02 
wp_bp_0013_20180216       3.64933456E+02 
wp_bp_0013_20180313       3.64925058E+02 
wp_bp_0013_20180418       3.64911191E+02 
wp_bp_0013_20180515       3.64899200E+02 
wp_bp_0013_20180618       3.64881376E+02 
wp_bp_0013_20180720       3.64862715E+02 
wp_bp_0013_20180820       3.64842833E+02 
wp_bp_0013_20181014       3.64801727E+02 
wp_bp_0013_20181109       3.64780924E+02 
wp_bp_0013_20181221       3.64747425E+02 
wp_bp_0013_20190221       3.64697401E+02 
wp_bp_0013_20190319       3.64678385E+02 
wp_bp_0013_20190409       3.64663461E+02 
wp_bp_0013_20190506       3.64644900E+02 
wp_bp_0013_20190606       3.64624878E+02 
wp_bp_0013_20190711       3.64604218E+02 
wp_bp_0013_20190808       3.64589922E+02 
wp_bp_0013_20190909       3.64574624E+02 
wp_bp_0013_20191015       3.64558837E+02 
wp_bp_0013_20191120       3.64544006E+02 
wp_bp_0013_20191218       3.64533406E+02 
wp_bp_0013_20200114       3.64523556E+02 
wp_bp_0013_20200219       3.64508646E+02 
wp_bp_0013_20200317       3.64497953E+02 
wp_bp_0013_20200429       3.64479559E+02 
wp_bp_0013_20200520       3.64470650E+02 
wp_bp_0013_20200622       3.64454842E+02 
wp_bp_0013_20200709       3.64446927E+02 
wp_bp_0013_20200811       3.64431768E+02 
wp_bp_0013_20200924       3.64409981E+02 
wp_bp_0013_20201026       3.64394209E+02 
wp_bp_0013_20201124       3.64378633E+02 
wp_bp_0013_20210118       3.64349522E+02 
wp_bp_0013_20210225       3.64324991E+02 
wp_bp_0013_20210324       3.64309279E+02 
wp_bp_0013_20210427       3.64287446E+02 
wp_bp_0013_20210527       3.64268091E+02 
wp_bp_0013_20210611       3.64257481E+02 
wp_bp_0013_20210727       3.64224889E+02 
wp_bp_0013_20210811       3.64214247E+02 
wo_bp_0013_20150101       3.64664237E+02 
wo_bp_0013_20150201       3.64640136E+02 
wo_bp_0013_20150301       3.64621712E+02 
wo_bp_0013_20150401       3.64608927E+02 
wo_bp_0013_20150501       3.64601327E+02 
wo_bp_0013_20150601       3.64597361E+02 
wo_bp_0013_20150701       3.64597689E+02 
wo_bp_0013_20150801       3.64602272E+02 
wo_bp_0013_20150901       3.64609038E+02 
wo_bp_0013_20151001       3.64618158E+02 
wo_bp_0013_20151101       3.64628453E+02 
wo_bp_0013_20151201       3.64640572E+02 
wo_bp_0013_20160101       3.64655230E+02 
wo_bp_0013_20160201       3.64669705E+02 
wo_bp_0013_20160301       3.64685930E+02 
wo_bp_0013_20160401       3.64703285E+02 
wo_bp_0013_20160501       3.64721371E+02 
wo_bp_0013_20160601       3.64739665E+02 
wo_bp_0013_20160701       3.64759024E+02 
wo_bp_0013_20160801       3.64779800E+02 
wo_bp_0013_20160901       3.64799687E+02 
wo_bp_0013_20161001       3.64819578E+02 
wo_bp_0013_20161101       3.64838618E+02 
wo_bp_0013_20161201       3.64856998E+02 
wo_bp_0013_20170101       3.64874909E+02 
wo_bp_0013_20170201       3.64888682E+02 
wo_bp_0013_20170301       3.64901977E+02 
wo_bp_0013_20170401       3.64914799E+02 
wo_bp_0013_20170501       3.64926160E+02 
wo_bp_0013_20170601       3.64935407E+02 
wo_bp_0013_20170701       3.64942926E+02 
wo_bp_0013_20170801       3.64948832E+02 
wo_bp_0013_20170901       3.64951780E+02 
wo_bp_0013_20171001       3.64952793E+02 
wo_bp_0013_20171101       3.64951390E+02 
wo_bp_0013_20171201       3.64948106E+02 
wo_bp_0013_20180101       3.64942960E+02 
wo_bp_0013_20180201       3.64933989E+02 
wo_bp_0013_20180301       3.64923958E+02 
wo_bp_0013_20180401       3.64912203E+02 
wo_bp_0013_20180501       3.64898637E+02 
wo_bp_0013_20180601       3.64882731E+02 
wo_bp_0013_20180701       3.64865040E+02 
wo_bp_0013_20180801       3.64845428E+02 
wo_bp_0013_20180901       3.64823505E+02 
wo_bp_0013_20181001       3.64800130E+02 
wo_bp_0013_20181101       3.64775597E+02 
wo_bp_0013_20181201       3.64751323E+02 
wo_bp_0013_20190101       3.64727313E+02 
wo_bp_0013_20190201       3.64702985E+02 
wo_bp_0013_20190301       3.64680520E+02 
wo_bp_0013_20190401       3.64658897E+02 
wo_bp_0013_20190501       3.64638446E+02 
wo_bp_0013_20190601       3.64618965E+02 
wo_bp_0013_20190701       3.64601626E+02 
wo_bp_0013_20190801       3.64586132E+02 
wo_bp_0013_20190901       3.64571604E+02 
wo_bp_0013_20191001       3.64558462E+02 
wo_bp_0013_20191101       3.64545894E+02 
wo_bp_0013_20191201       3.64534141E+02 
wo_bp_0013_20200101       3.64522819E+02 
wo_bp_0013_20200201       3.64510430E+02 
wo_bp_0013_20200301       3.64498299E+02 
wo_bp_0013_20200401       3.64485577E+02 
wo_bp_0013_20200501       3.64472351E+02 
wo_bp_0013_20200601       3.64458045E+02 
wo_bp_0013_20200701       3.64443713E+02 
wo_bp_0013_20200801       3.64429427E+02 
wo_bp_0013_20200901       3.64414356E+02 
wo_bp_0013_20201001       3.64399136E+02 
wo_bp_0013_20201101       3.64383242E+02 
wo_bp_0013_20201201       3.64367143E+02 
wo_bp_0013_20210101       3.64350584E+02 
wo_bp_0013_20210201       3.64332158E+02 
wo_bp_0013_20210301       3.64313964E+02 
wo_bp_0013_20210401       3.64294967E+02 
wo_bp_0013_20210501       3.64275267E+02 
wo_bp_0013_20210601       3.64254224E+02 
wo_bp_0013_20210701       3.64232628E+02 
wo_bp_0013_20210801       3.64210676E+02 
wo_bp_0013_20210901       3.64188782E+02 
wo_bp_0013_20211001       3.64166521E+02 
wo_bp_0013_20211101       3.64143866E+02 
wo_bp_0013_20211201       3.64120835E+02 
wo_bp_0014_20150101       3.44937546E+02 
wo_bp_0014_20150201       3.44958017E+02 
wo_bp_0014_20150301       3.44978223E+02 
wo_bp_0014_20150401       3.45000251E+02 
wo_bp_0014_20150501       3.45023234E+02 
wo_bp_0014_20150601       3.45046847E+02 
wo_bp_0014_20150701       3.45070829E+02 
wo_bp_0014_20150801       3.45095377E+02 
wo_bp_0014_20150901       3.45119557E+02 
wo_bp_0014_20151001       3.45143655E+02 
wo_bp_0014_20151101       3.45167600E+02 
wo_bp_0014_20151201       3.45191337E+02 
wo_bp_0014_20160101       3.45215226E+02 
wo_bp_0014_20160201       3.45238107E+02 
wo_bp_0014_20160301       3.45260745E+02 
wo_bp_0014_20160401       3.45283515E+02 
wo_bp_0014_20160501       3.45306034E+02 
wo_bp_0014_20160601       3.45328310E+02 
wo_bp_0014_20160701       3.45350352E+02 
wo_bp_0014_20160801       3.45372533E+02 
wo_bp_0014_20160901       3.45394149E+02 
wo_bp_0014_20161001       3.45415561E+02 
wo_bp_0014_20161101       3.45436779E+02 
wo_bp_0014_20161201       3.45457799E+02 
wo_bp_0014_20170101       3.45478959E+02 
wo_bp_0014_20170201       3.45498903E+02 
wo_bp_0014_20170301       3.45518651E+02 
wo_bp_0014_20170401       3.45538869E+02 
wo_bp_0014_20170501       3.45558883E+02 
wo_bp_0014_20170601       3.45578703E+02 
wo_bp_0014_20170701       3.45598330E+02 
wo_bp_0014_20170801       3.45618088E+02 
wo_bp_0014_20170901       3.45637343E+02 
wo_bp_0014_20171001       3.45656415E+02 
wo_bp_0014_20171101       3.45675308E+02 
wo_bp_0014_20171201       3.45694019E+02 
wo_bp_0014_20180101       3.45712854E+02 
wo_bp_0014_20180201       3.45730607E+02 
wo_bp_0014_20180301       3.45748192E+02 
wo_bp_0014_20180401       3.45766205E+02 
wo_bp_0014_20180501       3.45784047E+02 
wo_bp_0014_20180601       3.45801724E+02 
wo_bp_0014_20180701       3.45819237E+02 
wo_bp_0014_20180801       3.45836876E+02 
wo_bp_0014_20180901       3.45854073E+02 
wo_bp_0014_20181001       3.45871116E+02 
wo_bp_0014_20181101       3.45888020E+02 
wo_bp_0014_20181201       3.45904806E+02 
wo_bp_0014_20190101       3.45921771E+02 
wo_bp_0014_20190201       3.45937850E+02 
wo_bp_0014_20190301       3.45953888E+02 
wo_bp_0014_20190401       3.45970447E+02 
wo_bp_0014_20190501       3.45986991E+02 
wo_bp_0014_20190601       3.46003524E+02 
wo_bp_0014_20190701       3.46020049E+02 
wo_bp_0014_20190801       3.46036834E+02 
wo_bp_0014_20190901       3.46053329E+02 
wo_bp_0014_20191001       3.46069791E+02 
wo_bp_0014_20191101       3.46086204E+02 
wo_bp_0014_20191201       3.46102550E+02 
wo_bp_0014_20200101       3.46119077E+02 
wo_bp_0014_20200201       3.46134969E+02 
wo_bp_0014_20200301       3.46150741E+02 
wo_bp_0014_20200401       3.46166642E+02 
wo_bp_0014_20200501       3.46182393E+02 
wo_bp_0014_20200601       3.46197987E+02 
wo_bp_0014_20200701       3.46213420E+02 
wo_bp_0014_20200801       3.46228949E+02 
wo_bp_0014_20200901       3.46244078E+02 
wo_bp_0014_20201001       3.46259061E+02 
wo_bp_0014_20201101       3.46273905E+02 
wo_bp_0014_20201201       3.46288608E+02 
wo_bp_0014_20210101       3.46303410E+02 
wo_bp_0014_20210201       3.46317360E+02 
wo_bp_0014_20210301       3.46331171E+02 
wo_bp_0014_20210401       3.46345306E+02 
wo_bp_0014_20210501       3.46359286E+02 
wo_bp_0014_20210601       3.46373112E+02 
wo_bp_0014_20210701       3.46386779E+02 
wo_bp_0014_20210801       3.46400513E+02 
wo_bp_0014_20210901       3.46413874E+02 
wo_bp_0014_20211001       3.46427088E+02 
wo_bp_0014_20211101       3.46440161E+02 
wo_bp_0014_20211201       3.46453095E+02 
wp_bp_0018_20150113       3.98817966E+02 
wp_bp_0018_20150218       3.98558925E+02 
wp_bp_0018_20150318       3.98348531E+02 
wp_bp_0018_20150415       3.98128016E+02 
wp_bp_0018_20150524       3.98453220E+02 
wp_bp_0018_20150610       3.98690451E+02 
wp_bp_0018_20150712       3.98917997E+02 
wp_bp_0018_20150819       3.98377851E+02 
wp_bp_0018_20150915       3.97936284E+02 
wp_bp_0018_20151014       3.97542147E+02 
wp_bp_0018_20151118       3.98321861E+02 
wp_bp_0018_20151215       3.98674426E+02 
wp_bp_0018_20160118       3.98788412E+02 
wp_bp_0018_20160216       3.98358026E+02 
wp_bp_0018_20160323       3.98334571E+02 
wp_bp_0018_20160422       3.98437633E+02 
wp_bp_0018_20160517       3.98700806E+02 
wp_bp_0018_20160614       3.98931627E+02 
wp_bp_0018_20160721       3.98572078E+02 
wp_bp_0018_20160817       3.98108907E+02 
wp_bp_0018_20160912       3.98031920E+02 
wp_bp_0018_20161026       3.97627006E+02 
wp_bp_0018_20161123       3.97720885E+02 
wp_bp_0018_20161222       3.98082681E+02 
wp_bp_0018_20170110       3.97975733E+02 
wp_bp_0018_20170208       3.97896411E+02 
wp_bp_0018_20170317       3.97917976E+02 
wp_bp_0018_20170419       3.97695698E+02 
wp_bp_0018_20170512       3.97453099E+02 
wp_bp_0018_20170613       3.97116583E+02 
wp_bp_0018_20170711       3.96863215E+02 
wp_bp_0018_20170816       3.96573082E+02 
wp_bp_0018_20170915       3.96404700E+02 
wp_bp_0018_20171017       3.96424167E+02 
wp_bp_0018_20171114       3.96224209E+02 
wp_bp_0018_20171218       3.95994144E+02 
wp_bp_0018_20180112       3.95922077E+02 
wp_bp_0018_20180216       3.95704361E+02 
wp_bp_0018_20180313       3.95560422E+02 
wp_bp_0018_20180418       3.95365997E+02 
wp_bp_0018_20180515       3.95228265E+02 
wp_bp_0018_20190618       3.98228688E+02 
wp_bp_0018_20180720       3.94917195E+02 
wp_bp_0018_20180820       3.94779212E+02 
wp_bp_0018_20180915       3.94920567E+02 
wp_bp_0018_20181014       3.96536494E+02 
wp_bp_0018_20181109       3.97448634E+02 
wp_bp_0018_20181221       3.97680190E+02 
wp_bp_0018_20190220       3.98115852E+02 
wp_bp_0018_20190319       3.97704800E+02 
wp_bp_0018_20190409       3.97352750E+02 
wp_bp_0018_20190506       3.97435193E+02 
wp_bp_0018_20190606       3.98271193E+02 
wp_bp_0018_20190711       3.98060319E+02 
wp_bp_0018_20190808       3.97556325E+02 
wp_bp_0018_20190911       3.97044484E+02 
wp_bp_0018_20191015       3.96647459E+02 
wp_bp_0018_20191119       3.96303472E+02 
wp_bp_0018_20191218       3.96052055E+02 
wp_bp_0018_20200114       3.95839123E+02 
wp_bp_0018_20200219       3.95671042E+02 
wp_bp_0018_20200317       3.95931991E+02 
wp_bp_0018_20200429       3.96382732E+02 
wp_bp_0018_20200520       3.96383515E+02 
wp_bp_0018_20200622       3.97615858E+02 
wp_bp_0018_20200709       3.97500434E+02 
wp_bp_0018_20200811       3.96847115E+02 
