    C2D             x              y 
109157     591122.062    3312169.500 
109158     591122.062    3311957.500 
109159     591228.125    3312063.500 
109160     591228.125    3312275.750 
109161     591334.188    3312381.750 
109162     591334.188    3312169.500 
109163     591440.250    3312275.750 
109164     591228.125    3312700.000 
109165     591334.188    3312806.000 
109166     591334.188    3312593.750 
109167     591440.250    3312700.000 
109168     591440.250    3312912.000 
109169     591546.312    3313018.000 
109170     591546.312    3312806.000 
109171     591652.375    3312912.000 
109172     591440.250    3312487.750 
109173     591546.312    3312593.750 
109174     591546.312    3312381.750 
109175     591652.375    3312487.750 
109176     591652.375    3312700.000 
109177     591758.438    3312806.000 
109178     591758.438    3312593.750 
109179     591864.500    3312700.000 
109180     591228.125    3313548.500 
109181     591334.188    3313654.500 
109182     591334.188    3313442.500 
109183     591440.250    3313548.500 
109184     591440.250    3313760.500 
109185     591546.312    3313866.750 
109186     591546.312    3313654.500 
109187     591652.375    3313760.500 
109188     591440.250    3313336.250 
109189     591546.312    3313442.500 
109190     591546.312    3313230.250 
109191     591652.375    3313336.250 
109192     591652.375    3313548.500 
109193     591758.438    3313654.500 
109194     591758.438    3313442.500 
109195     591864.500    3313548.500 
109196     591652.375    3313972.750 
109197     591758.438    3314078.750 
109198     591758.438    3313866.750 
109199     591864.500    3313972.750 
109200     591864.500    3314184.750 
109201     591917.500    3314291.000 
109202     591970.562    3314344.000 
109203     591970.562    3314237.750 
109204     592023.625    3314291.000 
109205     591970.562    3314078.750 
109206     592023.625    3314184.750 
109207     592076.625    3314237.750 
109208     592076.625    3314131.750 
109209     592129.688    3314184.750 
109210     591864.500    3313760.500 
109211     591970.562    3313866.750 
109212     591970.562    3313654.500 
109213     592076.625    3313760.500 
109214     592076.625    3313972.750 
109215     592129.688    3314078.750 
109216     592182.688    3314131.750 
109217     592182.688    3314025.750 
109218     592235.750    3314078.750 
109219     592182.688    3313866.750 
109220     592288.750    3313972.750 
109221     591652.375    3313124.250 
109222     591758.438    3313230.250 
109223     591758.438    3313018.000 
109224     591864.500    3313124.250 
109225     591864.500    3313336.250 
109226     591970.562    3313442.500 
109227     591970.562    3313230.250 
109228     592076.625    3313336.250 
109229     591864.500    3312912.000 
109230     591970.562    3313018.000 
109231     591970.562    3312806.000 
109232     592076.625    3312912.000 
109233     592076.625    3313124.250 
109234     592182.688    3313230.250 
109235     592182.688    3313018.000 
109236     592288.750    3313124.250 
109237     592076.625    3313548.500 
109238     592182.688    3313654.500 
109239     592182.688    3313442.500 
109240     592288.750    3313548.500 
109241     592288.750    3313760.500 
109242     592394.812    3313866.750 
109243     592394.812    3313654.500 
109244     592500.875    3313760.500 
109245     592288.750    3313336.250 
109246     592394.812    3313442.500 
109247     592394.812    3313230.250 
109248     592500.875    3313336.250 
109249     592500.875    3313548.500 
109250     592606.938    3313654.500 
109251     592606.938    3313442.500 
109252     592713.000    3313548.500 
109253     592023.625    3314397.000 
109254     592076.625    3314450.000 
109255     592076.625    3314344.000 
109256     592129.688    3314397.000 
109257     592129.688    3314503.000 
109258     592182.688    3314556.000 
109259     592182.688    3314450.000 
109260     592235.750    3314503.000 
109261     592129.688    3314291.000 
109262     592182.688    3314344.000 
109263     592182.688    3314237.750 
109264     592235.750    3314291.000 
109265     592235.750    3314397.000 
109266     592288.750    3314450.000 
109267     592288.750    3314344.000 
109268     592341.812    3314397.000 
109269     592235.750    3314609.000 
109270     592288.750    3314662.250 
109271     592288.750    3314556.000 
109272     592341.812    3314609.000 
109273     592341.812    3314715.250 
109274     592394.812    3314768.250 
109275     592394.812    3314662.250 
109276     592447.875    3314715.250 
109277     592341.812    3314503.000 
109278     592394.812    3314556.000 
109279     592394.812    3314450.000 
109280     592447.875    3314503.000 
109281     592447.875    3314609.000 
109282     592500.875    3314662.250 
109283     592500.875    3314556.000 
109284     592553.938    3314609.000 
109285     592235.750    3314184.750 
109286     592288.750    3314237.750 
109287     592288.750    3314131.750 
109288     592341.812    3314184.750 
109289     592341.812    3314291.000 
109290     592394.812    3314344.000 
109291     592394.812    3314237.750 
109292     592447.875    3314291.000 
109293     592341.812    3314078.750 
109294     592394.812    3314131.750 
109295     592394.812    3314025.750 
109296     592447.875    3314078.750 
109297     592447.875    3314184.750 
109298     592500.875    3314237.750 
109299     592500.875    3314131.750 
109300     592553.938    3314184.750 
109301     592447.875    3314397.000 
109302     592500.875    3314450.000 
109303     592500.875    3314344.000 
109304     592553.938    3314397.000 
109305     592553.938    3314503.000 
109306     592606.938    3314556.000 
109307     592606.938    3314450.000 
109308     592660.000    3314503.000 
109309     592553.938    3314291.000 
109310     592606.938    3314344.000 
109311     592606.938    3314237.750 
109312     592660.000    3314291.000 
109313     592660.000    3314397.000 
109314     592713.000    3314450.000 
109315     592713.000    3314344.000 
109316     592766.062    3314397.000 
109317     592447.875    3314821.250 
109318     592500.875    3314874.250 
109319     592500.875    3314768.250 
109320     592553.938    3314821.250 
109321     592553.938    3314927.250 
109322     592606.938    3314980.250 
109323     592606.938    3314874.250 
109324     592660.000    3314927.250 
109325     592553.938    3314715.250 
109326     592606.938    3314768.250 
109327     592606.938    3314662.250 
109328     592660.000    3314715.250 
109329     592660.000    3314821.250 
109330     592713.000    3314874.250 
109331     592713.000    3314768.250 
109332     592766.062    3314821.250 
109333     592660.000    3315033.250 
109334     592713.000    3315086.500 
109335     592713.000    3314980.250 
109336     592766.062    3315033.250 
109337     592766.062    3315139.500 
109338     592819.062    3315192.500 
109339     592819.062    3315086.500 
109340     592872.125    3315139.500 
109341     592766.062    3314927.250 
109342     592819.062    3314980.250 
109343     592819.062    3314874.250 
109344     592872.125    3314927.250 
109345     592872.125    3315033.250 
109346     592925.188    3315086.500 
109347     592925.188    3314980.250 
109348     592978.188    3315033.250 
109349     592660.000    3314609.000 
109350     592713.000    3314662.250 
109351     592713.000    3314556.000 
109352     592766.062    3314609.000 
109353     592766.062    3314715.250 
109354     592819.062    3314768.250 
109355     592819.062    3314662.250 
109356     592872.125    3314715.250 
109357     592766.062    3314503.000 
109358     592819.062    3314556.000 
109359     592819.062    3314450.000 
109360     592872.125    3314503.000 
109361     592872.125    3314609.000 
109362     592925.188    3314662.250 
109363     592925.188    3314556.000 
109364     592978.188    3314609.000 
109365     592872.125    3314821.250 
109366     592925.188    3314874.250 
109367     592925.188    3314768.250 
109368     592978.188    3314821.250 
109369     592978.188    3314927.250 
109370     593031.250    3314980.250 
109371     593031.250    3314874.250 
109372     593084.250    3314927.250 
109373     592978.188    3314715.250 
109374     593031.250    3314768.250 
109375     593031.250    3314662.250 
109376     593084.250    3314715.250 
109377     593084.250    3314821.250 
109378     593137.312    3314874.250 
109379     593137.312    3314768.250 
109380     593190.312    3314821.250 
109381     592447.875    3313972.750 
109382     592500.875    3314025.750 
109383     592500.875    3313919.750 
109384     592553.938    3313972.750 
109385     592553.938    3314078.750 
109386     592606.938    3314131.750 
109387     592606.938    3314025.750 
109388     592660.000    3314078.750 
109389     592553.938    3313866.750 
109390     592606.938    3313919.750 
109391     592606.938    3313813.500 
109392     592660.000    3313866.750 
109393     592660.000    3313972.750 
109394     592713.000    3314025.750 
109395     592713.000    3313919.750 
109396     592766.062    3313972.750 
109397     592660.000    3314184.750 
109398     592713.000    3314237.750 
109399     592713.000    3314131.750 
109400     592766.062    3314184.750 
109401     592766.062    3314291.000 
109402     592819.062    3314344.000 
109403     592819.062    3314237.750 
109404     592872.125    3314291.000 
109405     592766.062    3314078.750 
109406     592819.062    3314131.750 
109407     592819.062    3314025.750 
109408     592872.125    3314078.750 
109409     592872.125    3314184.750 
109410     592925.188    3314237.750 
109411     592925.188    3314131.750 
109412     592978.188    3314184.750 
109413     592713.000    3313760.500 
109414     592766.062    3313866.750 
109415     592819.062    3313919.750 
109416     592819.062    3313813.500 
109417     592872.125    3313866.750 
109418     592819.062    3313654.500 
109419     592925.188    3313760.500 
109420     592872.125    3313972.750 
109421     592925.188    3314025.750 
109422     592925.188    3313919.750 
109423     592978.188    3313972.750 
109424     592978.188    3314078.750 
109425     593031.250    3314131.750 
109426     593031.250    3314025.750 
109427     593084.250    3314078.750 
109428     592978.188    3313866.750 
109429     593031.250    3313919.750 
109430     593031.250    3313813.500 
109431     593084.250    3313866.750 
109432     593084.250    3313972.750 
109433     593137.312    3314025.750 
109434     593137.312    3313919.750 
109435     593190.312    3313972.750 
109436     592872.125    3314397.000 
109437     592925.188    3314450.000 
109438     592925.188    3314344.000 
109439     592978.188    3314397.000 
109440     592978.188    3314503.000 
109441     593031.250    3314556.000 
109442     593031.250    3314450.000 
109443     593084.250    3314503.000 
109444     592978.188    3314291.000 
109445     593031.250    3314344.000 
109446     593031.250    3314237.750 
109447     593084.250    3314291.000 
109448     593084.250    3314397.000 
109449     593137.312    3314450.000 
109450     593137.312    3314344.000 
109451     593190.312    3314397.000 
109452     593084.250    3314609.000 
109453     593137.312    3314662.250 
109454     593137.312    3314556.000 
109455     593190.312    3314609.000 
109456     593190.312    3314715.250 
109457     593243.375    3314768.250 
109458     593243.375    3314662.250 
109459     593296.375    3314715.250 
109460     593190.312    3314503.000 
109461     593243.375    3314556.000 
109462     593243.375    3314450.000 
109463     593296.375    3314503.000 
109464     593296.375    3314609.000 
109465     593349.438    3314662.250 
109466     593349.438    3314556.000 
109467     593402.438    3314609.000 
109468     593084.250    3314184.750 
109469     593137.312    3314237.750 
109470     593137.312    3314131.750 
109471     593190.312    3314184.750 
109472     593190.312    3314291.000 
109473     593243.375    3314344.000 
109474     593243.375    3314237.750 
109475     593296.375    3314291.000 
109476     593190.312    3314078.750 
109477     593243.375    3314131.750 
109478     593243.375    3314025.750 
109479     593296.375    3314078.750 
109480     593296.375    3314184.750 
109481     593349.438    3314237.750 
109482     593349.438    3314131.750 
109483     593402.438    3314184.750 
109484     593296.375    3314397.000 
109485     593349.438    3314450.000 
109486     593349.438    3314344.000 
109487     593402.438    3314397.000 
109488     593402.438    3314503.000 
109489     593455.500    3314556.000 
109490     593455.500    3314450.000 
109491     593508.500    3314503.000 
109492     593402.438    3314291.000 
109493     593455.500    3314344.000 
109494     593455.500    3314237.750 
109495     593508.500    3314291.000 
109496     593508.500    3314397.000 
109497     593561.562    3314450.000 
109498     593561.562    3314344.000 
109499     593614.562    3314397.000 
109500     592872.125    3315245.500 
109501     592925.188    3315298.500 
109502     592925.188    3315192.500 
109503     592978.188    3315245.500 
109504     592978.188    3315351.500 
109505     593031.250    3315404.500 
109506     593031.250    3315298.500 
109507     593084.250    3315351.500 
109508     592978.188    3315139.500 
109509     593031.250    3315192.500 
109510     593031.250    3315086.500 
109511     593084.250    3315139.500 
109512     593084.250    3315245.500 
109513     593137.312    3315298.500 
109514     593137.312    3315192.500 
109515     593190.312    3315245.500 
109516     593084.250    3315457.750 
109517     593137.312    3315510.750 
109518     593137.312    3315404.500 
109519     593190.312    3315457.750 
109520     593190.312    3315563.750 
