obsnme                             value 
wo_bp_0011_20211201       3.96204145E+02 
wp_bp_0013_20180216       3.64583679E+02 
wp_bp_0013_20180313       3.64553927E+02 
wp_bp_0013_20180418       3.64509606E+02 
wp_bp_0013_20180515       3.64474060E+02 
wp_bp_0013_20180618       3.64426209E+02 
wp_bp_0013_20180720       3.64378713E+02 
wp_bp_0013_20180820       3.64330752E+02 
wp_bp_0013_20181014       3.64239155E+02 
wp_bp_0013_20181109       3.64195450E+02 
wp_bp_0013_20181221       3.64127527E+02 
wp_bp_0013_20190221       3.64033913E+02 
wp_bp_0013_20190319       3.63999200E+02 
wp_bp_0013_20190409       3.63973067E+02 
wp_bp_0013_20190506       3.63940787E+02 
wp_bp_0013_20190606       3.63906797E+02 
wp_bp_0013_20190711       3.63872722E+02 
wp_bp_0013_20190808       3.63849493E+02 
wp_bp_0013_20190909       3.63825072E+02 
wp_bp_0013_20191015       3.63799536E+02 
wp_bp_0013_20191120       3.63775286E+02 
wp_bp_0013_20191218       3.63756876E+02 
wp_bp_0013_20200114       3.63739086E+02 
wp_bp_0013_20200219       3.63712201E+02 
wp_bp_0013_20200317       3.63691316E+02 
wp_bp_0013_20200429       3.63655207E+02 
wp_bp_0013_20200520       3.63636752E+02 
wp_bp_0013_20200622       3.63605234E+02 
wp_bp_0013_20200709       3.63589138E+02 
wp_bp_0013_20200811       3.63558410E+02 
wp_bp_0013_20200924       3.63515525E+02 
wp_bp_0013_20201026       3.63484258E+02 
wp_bp_0013_20201124       3.63454480E+02 
wp_bp_0013_20210118       3.63397597E+02 
wp_bp_0013_20210225       3.63352541E+02 
wp_bp_0013_20210324       3.63321717E+02 
wp_bp_0013_20210427       3.63280419E+02 
wp_bp_0013_20210527       3.63243083E+02 
wp_bp_0013_20210611       3.63223280E+02 
wp_bp_0013_20210727       3.63162038E+02 
wp_bp_0013_20210811       3.63142182E+02 
wo_bp_0013_20150101       3.64666824E+02 
wo_bp_0013_20150201       3.64631517E+02 
wo_bp_0013_20150301       3.64603752E+02 
wo_bp_0013_20150401       3.64584331E+02 
wo_bp_0013_20150501       3.64570864E+02 
wo_bp_0013_20150601       3.64561601E+02 
wo_bp_0013_20150701       3.64557853E+02 
wo_bp_0013_20150801       3.64559875E+02 
wo_bp_0013_20150901       3.64564688E+02 
wo_bp_0013_20151001       3.64571683E+02 
wo_bp_0013_20151101       3.64579468E+02 
wo_bp_0013_20151201       3.64589017E+02 
wo_bp_0013_20160101       3.64601816E+02 
wo_bp_0013_20160201       3.64614714E+02 
wo_bp_0013_20160301       3.64628993E+02 
wo_bp_0013_20160401       3.64644203E+02 
wo_bp_0013_20160501       3.64659286E+02 
wo_bp_0013_20160601       3.64674239E+02 
wo_bp_0013_20160701       3.64690279E+02 
wo_bp_0013_20160801       3.64707820E+02 
wo_bp_0013_20160901       3.64723856E+02 
wo_bp_0013_20161001       3.64738842E+02 
wo_bp_0013_20161101       3.64751865E+02 
wo_bp_0013_20161201       3.64762523E+02 
wo_bp_0013_20170101       3.64771081E+02 
wo_bp_0013_20170201       3.64774179E+02 
wo_bp_0013_20170301       3.64774876E+02 
wo_bp_0013_20170401       3.64773767E+02 
wo_bp_0013_20170501       3.64769532E+02 
wo_bp_0013_20170601       3.64761936E+02 
wo_bp_0013_20170701       3.64751167E+02 
wo_bp_0013_20170801       3.64737421E+02 
wo_bp_0013_20170901       3.64719784E+02 
wo_bp_0013_20171001       3.64699022E+02 
wo_bp_0013_20171101       3.64675070E+02 
wo_bp_0013_20171201       3.64648258E+02 
wo_bp_0013_20180101       3.64618577E+02 
wo_bp_0013_20180201       3.64585436E+02 
wo_bp_0013_20180301       3.64550339E+02 
wo_bp_0013_20180401       3.64512742E+02 
wo_bp_0013_20180501       3.64472614E+02 
wo_bp_0013_20180601       3.64429782E+02 
wo_bp_0013_20180701       3.64384634E+02 
wo_bp_0013_20180801       3.64336976E+02 
wo_bp_0013_20180901       3.64287125E+02 
wo_bp_0013_20181001       3.64235817E+02 
wo_bp_0013_20181101       3.64184609E+02 
wo_bp_0013_20181201       3.64135390E+02 
wo_bp_0013_20190101       3.64088212E+02 
wo_bp_0013_20190201       3.64043804E+02 
wo_bp_0013_20190301       3.64003129E+02 
wo_bp_0013_20190401       3.63965160E+02 
wo_bp_0013_20190501       3.63929666E+02 
wo_bp_0013_20190601       3.63897071E+02 
wo_bp_0013_20190701       3.63868525E+02 
wo_bp_0013_20190801       3.63843371E+02 
wo_bp_0013_20190901       3.63820254E+02 
wo_bp_0013_20191001       3.63798919E+02 
wo_bp_0013_20191101       3.63778375E+02 
wo_bp_0013_20191201       3.63758154E+02 
wo_bp_0013_20200101       3.63737687E+02 
wo_bp_0013_20200201       3.63715380E+02 
wo_bp_0013_20200301       3.63692015E+02 
wo_bp_0013_20200401       3.63667066E+02 
wo_bp_0013_20200501       3.63640255E+02 
wo_bp_0013_20200601       3.63611571E+02 
wo_bp_0013_20200701       3.63582634E+02 
wo_bp_0013_20200801       3.63553692E+02 
wo_bp_0013_20200901       3.63524031E+02 
wo_bp_0013_20201001       3.63493997E+02 
wo_bp_0013_20201101       3.63463296E+02 
wo_bp_0013_20201201       3.63431965E+02 
wo_bp_0013_20210101       3.63399666E+02 
wo_bp_0013_20210201       3.63365582E+02 
wo_bp_0013_20210301       3.63330814E+02 
wo_bp_0013_20210401       3.63294650E+02 
wo_bp_0013_20210501       3.63256869E+02 
wo_bp_0013_20210601       3.63217192E+02 
wo_bp_0013_20210701       3.63176575E+02 
wo_bp_0013_20210801       3.63135546E+02 
wo_bp_0013_20210901       3.63094969E+02 
wo_bp_0013_20211001       3.63054075E+02 
wo_bp_0013_20211101       3.63012820E+02 
wo_bp_0013_20211201       3.62971223E+02 
wo_bp_0014_20150101       3.44937808E+02 
wo_bp_0014_20150201       3.44954658E+02 
wo_bp_0014_20150301       3.44977167E+02 
wo_bp_0014_20150401       3.45003527E+02 
wo_bp_0014_20150501       3.45031596E+02 
wo_bp_0014_20150601       3.45060438E+02 
wo_bp_0014_20150701       3.45089499E+02 
wo_bp_0014_20150801       3.45118920E+02 
wo_bp_0014_20150901       3.45147558E+02 
wo_bp_0014_20151001       3.45175771E+02 
wo_bp_0014_20151101       3.45203503E+02 
wo_bp_0014_20151201       3.45230722E+02 
wo_bp_0014_20160101       3.45257885E+02 
wo_bp_0014_20160201       3.45283722E+02 
wo_bp_0014_20160301       3.45309145E+02 
wo_bp_0014_20160401       3.45334605E+02 
wo_bp_0014_20160501       3.45359695E+02 
wo_bp_0014_20160601       3.45384446E+02 
wo_bp_0014_20160701       3.45408895E+02 
wo_bp_0014_20160801       3.45433478E+02 
wo_bp_0014_20160901       3.45457431E+02 
wo_bp_0014_20161001       3.45481166E+02 
wo_bp_0014_20161101       3.45504692E+02 
wo_bp_0014_20161201       3.45527997E+02 
wo_bp_0014_20170101       3.45551449E+02 
wo_bp_0014_20170201       3.45573541E+02 
wo_bp_0014_20170301       3.45595406E+02 
wo_bp_0014_20170401       3.45617789E+02 
wo_bp_0014_20170501       3.45639958E+02 
wo_bp_0014_20170601       3.45661932E+02 
wo_bp_0014_20170701       3.45683722E+02 
wo_bp_0014_20170801       3.45705691E+02 
wo_bp_0014_20170901       3.45727130E+02 
wo_bp_0014_20171001       3.45748390E+02 
wo_bp_0014_20171101       3.45769468E+02 
wo_bp_0014_20171201       3.45790356E+02 
wo_bp_0014_20180101       3.45811392E+02 
wo_bp_0014_20180201       3.45831226E+02 
wo_bp_0014_20180301       3.45850875E+02 
wo_bp_0014_20180401       3.45871007E+02 
wo_bp_0014_20180501       3.45890950E+02 
wo_bp_0014_20180601       3.45910708E+02 
wo_bp_0014_20180701       3.45930279E+02 
wo_bp_0014_20180801       3.45949979E+02 
wo_bp_0014_20180901       3.45969170E+02 
wo_bp_0014_20181001       3.45988173E+02 
wo_bp_0014_20181101       3.46007017E+02 
wo_bp_0014_20181201       3.46025747E+02 
wo_bp_0014_20190101       3.46044717E+02 
wo_bp_0014_20190201       3.46062749E+02 
wo_bp_0014_20190301       3.46080797E+02 
wo_bp_0014_20190401       3.46099490E+02 
wo_bp_0014_20190501       3.46118203E+02 
wo_bp_0014_20190601       3.46136912E+02 
wo_bp_0014_20190701       3.46155601E+02 
wo_bp_0014_20190801       3.46174553E+02 
wo_bp_0014_20190901       3.46193124E+02 
wo_bp_0014_20191001       3.46211587E+02 
wo_bp_0014_20191101       3.46229908E+02 
wo_bp_0014_20191201       3.46248048E+02 
wo_bp_0014_20200101       3.46266264E+02 
wo_bp_0014_20200201       3.46283651E+02 
wo_bp_0014_20200301       3.46300776E+02 
wo_bp_0014_20200401       3.46317907E+02 
wo_bp_0014_20200501       3.46334744E+02 
wo_bp_0014_20200601       3.46351288E+02 
wo_bp_0014_20200701       3.46367553E+02 
wo_bp_0014_20200801       3.46383828E+02 
wo_bp_0014_20200901       3.46399606E+02 
wo_bp_0014_20201001       3.46415162E+02 
wo_bp_0014_20201101       3.46430505E+02 
wo_bp_0014_20201201       3.46445630E+02 
wo_bp_0014_20210101       3.46460772E+02 
wo_bp_0014_20210201       3.46474958E+02 
wo_bp_0014_20210301       3.46488911E+02 
wo_bp_0014_20210401       3.46503092E+02 
wo_bp_0014_20210501       3.46517014E+02 
wo_bp_0014_20210601       3.46530678E+02 
wo_bp_0014_20210701       3.46544084E+02 
wo_bp_0014_20210801       3.46557460E+02 
wo_bp_0014_20210901       3.46570388E+02 
wo_bp_0014_20211001       3.46583096E+02 
wo_bp_0014_20211101       3.46595594E+02 
wo_bp_0014_20211201       3.46607885E+02 
wp_bp_0018_20150113       3.98778830E+02 
wp_bp_0018_20150218       3.98471655E+02 
wp_bp_0018_20150318       3.98236892E+02 
wp_bp_0018_20150415       3.97965029E+02 
wp_bp_0018_20150524       3.98385458E+02 
wp_bp_0018_20150610       3.98634967E+02 
wp_bp_0018_20150712       3.98859675E+02 
wp_bp_0018_20150819       3.98212206E+02 
wp_bp_0018_20150915       3.97699783E+02 
wp_bp_0018_20151014       3.97266536E+02 
wp_bp_0018_20151118       3.98234497E+02 
wp_bp_0018_20151215       3.98611312E+02 
wp_bp_0018_20160118       3.98701574E+02 
wp_bp_0018_20160216       3.98194850E+02 
wp_bp_0018_20160323       3.98209973E+02 
wp_bp_0018_20160422       3.98337193E+02 
wp_bp_0018_20160517       3.98608777E+02 
wp_bp_0018_20160614       3.98861310E+02 
wp_bp_0018_20160721       3.98410945E+02 
wp_bp_0018_20160817       3.97873812E+02 
wp_bp_0018_20160912       3.97795621E+02 
wp_bp_0018_20161026       3.97349140E+02 
wp_bp_0018_20161123       3.97489527E+02 
wp_bp_0018_20161222       3.97916678E+02 
wp_bp_0018_20170110       3.97780600E+02 
wp_bp_0018_20170208       3.97687998E+02 
wp_bp_0018_20170317       3.97723612E+02 
wp_bp_0018_20170419       3.97457124E+02 
wp_bp_0018_20170512       3.97168217E+02 
wp_bp_0018_20170613       3.96786773E+02 
wp_bp_0018_20170711       3.96500109E+02 
wp_bp_0018_20170816       3.96169057E+02 
wp_bp_0018_20170915       3.95979999E+02 
wp_bp_0018_20171017       3.96010215E+02 
wp_bp_0018_20171114       3.95775329E+02 
wp_bp_0018_20171218       3.95508110E+02 
wp_bp_0018_20180112       3.95426010E+02 
wp_bp_0018_20180216       3.95174124E+02 
wp_bp_0018_20180313       3.95009404E+02 
wp_bp_0018_20180418       3.94788382E+02 
wp_bp_0018_20180515       3.94632599E+02 
wp_bp_0018_20190618       3.97972313E+02 
wp_bp_0018_20180720       3.94280934E+02 
wp_bp_0018_20180820       3.94125126E+02 
wp_bp_0018_20180915       3.94304973E+02 
wp_bp_0018_20181014       3.96159738E+02 
wp_bp_0018_20181109       3.97195823E+02 
wp_bp_0018_20181221       3.97402056E+02 
wp_bp_0018_20190220       3.97855880E+02 
wp_bp_0018_20190319       3.97329675E+02 
wp_bp_0018_20190409       3.96901162E+02 
wp_bp_0018_20190506       3.96998450E+02 
wp_bp_0018_20190606       3.98042901E+02 
wp_bp_0018_20190711       3.97736959E+02 
wp_bp_0018_20190808       3.97112272E+02 
wp_bp_0018_20190911       3.96510526E+02 
wp_bp_0018_20191015       3.96040293E+02 
wp_bp_0018_20191119       3.95637232E+02 
wp_bp_0018_20191218       3.95346843E+02 
wp_bp_0018_20200114       3.95103042E+02 
wp_bp_0018_20200219       3.94911866E+02 
wp_bp_0018_20200317       3.95215824E+02 
wp_bp_0018_20200429       3.95715536E+02 
wp_bp_0018_20200520       3.95715999E+02 
wp_bp_0018_20200622       3.97177065E+02 
wp_bp_0018_20200709       3.97008968E+02 
wp_bp_0018_20200811       3.96217744E+02 
wp_bp_0018_20200924       3.96010342E+02 
