 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            42_z            52_z            61_z 
34677      590273.500    3347277.500    13.980900       3.762700        11.134174       0.150000        16.173900       11.686525       9.351480        0.198247        46.306084       2.804490        10.144220       0.150000        1.261200        0.024316        0.012000        0.013712     
48643      593667.625    3346429.000    10.159432       4.558875        3.880495        0.150000        13.627300       5.766980        7.643130        0.150000        29.595575       5.579483        21.188873       0.150000        1.074543        0.058608        0.013168        0.011155     
48663      596213.188    3348762.250    3.957360        3.308413        20.000000       0.150000        38.132675       13.337675       9.369760        0.197659        25.202100       11.659600       8.695971        0.150000        2.067870        0.089647        0.028892        0.064025     
59898      595152.562    3341549.750    10.877320       5.459598        2.578060        0.150000        8.848591        6.934720        23.370049       0.150000        2.842280        17.595800       21.299999       0.150000        0.978154        0.066481        0.336627        0.059857     
1650       571605.875    3350883.750    10.068600       7.657310        10.959900       0.197813        16.543726       3.143450        11.214500       0.150000        35.523838       13.444500       9.015770        0.236636        2.749428        1.678610        0.065965        0.017348     
2628       567787.500    3343247.000    12.808475       3.536667        14.030000       0.150000        22.563950       8.405500        14.345924       0.150000        46.434959       3.639720        10.429745       0.161039        1.115832        0.064625        0.030852        0.030236     
6424       582636.750    3353429.250    11.824375       7.121755        2.674925        0.139633        38.706348       27.137451       12.624950       0.150000        19.049200       2.632970        14.640075       0.313528        1.075600        0.052037        0.012000        0.010800     
6427       585182.312    3355974.750    16.211300       4.964710        2.285820        0.150000        36.028675       2.453320        19.027800       0.173599        37.226700       9.157998        23.412241       0.150000        3.294863        0.331831        0.012000        0.010800     
8137       568211.750    3336670.750    16.034400       3.281800        17.351500       0.150000        8.606960        5.919540        4.855247        0.150000        14.757975       5.402338        14.246250       0.252144        3.213070        0.234131        0.030762        0.030441     
10866      566939.000    3334231.250    16.413900       3.296693        2.583570        0.150000        80.000000       1.581600        35.240002       0.150000        16.296400       4.039370        15.414599       0.150000        1.528667        0.158981        0.044911        0.157227     
11190      580515.438    3348338.000    21.299999       3.124455        19.997049       0.150000        3.123170        19.703175       31.826950       0.150000        14.278000       4.561670        23.343781       0.218909        1.862753        0.175243        0.012285        0.050513     
14556      574681.812    3340701.250    12.657602       1.220814        7.283510        0.150000        56.299999       3.983330        9.252190        0.150000        33.671800       7.634323        19.005051       0.172361        0.716576        0.610481        0.021853        0.041640     
14695      580091.188    3346216.750    23.079515       3.216315        14.030000       0.150000        17.899500       21.519325       35.240002       0.150000        2.371930        6.178400        7.006825        0.194849        6.734170        0.102260        0.040987        0.010965     
18059      575954.625    3340701.250    9.228214        4.124805        0.859430        0.150000        62.400723       6.279970        6.196530        0.150000        28.446500       18.196976       10.230025       0.150000        1.438781        0.993366        0.012000        0.043817     
18324      584333.812    3348762.250    24.647940       3.353730        5.418560        0.150000        8.703630        3.614530        3.958070        0.150000        11.556600       3.827260        11.309500       0.150000        7.030000        2.107690        0.043506        0.024028     
18345      588576.438    3352156.500    19.673225       9.270885        0.878306        0.214276        6.426970        15.782175       3.924707        0.150000        28.231850       3.330290        13.686600       0.150000        3.581182        1.592750        0.016334        0.010808     
21734      578606.250    3340171.000    4.003360        3.345485        13.070150       0.150000        80.000000       4.472767        16.273575       0.379814        49.623001       15.277625       9.315968        0.150000        1.453068        0.070035        0.053580        0.010809     
23859      569484.562    3329458.250    17.819500       12.186800       19.178041       0.150000        56.299999       9.630080        17.341551       0.150000        10.631500       7.363230        9.898977        0.150000        2.905402        0.027488        0.058976        0.018718     
24086      574151.500    3335292.000    11.840700       2.997370        0.678278        0.150000        23.438524       4.727313        22.116501       0.150000        21.380300       6.931015        12.806400       0.150000        1.100068        0.072870        0.012107        0.013628     
28770      578606.250    3336777.000    21.299999       3.066430        14.030000       0.150000        6.003670        14.065225       2.133230        0.150000        19.476200       4.058830        10.269888       0.150000        0.414453        0.683293        0.012000        0.038727     
29747      583909.562    3343034.750    18.849049       1.749820        7.029165        0.150000        6.206850        4.243230        24.524225       0.150000        26.764900       35.299999       20.952826       0.150000        0.715142        0.059611        0.029242        0.010926     
34198      583008.000    3339534.500    20.267601       2.833190        19.768875       0.150000        9.639538        9.174325        5.278598        0.233450        35.299999       2.431380        14.070300       0.150000        0.722000        0.142705        0.033410        0.037418     
37054      574045.438    3329882.500    9.700052        4.257173        9.130735        0.185596        17.465275       10.215000       25.518850       0.150000        11.876925       4.883550        18.998199       0.325540        1.055525        0.054455        0.013655        0.048400     
38941      585712.688    3340648.250    4.249340        5.582515        14.030000       0.150000        3.427640        2.003850        10.219300       0.150000        17.123674       7.944042        16.373249       0.242439        1.918210        0.106008        0.012000        0.047450     
43166      584758.062    3338049.750    11.595575       1.594560        6.760972        0.150000        56.299999       2.421890        9.663589        0.150000        33.279476       4.970635        11.383850       0.257804        0.376806        0.161995        0.012000        0.021218     
43992      592182.688    3346641.000    7.551180        2.500530        4.746027        0.273356        31.248625       9.140307        8.096633        0.150000        10.821500       7.565040        11.775800       0.150000        5.237227        1.823660        0.012015        0.024452     
45739      576803.125    3329246.250    11.265550       3.356160        14.030000       0.217462        40.195300       8.792615        14.382450       0.150000        19.832300       7.388983        19.202175       0.150000        3.240225        0.380411        0.012980        0.219862     
50965      583167.062    3333488.750    25.379341       5.031330        6.252935        0.150000        16.342000       7.452820        43.257400       0.150000        8.614430        3.473965        21.299999       0.150000        0.811245        0.123801        0.021222        0.015746     
51628      586136.938    3336936.000    11.742975       8.431957        12.923600       0.150000        12.057200       4.534065        41.969101       0.191788        34.864151       3.740650        13.722700       0.200942        2.523145        0.174747        0.012000        0.010820     
51857      586879.375    3337996.750    8.554180        3.235580        5.767490        0.138665        21.828751       4.344300        27.652527       0.150000        6.233770        4.872115        10.556175       0.246671        1.216370        0.164769        0.035093        0.119891     
