 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
106103     594357.062    3317791.000    52.672897       9.480282        20.936775       0.414932        23.938078       4.950210        3.217000        0.150000        10.182200       1.959810        12.355900       0.231503        8.375320        5.117030        6.436967        0.274497        1.348160        0.010800     
106281     595046.500    3317526.000    23.307350       7.626560        6.906702        0.150000        3.713950        4.727643        11.921100       0.150000        18.781000       23.136950       14.313680       0.150000        50.000000       4.077175        21.299999       0.203050        0.796954        0.011264     
106611     595948.062    3319382.000    41.321877       13.871675       20.706154       0.150000        11.716300       1.205910        14.030000       0.175145        7.136100        2.034010        11.498700       0.230438        37.327225       5.521720        12.919700       0.266726        0.336461        0.010800     
110534     596478.375    3318851.750    13.276400       6.000000        24.285200       0.150000        28.377449       4.560345        14.030000       0.150000        39.168575       4.744380        7.170260        0.150000        28.620500       3.373390        27.143800       0.226239        1.190493        0.041612     
111537     600349.750    3322458.000    49.200700       6.221688        14.565975       0.150000        18.102776       1.358200        2.927120        0.171766        43.691200       9.760250        26.384476       0.150000        28.841351       2.042510        24.041882       0.263264        0.906117        0.014362     
66742      573515.062    3315669.750    70.900055       12.969400       15.135300       0.299075        10.611213       2.040572        9.071290        0.150000        10.919250       8.309605        7.555503        0.150000        30.350800       6.807610        6.382662        0.150000        1.467793        0.011002     
70844      576591.000    3317419.750    35.586777       16.083275       6.212110        0.150000        6.597770        3.115803        3.351850        0.150000        18.147224       4.308860        13.424750       0.291897        16.578150       3.440925        9.365829        0.150000        1.553962        0.026521     
71473      579030.500    3318533.500    99.036125       6.175656        9.784855        0.277522        2.987670        2.479890        15.317340       0.150000        17.971575       4.577180        6.520200        0.308958        9.253340        1.761420        6.721300        0.150000        0.577943        0.100289     
74395      577174.375    3315882.000    70.040298       9.312230        10.762050       0.381545        9.483103        4.988088        9.435717        0.238117        54.301773       18.660126       8.842780        0.142018        9.932180        1.325500        18.618400       0.150000        1.276065        0.010803     
77698      578500.188    3315086.500    34.484600       4.472090        9.116840        0.150000        11.421475       1.291350        3.582570        0.150000        56.299999       4.829380        15.108325       0.293800        25.205601       6.565655        16.108175       0.150000        1.972130        0.021020     
78109      581682.188    3318639.500    30.790451       6.000000        13.182000       0.150000        22.879900       5.059247        5.628585        0.150000        3.820240        9.749740        4.229090        0.150000        18.673801       1.892380        24.010262       0.150000        2.654833        0.024795     
80479      576272.812    3312063.500    39.851151       6.012396        6.179130        0.150000        7.165860        1.685890        20.000000       0.150000        10.952700       5.220430        6.071870        0.150000        13.114876       7.959575        11.670975       0.150000        4.078802        0.018719     
80756      579348.688    3314131.750    21.640000       6.307932        15.523000       0.150000        16.659700       4.121395        4.624520        0.150000        4.960860        39.670700       21.524801       0.150000        47.120277       5.408922        12.590550       0.150000        1.208180        0.016013     
81095      580515.438    3315988.000    30.842825       6.016308        15.731900       0.266639        19.289600       2.765638        14.030000       0.150000        13.780500       3.167000        11.946000       0.150000        10.926300       4.542645        30.000000       0.150000        3.312850        0.050958     
84405      580780.625    3313548.500    14.892375       13.861450       12.984750       0.150000        5.706970        3.396910        15.020800       0.150000        8.516130        16.024551       17.452499       0.185182        25.579676       18.254801       11.028900       0.150000        1.899623        0.011081     
85620      584599.000    3317260.750    41.534500       24.556376       13.755025       0.224854        16.990929       14.459225       10.010887       0.150000        39.897400       6.975110        9.490070        0.150000        13.518625       11.448300       21.299999       0.150000        0.312553        0.010800     
92632      583697.438    3313230.250    8.293901        36.197975       8.252620        0.335600        12.326025       2.582690        19.955400       0.150000        18.269350       21.093725       8.711121        0.150000        8.275990        2.702018        12.721149       0.150000        1.085690        0.045270     
96140      580727.562    3309730.000    42.498577       16.427725       9.546770        0.294461        18.221399       1.678270        4.449170        0.150000        10.274000       1.934052        10.536449       0.275203        15.852300       5.173010        24.825300       0.150000        1.925363        0.010800     
99295      579242.625    3305487.500    49.523750       6.000000        11.063300       0.236093        18.602875       1.891812        20.000000       0.150000        7.280160        14.332650       11.988300       0.312304        15.214849       4.325567        18.165874       0.150000        1.860040        0.015083     
