 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
406        522391.250    3316942.500    11.638925       9.985662        6.769670        0.150000        19.986200       6.884720        14.992300       0.150000        14.480400       30.050800       16.953800       0.385705        2.137575        0.018827     
714        528330.938    3316094.000    12.579725       7.100227        6.117932        0.150000        14.517700       7.520140        3.493270        0.150000        5.325160        9.258260        18.597725       0.253332        2.320365        0.010800     
1396       536816.250    3316094.000    7.767730        21.299999       16.761923       0.150000        3.448290        3.155140        47.718723       0.150000        35.299999       20.538100       10.655100       0.276299        1.541317        0.061401     
2689       543604.438    3318215.250    4.970020        21.299999       2.217050        0.150000        13.025975       47.216625       24.146900       0.150000        7.467270        9.656250        15.153524       0.221583        7.030000        0.010816     
2772       551029.062    3325427.750    14.000600       7.669035        10.046935       0.150000        61.147350       11.421000       14.032150       0.177860        9.982657        17.728100       6.366670        0.150000        1.426690        0.014325     
2836       553574.688    3328079.500    5.287280        7.263428        3.231360        0.150000        17.708050       7.013300        41.444600       0.194303        13.862300       12.217650       8.259630        0.150000        2.585120        0.028792     
6454       546574.312    3315245.500    6.220787        2.728280        14.030000       0.150000        7.288700        6.893250        13.629200       0.253751        23.081450       7.490530        10.187532       0.150000        1.032607        0.010800     
6976       556438.438    3325056.500    3.341970        3.475930        2.094020        0.150000        5.472250        8.100080        7.459370        0.150000        9.890716        30.531600       28.429020       0.150000        4.724487        0.026598     
8274       542755.938    3310154.250    3.152410        5.326650        2.532170        0.150000        14.916900       8.788990        7.947473        0.150000        23.285049       5.539070        10.097275       0.150000        1.701685        0.014473     
9739       560203.812    3328185.500    12.632225       4.197245        5.564630        0.150000        8.973820        7.106043        6.489830        0.150000        12.288400       10.266730       9.689715        0.150000        0.985782        0.012665     
11456      554635.312    3319806.250    16.490625       10.146885       20.000000       0.150000        11.222975       2.201210        35.240002       0.150000        35.443562       3.561080        23.333225       0.150000        1.698220        0.018948     
12026      557711.250    3323253.500    3.486430        7.092942        14.376500       0.147246        16.308800       21.496849       22.747250       0.150000        24.150475       35.220974       21.299999       0.229200        2.263103        0.020684     
18540      556332.375    3319170.000    3.556310        21.299999       6.322780        0.150000        25.440901       20.698000       4.580710        0.271422        23.371925       27.644474       30.000000       0.150000        3.358905        0.020159     
18692      557233.938    3319170.000    10.792137       5.273360        14.030000       0.210254        6.891020        15.729925       33.754677       0.150000        13.966475       3.676080        21.299999       0.150000        2.723872        0.019431     
29908      556756.625    3314609.000    13.189725       6.669435        3.252335        0.150000        32.793350       13.932500       35.240002       0.326432        24.171999       17.409800       15.132950       0.150000        1.816847        0.011905     
48682      554635.312    3305063.250    8.621088        14.860575       17.603851       0.150000        3.767440        6.913420        14.109575       0.150000        12.753500       4.686860        24.169920       0.150000        1.506120        0.013618     
51         518997.156    3332216.000    1.890600        4.707920        12.881849       0.150000        9.855800        12.646800       4.972145        0.150000        14.772500       23.156324       20.733049       0.208094        0.404962        0.010800     
76         526633.875    3338155.750    6.893972        3.511050        3.596538        0.150000        8.295988        11.306775       23.403675       0.224139        12.034500       9.081490        10.397600       0.150000        2.412848        0.134654     
198        527482.438    3330519.000    9.703568        7.720140        12.118151       0.150000        5.332530        5.270927        20.057701       0.150000        9.342207        5.682710        3.419800        0.150000        0.620429        0.013469     
271        524936.812    3324579.250    7.654087        3.336165        17.932875       0.150000        12.966400       18.851974       3.358960        0.150000        8.497140        25.822599       6.359760        0.150000        5.696550        0.011266     
332        541907.375    3339852.750    6.729800        14.204950       7.400510        0.150000        7.448055        36.302673       30.724525       0.150000        9.705667        9.248430        29.984575       0.150000        1.450630        0.067409     
391        547847.125    3344095.500    4.219140        9.512710        11.651751       0.252766        23.679100       20.375301       6.534750        0.150000        35.299999       7.379205        28.247375       0.150000        2.072783        0.047312     
538        558877.938    3351732.250    3.398470        9.503855        12.364722       0.150000        22.112144       4.733170        10.172100       0.197396        18.352674       7.307845        11.239128       0.150000        4.179368        0.021795     
724        536816.250    3324579.250    17.328650       21.299999       11.594475       0.150000        15.442900       10.481575       20.186649       0.328906        10.800725       3.768080        12.838100       0.150000        0.620639        0.010805     
972        546786.438    3330519.000    8.591129        23.428982       7.447870        0.178796        6.602890        56.299999       35.240002       0.150000        7.632525        25.051100       13.715650       0.150000        1.649470        0.011599     
1036       559726.500    3344095.500    9.504010        5.816762        14.030000       0.150000        43.194748       28.790375       10.373800       0.201367        8.936100        13.524000       28.239960       0.150000        4.265355        0.027787     
1347       558453.688    3339004.250    5.612020        11.037600       18.235201       0.290406        11.231080       1.596078        8.671810        0.150000        29.596176       14.898300       13.618800       0.199644        2.496185        0.038367     
2049       566090.438    3343247.000    2.648200        21.299999       15.010739       0.150000        18.023624       6.335260        15.367550       0.198172        25.338951       12.686726       18.048302       0.150000        1.827955        0.026325     
2908       554635.312    3329564.500    14.889800       4.247770        10.174086       0.150000        17.015301       11.976900       5.891490        0.150000        16.319799       6.723330        11.658325       0.150000        1.570410        0.010931     
4241       556120.250    3328769.000    1.276632        7.833330        20.000000       0.198169        35.265602       8.134270        10.876375       0.150000        16.638250       3.548830        8.522788        0.150000        1.530392        0.039570     
4822       559302.250    3332428.250    4.241430        5.388810        6.838842        0.150000        12.609925       21.821100       22.608000       0.150000        16.647949       10.518177       9.896130        0.150000        1.009650        0.010827     
