pm_1
0.2834140
0.2849254
0.2913107
0.2926099
0.2937921
0.2947838
0.2954804
0.2957303
0.2953022
0.2940478
0.2992465
0.2991639
0.2990750
0.2946832
0.2929943
0.2892306
0.2866411
0.2905070
0.2869294
0.2833856
0.2794127
0.2916119
0.2843855
0.2774195
0.2821559
0.2764212
0.2747149
0.2693471
0.2701131
0.2672187
0.2639078
0.2632515
0.2599745
0.2662068
0.2630927
0.2640526
0.2609815
0.2598863
0.2566095
0.2577976
0.2545125
0.2606332
0.2566867
0.2534115
0.2501713
0.2469883
0.2532820
0.2499266
0.2511409
0.2476957
0.2465641
0.2432173
0.2441983
0.2406646
0.2399107
0.2366711
0.2371150
0.2350485
0.2333296
0.2339995
0.2321924
0.2353408
0.2338391
0.2333265
0.2317404
0.2323713
0.2301888
0.2286729
0.2316252
0.2299433
0.2303931
0.2286025
0.2282859
0.2266621
0.2268291
0.2250752
0.2271676
0.2257387
0.2250566
0.2235128
0.2233508
0.2216555
0.2220192
0.2205873
0.2200052
0.2184130
0.2192286
0.2168867
0.2154448
0.2140992
0.2687797
0.2709376
0.2734330
0.2786155
0.2801133
0.2719638
0.2734104
0.2816256
0.2831085
0.2749595
0.2766034
0.2902423
0.2912540
0.2783276
0.2801106
0.2919023
0.2919862
0.2882355
0.2898245
0.2912383
0.2893172
0.2912861
0.2925265
0.2867398
0.2841848
0.2876925
0.2858835
0.2810750
0.2773780
0.2836509
0.2809518
0.2911156
0.2906181
0.2949847
0.2960796
0.2898745
0.2888635
0.2971828
0.2982752
0.2730714
0.2681557
0.2777667
0.2730181
0.2708394
0.2774213
0.2756721
0.2635955
0.2606189
0.2650670
0.2622857
0.2575048
0.2542698
0.2593644
0.2562996
0.2685152
0.2660623
0.2738016
0.2717991
0.2634750
0.2607566
0.2696865
0.2674572
0.2875428
0.2831289
0.2819062
0.2897147
0.2891267
0.2993440
0.2966732
0.2967840
0.3033788
0.3042395
0.2805907
0.2791723
0.2884500
0.2877009
0.2776393
0.2760166
0.2868666
0.2859317
0.2968460
0.2968412
0.3050922
0.3059269
0.2967823
0.2966514
0.3067214
0.3074805
0.2509176
0.2474567
0.2531098
0.2497931
0.2438908
0.2402408
0.2463548
0.2427553
0.2409259
0.2448421
0.2430614
0.2579005
0.2549331
0.2651164
0.2626578
0.2518519
0.2477347
0.2460588
0.2513943
0.2498445
0.2585027
0.2571354
0.2631554
0.2619433
0.2557495
0.2543435
0.2607109
0.2594650
0.2373258
0.2354630
0.2377759
0.2358834
0.2335882
0.2317016
0.2339719
0.2320413
0.2390706
0.2371894
0.2412635
0.2394406
0.2352839
0.2333547
0.2375929
0.2357226
0.2298124
0.2279218
0.2300881
0.2281257
0.2260308
0.2241467
0.2261504
0.2241634
0.2314026
0.2294196
0.2338301
0.2319184
0.2274245
0.2254093
0.2299764
0.2280296
0.2443474
0.2426250
0.2482733
0.2466723
0.2408837
0.2391230
0.2450690
0.2434562
0.2529236
0.2514887
0.2582034
0.2569342
0.2500304
0.2485820
0.2556583
0.2543589
0.2373486
0.2355625
0.2418361
0.2402111
0.2337668
0.2319541
0.2385903
0.2369754
0.2471294
0.2456824
0.2530803
0.2518043
0.2442417
0.2428185
0.2505419
0.2492926
0.2742966
0.2724851
0.2849208
0.2812058
0.2805409
0.2870640
0.2865888
0.2683137
0.2672622
0.2739137
0.2730189
0.2661962
0.2651125
0.2721195
0.2712077
0.2798582
0.2791524
0.2860882
0.2855691
0.2784143
0.2776750
0.2850285
0.2844456
0.2964253
0.2931262
0.2928452
0.2993102
0.2992436
0.3081768
0.3055370
0.3056981
0.3117133
0.3121051
0.2925435
0.2922172
0.2991507
0.2990259
0.2918619
0.2914849
0.2988758
0.2986905
0.3058269
0.3059290
0.3124854
0.3128286
0.3059929
0.3060248
0.3131387
0.3134028
0.2640193
0.2629167
0.2702828
0.2693432
0.2618044
0.2606918
0.2683985
0.2674443
0.2769163
0.2761465
0.2838632
0.2832576
0.2753603
0.2745673
0.2826374
0.2819963
0.2595578
0.2584498
0.2664908
0.2655149
0.2573469
0.2562612
0.2645657
0.2636203
0.2737624
0.2729556
0.2813436
0.2806727
0.2721216
0.2713116
0.2799944
0.2792809
0.2910597
0.2906306
0.2984772
0.2982076
0.2901718
0.2896917
0.2979261
0.2976048
0.3060128
0.3059635
0.3136249
0.3137913
0.3058460
0.3057048
0.3139070
0.3139381
0.2891828
0.2886541
0.2972525
0.2968594
0.2880984
0.2875255
0.2964352
0.2959705
0.3055100
0.3052696
0.3139289
0.3138468
0.3049724
0.3046273
0.3136984
0.3134713
0.2222721
0.2204268
0.2221677
0.2201950
0.2185925
0.2167917
0.2181883
0.2161867
0.2233749
0.2213224
0.2260702
0.2241001
0.2192900
0.2171999
0.2221755
0.2201954
0.2150446
0.2133635
0.2141916
0.2122259
0.2117748
0.2103031
0.2102995
0.2084436
0.2150943
0.2129647
0.2182242
0.2162713
0.2108315
0.2086859
0.2143415
0.2124911
0.2301563
0.2283693
0.2353613
0.2337851
0.2266607
0.2249164
0.2323187
0.2308173
0.2414144
0.2400243
0.2480690
0.2468706
0.2386880
0.2374829
0.2456919
0.2446620
0.2232134
0.2215747
0.2293775
0.2280089
0.2200191
0.2185636
0.2267353
0.2255683
0.2362486
0.2350872
0.2435928
0.2425779
0.2340027
0.2330134
0.2416323
0.2407552
0.2089873
0.2078616
0.2067022
0.2051594
0.2039367
0.2031929
0.2065290
0.2043617
0.2107581
0.2092196
0.2021851
0.2000000
0.2080101
0.2072744
0.2029835
0.2012613
0.2025027
0.2070925
0.2073625
0.2037183
0.2049117
0.2079683
0.2087549
0.2172755
0.2161839
0.2245143
0.2236233
0.2153212
0.2147245
0.2228983
0.2223406
0.2321221
0.2313256
0.2399611
0.2392467
0.2306630
0.2301272
0.2386045
0.2380688
0.2143956
0.2143301
0.2219617
0.2217483
0.2144714
0.2148196
0.2216984
0.2217746
0.2297104
0.2294195
0.2376291
0.2372796
0.2292454
0.2291760
0.2370139
0.2368368
0.2551902
0.2541465
0.2626906
0.2617727
0.2531279
0.2522268
0.2608789
0.2600050
0.2705001
0.2696991
0.2785847
0.2778790
0.2689031
0.2681242
0.2771750
0.2764666
0.2512789
0.2503806
0.2592471
0.2584302
0.2495287
0.2487363
0.2576542
0.2569134
0.2674687
0.2667004
0.2758838
0.2751806
0.2659713
0.2652721
0.2744686
0.2737844
0.2869065
0.2862950
0.2954755
0.2949200
0.2856623
0.2850200
0.2943585
0.2937616
0.3042244
0.3037736
0.3131738
0.3127951
0.3032437
0.3026907
0.3123453
0.3117922
0.2843614
0.2838191
0.2931408
0.2926138
0.2831420
0.2824433
0.2919418
0.2912495
0.3020842
0.3015624
0.3111942
0.3105261
0.3008713
0.3001363
0.3099105
0.3091148
0.2479993
0.2473297
0.2562202
0.2555680
0.2467214
0.2461647
0.2549685
0.2544183
0.2645961
0.2639549
0.2731186
0.2724685
0.2633462
0.2627670
0.2718315
0.2712194
0.2456971
0.2452933
0.2538934
0.2534448
0.2449610
0.2446894
0.2530422
0.2526939
0.2622278
0.2616994
0.2706244
0.2700573
0.2612334
0.2607995
0.2694893
0.2689725
0.2817654
0.2810842
0.2905129
0.2897894
0.2804115
0.2797407
0.2890506
0.2883091
0.2993711
0.2985477
0.3082585
0.3073570
0.2977255
0.2968767
0.3063845
0.3054021
0.2790834
0.2784326
0.2875591
0.2868126
0.2777995
0.2771563
0.2860642
0.2853254
0.2960151
0.2951365
0.3043845
0.3033465
0.2942540
0.2933633
0.3022862
0.3012180
0.2096480
0.2105954
0.2115661
0.2153116
0.2159068
0.2219885
0.2223116
0.2165834
0.2173097
0.2227168
0.2231951
0.2291936
0.2293140
0.2367343
0.2366916
0.2295168
0.2297828
0.2367292
0.2368306
0.2180757
0.2188603
0.2237234
0.2242965
0.2248958
0.2255080
0.2301095
0.2304789
0.2369799
0.2371789
0.2308900
0.2313268
0.2374124
0.2376823
0.2261415
0.2317769
0.2322523
0.2379744
0.2382772
0.2327420
0.2332333
0.2386063
0.2389505
0.2392974
0.2396511
0.2400042
0.2444846
0.2443338
0.2523894
0.2521361
0.2442245
0.2441794
0.2519225
0.2517363
0.2604070
0.2600457
0.2684774
0.2680132
0.2597237
0.2594311
0.2675713
0.2671603
0.2441843
0.2442261
0.2516034
0.2515104
0.2443082
0.2444175
0.2514455
0.2514142
0.2591565
0.2589268
0.2667715
0.2663941
0.2587300
0.2585554
0.2660564
0.2657468
0.2765553
0.2759679
0.2845697
0.2838498
0.2754045
0.2748571
0.2831386
0.2824469
0.2924768
0.2915704
0.3001392
0.2990627
0.2906957
0.2898280
0.2979672
0.2969029
0.2743353
0.2738311
0.2817679
0.2811118
0.2733350
0.2728757
0.2804716
0.2798388
0.2889780
0.2881408
0.2958473
0.2948106
0.2873259
0.2865318
0.2937927
0.2927934
0.2445581
0.2447169
0.2514044
0.2514214
0.2448833
0.2450752
0.2514536
0.2514904
0.2584093
0.2582812
0.2654563
0.2651913
0.2581766
0.2580894
0.2649468
0.2647172
0.2452814
0.2454945
0.2515557
0.2516269
0.2457073
0.2459242
0.2517086
0.2517902
0.2579977
0.2579378
0.2645086
0.2642960
0.2578842
0.2578412
0.2641164
0.2639441
0.2724423
0.2720311
0.2792461
0.2786725
0.2716377
0.2712688
0.2781262
0.2775999
0.2857402
0.2849935
0.2918211
0.2908567
0.2842689
0.2835741
0.2899390
0.2890477
0.2709166
0.2705872
0.2771006
0.2766220
0.2702572
0.2699624
0.2761699
0.2757235
0.2829038
0.2822642
0.2881896
0.2873602
0.2816506
0.2810685
0.2865653
0.2858005
0.2461351
0.2463314
0.2518763
0.2519567
0.2520225
0.2525264
0.2577986
0.2577608
0.2637839
0.2636262
0.2577179
0.2579597
0.2634747
0.2633196
0.2526431
0.2579560
0.2579479
0.2633520
0.2632345
0.2579258
0.2578929
0.2631114
0.2629723
0.2696790
0.2694113
0.2753167
0.2749281
0.2691505
0.2688995
0.2745621
0.2742108
0.2804998
0.2799760
0.2850710
0.2843610
0.2794786
0.2790122
0.2836975
0.2830646
0.2686485
0.2684785
0.2738772
0.2734931
0.2682647
0.2680446
0.2732009
0.2729213
0.2803875
0.2793050
0.2628186
0.2626400
0.2701163
0.2694607
0.2785776
0.2779871
0.2775220
0.2748490
0.2723172
0.2562093
0.2573177
0.2588778
0.2659734
0.2675721
0.2544057
0.2553292
0.2694391
0.2716353
0.2565093
0.2580198
0.2742470
0.2773733
0.2599512
0.2624248
0.2874267
0.2918453
0.2655692
0.2695645
0.2966159
0.2991484
0.2935151
0.2967852
0.3019556
0.3050633
0.3004833
0.3046823
0.2846792
0.2876143
0.2662236
0.2729202
0.2910093
0.2948177
0.2751314
0.2775630
0.3084955
0.3090853
0.3106976
0.3129270
0.3152194
0.3094407
0.3140716
