 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
86915      592394.812    3326594.500    38.294924       11.464877       11.075858       0.200000        21.398110       1.109130        11.240048       0.200000        46.614893       4.630820        14.148378       0.200000        16.264506       10.298761       15.270111       0.200000        0.029989        2.234765        0.110956        0.025676        0.081995     
87165      594569.188    3327867.250    47.265963       5.500000        6.233079        0.200000        3.586660        3.976420        2.022760        0.268283        21.062200       13.138930       8.251491        0.200000        13.856700       16.016143       11.035808       0.200000        0.058385        0.606024        0.873778        0.021161        0.011181     
91117      593773.688    3325374.750    30.600956       5.770243        5.888305        0.324153        21.114951       6.536708        11.435047       0.200000        15.851700       11.649000       13.920800       0.200000        16.117281       1.865900        10.041520       0.200000        0.027181        0.903954        0.076017        0.011026        0.011983     
83301      594834.375    3330306.750    40.049700       7.117330        5.730829        0.206658        17.779686       1.283986        2.679388        0.200000        20.962631       5.842278        8.221029        0.200000        17.506568       2.685860        10.968000       0.200000        0.077701        0.719920        0.169289        0.011368        0.009900     
87666      596107.125    3329405.250    45.397598       12.128400       9.716019        0.200000        18.001450       2.033370        8.060300        0.200000        46.575374       10.686590       33.059227       0.318339        22.311147       4.830890        8.093117        0.200000        0.086317        1.271819        0.102556        0.011000        0.011646     
88240      600455.875    3333276.750    72.989400       5.644644        6.385346        0.200000        10.754650       4.007080        2.310810        0.200000        45.032900       17.954183       3.300270        0.200000        26.180800       12.349534       22.183675       0.200000        0.022022        1.652221        0.050493        0.011842        0.010299     
92354      598970.938    3331261.500    12.536129       8.296671        5.610710        0.200000        7.228176        5.331811        2.063490        0.200000        25.831900       2.381600        4.191040        0.200000        7.732970        9.838910        18.796000       0.210914        0.024591        0.232807        0.072003        0.032104        0.033079     
94729      594834.375    3324844.500    113.816306      5.501194        6.529540        0.200000        11.489600       2.879735        8.224754        0.176538        15.037512       19.873405       17.607888       0.200000        30.820255       7.575620        20.530258       0.200000        0.057258        1.238734        0.327156        0.011147        0.014898     
98674      598334.500    3327496.000    43.304600       5.500000        23.143139       0.200000        3.738650        7.475442        3.379204        0.200000        9.230552        9.436990        6.702760        0.207804        12.669500       17.496224       26.816694       0.200000        0.028633        0.450146        0.127074        0.012271        0.011407     
101232     597910.250    3323836.750    52.158475       7.608783        10.475645       0.263672        11.674212       2.682303        9.166630        0.200000        1.928100        24.426412       27.441204       0.200000        5.137370        3.510560        5.413532        0.200000        0.026482        1.069603        0.051744        0.011009        0.010672     
104414     601834.688    3326329.500    33.793131       5.749683        9.846828        0.366729        3.321830        5.249836        5.400942        0.200000        6.805185        22.709192       9.875323        0.200000        25.017337       2.142800        11.429800       0.200000        0.023246        1.913707        0.050040        0.020361        0.015373     
104455     601834.688    3326700.750    49.448571       11.821248       23.750956       0.200000        6.598404        3.839250        10.766973       0.200000        14.239471       18.326511       10.747468       0.200000        27.450890       5.111350        5.495440        0.260162        0.024762        0.336095        0.058047        0.079130        0.142211     
107418     600880.125    3324314.250    43.577011       5.500000        9.826209        0.200000        10.817806       7.279865        11.334675       0.200000        11.615900       7.727739        10.383773       0.200000        12.073900       19.679093       16.768338       0.200000        0.022123        0.744054        0.051464        0.028889        0.009900     
111612     600774.062    3322882.250    113.501882      15.863200       5.723553        0.200000        5.348833        7.658450        3.404753        0.200000        6.131589        7.065170        6.897220        0.263324        23.726800       5.641888        7.211300        0.200000        0.022001        0.505670        0.031597        0.030029        0.009936     
112758     605971.250    3327602.250    25.743800       5.500000        16.349200       0.200000        7.394120        3.410373        10.816500       0.200000        8.865024        14.985066       5.303230        0.200000        16.400200       8.600976        12.217400       0.200000        0.031613        1.152739        0.073889        0.011010        0.011821     
115003     602152.875    3322352.000    10.830900       5.500000        18.752967       0.200000        6.094700        5.658982        6.950094        0.200000        15.234758       10.639063       5.064534        0.200000        48.480700       8.168850        14.899847       0.200000        0.111831        1.248354        0.047730        0.022238        0.014382     
117757     603531.750    3322033.750    63.204462       5.500000        6.049190        0.200000        7.279884        3.858214        9.399953        0.161944        14.803037       4.310350        9.282520        0.200000        6.118160        2.930880        18.208001       0.200000        0.096839        0.250097        0.057352        0.011863        0.032727     
