 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
71473      579030.500    3318533.500    79.411387       5.661018        8.818582        0.277522        2.987670        2.479890        12.844544       0.200000        14.488647       4.074484        6.520200        0.308958        9.253340        1.761420        6.721300        0.200000        0.577943        0.077469     
74395      577174.375    3315882.000    58.099912       8.234173        9.883171        0.381545        8.919947        4.025086        7.110867        0.238117        48.745567       16.419729       8.842780        0.142018        9.932180        1.325500        18.618400       0.200000        1.064391        0.009903     
77698      578500.188    3315086.500    33.265600       4.472090        9.116840        0.200000        10.793884       1.291350        3.582570        0.200000        44.887762       4.829380        12.586820       0.293800        21.852232       5.290165        15.276663       0.200000        1.972130        0.019268     
78109      581682.188    3318639.500    25.045333       5.500000        11.686700       0.200000        21.462987       4.649063        5.183544        0.200000        3.820240        9.749740        4.229090        0.200000        15.628181       1.892380        22.386983       0.200000        2.131947        0.022729     
80479      576272.812    3312063.500    34.633057       5.511363        5.664202        0.200000        7.165860        1.685890        17.630968       0.200000        10.952700       5.220430        6.071870        0.200000        12.391129       7.176196        10.023637       0.200000        3.255696        0.017159     
80756      579348.688    3314131.750    21.640000       5.782271        15.523000       0.200000        13.509937       3.853694        4.624520        0.200000        4.960860        39.670700       17.502785       0.200000        39.002571       4.714884        11.908460       0.200000        1.157057        0.014678     
81095      580515.438    3315988.000    29.223062       5.514949        14.298640       0.266639        16.170768       2.582770        10.971359       0.200000        13.780500       3.167000        10.830071       0.200000        9.897862        4.201605        30.000000       0.200000        2.795380        0.046712     
84405      580780.625    3313548.500    12.419667       11.646213       11.255952       0.200000        5.706970        3.171872        15.020800       0.200000        8.516130        12.981154       15.109595       0.185182        22.257451       15.943795       11.028900       0.200000        1.596851        0.010158     
85620      584599.000    3317260.750    41.534500       20.462578       12.816956       0.224854        14.590528       11.396916       7.803165        0.200000        35.926262       6.013161        9.183709        0.200000        11.387949       11.448300       17.453650       0.200000        0.312553        0.009900     
92632      583697.438    3313230.250    7.602743        30.335000       8.252620        0.335600        11.225042       2.582690        16.747164       0.200000        17.067000       16.910940       7.875592        0.200000        8.275990        2.276534        10.560005       0.200000        1.085690        0.041497     
96140      580727.562    3309730.000    36.463152       13.889165       9.546770        0.294461        16.053015       1.678270        4.449170        0.200000        10.274000       1.772881        9.812233        0.275203        15.852300       5.173010        20.635710       0.200000        1.675373        0.009900     
99295      579242.625    3305487.500    44.891906       5.500000        11.063300       0.236093        17.868331       1.719982        20.000000       0.200000        7.280160        11.873024       11.988300       0.312304        13.144798       4.070526        15.923819       0.200000        1.705144        0.013826     
