 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
71593      580515.438    3320442.750    15.128101       6.304820        5.900922        0.200000        13.796939       6.882538        3.769230        0.200000        14.886586       10.177477       23.024214       0.200000        1.212711        0.011928     
71958      582265.500    3322139.750    3.163920        4.731857        2.780961        0.200000        12.024800       8.664551        6.860591        0.258500        5.390880        12.812736       14.774230       0.200000        1.151850        0.086690     
72107      582689.812    3323306.500    12.318374       4.372239        7.768527        0.200000        6.123283        22.419762       18.190722       0.200000        27.722006       31.330267       9.582030        0.200000        0.695772        0.010175     
72264      582954.938    3323783.750    2.671921        3.290723        18.169301       0.200000        14.833574       36.600578       10.707317       0.200000        12.224363       8.819510        6.926710        0.200000        1.631160        0.034573     
75084      582265.500    3321609.500    8.573690        9.487381        5.289560        0.200000        44.913935       22.407083       10.116300       0.236927        5.744006        11.432900       17.744000       0.200000        1.572249        0.009900     
75306      583114.062    3322033.750    4.777130        16.239245       9.677438        0.170701        3.164470        9.726885        20.763278       0.200000        25.752925       5.384450        5.614825        0.200000        1.318986        0.009900     
75567      584121.688    3323041.250    5.282050        6.476242        10.690405       0.200000        5.187030        33.531450       14.029466       0.200000        6.248300        9.479837        8.666783        0.200000        1.329887        0.009927     
75727      584758.062    3323253.500    14.698900       4.104210        13.449937       0.200000        8.195151        5.835610        14.948521       0.200000        9.014378        12.089233       10.051200       0.200000        0.877103        0.009900     
76014      586136.938    3324367.250    4.177070        6.290236        2.642390        0.208570        15.773557       2.395450        6.059590        0.200000        8.137380        6.354612        13.439700       0.223512        0.639394        0.010894     
76239      588894.625    3327761.250    10.642344       16.530775       3.674720        0.200000        9.393950        9.090590        5.478342        0.220100        29.916212       5.925597        8.162739        0.200000        0.662716        0.011710     
