obsnme,obsval,weight,standard_deviation,obgnme
wo_cc_7656_20170901,424.2955376,0.0,9.144,oobs
wo_cc_7656_20171001,424.2691509,0.0,9.144,oobs
wo_cc_7656_20171101,424.2420025,0.0,9.144,oobs
wo_cc_7656_20171201,424.2136691,0.0,9.144,oobs
wo_cc_7656_20180101,424.1837507,0.0,9.144,oobs
wo_cc_7656_20180201,424.1536767,0.0,9.144,oobs
wo_cc_7656_20180301,424.1221405,0.0,9.144,oobs
wo_cc_7656_20180401,424.0884032,0.0,9.144,oobs
wo_cc_7656_20180501,424.0539655,0.0,9.144,oobs
wo_cc_7656_20180601,424.0191638,0.0,9.144,oobs
wo_cc_7656_20180701,423.9836024,0.0,9.144,oobs
wo_cc_7656_20180801,423.9469912,0.0,9.144,oobs
wo_cc_7656_20180901,423.9114895,0.0,9.144,oobs
wo_cc_7656_20181001,423.8794017,0.0,9.144,oobs
wo_cc_7656_20181101,423.8502822,0.0,9.144,oobs
wo_cc_7656_20181201,423.8222167,0.0,9.144,oobs
wo_cc_7656_20190101,423.7942638,0.0,9.144,oobs
wo_cc_7656_20190201,423.7675425,0.0,9.144,oobs
wo_cc_7656_20190301,423.7397927,0.0,9.144,oobs
wo_cc_7656_20190401,423.7097175,0.0,9.144,oobs
wo_cc_7656_20190501,423.6796996,0.0,9.144,oobs
wo_cc_7656_20190601,423.6504759,0.0,9.144,oobs
wo_cc_7656_20190701,423.621837,0.0,9.144,oobs
wo_cc_7656_20190801,423.5921373,0.0,9.144,oobs
wo_cc_7656_20190901,423.5615039,0.0,9.144,oobs
wo_cc_7656_20191001,423.529256,0.0,9.144,oobs
wo_cc_7656_20191101,423.4957137,0.0,9.144,oobs
wo_cc_7656_20191201,423.4607984,0.0,9.144,oobs
wo_cc_7656_20200101,423.4239403,0.0,9.144,oobs
wo_cc_7656_20200201,423.3875989,0.0,9.144,oobs
wo_cc_7656_20200301,423.3509862,0.0,9.144,oobs
wo_cc_7656_20200401,423.3137303,0.0,9.144,oobs
wo_cc_7656_20200501,423.2765473,0.0,9.144,oobs
wo_cc_7656_20200601,423.2410002,0.0,9.144,oobs
wo_cc_7656_20200701,423.2060671,0.0,9.144,oobs
wo_cc_7656_20200801,423.1702401,0.0,9.144,oobs
wo_cc_7656_20200901,423.1348649,0.0,9.144,oobs
wo_cc_7656_20201001,423.0998436,0.0,9.144,oobs
wo_cc_7656_20201101,423.064038,0.0,9.144,oobs
wo_cc_7656_20201201,423.0271594,0.0,9.144,oobs
wo_cc_7656_20210101,422.9887005,0.0,9.144,oobs
wo_cc_7656_20210201,422.9513116,0.0,9.144,oobs
wo_cc_7656_20210301,422.9132472,0.0,9.144,oobs
wo_cc_7656_20210401,422.8731964,0.0,9.144,oobs
wo_cc_7656_20210501,422.8330845,0.0,9.144,oobs
wo_cc_7656_20210601,422.7946585,0.0,9.144,oobs
wo_cc_7656_20210701,422.7578708,0.0,9.144,oobs
wo_cc_7656_20210801,422.7224156,0.0,9.144,oobs
wo_cc_7656_20210901,422.6886276,0.0,9.144,oobs
wo_cc_7656_20211001,422.65557,0.0,9.144,oobs
wo_cc_7656_20211101,422.623673,0.0,9.144,oobs
wo_cc_7656_20211201,422.5916136,0.0,9.144,oobs
wa_ea_1303_20150101,174.126375,0.0,9.144,burnin
wa_ea_1303_20150201,175.6302226,0.0,9.144,burnin
wa_ea_1303_20150301,175.332365,0.0,9.144,burnin
wa_ea_1303_20150401,178.2986449,0.0,9.144,burnin
wa_ea_1303_20150501,178.8863492,0.0,9.144,burnin
wa_ea_1303_20150601,181.0746047,0.0,9.144,burnin
wa_ea_1303_20150701,178.919743,0.0,9.144,burnin
wa_ea_1303_20150801,178.3130515,0.0,9.144,burnin
wa_ea_1303_20150901,180.2710226,0.0,9.144,burnin
wa_ea_1303_20151001,178.4680516,0.0,9.144,burnin
wa_ea_1303_20151101,179.0802355,0.0,9.144,burnin
wa_ea_1303_20151201,179.4256396,0.0,9.144,burnin
wa_ea_1303_20160101,180.0985048,0.0,9.144,burnin
wa_ea_1303_20160201,179.4806214,0.0,9.144,burnin
wa_ea_1303_20160301,177.5152551,0.0,9.144,burnin
wa_ea_1303_20160401,177.4510618,0.0,9.144,burnin
wa_ea_1303_20160501,180.6634735,0.0,9.144,burnin
wa_ea_1303_20160601,181.2285889,0.0,9.144,burnin
wa_ea_1303_20160701,176.22212,1.0,9.144,zb002
wa_ea_1303_20160801,176.7504735,1.0,9.144,zb002
wa_ea_1303_20160901,179.4927866,1.0,9.144,zb002
wa_ea_1303_20161001,181.5757564,1.0,9.144,zb002
wa_ea_1303_20161101,182.5223058,1.0,9.144,zb002
wa_ea_1303_20161201,180.017141,1.0,9.144,zb002
wa_ea_1303_20170101,180.409074,1.0,9.144,zb002
wa_ea_1303_20170201,179.8168688,1.0,9.144,zb002
wa_ea_1303_20170301,176.1765375,1.0,9.144,zb002
wa_ea_1303_20170401,176.3456941,1.0,9.144,zb002
wa_ea_1303_20170501,177.1998384,1.0,9.144,zb002
wa_ea_1303_20170601,180.5341434,1.0,9.144,zb002
wa_ea_1303_20170701,177.8010542,1.0,9.144,zb002
wa_ea_1303_20170801,180.5273254,1.0,9.144,zb002
wa_ea_1303_20170901,180.9194994,1.0,9.144,zb002
wa_ea_1303_20171001,181.1668298,1.0,9.144,zb002
wa_ea_1303_20171101,181.2332798,1.0,9.144,zb002
wa_ea_1303_20171201,180.7827439,1.0,9.144,zb002
wa_ea_1303_20180101,179.8559101,1.0,9.144,zb002
wa_ea_1303_20180201,179.7620876,1.0,9.144,zb002
wa_ea_1303_20180301,175.7523655,1.0,9.144,zb002
wa_ea_1303_20180401,175.5013145,1.0,9.144,zb002
wa_ea_1303_20180501,177.380204,1.0,9.144,zb002
wa_ea_1303_20180601,168.4974422,1.0,9.144,zb002
wa_ea_1303_20180701,172.3194472,1.0,9.144,zb002
wa_ea_1303_20180801,174.3431446,1.0,9.144,zb002
wa_ea_1303_20180901,175.5741545,1.0,9.144,zb002
wa_ea_1303_20181001,178.9968904,1.0,9.144,zb002
wa_ea_1303_20181101,178.7995932,1.0,9.144,zb002
wa_ea_1303_20181201,176.6039531,1.0,9.144,zb002
wa_ea_1303_20190101,177.5670696,1.0,9.144,zb002
wa_ea_1303_20190201,179.7991908,1.0,9.144,zb002
wa_ea_1303_20190301,177.520527,1.0,9.144,zb002
wa_ea_1303_20190401,181.6889844,1.0,9.144,zb002
wa_ea_1303_20190501,180.8723157,1.0,9.144,zb002
wa_ea_1303_20190601,178.8234594,1.0,9.144,zb002
wa_ea_1303_20190701,174.6580267,1.0,9.144,zb002
wa_ea_1303_20190801,173.5640087,1.0,9.144,zb002
wa_ea_1303_20190901,176.7570826,1.0,9.144,zb002
wa_ea_1303_20191001,177.8816945,1.0,9.144,zb002
wa_ea_1303_20191101,179.4710228,1.0,9.144,zb002
wa_ea_1303_20191201,179.5395133,1.0,9.144,zb002
wa_ea_1303_20200101,178.3304736,0.0,9.144,valid
wa_ea_1303_20200201,177.580517,0.0,9.144,valid
wa_ea_1303_20200301,175.8940782,0.0,9.144,valid
wa_ea_1303_20200401,176.8560753,0.0,9.144,valid
wa_ea_1303_20200501,176.3137758,0.0,9.144,valid
wa_ea_1303_20200601,178.0828792,0.0,9.144,valid
wa_ea_1303_20200701,176.1077317,0.0,9.144,valid
wa_ea_1303_20200801,169.8709424,0.0,9.144,valid
wa_ea_1303_20200901,174.9417462,0.0,9.144,valid
wa_ea_1303_20201001,176.0898612,0.0,9.144,valid
wa_ea_1303_20201101,175.1179573,0.0,9.144,valid
wa_ea_1303_20201201,176.1261023,0.0,9.144,valid
wa_ea_1303_20210101,176.1814244,0.0,9.144,valid
wa_ea_1303_20210201,174.6252897,0.0,9.144,valid
wa_ea_1303_20210301,175.0169869,0.0,9.144,valid
wa_ea_1303_20210401,174.3095613,0.0,9.144,valid
wa_ea_1303_20210501,174.4483225,0.0,9.144,valid
wa_ea_1303_20210601,176.3598211,0.0,9.144,valid
wa_ea_1303_20210701,174.7090496,0.0,9.144,valid
wa_ea_1303_20210801,176.9921914,0.0,9.144,valid
wa_ea_1303_20210901,187.679062,0.0,9.144,valid
wa_ea_1303_20211001,187.6665847,0.0,9.144,valid
wa_ea_1303_20211101,187.6640695,0.0,9.144,valid
wa_ea_1303_20211201,187.6606547,0.0,9.144,valid
wa_ea_1403_20150101,178.1209131,0.0,9.144,burnin
wa_ea_1403_20150201,178.8520276,0.0,9.144,burnin
wa_ea_1403_20150301,178.7576275,0.0,9.144,burnin
wa_ea_1403_20150401,179.2138172,0.0,9.144,burnin
wa_ea_1403_20150501,180.8518346,0.0,9.144,burnin
wa_ea_1403_20150601,181.2409146,0.0,9.144,burnin
wa_ea_1403_20150701,181.214984,0.0,9.144,burnin
wa_ea_1403_20150801,182.7118899,0.0,9.144,burnin
wa_ea_1403_20150901,181.2955485,0.0,9.144,burnin
wa_ea_1403_20151001,180.500924,0.0,9.144,burnin
wa_ea_1403_20151101,181.1550907,0.0,9.144,burnin
wa_ea_1403_20151201,181.1479243,0.0,9.144,burnin
wa_ea_1403_20160101,182.6920863,0.0,9.144,burnin
wa_ea_1403_20160201,181.3465831,0.0,9.144,burnin
wa_ea_1403_20160301,180.646202,0.0,9.144,burnin
wa_ea_1403_20160401,180.4240153,0.0,9.144,burnin
wa_ea_1403_20160501,182.705704,0.0,9.144,burnin
wa_ea_1403_20160601,181.1346595,0.0,9.144,burnin
wa_ea_1403_20160701,182.8932566,1.0,9.144,zb002
wa_ea_1403_20160801,182.398447,1.0,9.144,zb002
wa_ea_1403_20160901,181.6742904,1.0,9.144,zb002
wa_ea_1403_20161001,182.1808268,1.0,9.144,zb002
wa_ea_1403_20161101,180.934404,1.0,9.144,zb002
wa_ea_1403_20161201,180.399293,1.0,9.144,zb002
wa_ea_1403_20170101,180.2762658,1.0,9.144,zb002
wa_ea_1403_20170201,180.2728044,1.0,9.144,zb002
wa_ea_1403_20170301,180.3573248,1.0,9.144,zb002
wa_ea_1403_20170401,180.6092385,1.0,9.144,zb002
wa_ea_1403_20170501,180.3379711,1.0,9.144,zb002
wa_ea_1403_20170601,179.9263235,1.0,9.144,zb002
wa_ea_1403_20170701,179.5100845,1.0,9.144,zb002
wa_ea_1403_20170801,179.4693803,1.0,9.144,zb002
wa_ea_1403_20170901,180.0167175,1.0,9.144,zb002
wa_ea_1403_20171001,179.7838961,1.0,9.144,zb002
wa_ea_1403_20171101,179.2630572,1.0,9.144,zb002
wa_ea_1403_20171201,178.799134,1.0,9.144,zb002
wa_ea_1403_20180101,178.5462646,1.0,9.144,zb002
wa_ea_1403_20180201,178.3087472,1.0,9.144,zb002
wa_ea_1403_20180301,178.1956088,1.0,9.144,zb002
wa_ea_1403_20180401,178.6063935,1.0,9.144,zb002
wa_ea_1403_20180501,178.3238037,1.0,9.144,zb002
wa_ea_1403_20180601,178.011697,1.0,9.144,zb002
wa_ea_1403_20180701,177.8378986,1.0,9.144,zb002
wa_ea_1403_20180801,177.6417871,1.0,9.144,zb002
wa_ea_1403_20180901,178.2114404,1.0,9.144,zb002
wa_ea_1403_20181001,179.0248466,1.0,9.144,zb002
wa_ea_1403_20181101,179.8607243,1.0,9.144,zb002
wa_ea_1403_20181201,180.209895,1.0,9.144,zb002
wa_ea_1403_20190101,181.5240109,1.0,9.144,zb002
wa_ea_1403_20190201,180.849051,1.0,9.144,zb002
wa_ea_1403_20190301,180.2825032,1.0,9.144,zb002
wa_ea_1403_20190401,180.1127111,1.0,9.144,zb002
wa_ea_1403_20190501,182.4683667,1.0,9.144,zb002
wa_ea_1403_20190601,181.271935,1.0,9.144,zb002
wa_ea_1403_20190701,180.4054938,1.0,9.144,zb002
wa_ea_1403_20190801,179.8076901,1.0,9.144,zb002
wa_ea_1403_20190901,179.2067225,1.0,9.144,zb002
wa_ea_1403_20191001,178.7521118,1.0,9.144,zb002
wa_ea_1403_20191101,178.4677832,1.0,9.144,zb002
wa_ea_1403_20191201,178.1492197,1.0,9.144,zb002
wa_ea_1403_20200101,177.9102687,0.0,9.144,valid
wa_ea_1403_20200201,177.7557764,0.0,9.144,valid
wa_ea_1403_20200301,177.6828849,0.0,9.144,valid
wa_ea_1403_20200401,178.4433297,0.0,9.144,valid
wa_ea_1403_20200501,179.3317495,0.0,9.144,valid
wa_ea_1403_20200601,179.6219886,0.0,9.144,valid
wa_ea_1403_20200701,178.9974855,0.0,9.144,valid
wa_ea_1403_20200801,178.3937295,0.0,9.144,valid
wa_ea_1403_20200901,178.2993623,0.0,9.144,valid
wa_ea_1403_20201001,178.0344322,0.0,9.144,valid
wa_ea_1403_20201101,177.7756742,0.0,9.144,valid
wa_ea_1403_20201201,177.595697,0.0,9.144,valid
wa_ea_1403_20210101,177.4856284,0.0,9.144,valid
wa_ea_1403_20210201,177.3906098,0.0,9.144,valid
wa_ea_1403_20210301,177.3179492,0.0,9.144,valid
wa_ea_1403_20210401,177.2352909,0.0,9.144,valid
wa_ea_1403_20210501,178.4527067,0.0,9.144,valid
wa_ea_1403_20210601,178.7813725,0.0,9.144,valid
wa_ea_1403_20210701,178.4086606,0.0,9.144,valid
wa_ea_1403_20210801,178.1279858,0.0,9.144,valid
wa_ea_1403_20210901,180.6426964,0.0,9.144,valid
wa_ea_1403_20211001,180.6312794,0.0,9.144,valid
wa_ea_1403_20211101,180.6198804,0.0,9.144,valid
wa_ea_1403_20211201,180.6084882,0.0,9.144,valid
wa_ea_9101_20150101,178.7523161,0.0,9.144,burnin
wa_ea_9101_20150201,178.9494206,0.0,9.144,burnin
wa_ea_9101_20150301,179.0163163,0.0,9.144,burnin
wa_ea_9101_20150401,179.201827,0.0,9.144,burnin
wa_ea_9101_20150501,179.5620285,0.0,9.144,burnin
wa_ea_9101_20150601,178.9750686,0.0,9.144,burnin
wa_ea_9101_20150701,179.2350678,0.0,9.144,burnin
wa_ea_9101_20150801,179.476068,0.0,9.144,burnin
wa_ea_9101_20150901,179.6911775,0.0,9.144,burnin
wa_ea_9101_20151001,179.8006044,0.0,9.144,burnin
wa_ea_9101_20151101,180.0857502,0.0,9.144,burnin
wa_ea_9101_20151201,180.3043427,0.0,9.144,burnin
wa_ea_9101_20160101,180.4062299,0.0,9.144,burnin
wa_ea_9101_20160201,180.1541629,0.0,9.144,burnin
wa_ea_9101_20160301,179.8303321,0.0,9.144,burnin
wa_ea_9101_20160401,180.3396979,0.0,9.144,burnin
wa_ea_9101_20160501,180.8011849,0.0,9.144,burnin
wa_ea_9101_20160601,180.8051836,0.0,9.144,burnin
wa_ea_9101_20160701,181.0490938,1.0,9.144,zb002
wa_ea_9101_20160801,180.5708843,1.0,9.144,zb002
wa_ea_9101_20160901,180.4076497,1.0,9.144,zb002
wa_ea_9101_20161001,180.5482029,1.0,9.144,zb002
wa_ea_9101_20161101,181.0299761,0.0,9.144,oobs
wa_ea_9101_20161201,179.8884022,1.0,9.144,zb002
wa_ea_9101_20170101,179.9148136,1.0,9.144,zb002
wa_ea_9101_20170201,179.9838397,1.0,9.144,zb002
wa_ea_9101_20170301,180.0350339,1.0,9.144,zb002
wa_ea_9101_20170401,180.2814702,1.0,9.144,zb002
wa_ea_9101_20170501,180.257097,1.0,9.144,zb002
wa_ea_9101_20170601,179.8957493,1.0,9.144,zb002
wa_ea_9101_20170701,179.6261704,1.0,9.144,zb002
wa_ea_9101_20170801,179.5039631,1.0,9.144,zb002
wa_ea_9101_20170901,179.8774002,1.0,9.144,zb002
wa_ea_9101_20171001,179.6623089,1.0,9.144,zb002
wa_ea_9101_20171101,179.4027652,1.0,9.144,zb002
wa_ea_9101_20171201,179.2624331,1.0,9.144,zb002
wa_ea_9101_20180101,179.1607933,1.0,9.144,zb002
wa_ea_9101_20180201,179.0437007,1.0,9.144,zb002
wa_ea_9101_20180301,179.0115616,1.0,9.144,zb002
wa_ea_9101_20180401,179.2113802,1.0,9.144,zb002
wa_ea_9101_20180501,179.0662918,1.0,9.144,zb002
wa_ea_9101_20180601,178.8845531,1.0,9.144,zb002
wa_ea_9101_20180701,178.8464425,1.0,9.144,zb002
wa_ea_9101_20180801,178.7073366,1.0,9.144,zb002
wa_ea_9101_20180901,178.9023405,1.0,9.144,zb002
wa_ea_9101_20181001,179.2436463,1.0,9.144,zb002
wa_ea_9101_20181101,179.6225471,1.0,9.144,zb002
wa_ea_9101_20181201,179.8276572,1.0,9.144,zb002
wa_ea_9101_20190101,180.1746275,1.0,9.144,zb002
wa_ea_9101_20190201,180.073309,1.0,9.144,zb002
wa_ea_9101_20190301,179.8243506,1.0,9.144,zb002
wa_ea_9101_20190401,179.7144875,1.0,9.144,zb002
wa_ea_9101_20190501,180.1949582,1.0,9.144,zb002
wa_ea_9101_20190601,180.1363363,1.0,9.144,zb002
wa_ea_9101_20190701,181.1644051,0.0,9.144,oobs
wa_ea_9101_20190801,181.1254852,0.0,9.144,oobs
wa_ea_9101_20190901,181.0893579,0.0,9.144,oobs
wa_ea_9101_20191001,179.173369,1.0,9.144,zb002
wa_ea_9101_20191101,179.1500735,1.0,9.144,zb002
wa_ea_9101_20191201,180.9986445,0.0,9.144,oobs
wa_ea_9101_20200101,178.8332663,0.0,9.144,valid
wa_ea_9101_20200201,178.7672591,0.0,9.144,valid
wa_ea_9101_20200301,178.7611563,0.0,9.144,valid
wa_ea_9101_20200401,180.9719275,0.0,9.144,valid
wa_ea_9101_20200501,180.9670124,0.0,9.144,valid
wa_ea_9101_20200601,179.268952,0.0,9.144,valid
wa_ea_9101_20200701,179.1201623,0.0,9.144,valid
wa_ea_9101_20200801,178.9150192,0.0,9.144,valid
wa_ea_9101_20200901,178.9171021,0.0,9.144,valid
wa_ea_9101_20201001,178.8050892,0.0,9.144,valid
wa_ea_9101_20201101,178.7178269,0.0,9.144,valid
wa_ea_9101_20201201,178.667391,0.0,9.144,valid
wa_ea_9101_20210101,178.6349292,0.0,9.144,valid
wa_ea_9101_20210201,178.5666003,0.0,9.144,valid
wa_ea_9101_20210301,178.5368582,0.0,9.144,valid
wa_ea_9101_20210401,178.4904658,0.0,9.144,valid
wa_ea_9101_20210501,178.8376868,0.0,9.144,valid
wa_ea_9101_20210601,179.0755711,0.0,9.144,valid
wa_ea_9101_20210701,179.1034368,0.0,9.144,valid
wa_ea_9101_20210801,179.0089911,0.0,9.144,valid
wa_ea_9101_20210901,181.1310413,0.0,9.144,valid
wa_ea_9101_20211001,181.1290363,0.0,9.144,valid
wa_ea_9101_20211101,181.125639,0.0,9.144,valid
wa_ea_9101_20211201,181.1208835,0.0,9.144,valid
wa_ea_9110_20150101,175.2535133,0.0,9.144,burnin
wa_ea_9110_20150201,175.5069173,0.0,9.144,burnin
wa_ea_9110_20150301,175.5252292,0.0,9.144,burnin
wa_ea_9110_20150401,175.6622314,0.0,9.144,burnin
wa_ea_9110_20150501,176.4890803,0.0,9.144,burnin
wa_ea_9110_20150601,178.3527854,0.0,9.144,burnin
wa_ea_9110_20150701,177.9955436,0.0,9.144,burnin
wa_ea_9110_20150801,177.2455477,0.0,9.144,burnin
wa_ea_9110_20150901,176.6633793,0.0,9.144,burnin
wa_ea_9110_20151001,176.2436887,0.0,9.144,burnin
wa_ea_9110_20151101,178.3754351,0.0,9.144,burnin
wa_ea_9110_20151201,177.8188236,0.0,9.144,burnin
wa_ea_9110_20160101,177.2034979,0.0,9.144,burnin
wa_ea_9110_20160201,176.7167654,0.0,9.144,burnin
wa_ea_9110_20160301,176.4167941,0.0,9.144,burnin
wa_ea_9110_20160401,176.7132425,0.0,9.144,burnin
wa_ea_9110_20160501,177.3301289,0.0,9.144,burnin
wa_ea_9110_20160601,178.0453669,0.0,9.144,burnin
wa_ea_9110_20160701,177.6424837,1.0,9.144,zb001
wa_ea_9110_20160801,177.1249963,1.0,9.144,zb001
wa_ea_9110_20160901,176.9415923,1.0,9.144,zb001
wa_ea_9110_20161001,176.9261326,1.0,9.144,zb001
wa_ea_9110_20161101,176.584005,1.0,9.144,zb001
wa_ea_9110_20161201,176.4861578,1.0,9.144,zb001
wa_ea_9110_20170101,176.3946176,1.0,9.144,zb001
wa_ea_9110_20170201,176.4428284,1.0,9.144,zb001
wa_ea_9110_20170301,176.5089093,1.0,9.144,zb001
wa_ea_9110_20170401,177.0172716,1.0,9.144,zb001
wa_ea_9110_20170501,176.8143435,1.0,9.144,zb001
wa_ea_9110_20170601,176.4269156,1.0,9.144,zb001
wa_ea_9110_20170701,176.1526792,1.0,9.144,zb001
wa_ea_9110_20170801,176.0307994,1.0,9.144,zb001
wa_ea_9110_20170901,176.4053829,1.0,9.144,zb001
wa_ea_9110_20171001,176.1889258,1.0,9.144,zb001
wa_ea_9110_20171101,175.9202243,1.0,9.144,zb001
wa_ea_9110_20171201,175.76451,1.0,9.144,zb001
wa_ea_9110_20180101,175.6683204,1.0,9.144,zb001
wa_ea_9110_20180201,175.552032,1.0,9.144,zb001
wa_ea_9110_20180301,175.5114244,1.0,9.144,zb001
wa_ea_9110_20180401,175.726568,1.0,9.144,zb001
wa_ea_9110_20180501,175.5784561,1.0,9.144,zb001
wa_ea_9110_20180601,175.3857432,1.0,9.144,zb001
wa_ea_9110_20180701,175.3371016,1.0,9.144,zb001
wa_ea_9110_20180801,175.2117958,1.0,9.144,zb001
wa_ea_9110_20180901,175.3810579,1.0,9.144,zb001
wa_ea_9110_20181001,175.6414432,1.0,9.144,zb001
wa_ea_9110_20181101,176.1685291,1.0,9.144,zb001
wa_ea_9110_20181201,176.3487008,1.0,9.144,zb001
wa_ea_9110_20190101,176.6874528,1.0,9.144,zb001
wa_ea_9110_20190201,176.6083089,1.0,9.144,zb001
wa_ea_9110_20190301,176.3570314,1.0,9.144,zb001
wa_ea_9110_20190401,176.2404809,1.0,9.144,zb001
wa_ea_9110_20190501,176.7043879,1.0,9.144,zb001
wa_ea_9110_20190601,176.6299004,1.0,9.144,zb001
wa_ea_9110_20190701,176.3343795,1.0,9.144,zb001
wa_ea_9110_20190801,176.0199951,1.0,9.144,zb001
wa_ea_9110_20190901,175.7823911,1.0,9.144,zb001
wa_ea_9110_20191001,175.623585,1.0,9.144,zb001
wa_ea_9110_20191101,175.5621238,1.0,9.144,zb001
wa_ea_9110_20191201,175.4339414,1.0,9.144,zb001
wa_ea_9110_20200101,175.3432882,0.0,9.144,valid
wa_ea_9110_20200201,175.2941125,0.0,9.144,valid
wa_ea_9110_20200301,175.2821764,0.0,9.144,valid
wa_ea_9110_20200401,175.4645977,0.0,9.144,valid
wa_ea_9110_20200501,175.6164675,0.0,9.144,valid
wa_ea_9110_20200601,175.836481,0.0,9.144,valid
wa_ea_9110_20200701,175.6485616,0.0,9.144,valid
wa_ea_9110_20200801,175.5037129,0.0,9.144,valid
wa_ea_9110_20200901,175.4307973,0.0,9.144,valid
wa_ea_9110_20201001,175.3341455,0.0,9.144,valid
wa_ea_9110_20201101,175.2320341,0.0,9.144,valid
wa_ea_9110_20201201,175.1859303,0.0,9.144,valid
wa_ea_9110_20210101,175.1600555,0.0,9.144,valid
wa_ea_9110_20210201,175.1175943,0.0,9.144,valid
wa_ea_9110_20210301,175.0846675,0.0,9.144,valid
wa_ea_9110_20210401,175.0290847,0.0,9.144,valid
wa_ea_9110_20210501,175.328564,0.0,9.144,valid
wa_ea_9110_20210601,175.6227519,0.0,9.144,valid
wa_ea_9110_20210701,175.672824,0.0,9.144,valid
wa_ea_9110_20210801,175.541561,0.0,9.144,valid
wa_ea_9110_20210901,182.9691301,0.0,9.144,valid
wa_ea_9110_20211001,182.9511592,0.0,9.144,valid
wa_ea_9110_20211101,182.9330745,0.0,9.144,valid
wa_ea_9110_20211201,182.9148507,0.0,9.144,valid
wo_ea_6801_20150101,213.9616012,0.0,9.144,oobs
wo_ea_6801_20150201,213.946967,0.0,9.144,oobs
wo_ea_6801_20150301,213.9200382,0.0,9.144,oobs
wo_ea_6801_20150401,213.8885732,0.0,9.144,oobs
wo_ea_6801_20150501,213.8564858,0.0,9.144,oobs
wo_ea_6801_20150601,213.8301036,0.0,9.144,oobs
wo_ea_6801_20150701,213.8062783,0.0,9.144,oobs
wo_ea_6801_20150801,213.7758938,0.0,9.144,oobs
wo_ea_6801_20150901,213.7402256,0.0,9.144,oobs
wo_ea_6801_20151001,213.7014583,0.0,9.144,oobs
wo_ea_6801_20151101,213.6668855,0.0,9.144,oobs
wo_ea_6801_20151201,213.6378023,0.0,9.144,oobs
wo_ea_6801_20160101,213.6054896,0.0,9.144,oobs
wo_ea_6801_20160201,213.572001,0.0,9.144,oobs
wo_ea_6801_20160301,213.5389582,0.0,9.144,oobs
wo_ea_6801_20160401,213.5067872,0.0,9.144,oobs
wo_ea_6801_20160501,213.4762867,0.0,9.144,oobs
wo_ea_6801_20160601,213.4485872,0.0,9.144,oobs
wo_ea_6801_20160701,213.4213361,0.0,9.144,oobs
wo_ea_6801_20160801,213.3925406,0.0,9.144,oobs
wo_ea_6801_20160901,213.3667819,0.0,9.144,oobs
wo_ea_6801_20161001,213.3411415,0.0,9.144,oobs
wo_ea_6801_20161101,213.3144493,0.0,9.144,oobs
wo_ea_6801_20161201,213.2876151,0.0,9.144,oobs
wo_ea_6801_20170101,213.2604715,0.0,9.144,oobs
wo_ea_6801_20170201,213.2344362,0.0,9.144,oobs
wo_ea_6801_20170301,213.207859,0.0,9.144,oobs
wo_ea_6801_20170401,213.1802166,0.0,9.144,oobs
wo_ea_6801_20170501,213.1525818,0.0,9.144,oobs
wo_ea_6801_20170601,213.124462,0.0,9.144,oobs
wo_ea_6801_20170701,213.095969,0.0,9.144,oobs
wo_ea_6801_20170801,213.0666704,0.0,9.144,oobs
wo_ea_6801_20170901,213.0379865,0.0,9.144,oobs
wo_ea_6801_20171001,213.0093176,0.0,9.144,oobs
wo_ea_6801_20171101,212.9803936,0.0,9.144,oobs
wo_ea_6801_20171201,212.951156,0.0,9.144,oobs
wo_ea_6801_20180101,212.9212944,0.0,9.144,oobs
wo_ea_6801_20180201,212.8926233,0.0,9.144,oobs
wo_ea_6801_20180301,212.8636418,0.0,9.144,oobs
wo_ea_6801_20180401,212.8334997,0.0,9.144,oobs
wo_ea_6801_20180501,212.8032698,0.0,9.144,oobs
wo_ea_6801_20180601,212.7728316,0.0,9.144,oobs
wo_ea_6801_20180701,212.7419217,0.0,9.144,oobs
wo_ea_6801_20180801,212.7091887,0.0,9.144,oobs
wo_ea_6801_20180901,212.6751586,0.0,9.144,oobs
wo_ea_6801_20181001,212.6408115,0.0,9.144,oobs
wo_ea_6801_20181101,212.6073415,0.0,9.144,oobs
wo_ea_6801_20181201,212.5744859,0.0,9.144,oobs
wo_ea_6801_20190101,212.5415687,0.0,9.144,oobs
wo_ea_6801_20190201,212.5107173,0.0,9.144,oobs
wo_ea_6801_20190301,212.4791853,0.0,9.144,oobs
wo_ea_6801_20190401,212.4462914,0.0,9.144,oobs
wo_ea_6801_20190501,212.4134799,0.0,9.144,oobs
wo_ea_6801_20190601,212.3808894,0.0,9.144,oobs
wo_ea_6801_20190701,212.3483644,0.0,9.144,oobs
wo_ea_6801_20190801,212.3152611,0.0,9.144,oobs
wo_ea_6801_20190901,212.2825021,0.0,9.144,oobs
wo_ea_6801_20191001,212.2495656,0.0,9.144,oobs
wo_ea_6801_20191101,212.2166068,0.0,9.144,oobs
wo_ea_6801_20191201,212.1836824,0.0,9.144,oobs
wo_ea_6801_20200101,212.1500497,0.0,9.144,oobs
wo_ea_6801_20200201,212.117363,0.0,9.144,oobs
wo_ea_6801_20200301,212.0846116,0.0,9.144,oobs
wo_ea_6801_20200401,212.0513087,0.0,9.144,oobs
wo_ea_6801_20200501,212.0181105,0.0,9.144,oobs
wo_ea_6801_20200601,211.9852386,0.0,9.144,oobs
wo_ea_6801_20200701,211.9525525,0.0,9.144,oobs
