obsnme,obsval,weight,standard_deviation,obgnme
r_r005_201502,0.0,1.0,10.0,zb006
r_r005_201503,0.0,1.0,10.0,zb006
r_r005_201504,0.0,1.0,10.0,zb006
r_r005_201505,0.0,1.0,10.0,zb006
r_r005_201506,0.0,1.0,10.0,zb006
r_r005_201507,0.0,1.0,10.0,zb006
r_r005_201508,0.0,1.0,10.0,zb006
r_r005_201509,0.0,1.0,10.0,zb006
r_r005_201510,0.0,1.0,10.0,zb006
r_r005_201511,0.0,1.0,10.0,zb006
r_r005_201512,0.0,1.0,10.0,zb006
r_r005_201601,0.0,1.0,10.0,zb006
r_r005_201602,0.0,1.0,10.0,zb006
r_r005_201603,0.0,1.0,10.0,zb006
r_r005_201604,0.0,1.0,10.0,zb006
r_r005_201605,0.0,1.0,10.0,zb006
r_r005_201606,0.0,1.0,10.0,zb006
r_r005_201607,0.0,1.0,10.0,zb006
r_r005_201608,0.0,1.0,10.0,zb006
r_r005_201609,0.0,1.0,10.0,zb006
r_r005_201610,0.0,1.0,10.0,zb006
r_r005_201611,0.0,1.0,10.0,zb006
r_r005_201612,0.0,1.0,10.0,zb006
r_r005_201701,0.0,1.0,10.0,zb006
r_r005_201702,0.0,1.0,10.0,zb006
r_r005_201703,0.0,1.0,10.0,zb006
r_r005_201704,0.0,1.0,10.0,zb006
r_r005_201705,0.0,1.0,10.0,zb006
r_r005_201706,0.0,1.0,10.0,zb006
r_r005_201707,0.0,1.0,10.0,zb006
r_r005_201708,0.0,1.0,10.0,zb006
r_r005_201709,0.0,1.0,10.0,zb006
r_r005_201710,0.0,1.0,10.0,zb006
r_r005_201711,0.0,1.0,10.0,zb006
r_r005_201712,0.0,1.0,10.0,zb006
r_r005_201801,0.0,1.0,10.0,zb006
r_r005_201802,0.0,1.0,10.0,zb006
r_r005_201803,0.0,1.0,10.0,zb006
r_r005_201804,0.0,1.0,10.0,zb006
r_r005_201805,0.0,1.0,10.0,zb006
r_r005_201806,0.0,1.0,10.0,zb006
r_r005_201807,0.0,1.0,10.0,zb006
r_r005_201808,0.0,1.0,10.0,zb006
r_r005_201809,0.0,1.0,10.0,zb006
r_r005_201810,0.0,1.0,10.0,zb006
r_r005_201811,0.0,1.0,10.0,zb006
r_r005_201812,0.0,1.0,10.0,zb006
r_r005_201901,0.0,1.0,10.0,zb006
r_r005_201902,0.0,1.0,10.0,zb006
r_r005_201903,0.0,1.0,10.0,zb006
r_r005_201904,0.0,1.0,10.0,zb006
r_r005_201905,0.0,1.0,10.0,zb006
r_r005_201906,0.0,1.0,10.0,zb006
r_r005_201907,0.0,1.0,10.0,zb006
r_r005_201908,0.0,1.0,10.0,zb006
r_r005_201909,0.0,1.0,10.0,zb006
r_r005_201910,0.0,1.0,10.0,zb006
r_r005_201911,0.0,1.0,10.0,zb006
r_r005_201912,0.0,1.0,10.0,zb006
r_r005_202001,0.0,1.0,10.0,zb006
r_r005_202002,0.0,1.0,10.0,zb006
r_r005_202003,0.0,1.0,10.0,zb006
r_r005_202004,0.0,1.0,10.0,zb006
r_r005_202005,0.0,1.0,10.0,zb006
r_r005_202006,0.0,1.0,10.0,zb006
r_r005_202007,0.0,1.0,10.0,zb006
r_r005_202008,0.0,1.0,10.0,zb006
r_r005_202009,0.0,1.0,10.0,zb006
r_r005_202010,0.0,1.0,10.0,zb006
r_r005_202011,0.0,1.0,10.0,zb006
r_r005_202012,0.0,1.0,10.0,zb006
r_r005_202101,0.0,1.0,10.0,zb006
r_r005_202102,0.0,1.0,10.0,zb006
r_r005_202103,0.0,1.0,10.0,zb006
r_r005_202104,0.0,1.0,10.0,zb006
r_r005_202105,0.0,1.0,10.0,zb006
r_r005_202106,0.0,1.0,10.0,zb006
r_r005_202107,0.0,1.0,10.0,zb006
r_r005_202108,0.0,1.0,10.0,zb006
r_r005_202109,0.0,1.0,10.0,zb006
r_r005_202110,0.0,1.0,10.0,zb006
r_r005_202111,0.0,1.0,10.0,zb006
r_r005_202112,0.0,1.0,10.0,zb006
r_r006_201501,0.193249705,1.0,10.0,zb004
r_r006_201502,0.193249705,1.0,10.0,zb004
r_r006_201503,0.193249705,1.0,10.0,zb004
r_r006_201504,0.193249705,1.0,10.0,zb004
r_r006_201505,0.193249705,1.0,10.0,zb004
r_r006_201506,0.193249705,1.0,10.0,zb004
r_r006_201507,0.193249705,1.0,10.0,zb004
r_r006_201508,0.193249705,1.0,10.0,zb004
r_r006_201509,0.193249705,1.0,10.0,zb004
r_r006_201510,0.193249705,1.0,10.0,zb004
r_r006_201511,0.193249705,1.0,10.0,zb004
r_r006_201512,0.193249705,1.0,10.0,zb004
r_r006_201601,0.193249705,1.0,10.0,zb004
r_r006_201602,0.193249705,1.0,10.0,zb004
r_r006_201603,0.193249705,1.0,10.0,zb004
r_r006_201604,0.193249705,1.0,10.0,zb004
r_r006_201605,0.193249705,1.0,10.0,zb004
r_r006_201606,0.193249705,1.0,10.0,zb004
r_r006_201607,0.193249705,1.0,10.0,zb004
r_r006_201608,0.193249705,1.0,10.0,zb004
r_r006_201609,0.193249705,1.0,10.0,zb004
r_r006_201610,0.193249705,1.0,10.0,zb004
r_r006_201611,0.193249705,1.0,10.0,zb004
r_r006_201612,0.193249705,1.0,10.0,zb004
r_r006_201701,0.193249705,1.0,10.0,zb004
r_r006_201702,0.193249705,1.0,10.0,zb004
r_r006_201703,0.193249705,1.0,10.0,zb004
r_r006_201704,0.193249705,1.0,10.0,zb004
r_r006_201705,0.193249705,1.0,10.0,zb004
r_r006_201706,0.193249705,1.0,10.0,zb004
r_r006_201707,0.193249705,1.0,10.0,zb004
r_r006_201708,0.193249705,1.0,10.0,zb004
r_r006_201709,0.193249705,1.0,10.0,zb004
r_r006_201710,0.193249705,1.0,10.0,zb004
r_r006_201711,0.193249705,1.0,10.0,zb004
r_r006_201712,0.193249705,1.0,10.0,zb004
r_r006_201801,0.193249705,1.0,10.0,zb004
r_r006_201802,0.193249705,1.0,10.0,zb004
r_r006_201803,0.193249705,1.0,10.0,zb004
r_r006_201804,0.193249705,1.0,10.0,zb004
r_r006_201805,0.193249705,1.0,10.0,zb004
r_r006_201806,0.193249705,1.0,10.0,zb004
r_r006_201807,0.193249705,1.0,10.0,zb004
r_r006_201808,0.193249705,1.0,10.0,zb004
r_r006_201809,0.193249705,1.0,10.0,zb004
r_r006_201810,0.193249705,1.0,10.0,zb004
r_r006_201811,0.193249705,1.0,10.0,zb004
r_r006_201812,0.193249705,1.0,10.0,zb004
r_r006_201901,0.193249705,1.0,10.0,zb004
r_r006_201902,0.193249705,1.0,10.0,zb004
r_r006_201903,0.193249705,1.0,10.0,zb004
r_r006_201904,0.193249705,1.0,10.0,zb004
r_r006_201905,0.193249705,1.0,10.0,zb004
r_r006_201906,0.193249705,1.0,10.0,zb004
r_r006_201907,0.193249705,1.0,10.0,zb004
r_r006_201908,0.193249705,1.0,10.0,zb004
r_r006_201909,0.193249705,1.0,10.0,zb004
r_r006_201910,0.193249705,1.0,10.0,zb004
r_r006_201911,0.193249705,1.0,10.0,zb004
r_r006_201912,0.193249705,1.0,10.0,zb004
r_r006_202001,0.193249705,1.0,10.0,zb004
r_r006_202002,0.193249705,1.0,10.0,zb004
r_r006_202003,0.193249705,1.0,10.0,zb004
r_r006_202004,0.193249705,1.0,10.0,zb004
r_r006_202005,0.193249705,1.0,10.0,zb004
r_r006_202006,0.193249705,1.0,10.0,zb004
r_r006_202007,0.193249705,1.0,10.0,zb004
r_r006_202008,0.193249705,1.0,10.0,zb004
r_r006_202009,0.193249705,1.0,10.0,zb004
r_r006_202010,0.193249705,1.0,10.0,zb004
r_r006_202011,0.193249705,1.0,10.0,zb004
r_r006_202012,0.193249705,1.0,10.0,zb004
r_r006_202101,0.193249705,1.0,10.0,zb004
r_r006_202102,0.193249705,1.0,10.0,zb004
r_r006_202103,0.193249705,1.0,10.0,zb004
r_r006_202104,0.193249705,1.0,10.0,zb004
r_r006_202105,0.193249705,1.0,10.0,zb004
r_r006_202106,0.193249705,1.0,10.0,zb004
r_r006_202107,0.193249705,1.0,10.0,zb004
r_r006_202108,0.193249705,1.0,10.0,zb004
r_r006_202109,0.193249705,1.0,10.0,zb004
r_r006_202110,0.193249705,1.0,10.0,zb004
r_r006_202111,0.193249705,1.0,10.0,zb004
r_r006_202112,0.193249705,1.0,10.0,zb004
r_r007_201501,0.151844893,1.0,10.0,zb004
r_r007_201502,0.151844893,1.0,10.0,zb004
r_r007_201503,0.151844893,1.0,10.0,zb004
r_r007_201504,0.151844893,1.0,10.0,zb004
r_r007_201505,0.151844893,1.0,10.0,zb004
r_r007_201506,0.151844893,1.0,10.0,zb004
r_r007_201507,0.151844893,1.0,10.0,zb004
r_r007_201508,0.151844893,1.0,10.0,zb004
r_r007_201509,0.151844893,1.0,10.0,zb004
r_r007_201510,0.151844893,1.0,10.0,zb004
r_r007_201511,0.151844893,1.0,10.0,zb004
r_r007_201512,0.151844893,1.0,10.0,zb004
r_r007_201601,0.151844893,1.0,10.0,zb004
r_r007_201602,0.151844893,1.0,10.0,zb004
r_r007_201603,0.151844893,1.0,10.0,zb004
r_r007_201604,0.151844893,1.0,10.0,zb004
r_r007_201605,0.151844893,1.0,10.0,zb004
r_r007_201606,0.151844893,1.0,10.0,zb004
r_r007_201607,0.151844893,1.0,10.0,zb004
r_r007_201608,0.151844893,1.0,10.0,zb004
r_r007_201609,0.151844893,1.0,10.0,zb004
r_r007_201610,0.151844893,1.0,10.0,zb004
r_r007_201611,0.151844893,1.0,10.0,zb004
r_r007_201612,0.151844893,1.0,10.0,zb004
r_r007_201701,0.151844893,1.0,10.0,zb004
r_r007_201702,0.151844893,1.0,10.0,zb004
r_r007_201703,0.151844893,1.0,10.0,zb004
r_r007_201704,0.151844893,1.0,10.0,zb004
r_r007_201705,0.151844893,1.0,10.0,zb004
r_r007_201706,0.151844893,1.0,10.0,zb004
r_r007_201707,0.151844893,1.0,10.0,zb004
r_r007_201708,0.151844893,1.0,10.0,zb004
r_r007_201709,0.151844893,1.0,10.0,zb004
r_r007_201710,0.151844893,1.0,10.0,zb004
r_r007_201711,0.151844893,1.0,10.0,zb004
r_r007_201712,0.151844893,1.0,10.0,zb004
r_r007_201801,0.151844893,1.0,10.0,zb004
r_r007_201802,0.151844893,1.0,10.0,zb004
r_r007_201803,0.151844893,1.0,10.0,zb004
r_r007_201804,0.151844893,1.0,10.0,zb004
r_r007_201805,0.151844893,1.0,10.0,zb004
r_r007_201806,0.151844893,1.0,10.0,zb004
r_r007_201807,0.151844893,1.0,10.0,zb004
r_r007_201808,0.151844893,1.0,10.0,zb004
r_r007_201809,0.151844893,1.0,10.0,zb004
r_r007_201810,0.151844893,1.0,10.0,zb004
r_r007_201811,0.151844893,1.0,10.0,zb004
r_r007_201812,0.151844893,1.0,10.0,zb004
r_r007_201901,0.151844893,1.0,10.0,zb004
r_r007_201902,0.151844893,1.0,10.0,zb004
r_r007_201903,0.151844893,1.0,10.0,zb004
r_r007_201904,0.151844893,1.0,10.0,zb004
r_r007_201905,0.151844893,1.0,10.0,zb004
r_r007_201906,0.151844893,1.0,10.0,zb004
r_r007_201907,0.151844893,1.0,10.0,zb004
r_r007_201908,0.151844893,1.0,10.0,zb004
r_r007_201909,0.151844893,1.0,10.0,zb004
r_r007_201910,0.151844893,1.0,10.0,zb004
r_r007_201911,0.151844893,1.0,10.0,zb004
r_r007_201912,0.151844893,1.0,10.0,zb004
r_r007_202001,0.151844893,1.0,10.0,zb004
r_r007_202002,0.151844893,1.0,10.0,zb004
r_r007_202003,0.151844893,1.0,10.0,zb004
r_r007_202004,0.151844893,1.0,10.0,zb004
r_r007_202005,0.151844893,1.0,10.0,zb004
r_r007_202006,0.151844893,1.0,10.0,zb004
r_r007_202007,0.151844893,1.0,10.0,zb004
r_r007_202008,0.151844893,1.0,10.0,zb004
r_r007_202009,0.151844893,1.0,10.0,zb004
r_r007_202010,0.151844893,1.0,10.0,zb004
r_r007_202011,0.151844893,1.0,10.0,zb004
r_r007_202012,0.151844893,1.0,10.0,zb004
r_r007_202101,0.151844893,1.0,10.0,zb004
r_r007_202102,0.151844893,1.0,10.0,zb004
r_r007_202103,0.151844893,1.0,10.0,zb004
r_r007_202104,0.151844893,1.0,10.0,zb004
r_r007_202105,0.151844893,1.0,10.0,zb004
r_r007_202106,0.151844893,1.0,10.0,zb004
r_r007_202107,0.151844893,1.0,10.0,zb004
r_r007_202108,0.151844893,1.0,10.0,zb004
r_r007_202109,0.151844893,1.0,10.0,zb004
r_r007_202110,0.151844893,1.0,10.0,zb004
r_r007_202111,0.151844893,1.0,10.0,zb004
r_r007_202112,0.151844893,1.0,10.0,zb004
r_r008_201501,0.0,1.0,10.0,zb002
r_r008_201502,0.0,1.0,10.0,zb002
r_r008_201503,0.0,1.0,10.0,zb002
r_r008_201504,0.0,1.0,10.0,zb002
r_r008_201505,0.0,1.0,10.0,zb002
r_r008_201506,0.0,1.0,10.0,zb002
r_r008_201507,0.0,1.0,10.0,zb002
r_r008_201508,0.0,1.0,10.0,zb002
r_r008_201509,0.0,1.0,10.0,zb002
r_r008_201510,0.0,1.0,10.0,zb002
r_r008_201511,0.0,1.0,10.0,zb002
r_r008_201512,0.0,1.0,10.0,zb002
r_r008_201601,0.0,1.0,10.0,zb002
r_r008_201602,0.0,1.0,10.0,zb002
r_r008_201603,0.0,1.0,10.0,zb002
r_r008_201604,0.0,1.0,10.0,zb002
r_r008_201605,0.0,1.0,10.0,zb002
r_r008_201606,0.0,1.0,10.0,zb002
r_r008_201607,0.0,1.0,10.0,zb002
r_r008_201608,0.0,1.0,10.0,zb002
r_r008_201609,0.0,1.0,10.0,zb002
r_r008_201610,0.0,1.0,10.0,zb002
r_r008_201611,0.0,1.0,10.0,zb002
r_r008_201612,0.0,1.0,10.0,zb002
r_r008_201701,0.0,1.0,10.0,zb002
r_r008_201702,0.0,1.0,10.0,zb002
r_r008_201703,0.0,1.0,10.0,zb002
r_r008_201704,0.0,1.0,10.0,zb002
r_r008_201705,0.0,1.0,10.0,zb002
r_r008_201706,0.0,1.0,10.0,zb002
r_r008_201707,0.0,1.0,10.0,zb002
r_r008_201708,0.0,1.0,10.0,zb002
r_r008_201709,0.0,1.0,10.0,zb002
r_r008_201710,0.0,1.0,10.0,zb002
r_r008_201711,0.0,1.0,10.0,zb002
r_r008_201712,0.0,1.0,10.0,zb002
r_r008_201801,0.0,1.0,10.0,zb002
r_r008_201802,0.0,1.0,10.0,zb002
r_r008_201803,0.0,1.0,10.0,zb002
r_r008_201804,0.0,1.0,10.0,zb002
r_r008_201805,0.0,1.0,10.0,zb002
r_r008_201806,0.0,1.0,10.0,zb002
r_r008_201807,0.0,1.0,10.0,zb002
r_r008_201808,0.0,1.0,10.0,zb002
r_r008_201809,0.0,1.0,10.0,zb002
r_r008_201810,0.0,1.0,10.0,zb002
r_r008_201811,0.0,1.0,10.0,zb002
r_r008_201812,0.0,1.0,10.0,zb002
r_r008_201901,0.0,1.0,10.0,zb002
r_r008_201902,0.0,1.0,10.0,zb002
r_r008_201903,0.0,1.0,10.0,zb002
r_r008_201904,0.0,1.0,10.0,zb002
r_r008_201905,0.0,1.0,10.0,zb002
r_r008_201906,0.0,1.0,10.0,zb002
r_r008_201907,0.0,1.0,10.0,zb002
r_r008_201908,0.0,1.0,10.0,zb002
r_r008_201909,0.0,1.0,10.0,zb002
r_r008_201910,0.0,1.0,10.0,zb002
r_r008_201911,0.0,1.0,10.0,zb002
r_r008_201912,0.0,1.0,10.0,zb002
r_r008_202001,0.0,1.0,10.0,zb002
r_r008_202002,0.0,1.0,10.0,zb002
r_r008_202003,0.0,1.0,10.0,zb002
r_r008_202004,0.0,1.0,10.0,zb002
r_r008_202005,0.0,1.0,10.0,zb002
r_r008_202006,0.0,1.0,10.0,zb002
r_r008_202007,0.0,1.0,10.0,zb002
r_r008_202008,0.0,1.0,10.0,zb002
r_r008_202009,0.0,1.0,10.0,zb002
r_r008_202010,0.0,1.0,10.0,zb002
r_r008_202011,0.0,1.0,10.0,zb002
r_r008_202012,0.0,1.0,10.0,zb002
r_r008_202101,0.0,1.0,10.0,zb002
r_r008_202102,0.0,1.0,10.0,zb002
r_r008_202103,0.0,1.0,10.0,zb002
r_r008_202104,0.0,1.0,10.0,zb002
r_r008_202105,0.0,1.0,10.0,zb002
r_r008_202106,0.0,1.0,10.0,zb002
r_r008_202107,0.0,1.0,10.0,zb002
r_r008_202108,0.0,1.0,10.0,zb002
r_r008_202109,0.0,1.0,10.0,zb002
r_r008_202110,0.0,1.0,10.0,zb002
r_r008_202111,0.0,1.0,10.0,zb002
r_r008_202112,0.0,1.0,10.0,zb002
r_r009_201501,0.220871987,1.0,10.0,zb002
r_r009_201502,0.220871987,1.0,10.0,zb002
r_r009_201503,0.220871987,1.0,10.0,zb002
r_r009_201504,0.220871987,1.0,10.0,zb002
r_r009_201505,0.220871987,1.0,10.0,zb002
r_r009_201506,0.220871987,1.0,10.0,zb002
r_r009_201507,0.220871987,1.0,10.0,zb002
r_r009_201508,0.220871987,1.0,10.0,zb002
r_r009_201509,0.220871987,1.0,10.0,zb002
r_r009_201510,0.220871987,1.0,10.0,zb002
r_r009_201511,0.220871987,1.0,10.0,zb002
r_r009_201512,0.220871987,1.0,10.0,zb002
r_r009_201601,0.220871987,1.0,10.0,zb002
r_r009_201602,0.220871987,1.0,10.0,zb002
r_r009_201603,0.220871987,1.0,10.0,zb002
r_r009_201604,0.220871987,1.0,10.0,zb002
r_r009_201605,0.220871987,1.0,10.0,zb002
r_r009_201606,0.220871987,1.0,10.0,zb002
r_r009_201607,0.220871987,1.0,10.0,zb002
r_r009_201608,0.220871987,1.0,10.0,zb002
r_r009_201609,0.220871987,1.0,10.0,zb002
r_r009_201610,0.220871987,1.0,10.0,zb002
r_r009_201611,0.220871987,1.0,10.0,zb002
r_r009_201612,0.220871987,1.0,10.0,zb002
r_r009_201701,0.220871987,1.0,10.0,zb002
r_r009_201702,0.220871987,1.0,10.0,zb002
r_r009_201703,0.220871987,1.0,10.0,zb002
r_r009_201704,0.220871987,1.0,10.0,zb002
r_r009_201705,0.220871987,1.0,10.0,zb002
r_r009_201706,0.220871987,1.0,10.0,zb002
r_r009_201707,0.220871987,1.0,10.0,zb002
r_r009_201708,0.220871987,1.0,10.0,zb002
r_r009_201709,0.220871987,1.0,10.0,zb002
r_r009_201710,0.220871987,1.0,10.0,zb002
r_r009_201711,0.220871987,1.0,10.0,zb002
r_r009_201712,0.220871987,1.0,10.0,zb002
r_r009_201801,0.220871987,1.0,10.0,zb002
r_r009_201802,0.220871987,1.0,10.0,zb002
r_r009_201803,0.220871987,1.0,10.0,zb002
r_r009_201804,0.220871987,1.0,10.0,zb002
r_r009_201805,0.220871987,1.0,10.0,zb002
r_r009_201806,0.220871987,1.0,10.0,zb002
r_r009_201807,0.220871987,1.0,10.0,zb002
r_r009_201808,0.220871987,1.0,10.0,zb002
r_r009_201809,0.220871987,1.0,10.0,zb002
r_r009_201810,0.220871987,1.0,10.0,zb002
r_r009_201811,0.220871987,1.0,10.0,zb002
r_r009_201812,0.220871987,1.0,10.0,zb002
r_r009_201901,0.220871987,1.0,10.0,zb002
r_r009_201902,0.220871987,1.0,10.0,zb002
r_r009_201903,0.220871987,1.0,10.0,zb002
r_r009_201904,0.220871987,1.0,10.0,zb002
r_r009_201905,0.220871987,1.0,10.0,zb002
r_r009_201906,0.220871987,1.0,10.0,zb002
r_r009_201907,0.220871987,1.0,10.0,zb002
r_r009_201908,0.220871987,1.0,10.0,zb002
r_r009_201909,0.220871987,1.0,10.0,zb002
r_r009_201910,0.220871987,1.0,10.0,zb002
r_r009_201911,0.220871987,1.0,10.0,zb002
r_r009_201912,0.220871987,1.0,10.0,zb002
r_r009_202001,0.220871987,1.0,10.0,zb002
r_r009_202002,0.220871987,1.0,10.0,zb002
r_r009_202003,0.220871987,1.0,10.0,zb002
r_r009_202004,0.220871987,1.0,10.0,zb002
r_r009_202005,0.220871987,1.0,10.0,zb002
r_r009_202006,0.220871987,1.0,10.0,zb002
r_r009_202007,0.220871987,1.0,10.0,zb002
r_r009_202008,0.220871987,1.0,10.0,zb002
r_r009_202009,0.220871987,1.0,10.0,zb002
r_r009_202010,0.220871987,1.0,10.0,zb002
r_r009_202011,0.220871987,1.0,10.0,zb002
r_r009_202012,0.220871987,1.0,10.0,zb002
r_r009_202101,0.220871987,1.0,10.0,zb002
r_r009_202102,0.220871987,1.0,10.0,zb002
r_r009_202103,0.220871987,1.0,10.0,zb002
r_r009_202104,0.220871987,1.0,10.0,zb002
r_r009_202105,0.220871987,1.0,10.0,zb002
r_r009_202106,0.220871987,1.0,10.0,zb002
r_r009_202107,0.220871987,1.0,10.0,zb002
r_r009_202108,0.220871987,1.0,10.0,zb002
r_r009_202109,0.220871987,1.0,10.0,zb002
r_r009_202110,0.220871987,1.0,10.0,zb002
r_r009_202111,0.220871987,1.0,10.0,zb002
r_r009_202112,0.220871987,1.0,10.0,zb002
r_r010_201501,1.086334741,1.0,10.0,zb001
r_r010_201502,1.086334741,1.0,10.0,zb001
r_r010_201503,1.086334741,1.0,10.0,zb001
r_r010_201504,1.086334741,1.0,10.0,zb001
r_r010_201505,1.086334741,1.0,10.0,zb001
r_r010_201506,1.086334741,1.0,10.0,zb001
r_r010_201507,1.086334741,1.0,10.0,zb001
r_r010_201508,1.086334741,1.0,10.0,zb001
r_r010_201509,1.086334741,1.0,10.0,zb001
r_r010_201510,1.086334741,1.0,10.0,zb001
r_r010_201511,1.086334741,1.0,10.0,zb001
r_r010_201512,1.086334741,1.0,10.0,zb001
r_r010_201601,1.086334741,1.0,10.0,zb001
r_r010_201602,1.086334741,1.0,10.0,zb001
r_r010_201603,1.086334741,1.0,10.0,zb001
r_r010_201604,1.086334741,1.0,10.0,zb001
r_r010_201605,1.086334741,1.0,10.0,zb001
r_r010_201606,1.086334741,1.0,10.0,zb001
r_r010_201607,1.086334741,1.0,10.0,zb001
r_r010_201608,1.086334741,1.0,10.0,zb001
r_r010_201609,1.086334741,1.0,10.0,zb001
r_r010_201610,1.086334741,1.0,10.0,zb001
r_r010_201611,1.086334741,1.0,10.0,zb001
r_r010_201612,1.086334741,1.0,10.0,zb001
r_r010_201701,1.086334741,1.0,10.0,zb001
r_r010_201702,1.086334741,1.0,10.0,zb001
r_r010_201703,1.086334741,1.0,10.0,zb001
r_r010_201704,1.086334741,1.0,10.0,zb001
r_r010_201705,1.086334741,1.0,10.0,zb001
r_r010_201706,1.086334741,1.0,10.0,zb001
r_r010_201707,1.086334741,1.0,10.0,zb001
r_r010_201708,1.086334741,1.0,10.0,zb001
r_r010_201709,1.086334741,1.0,10.0,zb001
r_r010_201710,1.086334741,1.0,10.0,zb001
r_r010_201711,1.086334741,1.0,10.0,zb001
r_r010_201712,1.086334741,1.0,10.0,zb001
r_r010_201801,1.086334741,1.0,10.0,zb001
r_r010_201802,1.086334741,1.0,10.0,zb001
r_r010_201803,1.086334741,1.0,10.0,zb001
r_r010_201804,1.086334741,1.0,10.0,zb001
r_r010_201805,1.086334741,1.0,10.0,zb001
r_r010_201806,1.086334741,1.0,10.0,zb001
r_r010_201807,1.086334741,1.0,10.0,zb001
r_r010_201808,1.086334741,1.0,10.0,zb001
r_r010_201809,1.086334741,1.0,10.0,zb001
r_r010_201810,1.086334741,1.0,10.0,zb001
r_r010_201811,1.086334741,1.0,10.0,zb001
r_r010_201812,1.086334741,1.0,10.0,zb001
r_r010_201901,1.086334741,1.0,10.0,zb001
r_r010_201902,1.086334741,1.0,10.0,zb001
r_r010_201903,1.086334741,1.0,10.0,zb001
r_r010_201904,1.086334741,1.0,10.0,zb001
r_r010_201905,1.086334741,1.0,10.0,zb001
r_r010_201906,1.086334741,1.0,10.0,zb001
r_r010_201907,1.086334741,1.0,10.0,zb001
r_r010_201908,1.086334741,1.0,10.0,zb001
r_r010_201909,1.086334741,1.0,10.0,zb001
r_r010_201910,1.086334741,1.0,10.0,zb001
r_r010_201911,1.086334741,1.0,10.0,zb001
r_r010_201912,1.086334741,1.0,10.0,zb001
r_r010_202001,1.086334741,1.0,10.0,zb001
r_r010_202002,1.086334741,1.0,10.0,zb001
r_r010_202003,1.086334741,1.0,10.0,zb001
r_r010_202004,1.086334741,1.0,10.0,zb001
r_r010_202005,1.086334741,1.0,10.0,zb001
r_r010_202006,1.086334741,1.0,10.0,zb001
r_r010_202007,1.086334741,1.0,10.0,zb001
r_r010_202008,1.086334741,1.0,10.0,zb001
r_r010_202009,1.086334741,1.0,10.0,zb001
r_r010_202010,1.086334741,1.0,10.0,zb001
r_r010_202011,1.086334741,1.0,10.0,zb001
r_r010_202012,1.086334741,1.0,10.0,zb001
r_r010_202101,1.086334741,1.0,10.0,zb001
r_r010_202102,1.086334741,1.0,10.0,zb001
r_r010_202103,1.086334741,1.0,10.0,zb001
r_r010_202104,1.086334741,1.0,10.0,zb001
r_r010_202105,1.086334741,1.0,10.0,zb001
r_r010_202106,1.086334741,1.0,10.0,zb001
r_r010_202107,1.086334741,1.0,10.0,zb001
r_r010_202108,1.086334741,1.0,10.0,zb001
r_r010_202109,1.086334741,1.0,10.0,zb001
r_r010_202110,1.086334741,1.0,10.0,zb001
r_r010_202111,1.086334741,1.0,10.0,zb001
r_r010_202112,1.086334741,1.0,10.0,zb001
r_r020_201501,0.0,1.0,10.0,zb006
r_r020_201502,0.0,1.0,10.0,zb006
r_r020_201503,0.0,1.0,10.0,zb006
r_r020_201504,0.0,1.0,10.0,zb006
r_r020_201505,0.0,1.0,10.0,zb006
r_r020_201506,0.0,1.0,10.0,zb006
r_r020_201507,0.0,1.0,10.0,zb006
r_r020_201508,0.0,1.0,10.0,zb006
r_r020_201509,0.0,1.0,10.0,zb006
r_r020_201510,0.0,1.0,10.0,zb006
r_r020_201511,0.0,1.0,10.0,zb006
r_r020_201512,0.0,1.0,10.0,zb006
r_r020_201601,0.0,1.0,10.0,zb006
r_r020_201602,0.0,1.0,10.0,zb006
r_r020_201603,0.0,1.0,10.0,zb006
r_r020_201604,0.0,1.0,10.0,zb006
r_r020_201605,0.0,1.0,10.0,zb006
r_r020_201606,0.0,1.0,10.0,zb006
r_r020_201607,0.0,1.0,10.0,zb006
r_r020_201608,0.0,1.0,10.0,zb006
r_r020_201609,0.0,1.0,10.0,zb006
r_r020_201610,0.0,1.0,10.0,zb006
r_r020_201611,0.0,1.0,10.0,zb006
r_r020_201612,0.0,1.0,10.0,zb006
r_r020_201701,0.0,1.0,10.0,zb006
r_r020_201702,0.0,1.0,10.0,zb006
r_r020_201703,0.0,1.0,10.0,zb006
r_r020_201704,0.0,1.0,10.0,zb006
r_r020_201705,0.0,1.0,10.0,zb006
r_r020_201706,0.0,1.0,10.0,zb006
r_r020_201707,0.0,1.0,10.0,zb006
r_r020_201708,0.0,1.0,10.0,zb006
r_r020_201709,0.0,1.0,10.0,zb006
r_r020_201710,0.0,1.0,10.0,zb006
r_r020_201711,0.0,1.0,10.0,zb006
r_r020_201712,0.0,1.0,10.0,zb006
r_r020_201801,0.0,1.0,10.0,zb006
r_r020_201802,0.0,1.0,10.0,zb006
r_r020_201803,0.0,1.0,10.0,zb006
r_r020_201804,0.0,1.0,10.0,zb006
r_r020_201805,0.0,1.0,10.0,zb006
r_r020_201806,0.0,1.0,10.0,zb006
r_r020_201807,0.0,1.0,10.0,zb006
r_r020_201808,0.0,1.0,10.0,zb006
r_r020_201809,0.0,1.0,10.0,zb006
r_r020_201810,0.0,1.0,10.0,zb006
r_r020_201811,0.0,1.0,10.0,zb006
r_r020_201812,0.0,1.0,10.0,zb006
r_r020_201901,0.0,1.0,10.0,zb006
r_r020_201902,0.0,1.0,10.0,zb006
r_r020_201903,0.0,1.0,10.0,zb006
