obsnme                             value 
wp_bp_0001_20190220       3.94960951E+02 
wp_bp_0001_20190319       3.94186561E+02 
wp_bp_0001_20190409       3.93514769E+02 
wp_bp_0001_20190506       3.93357367E+02 
wp_bp_0001_20190606       3.95084173E+02 
wp_bp_0001_20190711       3.94814050E+02 
wp_bp_0001_20190814       3.93685175E+02 
wp_bp_0001_20190911       3.92914619E+02 
wp_bp_0001_20191015       3.92240328E+02 
wp_bp_0001_20191120       3.91691915E+02 
wp_bp_0001_20191218       3.91333452E+02 
wp_bp_0001_20200114       3.91025551E+02 
wp_bp_0001_20200219       3.90677213E+02 
wp_bp_0001_20200317       3.90756827E+02 
wp_bp_0001_20200429       3.91104102E+02 
wp_bp_0001_20200520       3.90883919E+02 
wp_bp_0001_20200622       3.92882779E+02 
wp_bp_0001_20200709       3.92980844E+02 
wp_bp_0001_20200811       3.91875191E+02 
wp_bp_0001_20200924       3.91144589E+02 
wp_bp_0001_20201026       3.90926557E+02 
wp_bp_0001_20201124       3.90416616E+02 
wp_bp_0001_20210118       3.89734241E+02 
wp_bp_0001_20210225       3.89364461E+02 
wp_bp_0001_20210324       3.89132187E+02 
wp_bp_0001_20210427       3.88859708E+02 
wp_bp_0001_20210527       3.88653989E+02 
wp_bp_0001_20210611       3.88864129E+02 
wp_bp_0001_20210727       3.90130306E+02 
wp_bp_0001_20210811       3.90283899E+02 
wo_bp_0001_20150101       3.97382097E+02 
wo_bp_0001_20150201       3.96210951E+02 
wo_bp_0001_20150301       3.95855772E+02 
wo_bp_0001_20150401       3.95610344E+02 
wo_bp_0001_20150501       3.95774101E+02 
wo_bp_0001_20150601       3.96427557E+02 
wo_bp_0001_20150701       3.96589411E+02 
wo_bp_0001_20150801       3.95942641E+02 
wo_bp_0001_20150901       3.95173677E+02 
wo_bp_0001_20151001       3.94647579E+02 
wo_bp_0001_20151101       3.95559616E+02 
wo_bp_0001_20151201       3.96321598E+02 
wo_bp_0001_20160101       3.96379241E+02 
wo_bp_0001_20160201       3.95832154E+02 
wo_bp_0001_20160301       3.95508363E+02 
wo_bp_0001_20160401       3.95887157E+02 
wo_bp_0001_20160501       3.96268458E+02 
wo_bp_0001_20160601       3.96534831E+02 
wo_bp_0001_20160701       3.96181381E+02 
wo_bp_0001_20160801       3.95379402E+02 
wo_bp_0001_20160901       3.95160894E+02 
wo_bp_0001_20161001       3.94887306E+02 
wo_bp_0001_20161101       3.94676531E+02 
wo_bp_0001_20161201       3.95246129E+02 
wo_bp_0001_20170101       3.95277640E+02 
wo_bp_0001_20170201       3.95107739E+02 
wo_bp_0001_20170301       3.95142492E+02 
wo_bp_0001_20170401       3.94823380E+02 
wo_bp_0001_20170501       3.94411520E+02 
wo_bp_0001_20170601       3.93867599E+02 
wo_bp_0001_20170701       3.93434334E+02 
wo_bp_0001_20170801       3.93057910E+02 
wo_bp_0001_20170901       3.92798909E+02 
wo_bp_0001_20171001       3.92771519E+02 
wo_bp_0001_20171101       3.92540473E+02 
wo_bp_0001_20171201       3.92202073E+02 
wo_bp_0001_20180101       3.92002084E+02 
wo_bp_0001_20180201       3.91738040E+02 
wo_bp_0001_20180301       3.91488656E+02 
wo_bp_0001_20180401       3.91254022E+02 
wo_bp_0001_20180501       3.91034890E+02 
wo_bp_0001_20180601       3.90827376E+02 
wo_bp_0001_20180701       3.90628472E+02 
wo_bp_0001_20180801       3.90433071E+02 
wo_bp_0001_20180901       3.90473416E+02 
wo_bp_0001_20181001       3.92258379E+02 
wo_bp_0001_20181101       3.94025438E+02 
wo_bp_0001_20181201       3.94263215E+02 
wo_bp_0001_20190101       3.94785556E+02 
wo_bp_0001_20190201       3.94989793E+02 
wo_bp_0001_20190301       3.94283384E+02 
wo_bp_0001_20190401       3.93431939E+02 
wo_bp_0001_20190501       3.94078164E+02 
wo_bp_0001_20190601       3.95062575E+02 
wo_bp_0001_20190701       3.94641158E+02 
wo_bp_0001_20190801       3.93635746E+02 
wo_bp_0001_20190901       3.92820973E+02 
wo_bp_0001_20191001       3.92228277E+02 
wo_bp_0001_20191101       3.91757105E+02 
wo_bp_0001_20191201       3.91359641E+02 
wo_bp_0001_20200101       3.91005336E+02 
wo_bp_0001_20200201       3.90726082E+02 
wo_bp_0001_20200301       3.90743977E+02 
wo_bp_0001_20200401       3.90942771E+02 
wo_bp_0001_20200501       3.91022577E+02 
wo_bp_0001_20200601       3.92441316E+02 
wo_bp_0001_20200701       3.92743479E+02 
wo_bp_0001_20200801       3.91745556E+02 
wo_bp_0001_20200901       3.91156991E+02 
wo_bp_0001_20201001       3.91093819E+02 
wo_bp_0001_20201101       3.90556894E+02 
wo_bp_0001_20201201       3.90117075E+02 
wo_bp_0001_20210101       3.89757533E+02 
wo_bp_0001_20210201       3.89462449E+02 
wo_bp_0001_20210301       3.89200073E+02 
wo_bp_0001_20210401       3.88950114E+02 
wo_bp_0001_20210501       3.88724015E+02 
wo_bp_0001_20210601       3.89003232E+02 
wo_bp_0001_20210701       3.89787825E+02 
wo_bp_0001_20210801       3.90219449E+02 
wo_bp_0001_20210901       3.89729147E+02 
wo_bp_0001_20211001       3.89223046E+02 
wo_bp_0001_20211101       3.88908818E+02 
wo_bp_0001_20211201       3.88672675E+02 
wp_bp_0011_20150113       3.98375435E+02 
wp_bp_0011_20150218       3.98594609E+02 
wp_bp_0011_20150318       3.98662024E+02 
wp_bp_0011_20150415       3.98682857E+02 
wp_bp_0011_20150524       3.98675008E+02 
wp_bp_0011_20150610       3.98699312E+02 
wp_bp_0011_20150712       3.98794835E+02 
wp_bp_0011_20150819       3.98887968E+02 
wp_bp_0011_20150915       3.98865351E+02 
wp_bp_0011_20151014       3.98770323E+02 
wp_bp_0011_20151118       3.98653996E+02 
wp_bp_0011_20151215       3.98694342E+02 
wp_bp_0011_20160118       3.98813704E+02 
wp_bp_0011_20160216       3.98883880E+02 
wp_bp_0011_20160323       3.98861083E+02 
wp_bp_0011_20160422       3.98853606E+02 
wp_bp_0011_20160517       3.98883926E+02 
wp_bp_0011_20160614       3.98947260E+02 
wp_bp_0011_20160418       3.98852634E+02 
wp_bp_0011_20160721       3.99030054E+02 
wp_bp_0011_20160817       3.99013607E+02 
wp_bp_0011_20160912       3.98942332E+02 
wp_bp_0011_20161026       3.98786972E+02 
wp_bp_0011_20161123       3.98670909E+02 
wp_bp_0011_20161222       3.98598479E+02 
wp_bp_0011_20170110       3.98585779E+02 
wp_bp_0011_20170208       3.98560988E+02 
wp_bp_0011_20170317       3.98505412E+02 
wp_bp_0011_20170419       3.98443286E+02 
wp_bp_0011_20170512       3.98380046E+02 
wp_bp_0011_20170613       3.98250141E+02 
wp_bp_0011_20170711       3.98104943E+02 
wp_bp_0011_20170816       3.97897129E+02 
wp_bp_0011_20170915       3.97718660E+02 
wp_bp_0011_20171017       3.97539918E+02 
wp_bp_0011_20171114       3.97407297E+02 
wp_bp_0011_20171218       3.97237280E+02 
wp_bp_0011_20180112       3.97106529E+02 
wp_bp_0011_20180216       3.96926378E+02 
wp_bp_0011_20180313       3.96794647E+02 
wp_bp_0011_20180515       3.96459664E+02 
wp_bp_0011_20180618       3.96281902E+02 
wp_bp_0011_20180720       3.96117725E+02 
wp_bp_0011_20180820       3.95961650E+02 
wp_bp_0011_20181014       3.95811649E+02 
wp_bp_0011_20181109       3.95963109E+02 
wp_bp_0011_20181221       3.96308838E+02 
wp_bp_0011_20190221       3.96716232E+02 
wp_bp_0011_20190319       3.96818976E+02 
wp_bp_0011_20190409       3.96828855E+02 
wp_bp_0011_20190506       3.96773474E+02 
wp_bp_0011_20190606       3.96787970E+02 
wp_bp_0011_20190711       3.96908421E+02 
wp_bp_0011_20190808       3.96934039E+02 
wp_bp_0011_20190911       3.96832272E+02 
wp_bp_0011_20191015       3.96643765E+02 
wp_bp_0011_20191120       3.96408727E+02 
wp_bp_0011_20191218       3.96219543E+02 
wp_bp_0011_20200114       3.96038061E+02 
wp_bp_0011_20200219       3.95801737E+02 
wp_bp_0011_20200317       3.95654983E+02 
wp_bp_0011_20200429       3.95523144E+02 
wp_bp_0011_20200520       3.95485797E+02 
wp_bp_0011_20200622       3.95521346E+02 
wp_bp_0011_20200709       3.95598239E+02 
wp_bp_0011_20200811       3.95673599E+02 
wp_bp_0011_20200924       3.95548205E+02 
wp_bp_0011_20201020       3.95462549E+02 
wp_bp_0011_20201124       3.95315855E+02 
wp_bp_0011_20210118       3.94997548E+02 
wp_bp_0011_20210225       3.94763625E+02 
wp_bp_0011_20210324       3.94600071E+02 
wp_bp_0011_20210427       3.94399931E+02 
wp_bp_0011_20210527       3.94230150E+02 
wp_bp_0011_20210611       3.94170130E+02 
wp_bp_0011_20210727       3.94251331E+02 
wp_bp_0011_20210811       3.94327007E+02 
wo_bp_0011_20150101       3.98396137E+02 
wo_bp_0011_20150201       3.98577068E+02 
wo_bp_0011_20150301       3.98656931E+02 
wo_bp_0011_20150401       3.98680767E+02 
wo_bp_0011_20150501       3.98675344E+02 
wo_bp_0011_20150601       3.98714671E+02 
wo_bp_0011_20150701       3.98807779E+02 
wo_bp_0011_20150801       3.98880798E+02 
wo_bp_0011_20150901       3.98860936E+02 
wo_bp_0011_20151001       3.98760451E+02 
wo_bp_0011_20151101       3.98663411E+02 
wo_bp_0011_20151201       3.98700019E+02 
wo_bp_0011_20160101       3.98805350E+02 
wo_bp_0011_20160201       3.98878779E+02 
wo_bp_0011_20160301       3.98870047E+02 
wo_bp_0011_20160401       3.98853919E+02 
wo_bp_0011_20160501       3.98883451E+02 
wo_bp_0011_20160601       3.98951738E+02 
wo_bp_0011_20160701       3.99020119E+02 
wo_bp_0011_20160801       3.99011988E+02 
wo_bp_0011_20160901       3.98930452E+02 
wo_bp_0011_20161001       3.98824245E+02 
wo_bp_0011_20161101       3.98701995E+02 
wo_bp_0011_20161201       3.98610417E+02 
wo_bp_0011_20170101       3.98580958E+02 
wo_bp_0011_20170201       3.98551330E+02 
wo_bp_0011_20170301       3.98506855E+02 
wo_bp_0011_20170401       3.98450634E+02 
wo_bp_0011_20170501       3.98364566E+02 
wo_bp_0011_20170601       3.98236825E+02 
wo_bp_0011_20170701       3.98076440E+02 
wo_bp_0011_20170801       3.97896903E+02 
wo_bp_0011_20170901       3.97715988E+02 
wo_bp_0011_20171001       3.97546478E+02 
wo_bp_0011_20171101       3.97399690E+02 
wo_bp_0011_20171201       3.97247329E+02 
wo_bp_0011_20180101       3.97086120E+02 
wo_bp_0011_20180201       3.96934026E+02 
wo_bp_0011_20180301       3.96778621E+02 
wo_bp_0011_20180401       3.96616158E+02 
wo_bp_0011_20180501       3.96454488E+02 
wo_bp_0011_20180601       3.96294972E+02 
wo_bp_0011_20180701       3.96138199E+02 
wo_bp_0011_20180801       3.95981745E+02 
wo_bp_0011_20180901       3.95837921E+02 
wo_bp_0011_20181001       3.95827918E+02 
wo_bp_0011_20181101       3.96019784E+02 
wo_bp_0011_20181201       3.96269740E+02 
wo_bp_0011_20190101       3.96480104E+02 
wo_bp_0011_20190201       3.96674786E+02 
wo_bp_0011_20190301       3.96806168E+02 
wo_bp_0011_20190401       3.96816591E+02 
wo_bp_0011_20190501       3.96766130E+02 
wo_bp_0011_20190601       3.96822125E+02 
wo_bp_0011_20190701       3.96915812E+02 
wo_bp_0011_20190801       3.96916857E+02 
wo_bp_0011_20190901       3.96808351E+02 
wo_bp_0011_20191001       3.96636509E+02 
wo_bp_0011_20191101       3.96438652E+02 
wo_bp_0011_20191201       3.96233116E+02 
wo_bp_0011_20200101       3.96024919E+02 
wo_bp_0011_20200201       3.95828312E+02 
wo_bp_0011_20200301       3.95662088E+02 
wo_bp_0011_20200401       3.95552269E+02 
wo_bp_0011_20200501       3.95494479E+02 
wo_bp_0011_20200601       3.95504024E+02 
wo_bp_0011_20200701       3.95622658E+02 
wo_bp_0011_20200801       3.95664120E+02 
wo_bp_0011_20200901       3.95581438E+02 
wo_bp_0011_20201001       3.95474756E+02 
wo_bp_0011_20201101       3.95355474E+02 
wo_bp_0011_20201201       3.95194850E+02 
wo_bp_0011_20210101       3.95009644E+02 
wo_bp_0011_20210201       3.94828152E+02 
wo_bp_0011_20210301       3.94648345E+02 
wo_bp_0011_20210401       3.94467096E+02 
wo_bp_0011_20210501       3.94291700E+02 
wo_bp_0011_20210601       3.94169434E+02 
wo_bp_0011_20210701       3.94207859E+02 
wo_bp_0011_20210801       3.94346235E+02 
wo_bp_0011_20210901       3.94411622E+02 
wo_bp_0011_20211001       3.94346326E+02 
wo_bp_0011_20211101       3.94212664E+02 
wo_bp_0011_20211201       3.94073208E+02 
wp_bp_0013_20180216       3.63262655E+02 
wp_bp_0013_20180313       3.63171857E+02 
wp_bp_0013_20180418       3.63040184E+02 
wp_bp_0013_20180515       3.62939272E+02 
wp_bp_0013_20180618       3.62809459E+02 
wp_bp_0013_20180720       3.62686323E+02 
wp_bp_0013_20180820       3.62566308E+02 
wp_bp_0013_20181014       3.62351773E+02 
wp_bp_0013_20181109       3.62258137E+02 
wp_bp_0013_20181221       3.62126309E+02 
wp_bp_0013_20190221       3.61967025E+02 
wp_bp_0013_20190319       3.61914319E+02 
wp_bp_0013_20190409       3.61874822E+02 
wp_bp_0013_20190506       3.61825250E+02 
wp_bp_0013_20190606       3.61775406E+02 
wp_bp_0013_20190711       3.61729779E+02 
wp_bp_0013_20190808       3.61699938E+02 
wp_bp_0013_20190909       3.61666370E+02 
wp_bp_0013_20191015       3.61626526E+02 
wp_bp_0013_20191120       3.61582010E+02 
wp_bp_0013_20191218       3.61543811E+02 
wp_bp_0013_20200114       3.61503262E+02 
wp_bp_0013_20200219       3.61439439E+02 
wp_bp_0013_20200317       3.61388281E+02 
wp_bp_0013_20200429       3.61297992E+02 
wp_bp_0013_20200520       3.61251690E+02 
wp_bp_0013_20200622       3.61175910E+02 
wp_bp_0013_20200709       3.61138637E+02 
wp_bp_0013_20200811       3.61068568E+02 
wp_bp_0013_20200924       3.60973997E+02 
wp_bp_0013_20201026       3.60906550E+02 
wp_bp_0013_20201124       3.60843188E+02 
wp_bp_0013_20210118       3.60722683E+02 
wp_bp_0013_20210225       3.60630103E+02 
wp_bp_0013_20210324       3.60567260E+02 
wp_bp_0013_20210427       3.60483281E+02 
wp_bp_0013_20210527       3.60408288E+02 
wp_bp_0013_20210611       3.60369136E+02 
wp_bp_0013_20210727       3.60252343E+02 
wp_bp_0013_20210811       3.60215637E+02 
wo_bp_0013_20150101       3.64650810E+02 
wo_bp_0013_20150201       3.64585524E+02 
wo_bp_0013_20150301       3.64542719E+02 
wo_bp_0013_20150401       3.64508527E+02 
wo_bp_0013_20150501       3.64473886E+02 
wo_bp_0013_20150601       3.64441859E+02 
wo_bp_0013_20150701       3.64425941E+02 
wo_bp_0013_20150801       3.64425552E+02 
wo_bp_0013_20150901       3.64428489E+02 
wo_bp_0013_20151001       3.64427298E+02 
wo_bp_0013_20151101       3.64417985E+02 
wo_bp_0013_20151201       3.64412377E+02 
wo_bp_0013_20160101       3.64416768E+02 
wo_bp_0013_20160201       3.64424756E+02 
wo_bp_0013_20160301       3.64432637E+02 
wo_bp_0013_20160401       3.64435464E+02 
wo_bp_0013_20160501       3.64431880E+02 
wo_bp_0013_20160601       3.64426755E+02 
wo_bp_0013_20160701       3.64428493E+02 
wo_bp_0013_20160801       3.64433506E+02 
wo_bp_0013_20160901       3.64432748E+02 
wo_bp_0013_20161001       3.64423677E+02 
wo_bp_0013_20161101       3.64402923E+02 
wo_bp_0013_20161201       3.64370412E+02 
wo_bp_0013_20170101       3.64328004E+02 
wo_bp_0013_20170201       3.64275903E+02 
wo_bp_0013_20170301       3.64218739E+02 
wo_bp_0013_20170401       3.64155999E+02 
wo_bp_0013_20170501       3.64088383E+02 
wo_bp_0013_20170601       3.64015999E+02 
wo_bp_0013_20170701       3.63939011E+02 
wo_bp_0013_20170801       3.63856368E+02 
wo_bp_0013_20170901       3.63768476E+02 
wo_bp_0013_20171001       3.63676141E+02 
wo_bp_0013_20171101       3.63579496E+02 
wo_bp_0013_20171201       3.63479314E+02 
wo_bp_0013_20180101       3.63374573E+02 
wo_bp_0013_20180201       3.63268281E+02 
wo_bp_0013_20180301       3.63161039E+02 
wo_bp_0013_20180401       3.63049470E+02 
wo_bp_0013_20180501       3.62935424E+02 
wo_bp_0013_20180601       3.62819124E+02 
wo_bp_0013_20180701       3.62701615E+02 
wo_bp_0013_20180801       3.62581820E+02 
wo_bp_0013_20180901       3.62461826E+02 
wo_bp_0013_20181001       3.62344689E+02 
wo_bp_0013_20181101       3.62236464E+02 
wo_bp_0013_20181201       3.62141132E+02 
wo_bp_0013_20190101       3.62056352E+02 
wo_bp_0013_20190201       3.61982880E+02 
wo_bp_0013_20190301       3.61920164E+02 
wo_bp_0013_20190401       3.61862699E+02 
wo_bp_0013_20190501       3.61808553E+02 
wo_bp_0013_20190601       3.61762075E+02 
wo_bp_0013_20190701       3.61724431E+02 
wo_bp_0013_20190801       3.61691731E+02 
wo_bp_0013_20190901       3.61659092E+02 
wo_bp_0013_20191001       3.61625241E+02 
wo_bp_0013_20191101       3.61587874E+02 
wo_bp_0013_20191201       3.61546382E+02 
wo_bp_0013_20200101       3.61499827E+02 
wo_bp_0013_20200201       3.61446992E+02 
wo_bp_0013_20200301       3.61389922E+02 
wo_bp_0013_20200401       3.61327509E+02 
wo_bp_0013_20200501       3.61260475E+02 
wo_bp_0013_20200601       3.61190849E+02 
wo_bp_0013_20200701       3.61123752E+02 
wo_bp_0013_20200801       3.61058005E+02 
wo_bp_0013_20200901       3.60992503E+02 
wo_bp_0013_20201001       3.60927525E+02 
wo_bp_0013_20201101       3.60861907E+02 
wo_bp_0013_20201201       3.60795469E+02 
wo_bp_0013_20210101       3.60727080E+02 
wo_bp_0013_20210201       3.60656598E+02 
wo_bp_0013_20210301       3.60585763E+02 
wo_bp_0013_20210401       3.60512129E+02 
wo_bp_0013_20210501       3.60435879E+02 
wo_bp_0013_20210601       3.60357391E+02 
wo_bp_0013_20210701       3.60279617E+02 
wo_bp_0013_20210801       3.60203605E+02 
wo_bp_0013_20210901       3.60130761E+02 
wo_bp_0013_20211001       3.60059331E+02 
wo_bp_0013_20211101       3.59988796E+02 
wo_bp_0013_20211201       3.59918980E+02 
wo_bp_0014_20150101       3.44940806E+02 
wo_bp_0014_20150201       3.44980663E+02 
wo_bp_0014_20150301       3.45032744E+02 
wo_bp_0014_20150401       3.45088272E+02 
wo_bp_0014_20150501       3.45142233E+02 
wo_bp_0014_20150601       3.45193315E+02 
wo_bp_0014_20150701       3.45241211E+02 
wo_bp_0014_20150801       3.45286937E+02 
wo_bp_0014_20150901       3.45329412E+02 
wo_bp_0014_20151001       3.45369691E+02 
wo_bp_0014_20151101       3.45407994E+02 
wo_bp_0014_20151201       3.45444577E+02 
wo_bp_0014_20160101       3.45480428E+02 
wo_bp_0014_20160201       3.45514223E+02 
wo_bp_0014_20160301       3.45547357E+02 
wo_bp_0014_20160401       3.45580440E+02 
wo_bp_0014_20160501       3.45612910E+02 
wo_bp_0014_20160601       3.45644869E+02 
wo_bp_0014_20160701       3.45676540E+02 
wo_bp_0014_20160801       3.45708633E+02 
wo_bp_0014_20160901       3.45740151E+02 
wo_bp_0014_20161001       3.45771526E+02 
wo_bp_0014_20161101       3.45802623E+02 
wo_bp_0014_20161201       3.45833330E+02 
wo_bp_0014_20170101       3.45864122E+02 
wo_bp_0014_20170201       3.45893058E+02 
wo_bp_0014_20170301       3.45921681E+02 
wo_bp_0014_20170401       3.45951030E+02 
wo_bp_0014_20170501       3.45980174E+02 
wo_bp_0014_20170601       3.46009126E+02 
wo_bp_0014_20170701       3.46037830E+02 
wo_bp_0014_20170801       3.46066662E+02 
wo_bp_0014_20170901       3.46094599E+02 
wo_bp_0014_20171001       3.46122033E+02 
wo_bp_0014_20171101       3.46148926E+02 
wo_bp_0014_20171201       3.46175258E+02 
wo_bp_0014_20180101       3.46201437E+02 
wo_bp_0014_20180201       3.46225791E+02 
wo_bp_0014_20180301       3.46249574E+02 
wo_bp_0014_20180401       3.46273558E+02 
wo_bp_0014_20180501       3.46296891E+02 
wo_bp_0014_20180601       3.46319555E+02 
wo_bp_0014_20180701       3.46341513E+02 
wo_bp_0014_20180801       3.46363087E+02 
wo_bp_0014_20180901       3.46383565E+02 
wo_bp_0014_20181001       3.46403349E+02 
wo_bp_0014_20181101       3.46422654E+02 
wo_bp_0014_20181201       3.46441749E+02 
wo_bp_0014_20190101       3.46461134E+02 
wo_bp_0014_20190201       3.46479650E+02 
wo_bp_0014_20190301       3.46498197E+02 
wo_bp_0014_20190401       3.46517255E+02 
wo_bp_0014_20190501       3.46535983E+02 
wo_bp_0014_20190601       3.46554275E+02 
wo_bp_0014_20190701       3.46572152E+02 
wo_bp_0014_20190801       3.46589927E+02 
wo_bp_0014_20190901       3.46606998E+02 
wo_bp_0014_20191001       3.46623561E+02 
wo_bp_0014_20191101       3.46639523E+02 
wo_bp_0014_20191201       3.46654811E+02 
wo_bp_0014_20200101       3.46669644E+02 
wo_bp_0014_20200201       3.46683333E+02 
wo_bp_0014_20200301       3.46696383E+02 
wo_bp_0014_20200401       3.46709032E+02 
wo_bp_0014_20200501       3.46721073E+02 
wo_bp_0014_20200601       3.46732567E+02 
wo_bp_0014_20200701       3.46743655E+02 
wo_bp_0014_20200801       3.46754609E+02 
wo_bp_0014_20200901       3.46765093E+02 
wo_bp_0014_20201001       3.46775228E+02 
wo_bp_0014_20201101       3.46784919E+02 
wo_bp_0014_20201201       3.46794081E+02 
wo_bp_0014_20210101       3.46802810E+02 
wo_bp_0014_20210201       3.46810551E+02 
wo_bp_0014_20210301       3.46817719E+02 
wo_bp_0014_20210401       3.46824546E+02 
wo_bp_0014_20210501       3.46830772E+02 
wo_bp_0014_20210601       3.46836421E+02 
wo_bp_0014_20210701       3.46841545E+02 
wo_bp_0014_20210801       3.46846295E+02 
wo_bp_0014_20210901       3.46850573E+02 
wo_bp_0014_20211001       3.46854464E+02 
wo_bp_0014_20211101       3.46857943E+02 
wo_bp_0014_20211201       3.46860986E+02 
wp_bp_0018_20150113       3.98693606E+02 
wp_bp_0018_20150218       3.98266479E+02 
wp_bp_0018_20150318       3.97979224E+02 
wp_bp_0018_20150415       3.97567329E+02 
wp_bp_0018_20150524       3.98341232E+02 
wp_bp_0018_20150610       3.98610279E+02 
wp_bp_0018_20150712       3.98793414E+02 
wp_bp_0018_20150819       3.97797240E+02 
wp_bp_0018_20150915       3.97126041E+02 
wp_bp_0018_20151014       3.96620003E+02 
wp_bp_0018_20151118       3.98191753E+02 
wp_bp_0018_20151215       3.98573794E+02 
wp_bp_0018_20160118       3.98553915E+02 
wp_bp_0018_20160216       3.97796654E+02 
wp_bp_0018_20160323       3.98007503E+02 
wp_bp_0018_20160422       3.98216072E+02 
wp_bp_0018_20160517       3.98471690E+02 
wp_bp_0018_20160614       3.98779480E+02 
wp_bp_0018_20160721       3.98049656E+02 
wp_bp_0018_20160817       3.97290456E+02 
wp_bp_0018_20160912       3.97277611E+02 
wp_bp_0018_20161026       3.96711075E+02 
wp_bp_0018_20161123       3.97022386E+02 
wp_bp_0018_20161222       3.97638011E+02 
wp_bp_0018_20170110       3.97382406E+02 
wp_bp_0018_20170208       3.97213231E+02 
wp_bp_0018_20170317       3.97284273E+02 
wp_bp_0018_20170419       3.96868064E+02 
wp_bp_0018_20170512       3.96423666E+02 
wp_bp_0018_20170613       3.95882419E+02 
wp_bp_0018_20170711       3.95495249E+02 
wp_bp_0018_20170816       3.95069755E+02 
wp_bp_0018_20170915       3.94847279E+02 
wp_bp_0018_20171017       3.94949936E+02 
wp_bp_0018_20171114       3.94583606E+02 
wp_bp_0018_20171218       3.94216335E+02 
wp_bp_0018_20180112       3.94127287E+02 
wp_bp_0018_20180216       3.93787660E+02 
wp_bp_0018_20180313       3.93580495E+02 
wp_bp_0018_20180418       3.93310434E+02 
wp_bp_0018_20180515       3.93121864E+02 
wp_bp_0018_20190618       3.97262528E+02 
wp_bp_0018_20180720       3.92695736E+02 
wp_bp_0018_20180820       3.92506916E+02 
wp_bp_0018_20180915       3.92857831E+02 
wp_bp_0018_20181014       3.95287948E+02 
wp_bp_0018_20181109       3.96574910E+02 
wp_bp_0018_20181221       3.96594858E+02 
wp_bp_0018_20190220       3.97114403E+02 
wp_bp_0018_20190319       3.96217274E+02 
wp_bp_0018_20190409       3.95543235E+02 
wp_bp_0018_20190506       3.95771797E+02 
wp_bp_0018_20190606       3.97450519E+02 
wp_bp_0018_20190711       3.96830213E+02 
wp_bp_0018_20190808       3.95815186E+02 
wp_bp_0018_20190911       3.94913696E+02 
wp_bp_0018_20191015       3.94268773E+02 
wp_bp_0018_20191119       3.93750345E+02 
wp_bp_0018_20191218       3.93388280E+02 
wp_bp_0018_20200114       3.93088385E+02 
wp_bp_0018_20200219       3.92868559E+02 
wp_bp_0018_20200317       3.93226016E+02 
wp_bp_0018_20200429       3.93660943E+02 
wp_bp_0018_20200520       3.93612005E+02 
wp_bp_0018_20200622       3.95668584E+02 
wp_bp_0018_20200709       3.95324718E+02 
wp_bp_0018_20200811       3.94008376E+02 
