    C2D             x              y 
83287      595152.562    3329511.500 
83288      595205.562    3329564.500 
83289      595205.562    3329670.500 
83290      595258.625    3329723.500 
83291      595258.625    3329617.500 
83292      595311.625    3329670.500 
83301      594834.375    3330306.750 
83302      594940.438    3330413.000 
83303      594940.438    3330200.750 
83304      595046.500    3330306.750 
83305      595046.500    3330519.000 
83306      595152.562    3330625.000 
83307      595152.562    3330413.000 
83308      595258.625    3330519.000 
83332      595364.688    3330784.250 
83333      595417.688    3330837.250 
83334      595311.625    3330625.000 
83335      595364.688    3330678.000 
83336      595364.688    3330572.000 
83337      595417.688    3330625.000 
83338      595417.688    3330731.250 
83339      595470.750    3330784.250 
83340      595470.750    3330678.000 
83341      595523.750    3330731.250 
83344      595470.750    3330890.250 
83345      595523.750    3330943.250 
83348      595576.812    3330996.250 
83350      595523.750    3330837.250 
83351      595576.812    3330890.250 
83352      595576.812    3330784.250 
83353      595629.812    3330837.250 
83354      595629.812    3330943.250 
83355      595682.875    3330996.250 
83356      595682.875    3330890.250 
83357      595735.938    3330943.250 
83358      594993.438    3330094.750 
83359      595046.500    3330147.750 
83360      595046.500    3330041.750 
83361      595099.500    3330094.750 
83362      595099.500    3330200.750 
83363      595152.562    3330253.750 
83364      595152.562    3330147.750 
83365      595205.562    3330200.750 
83366      595099.500    3329988.750 
83367      595152.562    3330041.750 
83368      595152.562    3329935.750 
83369      595205.562    3329988.750 
83370      595205.562    3330094.750 
83371      595258.625    3330147.750 
83372      595258.625    3330041.750 
83373      595311.625    3330094.750 
83374      595205.562    3330306.750 
83375      595258.625    3330360.000 
83376      595258.625    3330253.750 
83377      595311.625    3330306.750 
83378      595311.625    3330413.000 
83379      595364.688    3330466.000 
83380      595364.688    3330360.000 
83381      595417.688    3330413.000 
83382      595311.625    3330200.750 
83383      595364.688    3330253.750 
83384      595364.688    3330147.750 
83385      595417.688    3330200.750 
83386      595417.688    3330306.750 
83387      595470.750    3330360.000 
83388      595470.750    3330253.750 
83389      595523.750    3330306.750 
83390      595205.562    3329882.500 
83391      595258.625    3329935.750 
83392      595258.625    3329829.500 
83393      595311.625    3329882.500 
83394      595311.625    3329988.750 
83395      595364.688    3330041.750 
83396      595364.688    3329935.750 
83397      595417.688    3329988.750 
83398      595311.625    3329776.500 
83399      595364.688    3329829.500 
83400      595364.688    3329723.500 
83401      595417.688    3329776.500 
83402      595417.688    3329882.500 
83403      595470.750    3329935.750 
83404      595470.750    3329829.500 
83405      595523.750    3329882.500 
83406      595417.688    3330094.750 
83407      595470.750    3330147.750 
83408      595470.750    3330041.750 
83409      595523.750    3330094.750 
83410      595523.750    3330200.750 
83411      595576.812    3330253.750 
83412      595576.812    3330147.750 
83413      595629.812    3330200.750 
83414      595523.750    3329988.750 
83415      595576.812    3330041.750 
