 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
29913      557180.938    3314609.000    4.046786        4.583260        7.321337        0.196829        5.898560        3.369115        12.839837       0.250000        13.371800       12.763519       18.447926       0.250000        1.447000        0.020014     
12125      558453.688    3323677.750    8.273023        4.928577        7.014544        0.250000        8.193768        4.354950        6.139874        0.250000        15.605825       6.040374        5.529780        0.250000        3.972504        0.009631     
18718      557393.062    3319223.000    3.862753        7.416928        1.807240        0.250000        43.689359       4.235480        10.708911       0.250000        8.035510        22.860879       13.106800       0.250000        0.644346        0.009037     
26234      560256.812    3319647.250    11.450968       3.082645        8.687304        0.167224        29.917263       8.207280        4.309481        0.180775        19.759423       4.585617        9.076552        0.290546        1.856266        0.012932     
35614      566302.562    3321450.250    4.235757        11.698707       2.556140        0.250000        16.560831       11.913489       5.926320        0.250000        8.050640        7.098522        13.614100       0.234076        1.922430        0.049337     
9640       559938.625    3326647.500    4.121590        8.898660        1.617000        0.250000        11.199500       18.036689       21.555400       0.250000        5.982140        19.483892       13.824500       0.250000        1.572681        0.009000     
10780      564181.250    3332110.000    5.571566        4.339240        17.108200       0.250000        10.267162       7.412670        10.264400       0.250000        13.583037       7.567570        21.650012       0.250000        0.777833        0.009039     
16203      563385.750    3328079.500    15.645041       13.468853       5.726815        0.250000        9.200358        25.618689       7.486220        0.250000        10.200694       25.010887       12.171562       0.250000        1.269257        0.009793     
16902      566514.750    3330413.000    10.346929       7.142355        2.388934        0.210304        5.833650        13.396045       7.314070        0.250000        5.671887        8.187020        9.014536        0.250000        1.030515        0.021274     
32156      566992.000    3324155.000    7.752675        13.586395       15.663487       0.250000        2.923680        3.426920        4.718209        0.158816        17.659000       17.039687       5.733029        0.250000        1.058770        0.009000     
36319      568901.188    3324897.500    4.781761        20.543783       4.962606        0.250000        40.106800       7.972770        7.182830        0.237529        25.049605       18.079768       3.368840        0.250000        0.469179        0.009590     
36940      572666.562    3328503.750    17.223200       6.373941        5.766973        0.250000        7.622965        15.428513       9.327980        0.250000        13.977950       10.676300       30.000000       0.250000        0.917843        0.028460     
44917      571446.812    3323200.500    12.859875       4.257520        11.140646       0.187729        15.830113       6.057860        20.299516       0.250000        19.150865       9.442327        4.638750        0.246652        1.224190        0.042287     
40649      571605.875    3326170.250    25.173250       4.485180        9.105690        0.250000        24.901112       13.675541       4.391110        0.250000        24.843151       8.960473        10.632478       0.250000        2.843790        0.009254     
45366      573409.000    3325852.000    4.527338        5.503384        4.395470        0.306967        4.492770        7.275284        10.583490       0.250000        10.603339       11.268970       16.848425       0.239979        1.310214        0.009008     
49531      573143.875    3323624.750    10.560150       9.043180        5.052840        0.229417        16.395522       4.753650        4.018751        0.250000        12.409288       15.751045       13.898500       0.250000        0.723061        0.025512     
49663      573674.188    3323306.500    5.505064        2.596820        7.323929        0.250000        5.533440        17.179626       8.093010        0.250000        8.922491        15.731809       4.551589        0.250000        3.475650        0.010453     
53362      574310.562    3323730.750    4.883310        6.301339        9.546458        0.250000        6.963901        8.125740        5.178589        0.250000        18.342099       3.104460        13.835225       0.250000        0.531920        0.016090     
53502      574946.938    3323306.500    1.901200        7.518186        8.479640        0.250000        6.244264        3.561470        13.991657       0.250000        19.000412       11.230200       25.694825       0.259829        1.725191        0.027642     
54306      579136.562    3328185.500    6.696010        13.738633       7.498992        0.250000        36.713000       13.878286       17.584097       0.250000        25.413999       19.398356       8.899680        0.250000        1.154840        0.028136     
57401      577121.312    3324526.250    14.954395       4.657904        10.970411       0.250000        1.483460        2.219680        19.990951       0.250000        4.120383        5.839170        7.153460        0.281054        3.653268        0.022274     
60520      575901.562    3320654.750    3.582166        3.675998        2.792687        0.235313        15.821060       34.998262       9.014905        0.351106        7.887339        6.933220        4.236889        0.250000        1.132437        0.011899     
61897      583167.062    3328609.750    9.925944        6.205958        11.919700       0.250000        21.463700       35.586299       12.813331       0.247976        7.678413        10.982000       8.888974        0.250000        1.285415        0.009000     
63810      576591.000    3320495.750    2.711841        23.958600       4.574646        0.199412        12.599600       10.762166       4.749330        0.250000        11.362424       19.412300       7.858722        0.250000        0.994399        0.009341     
64632      581470.000    3325693.000    6.906232        2.195220        4.114164        0.250000        11.166185       38.595924       6.166445        0.250000        10.211577       16.457834       11.942900       0.250000        0.465097        0.009990     
66755      573939.312    3316518.250    11.404916       3.885590        1.957210        0.270654        5.389710        4.274850        14.765400       0.172044        13.354514       9.200660        4.463030        0.250000        1.566594        0.009479     
67046      576378.875    3318056.250    7.905854        3.050790        9.971499        0.250000        21.957605       8.808430        18.196698       0.250000        6.689750        9.664320        9.191610        0.250000        0.695638        0.011529     
67278      576909.188    3318798.750    6.089840        5.144656        13.409350       0.184169        3.706810        10.961500       6.937830        0.250000        21.651300       3.388160        9.116393        0.250000        0.638425        0.012678     
67371      577015.250    3319223.000    2.715870        3.947510        4.293058        0.207493        5.635770        9.361881        8.485150        0.224231        15.970793       24.823386       10.178440       0.250000        0.225456        0.009000     
67616      578606.250    3320867.000    5.694496        15.098275       6.527355        0.250000        16.101388       13.483525       11.963200       0.250000        12.909865       19.880569       12.658531       0.133168        4.085660        0.009001     
67628      578394.125    3319806.250    6.394536        10.180544       4.560950        0.152198        6.542046        21.430575       14.311982       0.250000        15.594900       9.370890        9.973457        0.250000        0.325356        0.009041     
68101      581417.000    3323836.750    2.892619        4.959770        11.422777       0.262003        6.212256        16.623193       9.357930        0.250000        28.034945       7.684780        8.076610        0.250000        1.459425        0.009000     
68357      582265.500    3324685.250    4.262050        2.695300        8.084745        0.224781        9.979598        15.700000       11.137182       0.250000        30.341525       5.041910        14.697400       0.250000        0.415402        0.009000     
71353      578182.000    3318904.750    6.346066        4.384564        3.346740        0.208603        10.311165       5.525630        7.855600        0.250000        4.180210        4.982170        10.409180       0.250000        1.057020        0.056900     
71593      580515.438    3320442.750    11.963151       6.304820        5.433070        0.250000        9.838577        5.710731        3.769230        0.250000        11.871072       7.988980        19.379868       0.250000        1.171333        0.010843     
71958      582265.500    3322139.750    3.163920        3.841341        2.593341        0.250000        12.024800       6.698939        5.633530        0.258500        5.390880        9.613572        12.713134       0.250000        1.151850        0.063438     
72107      582689.812    3323306.500    9.387973        3.972811        5.652974        0.250000        5.521148        19.079350       13.984819       0.250000        20.144013       23.634793       9.582030        0.250000        0.695772        0.009250     
72264      582954.938    3323783.750    2.351046        2.994774        16.467875       0.250000        13.095247       25.599579       9.412612        0.250000        10.768951       8.819510        6.926710        0.250000        1.631160        0.031430     
75084      582265.500    3321609.500    7.635770        7.864211        4.495898        0.250000        33.527871       19.095739       10.116300       0.236927        4.277885        11.432900       17.744000       0.250000        1.263576        0.009000     
75306      583114.062    3322033.750    4.777130        12.929314       7.120141        0.170701        3.164470        8.235096        16.822207       0.250000        20.952275       5.384450        5.411218        0.250000        0.920190        0.009000     
75567      584121.688    3323041.250    5.282050        5.900684        7.350810        0.250000        5.187030        26.482975       11.360207       0.250000        6.248300        7.276950        7.223891        0.250000        1.088546        0.009024     
75727      584758.062    3323253.500    13.693275       4.104210        12.875850       0.250000        7.184722        5.835610        13.259568       0.250000        7.909416        10.800413       10.051200       0.250000        0.660713        0.009000     
76014      586136.938    3324367.250    4.177070        4.859949        2.642390        0.208570        13.466764       2.395450        6.059590        0.250000        8.137380        5.729885        13.439700       0.223512        0.639394        0.009904     
76239      588894.625    3327761.250    9.807161        16.268575       3.674720        0.250000        9.393950        9.090590        5.095214        0.220100        24.532425       4.827449        7.307455        0.250000        0.662716        0.010645     
