 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
79513      591016.000    3327337.000    29.403723       5.000000        8.097730        0.250000        13.794700       5.331383        9.248107        0.250000        35.748000       1.769285        5.000195        0.250000        16.356800       7.319604        19.117760       0.348976        0.545977        0.021202     
81891      585182.312    3320920.000    35.344200       5.353280        11.248000       0.268406        8.693715        4.664119        8.842546        0.244344        29.446347       2.739515        7.164318        0.250000        18.442800       2.802040        19.742163       0.211212        3.832766        0.014041     
82670      588470.375    3323518.750    62.785336       5.000000        11.561450       0.254285        17.451950       4.350160        11.868815       0.250000        17.634950       3.370210        9.838890        0.250000        28.954392       3.312300        13.851208       0.260062        0.770689        0.052639     
86186      586455.125    3320708.000    23.263662       5.000000        11.013513       0.250000        7.340412        3.860952        1.786251        0.250000        16.320500       5.485526        16.195900       0.250000        18.080288       2.661892        5.220803        0.210646        0.403774        0.009000     
86204      586508.188    3320230.500    30.815624       9.318680        14.671677       0.250000        8.858046        8.625188        2.797877        0.250000        11.365933       3.343440        6.114155        0.235711        5.972290        13.906500       12.843200       0.250000        1.565770        0.030721     
86916      592394.812    3326382.500    19.054600       5.168485        8.269669        0.250000        9.601883        1.958380        19.179700       0.223557        4.910840        21.683963       12.470113       0.250000        11.335700       19.714382       7.975665        0.250000        0.910090        0.069561     
90175      587356.688    3319594.250    51.137940       5.008490        32.169350       0.250000        24.103400       2.425187        4.816556        0.250000        32.439576       13.735687       4.864548        0.250000        17.554468       1.643432        13.795890       0.250000        1.962486        0.009000     
90554      588788.562    3319753.250    53.312800       9.931340        14.203475       0.250000        24.467500       1.523520        8.807600        0.250000        7.641960        2.680550        11.196517       0.250000        22.640600       5.806039        4.909130        0.250000        1.410945        0.025001     
90889      592925.188    3323890.000    27.336800       10.316236       12.498200       0.315982        14.520492       6.013500        13.268929       0.224553        20.323540       3.394174        7.992814        0.250000        34.974263       3.610465        17.308962       0.250000        1.260570        0.020099     
91074      593720.625    3325321.750    24.780388       7.847410        6.140664        0.250000        7.156827        3.765705        8.064182        0.250000        3.274070        3.829912        10.206704       0.250000        9.014070        8.936537        8.248596        0.250000        0.936226        0.020219     
93297      586932.438    3317473.000    33.482700       5.653115        8.761059        0.250000        7.910824        1.968590        12.545302       0.250000        33.365825       17.278998       9.944988        0.250000        22.856712       8.831064        7.940854        0.238088        1.749238        0.019393     
94043      590591.688    3319912.500    25.079712       7.056960        5.769070        0.250000        6.025376        2.871410        9.665526        0.250000        6.870585        3.986550        6.891926        0.185407        6.335986        3.445370        3.235400        0.250000        0.266442        0.041033     
94713      594622.188    3324632.250    66.557200       13.144866       5.321820        0.250000        21.355062       3.076214        4.347674        0.250000        4.914817        18.218154       25.086613       0.250000        15.239900       4.069530        17.184839       0.250000        0.791232        0.009003     
96790      588788.562    3317950.250    26.723375       5.000485        6.565410        0.250000        5.381889        5.342945        15.452443       0.148253        7.191750        9.331872        3.497000        0.250000        17.943000       2.644610        8.842750        0.250000        2.412345        0.032186     
97374      592925.188    3320973.000    7.865730        6.243500        24.725435       0.208841        8.628180        2.400600        4.090140        0.250000        31.576700       5.368130        17.128453       0.250000        7.353088        1.731953        7.055340        0.170027        0.993476        0.009000     
100677     594197.938    3321609.500    21.382634       5.000000        14.611887       0.250000        6.110860        1.162065        1.049770        0.250000        15.986175       8.408694        7.056570        0.250000        9.908450        7.875070        13.221000       0.228609        0.816425        0.009000     
102353     590273.500    3314715.250    18.843000       5.012545        8.792408        0.250000        15.331300       3.305497        3.158926        0.165898        20.550538       5.194891        4.253790        0.214286        23.771150       9.603910        4.955540        0.250000        0.788435        0.034098     
102581     591281.125    3316942.500    15.431863       6.292560        10.699042       0.250000        10.977393       5.571660        8.486477        0.250000        6.112410        5.670410        16.742402       0.250000        9.218298        7.464403        11.876057       0.250000        0.692207        0.009000     
102956     593031.250    3318056.250    36.126251       5.040825        13.796432       0.250000        22.313100       1.290110        5.782015        0.250000        5.442710        5.893790        7.439689        0.250000        24.826500       4.027843        16.390225       0.250000        1.472816        0.009000     
103320     594304.000    3318957.750    19.263470       5.000000        9.235880        0.250000        10.137500       9.570087        1.603250        0.250000        11.643100       7.184540        12.702087       0.250000        21.058725       1.963660        10.630400       0.250000        0.745885        0.016110     
103440     595364.688    3319859.250    36.549424       5.002320        8.442770        0.250000        4.697448        2.659220        2.727660        0.165467        23.934214       6.128658        19.124945       0.250000        21.287893       1.464790        5.520227        0.191064        0.799778        0.013017     
103598     597167.812    3321821.500    8.857110        5.000000        7.206625        0.197974        9.929560        2.242215        4.197740        0.250000        9.893000        3.462958        5.100254        0.250000        17.563025       1.697210        13.262600       0.250000        1.145120        0.009986     
103743     598758.812    3323200.500    20.290313       6.482140        10.531279       0.250000        8.071370        5.214251        6.904362        0.180828        31.797913       10.609905       24.319788       0.216121        19.208151       4.951949        8.669020        0.250000        0.477813        0.014293     
106103     594357.062    3317791.000    42.423800       7.613311        13.813442       0.414932        16.853827       3.910856        3.217000        0.250000        10.182200       1.633175        12.355900       0.231503        8.375320        5.117030        5.244574        0.274497        1.348160        0.009000     
106281     595046.500    3317526.000    18.649188       7.626560        5.755585        0.250000        3.713950        3.882465        8.882952        0.250000        18.781000       15.288594       8.820354        0.250000        32.013237       3.024106        15.283142       0.203050        0.796954        0.009387     
106611     595948.062    3319382.000    30.606651       9.435838        12.853806       0.250000        11.716300       1.004925        8.991521        0.175145        7.136100        2.034010        8.634993        0.230438        30.176638       5.521720        10.955480       0.266726        0.336461        0.009000     
110534     596478.375    3318851.750    13.276400       5.000000        14.642600       0.250000        24.968337       3.958681        9.590099        0.250000        22.029209       4.744380        5.516205        0.250000        28.620500       3.373390        27.143800       0.226239        0.782712        0.034677     
111537     600349.750    3322458.000    49.200700       5.184740        11.666954       0.250000        12.175365       1.358200        2.927120        0.171766        32.042913       9.760250        15.859909       0.250000        15.621642       2.042510        19.517841       0.263264        0.906117        0.011969     
66742      573515.062    3315669.750    37.950027       9.795025        15.135300       0.299075        8.276021        1.792254        9.071290        0.250000        7.470790        4.742865        5.591965        0.250000        18.901655       6.807610        4.633175        0.250000        0.834544        0.009169     
70844      576591.000    3317419.750    26.692888       11.374654       6.212110        0.250000        5.316719        2.701890        3.351850        0.250000        12.152810       4.308860        12.975550       0.291897        15.216875       2.378981        7.923771        0.250000        0.925866        0.022100     
71473      579030.500    3318533.500    59.786650       5.146380        7.852310        0.277522        2.987670        2.479890        10.371747       0.250000        11.005719       3.571787        6.520200        0.308958        9.253340        1.761420        6.721300        0.250000        0.577943        0.054648     
74395      577174.375    3315882.000    46.159525       7.156115        9.004292        0.381545        8.356791        3.062084        4.786017        0.238117        43.189362       14.179333       8.842780        0.142018        9.932180        1.325500        18.618400       0.250000        0.852718        0.009003     
77698      578500.188    3315086.500    32.046600       4.472090        9.116840        0.250000        10.166293       1.291350        3.582570        0.250000        33.475525       4.829380        10.065315       0.293800        18.498863       4.014675        14.445150       0.250000        1.972130        0.017517     
78109      581682.188    3318639.500    19.300216       5.000000        10.191400       0.250000        20.046075       4.238879        4.738504        0.250000        3.820240        9.749740        4.229090        0.250000        12.582560       1.892380        20.763705       0.250000        1.609061        0.020663     
80479      576272.812    3312063.500    29.414963       5.010330        5.149275        0.250000        7.165860        1.685890        15.261935       0.250000        10.952700       5.220430        6.071870        0.250000        11.667381       6.392817        8.376299        0.250000        2.432591        0.015599     
80756      579348.688    3314131.750    21.640000       5.256610        15.523000       0.250000        10.360174       3.585994        4.624520        0.250000        4.960860        39.670700       13.480768       0.250000        30.884864       4.020845        11.226370       0.250000        1.105935        0.013344     
81095      580515.438    3315988.000    27.603299       5.013590        12.865380       0.266639        13.051936       2.399903        7.912717        0.250000        13.780500       3.167000        9.714141        0.250000        8.869424        3.860565        30.000000       0.250000        2.277910        0.042465     
84405      580780.625    3313548.500    9.946960        9.430975        9.527153        0.250000        5.706970        2.946835        15.020800       0.250000        8.516130        9.937757        12.766690       0.185182        18.935225       13.632789       11.028900       0.250000        1.294079        0.009234     
85620      584599.000    3317260.750    41.534500       16.368780       11.878888       0.224854        12.190128       8.334607        5.595443        0.250000        31.955125       5.051212        8.877348        0.250000        9.257273        11.448300       13.607301       0.250000        0.312553        0.009000     
92632      583697.438    3313230.250    6.911585        24.472025       8.252620        0.335600        10.124059       2.582690        13.538928       0.250000        15.864650       12.728155       7.040064        0.250000        8.275990        1.851051        8.398861        0.250000        1.085690        0.037725     
96140      580727.562    3309730.000    30.427727       11.350606       9.546770        0.294461        13.884631       1.678270        4.449170        0.250000        10.274000       1.611710        9.088017        0.275203        15.852300       5.173010        16.446120       0.250000        1.425382        0.009000     
99295      579242.625    3305487.500    40.260062       5.000000        11.063300       0.236093        17.133788       1.548153        20.000000       0.250000        7.280160        9.413399        11.988300       0.312304        11.074746       3.815485        13.681764       0.250000        1.550247        0.012569     
