 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
99251      605122.750    3333064.500    16.340800       5.003450        7.592312        0.250000        8.725322        4.597099        5.010516        0.250000        47.057461       6.250699        6.010004        0.250000        9.499048        2.259910        5.907990        0.250000        0.035462        0.153050        0.158275        0.030984        0.012928     
99263      607668.312    3335610.250    49.781802       5.000000        7.374220        0.250000        4.955199        2.828240        6.778582        0.250000        12.809207       2.876380        10.243400       0.250000        14.865039       5.972262        12.111000       0.250000        0.263458        0.636355        0.331656        0.010000        0.009063     
104919     607244.062    3331579.750    80.746525       6.779840        24.512250       0.250000        9.592130        2.776144        7.706550        0.250000        16.047000       7.452451        3.118944        0.250000        13.068025       20.019086       19.732772       0.250956        0.020000        2.168100        0.099396        0.010000        0.009000     
115669     607244.062    3326753.750    63.749399       8.334081        11.884085       0.250000        16.388351       3.541681        5.797290        0.250000        30.523288       5.732980        4.841975        0.250000        29.623622       4.532825        6.052160        0.250000        0.020000        1.910512        0.192180        0.035947        0.124398     
116149     611911.000    3331155.500    15.682074       6.221205        7.921110        0.250000        7.522315        2.867169        2.784321        0.250000        33.811037       11.367000       3.758110        0.289655        7.680602        10.386729       11.233000       0.250000        0.022736        1.037221        0.111206        0.031823        0.009396     
118305     609365.375    3327655.250    60.424711       6.127170        30.873651       0.250000        24.710700       3.864241        8.065279        0.235891        30.555750       6.594811        8.045560        0.250000        14.461550       6.941600        8.077390        0.250000        0.070173        0.636197        0.107246        0.010000        0.009004     
118340     610001.812    3327655.250    32.500600       5.059435        17.440500       0.250000        6.469939        2.586240        3.851051        0.160202        16.432550       24.464051       4.539731        0.250000        16.153700       7.182219        9.389220        0.250000        0.136008        1.086660        0.057469        0.010000        0.019511     
119785     605759.125    3321609.500    45.063200       5.122850        11.797948       0.250000        5.020994        3.936849        4.804990        0.250000        12.846268       4.210680        4.295816        0.250000        21.735253       1.141860        11.714516       0.300181        0.020085        0.673139        0.749204        0.010249        0.011148     
119819     607668.312    3323943.000    16.851200       10.355200       5.235110        0.215787        11.452085       1.452500        2.569790        0.250000        20.909600       1.559460        5.742461        0.250000        38.631312       2.814281        5.129180        0.250000        0.093425        0.563099        0.168806        0.013963        0.022467     
121183     606607.688    3321609.500    75.836763       20.236187       9.134190        0.250000        11.422100       2.054600        8.007036        0.250000        4.972129        5.027551        2.060830        0.250000        27.212000       4.085040        15.859544       0.250000        0.039611        0.277992        0.125054        0.010000        0.024692     
123946     609365.375    3321185.250    12.118900       5.004025        7.946489        0.250000        15.712842       3.359109        16.903075       0.212359        24.939900       3.830155        24.929413       0.250000        10.229358       3.087869        7.210517        0.233970        0.047811        1.446065        0.097467        0.020890        0.091418     
84056      609365.375    3344095.500    28.145100       10.931970       8.091590        0.250000        13.652737       3.168174        10.769873       0.250000        13.959021       2.431830        7.821070        0.250000        33.327164       1.804552        12.472287       0.250000        0.023353        0.522943        0.175025        0.010670        0.009000     
96101      610638.188    3340277.000    47.377100       5.233895        13.014200       0.250000        10.348510       2.999765        8.810261        0.250000        23.702238       9.918464        8.188466        0.250000        14.413137       11.757862       20.058379       0.250000        0.025168        0.559876        0.049594        0.060449        0.009000     
104952     612759.500    3338155.750    33.058500       5.651625        8.787120        0.250000        5.770834        3.160940        11.004975       0.250000        26.125261       15.317421       13.535050       0.250000        10.959700       6.957051        12.079807       0.250000        0.070669        0.695945        0.056957        0.037585        0.017206     
113183     612335.250    3334337.500    68.041162       6.190475        5.027915        0.250000        6.392880        3.170310        4.792565        0.250000        26.809848       1.004495        7.100530        0.250000        22.604113       3.873083        5.210083        0.205822        0.027446        2.778639        0.617284        0.010000        0.009005     
113205     614880.812    3336034.500    42.222726       5.000000        16.153703       0.250000        15.639875       2.046420        10.747148       0.250000        15.408002       5.406671        21.185151       0.250000        10.563500       14.726074       7.528412        0.250000        0.032189        2.048011        0.045267        0.010000        0.012787     
