 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
86915      592394.812    3326594.500    29.515224       9.355580        9.969862        0.250000        18.111082       1.008300        8.450096        0.250000        36.929787       4.630820        10.764356       0.250000        15.477037       8.327623        13.460795       0.250000        0.027262        1.694080        0.100869        0.023342        0.059189     
87165      594569.188    3327867.250    43.775875       5.000000        5.666435        0.250000        3.586660        3.976420        2.022760        0.268283        21.062200       10.715086       6.519493        0.250000        13.856700       13.799686       9.946041        0.250000        0.053078        0.465900        0.809470        0.019237        0.010164     
91117      593773.688    3325374.750    28.498737       5.245675        5.353005        0.324153        19.425700       6.085032        8.840094        0.250000        15.062550       11.649000       13.920800       0.250000        14.621887       1.865900        9.696945        0.250000        0.024710        0.653472        0.069107        0.010024        0.010894     
83301      594834.375    3330306.750    40.049700       6.470300        5.209845        0.206658        14.259372       1.167260        1.970212        0.250000        20.016387       4.842318        6.454278        0.250000        14.314411       2.685860        10.968000       0.250000        0.070637        0.719920        0.169289        0.010334        0.009000     
87666      596107.125    3329405.250    35.256199       12.128400       8.144012        0.250000        14.324299       2.033370        8.060300        0.250000        36.850749       9.691680        25.747276       0.318339        17.358820       4.830890        6.914503        0.250000        0.086317        0.973428        0.093232        0.010000        0.010587     
88240      600455.875    3333276.750    60.491800       5.131495        5.804860        0.250000        9.389125        4.007080        2.310810        0.250000        45.032900       13.271666       3.300270        0.250000        26.180800       8.945343        19.411950       0.250000        0.020020        1.517181        0.045902        0.010765        0.009363     
92354      598970.938    3331261.500    10.640484       7.234985        5.100645        0.250000        5.993257        4.345850        2.063490        0.250000        25.831900       2.381600        4.191040        0.250000        7.732970        9.838910        18.796000       0.210914        0.022355        0.232807        0.065457        0.029186        0.030072     
94729      594834.375    3324844.500    86.132612       5.001085        5.935945        0.250000        11.489600       2.625415        7.606521        0.176538        14.185850       14.347834       15.733300       0.250000        26.340511       6.267094        16.280998       0.250000        0.052053        1.196664        0.283362        0.010134        0.013543     
98674      598334.500    3327496.000    43.304600       5.000000        17.097980       0.250000        3.738650        6.318666        2.692144        0.250000        7.740829        9.436990        5.067265        0.207804        12.669500       12.789148       24.106863       0.250000        0.026030        0.450146        0.115522        0.011155        0.010370     
101232     597910.250    3323836.750    50.289576       6.917075        9.176690        0.263672        10.791799       2.554795        7.410940        0.250000        1.928100        18.759448       19.642406       0.250000        5.137370        3.510560        3.945421        0.250000        0.024074        0.776958        0.047040        0.010008        0.009701     
104414     601834.688    3326329.500    29.387338       5.226985        8.750575        0.366729        3.321830        4.084000        4.260832        0.250000        5.531822        17.669186       7.244571        0.250000        18.979326       2.142800        11.429800       0.250000        0.021132        1.546974        0.045491        0.018510        0.013976     
104455     601834.688    3326700.750    46.908415       9.559045        19.381986       0.250000        6.145275        3.839250        7.503947        0.250000        11.018641       15.651972       10.165985       0.250000        21.079330       5.111350        5.495440        0.260162        0.022511        0.336095        0.052770        0.071936        0.098187     
107418     600880.125    3324314.250    38.428524       5.000000        8.359119        0.250000        10.605062       5.403360        8.639350        0.250000        11.615900       5.720214        8.944846        0.250000        12.073900       16.836162       12.236677       0.250000        0.020111        0.676421        0.046786        0.026263        0.009000     
111612     600774.062    3322882.250    85.503763       15.863200       5.203230        0.250000        4.750080        7.658450        2.975661        0.250000        4.957103        7.065170        6.897220        0.263324        23.726800       4.395716        7.211300        0.250000        0.020001        0.505670        0.028724        0.027299        0.009033     
112758     605971.250    3327602.250    25.743800       5.000000        16.349200       0.250000        7.394120        3.272099        7.603001        0.250000        7.358190        11.114930       5.303230        0.250000        16.400200       7.575734        12.217400       0.250000        0.028739        0.965224        0.067172        0.010009        0.010746     
115003     602152.875    3322352.000    10.830900       5.000000        14.784334       0.250000        6.094700        4.766147        5.518815        0.250000        10.788692       9.286526        4.468962        0.250000        48.480700       8.168850        12.704020       0.250000        0.101664        0.878096        0.043391        0.020216        0.013075     
117757     603531.750    3322033.750    48.039875       5.000000        6.049190        0.250000        6.150585        2.906089        8.065707        0.161944        11.237575       4.310350        9.282520        0.250000        6.118160        2.930880        15.116002       0.250000        0.088036        0.250097        0.052139        0.010785        0.029752     
84032      604274.250    3339004.250    31.691900       6.399070        7.944874        0.250000        6.396810        3.844507        3.604301        0.182041        13.466187       5.359350        11.442819       0.222751        8.748540        3.649422        10.652567       0.184663        0.022817        1.695130        0.067874        0.010065        0.009061     
