 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
86915      592394.812    3326594.500    20.735524       7.246282        8.863866        0.300000        14.824054       0.907470        5.660144        0.300000        27.244680       4.630820        7.380334        0.300000        14.689569       6.356484        11.651480       0.300000        0.024536        1.153395        0.090782        0.021008        0.036383     
87165      594569.188    3327867.250    40.285788       4.500000        5.099792        0.300000        3.586660        3.976420        2.022760        0.268283        21.062200       8.291242        4.787494        0.300000        13.856700       11.583229       8.856274        0.300000        0.047770        0.325776        0.745161        0.017313        0.009148     
91117      593773.688    3325374.750    26.396519       4.721107        4.817704        0.324153        17.736450       5.633356        6.245141        0.300000        14.273400       11.649000       13.920800       0.300000        13.126493       1.865900        9.352370        0.300000        0.022239        0.402990        0.062196        0.009021        0.009804     
83301      594834.375    3330306.750    40.049700       5.823270        4.688860        0.206658        10.739058       1.050534        1.261035        0.300000        19.070143       3.842358        4.687526        0.300000        11.122254       2.685860        10.968000       0.300000        0.063574        0.719920        0.169289        0.009301        0.008100     
87666      596107.125    3329405.250    25.114799       12.128400       6.572006        0.300000        10.647148       2.033370        8.060300        0.300000        27.126124       8.696770        18.435326       0.318339        12.406494       4.830890        5.735889        0.300000        0.086317        0.675038        0.083909        0.009000        0.009529     
88240      600455.875    3333276.750    47.994201       4.618345        5.224374        0.300000        8.023600        4.007080        2.310810        0.300000        45.032900       8.589149        3.300270        0.300000        26.180800       5.541151        16.640225       0.300000        0.018018        1.382142        0.041312        0.009689        0.008427     
92354      598970.938    3331261.500    8.744838        6.173299        4.590580        0.300000        4.758337        3.359889        2.063490        0.300000        25.831900       2.381600        4.191040        0.300000        7.732970        9.838910        18.796000       0.210914        0.020120        0.232807        0.058911        0.026267        0.027065     
94729      594834.375    3324844.500    58.448918       4.500977        5.342350        0.300000        11.489600       2.371095        6.988288        0.176538        13.334187       8.822263        13.858713       0.300000        21.860767       4.958568        12.031738       0.300000        0.046848        1.154593        0.239568        0.009121        0.012189     
98674      598334.500    3327496.000    43.304600       4.500000        11.052820       0.300000        3.738650        5.161891        2.005083        0.300000        6.251106        9.436990        3.431770        0.207804        12.669500       8.082071        21.397032       0.300000        0.023427        0.450146        0.103970        0.010040        0.009333     
101232     597910.250    3323836.750    48.420676       6.225368        7.877735        0.263672        9.909385        2.427287        5.655250        0.300000        1.928100        13.092484       11.843608       0.300000        5.137370        3.510560        2.477311        0.300000        0.021667        0.484314        0.042336        0.009008        0.008731     
104414     601834.688    3326329.500    24.981544       4.704287        7.654323        0.366729        3.321830        2.918164        3.120722        0.300000        4.258460        12.629179       4.613819        0.300000        12.941316       2.142800        11.429800       0.300000        0.019019        1.180241        0.040942        0.016659        0.012578     
104455     601834.688    3326700.750    44.368258       7.296842        15.013015       0.300000        5.692146        3.839250        4.240921        0.300000        7.797812        12.977432       9.584502        0.300000        14.707771       5.111350        5.495440        0.260162        0.020260        0.336095        0.047493        0.064743        0.054164     
107418     600880.125    3324314.250    33.280037       4.500000        6.892028        0.300000        10.392319       3.526855        5.944025        0.300000        11.615900       3.712688        7.505919        0.300000        12.073900       13.993231       7.705016        0.300000        0.018100        0.608788        0.042107        0.023637        0.008100     
111612     600774.062    3322882.250    57.505645       15.863200       4.682907        0.300000        4.151327        7.658450        2.546569        0.300000        3.782616        7.065170        6.897220        0.263324        23.726800       3.149544        7.211300        0.300000        0.018001        0.505670        0.025852        0.024570        0.008129     
112758     605971.250    3327602.250    25.743800       4.500000        16.349200       0.300000        7.394120        3.133825        4.389502        0.300000        5.851356        7.244794        5.303230        0.300000        16.400200       6.550492        12.217400       0.300000        0.025865        0.777708        0.060455        0.009008        0.009672     
115003     602152.875    3322352.000    10.830900       4.500000        10.815701       0.300000        6.094700        3.873313        4.087536        0.300000        6.342626        7.933990        3.873391        0.300000        48.480700       8.168850        10.508192       0.300000        0.091498        0.507837        0.039052        0.018195        0.011767     
