 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
117757     603531.750    3322033.750    32.875288       4.500000        6.049190        0.300000        5.021286        1.953963        6.731461        0.161944        7.672112        4.310350        9.282520        0.300000        6.118160        2.930880        12.024004       0.300000        0.079232        0.250097        0.046925        0.009706        0.026777     
84032      604274.250    3339004.250    31.691900       5.759163        6.844737        0.300000        6.396810        3.325651        2.119066        0.182041        12.606656       5.359350        7.892366        0.222751        8.748540        2.604367        8.644301        0.184663        0.020535        1.307681        0.061086        0.009059        0.008155     
99251      605122.750    3333064.500    16.340800       4.503105        6.296156        0.300000        6.876971        3.989688        3.910006        0.300000        41.932592       3.625854        4.838883        0.300000        8.847258        2.259910        5.907990        0.300000        0.031915        0.137745        0.094936        0.027886        0.011635     
99263      607668.312    3335610.250    39.092026       4.500000        7.374220        0.300000        3.508068        2.828240        5.641541        0.300000        9.727636        2.876380        10.243400       0.300000        12.233472       4.162311        12.111000       0.300000        0.144116        0.491729        0.211936        0.009000        0.008157     
104919     607244.062    3331579.750    50.369787       6.779840        19.575413       0.300000        9.592130        2.437293        7.706550        0.300000        16.047000       5.188579        2.160282        0.300000        12.705787       12.378629       16.035049       0.250956        0.018000        2.168100        0.089456        0.009000        0.008100     
115669     607244.062    3326753.750    49.618312       6.676397        9.966240        0.300000        12.501947       2.309641        5.797290        0.300000        29.998456       3.865147        3.716469        0.300000        20.392654       2.871533        6.052160        0.300000        0.018000        1.442770        0.192180        0.032352        0.073704     
116149     611911.000    3331155.500    11.385836       5.599084        7.921110        0.300000        5.408947        2.485568        2.681936        0.300000        22.566556       11.367000       3.758110        0.289655        6.505600        7.757831        11.233000       0.300000        0.020462        0.856433        0.100085        0.028641        0.008456     
118305     609365.375    3327655.250    58.394506       5.514453        25.272750       0.300000        24.710700       3.404537        4.875433        0.235891        28.143237       5.924156        8.045560        0.300000        13.346100       6.941600        8.077390        0.300000        0.063156        0.471959        0.107246        0.009000        0.008104     
118340     610001.812    3327655.250    32.500600       4.553491        17.440500       0.300000        5.433252        2.586240        2.535791        0.160202        14.991213       20.587438       3.755756        0.300000        16.153700       5.572588        9.389220        0.300000        0.136008        1.086660        0.051722        0.009000        0.017560     
119785     605759.125    3321609.500    45.063200       4.610565        10.058959       0.300000        4.463319        3.755102        4.804990        0.300000        7.434176        4.210680        2.822434        0.300000        14.952880       1.027674        8.402149        0.300181        0.018076        0.570044        0.398229        0.010249        0.010033     
119819     607668.312    3323943.000    16.851200       10.355200       4.711599        0.215787        10.055268       1.452500        2.569790        0.300000        19.640188       1.403514        4.855332        0.300000        34.513306       1.907414        5.129180        0.300000        0.084082        0.388130        0.168806        0.012566        0.020220     
121183     606607.688    3321609.500    51.820270       15.919293       9.134190        0.300000        11.422100       2.054600        4.995555        0.300000        3.811667        4.615612        2.060830        0.300000        27.212000       3.557309        12.111726       0.300000        0.035650        0.277992        0.125054        0.009000        0.022223     
123946     609365.375    3321185.250    12.118900       4.503623        6.473796        0.300000        12.342393       2.618159        15.354613       0.212359        24.939900       2.978772        19.774119       0.300000        8.726686        2.861782        6.288732        0.233970        0.043030        0.977517        0.087720        0.018801        0.050209     
84056      609365.375    3344095.500    28.145100       7.967255        8.091590        0.300000        9.829106        2.479912        7.596066        0.300000        9.666144        2.431830        7.821070        0.300000        30.633144       1.454861        8.058431        0.300000        0.021018        0.424268        0.175025        0.009603        0.008100     
96101      610638.188    3340277.000    47.377100       4.710505        13.014200       0.300000        8.208490        2.529464        8.210093        0.300000        20.938794       6.564296        4.606474        0.300000        13.818519       6.666355        16.001790       0.300000        0.022652        0.472948        0.044635        0.054404        0.008100     
104952     612759.500    3338155.750    28.075038       5.086463        8.787120        0.300000        4.794463        3.160940        9.492462        0.300000        14.865218       8.734718        11.864000       0.300000        10.959700       6.004803        7.469711        0.300000        0.063602        0.695945        0.051261        0.033826        0.015485     
113183     612335.250    3334337.500    48.993743       5.571428        4.525124        0.300000        6.392880        3.170310        4.359056        0.300000        19.455949       0.904046        7.100530        0.300000        20.124706       2.575796        4.387890        0.205822        0.024701        1.648240        0.617284        0.009000        0.008104     
113205     614880.812    3336034.500    34.849363       4.500000        11.802854       0.300000        13.033975       2.046420        8.917550        0.300000        9.057640        3.304507        14.157725       0.300000        10.563500       10.101485       6.268216        0.300000        0.028970        1.415215        0.040740        0.009000        0.011508     
