 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            42_z            52_z            61_z 
55651      587993.062    3336140.500    8.782655        2.839840        1.377990        0.203755        23.394949       3.697060        8.912070        0.281727        12.036769       4.573320        6.873438        0.302584        0.322768        0.198884        0.016677        0.008159     
56037      589212.875    3338102.750    10.965000       1.580888        4.475109        0.181165        18.808700       7.614312        6.948330        0.300000        14.547900       3.237130        17.348612       0.300000        1.129340        0.430697        0.009000        0.010811     
56264      590061.375    3338474.000    4.021331        7.108910        5.829602        0.300000        4.492051        2.031080        6.075803        0.300000        7.036910        1.636110        6.561696        0.236751        0.856950        0.469559        0.010231        0.008110     
58582      586243.000    3332958.500    6.083400        2.241998        4.880260        0.232567        11.418800       4.736024        9.979670        0.300000        29.773300       7.134250        2.045870        0.246763        1.285426        0.096640        0.010437        0.008583     
58907      587356.688    3335186.000    6.889189        2.669229        6.224043        0.300000        7.120790        4.328560        2.437130        0.194773        35.285300       7.660992        15.715050       0.309660        0.943524        0.021460        0.011203        0.008109     
59770      591334.188    3339110.250    8.696133        1.719094        2.869423        0.300000        9.576720        16.572228       9.447598        0.300000        19.392356       9.092113        11.086401       0.300000        0.938435        0.074998        0.028735        0.019360     
59905      595364.688    3342610.500    15.682785       2.361531        1.465130        0.162372        10.012993       1.056343        5.479510        0.300000        9.554729        8.317456        9.574510        0.339963        0.716865        0.092338        0.009247        0.008124     
62032      584970.188    3330837.250    5.291190        0.900445        3.921124        0.300000        8.546714        6.864400        3.693154        0.300000        10.397900       7.206103        5.091448        0.281040        0.600586        0.089034        0.009629        0.008115     
74066      603425.688    3344095.500    8.974241        4.412735        4.993960        0.300000        7.801510        2.827935        15.752464       0.211358        23.923016       2.987928        12.961967       0.217639        1.188640        0.058163        0.031880        0.062617     
77022      595046.500    3333435.750    3.360430        2.705590        5.952180        0.300000        7.937250        5.198699        6.339327        0.300000        26.469350       7.857623        9.980676        0.300000        0.461554        0.080362        0.040608        0.008100     
77270      597910.250    3336670.750    5.755595        2.890481        4.183920        0.300000        14.500547       7.383490        19.372644       0.270046        18.874399       7.209193        8.549290        0.300000        0.980199        0.207825        0.055165        0.022748     
77301      600880.125    3339852.750    8.574937        3.357980        2.321500        0.300000        4.283390        8.673691        5.832002        0.300000        24.463938       1.982936        3.434179        0.300000        0.737938        0.045918        0.009000        0.008621     
79692      593773.688    3330731.250    12.152192       2.641356        5.840006        0.300000        24.803874       6.824770        5.145979        0.300000        49.991100       7.609150        29.582600       0.300000        0.496095        0.073972        0.010367        0.013079     
80237      596266.250    3332534.250    13.785269       1.910811        5.303945        0.300000        20.075000       4.137031        4.827870        0.300000        40.871918       3.444382        22.750632       0.300000        1.000007        0.042628        0.061708        0.033109     
80410      599183.062    3335822.250    17.427194       3.068320        1.423500        0.175806        28.129287       2.937220        8.964460        0.300000        11.978400       5.353481        8.178383        0.300000        1.850600        0.049105        0.017174        0.008100     
