 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
127024     608092.625    3315882.000    14.406990       4.510706        4.911408        0.298237        5.395698        3.069986        7.453444        0.201459        8.820918        4.147494        6.422210        0.300000        26.207850       5.288286        11.510268       0.284177        0.227749        0.571992        0.192019        0.009156        0.009021     
131141     601092.250    3304214.750    47.572400       4.551790        11.963887       0.300000        6.559390        2.301110        4.224480        0.183809        10.000300       2.451650        3.905330        0.300000        13.559700       3.016570        6.890663        0.322812        0.047142        0.268443        0.174578        0.009000        0.008681     
131484     603266.625    3306442.000    47.154574       4.500000        19.558719       0.174573        8.903010        6.569559        5.122398        0.300000        11.686000       11.293507       7.241455        0.300000        10.238879       9.210180        2.892434        0.279999        0.019090        1.169550        0.073876        0.009010        0.017037     
131997     604857.562    3307927.000    26.157900       4.500000        6.126434        0.300000        17.788781       1.922120        3.397769        0.300000        7.381160        3.262650        7.171927        0.300000        8.183927        4.257379        2.990028        0.300000        0.044698        0.220309        0.153125        0.009000        0.011636     
132586     606607.688    3309465.000    14.411261       6.148210        5.593790        0.300000        9.959245        3.700296        8.484276        0.273258        8.816216        14.538260       49.979800       0.264889        18.194181       4.165390        6.437875        0.300000        0.064848        0.512252        0.032349        0.009096        0.008347     
132964     608516.875    3312169.500    23.990099       4.553181        19.927701       0.325757        7.263308        8.499565        3.230511        0.300000        17.655517       4.998466        8.751526        0.300000        15.245411       14.257900       6.882404        0.300000        0.026433        0.881973        0.019516        0.030668        0.016576     
133035     611062.438    3313336.250    17.394300       7.022326        7.588687        0.300000        4.748748        2.177945        13.690681       0.300000        2.540405        9.762664        19.946938       0.300000        15.535900       2.894691        11.560858       0.300000        0.084976        0.720388        0.127573        0.016066        0.008452     
133124     593667.625    3294880.750    66.378792       6.190479        8.686993        0.300000        18.442756       2.720603        3.437180        0.300000        9.518840        3.029060        14.596511       0.300000        24.721769       1.633154        12.811069       0.302535        0.150984        1.730002        0.018076        0.009684        0.008100     
133600     603956.000    3305540.500    54.464876       7.205873        8.153250        0.281237        8.293290        2.566794        7.586340        0.300000        15.300100       3.436630        14.070304       0.300000        17.057711       10.432449       10.244151       0.300000        0.080074        2.751181        0.170776        0.009000        0.019633     
136380     609365.375    3309093.750    25.806962       5.320976        8.066551        0.300000        3.867426        2.014864        3.129679        0.300000        5.867666        1.141182        20.306006       0.300000        16.536331       4.006171        7.487278        0.300000        0.065391        1.058190        0.074164        0.025283        0.019822     
136918     605494.000    3303684.250    15.951919       4.684784        14.619781       0.237881        12.483344       1.332399        5.602849        0.132090        28.791069       8.024710        5.979860        0.300000        35.303937       5.176150        9.752910        0.246327        0.105548        0.448675        0.099983        0.009069        0.016527     
138542     608251.688    3303684.250    29.848418       4.500000        8.744341        0.300000        5.525330        2.905470        7.179953        0.195522        14.476081       3.187540        5.578620        0.300000        24.981275       2.327793        5.505780        0.300000        0.037045        0.789943        0.059101        0.013738        0.008608     
138921     593667.625    3288092.500    33.422189       4.532211        18.037300       0.300000        4.445767        1.478031        11.728000       0.300000        9.300803        6.696815        3.906360        0.185337        8.768450        5.565925        9.695994        0.300000        0.027435        0.343324        0.021577        0.009007        0.008100     
138942     601728.625    3295729.250    30.868300       9.203342        16.783339       0.229792        10.729478       1.963367        17.659000       0.170388        11.383518       1.590791        11.337624       0.300000        16.141831       3.777365        2.527350        0.300000        0.021787        0.257593        0.039303        0.024559        0.019210     
140035     606819.812    3299759.750    34.450274       4.509211        15.860101       0.300000        12.591351       3.323820        4.182210        0.213912        11.748758       6.415030        4.636905        0.300000        5.677832        11.281600       5.445406        0.300000        0.139560        1.462020        0.203267        0.009002        0.008100     
140817     614880.812    3308033.000    57.255111       4.500000        9.571907        0.300000        14.885800       1.501288        15.871300       0.300000        18.541610       12.312144       5.558750        0.300000        9.544070        4.711990        11.371655       0.300000        0.034209        0.978931        0.029886        0.009000        0.052305     
142596     613608.000    3302729.750    44.696098       4.826502        10.666900       0.300000        5.655890        5.530397        5.129764        0.191266        19.502525       5.007170        1.746090        0.300000        19.101663       5.976867        10.221617       0.300000        0.195647        0.399155        0.063784        0.012485        0.008233     
142743     603849.938    3291062.500    35.282755       4.500000        21.015926       0.300000        11.572400       2.242304        2.618264        0.300000        8.377254        8.169024        8.530458        0.343906        22.212112       3.746526        8.042001        0.300000        0.026618        1.499142        0.092831        0.010140        0.008689     
116190     614456.562    3334761.750    33.544313       4.500000        4.530884        0.300000        14.118100       1.573373        2.528579        0.300000        34.570344       7.406096        4.374820        0.142457        13.643300       4.065260        9.334300        0.300000        0.018099        4.654023        0.167155        0.010105        0.008842     
122664     612547.375    3325003.500    8.355359        4.822218        9.611200        0.300000        6.729982        5.529490        5.140237        0.300000        53.926807       8.479181        16.227190       0.252659        3.528495        5.541155        7.081664        0.300000        0.050695        0.594145        0.095242        0.012529        0.008102     
122750     616577.875    3329246.250    24.752105       4.598298        4.505940        0.300000        7.958420        5.606750        2.622836        0.296663        5.807312        7.021770        6.806177        0.208825        20.353046       2.782562        15.903512       0.231559        0.105162        0.514432        0.126268        0.009000        0.012289     
130988     610001.812    3314821.250    20.884269       4.500000        13.112400       0.300000        10.036376       2.216310        14.624900       0.300000        22.339447       8.057528        12.607875       0.300000        8.524253        3.057720        13.889190       0.300000        0.155520        0.895057        0.088011        0.012634        0.045689     
131015     611486.688    3315669.750    45.439839       4.504842        8.576630        0.300000        5.926071        2.202021        9.304798        0.211404        11.971800       3.170690        5.715760        0.300000        9.324860        14.151000       11.731715       0.300000        0.031795        1.059978        0.340846        0.009000        0.011799     
136497     625063.188    3324155.000    25.358345       4.533786        6.714998        0.300000        14.954700       3.127469        2.887400        0.231715        31.120600       1.331433        9.658264        0.240929        11.361930       3.946520        6.343980        0.300000        0.031512        0.562776        0.050152        0.010871        0.008100     
141751     625487.438    3316942.500    36.940575       7.304165        7.222155        0.277952        5.133763        2.128490        4.543617        0.300000        5.147620        3.787714        32.584763       0.256477        27.803523       3.329280        12.474296       0.399428        0.131400        0.226746        0.083222        0.026428        0.016955     
