name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
WP_CC_7656_20170428,394.52,8.87928,370.283,418.891,403.399,385.64,423.927,0.175142,423.42,424.372,424.102,423.752,4.52939
WP_CC_7656_20170515,391.21,9.31714,355.338,415.863,400.527,381.892,423.908,0.177593,423.395,424.358,424.085,423.73,7.53239
WP_CC_7656_20170530,393.529,9.29437,367.233,422.676,402.824,384.235,423.89,0.179724,423.373,424.346,424.07,423.71,0.696852
WP_CC_7656_20170615,392.159,9.47724,369.801,417.69,401.636,382.681,423.871,0.181963,423.349,424.332,424.053,423.689,5.6596
WP_CC_7656_20170727,390.707,9.0359,365.833,421.029,399.743,381.671,423.821,0.187699,423.287,424.294,424.009,423.633,2.25845
WP_CC_7656_20170816,387.918,10.3357,360.97,413.101,398.254,377.582,423.797,0.190346,423.257,424.276,423.987,423.607,10.1567
WP_CC_7656_20170830,387.533,9.13046,360.851,411.4,396.664,378.403,423.78,0.192164,423.236,424.263,423.972,423.588,11.8367
WP_CC_7656_20170914,387.57,9.51286,363.278,414.791,397.083,378.057,423.762,0.194083,423.214,424.249,423.956,423.568,8.42358
WP_CC_7656_20170928,387.693,8.88067,360.666,412.918,396.574,378.813,423.745,0.195848,423.193,424.236,423.94,423.549,10.2755
WP_CC_7656_20171016,388.599,9.65365,361.054,417.828,398.253,378.946,423.723,0.198068,423.167,424.22,423.921,423.525,5.33949
WP_CC_7656_20171030,386.212,9.39201,362.166,419.842,395.604,376.82,423.706,0.199772,423.147,424.206,423.906,423.506,3.30419
WP_CC_7656_20171115,389.429,9.4648,362.577,413.569,398.894,379.964,423.687,0.201691,423.123,424.191,423.888,423.485,9.55386
WP_CC_7656_20171129,389.307,8.88645,366.698,414.824,398.194,380.421,423.67,0.20334,423.102,424.178,423.873,423.466,8.2783
WP_CC_7656_20171213,389.402,8.75175,361.715,411.593,398.154,380.65,423.653,0.204954,423.082,424.165,423.858,423.448,11.4892
WP_CC_7656_20171227,390.241,9.21513,359.738,412.847,399.456,381.025,423.636,0.206535,423.061,424.151,423.842,423.429,10.2142
WP_CC_7656_20180118,391.291,8.4411,371.367,412.121,399.732,382.85,423.609,0.208959,423.029,424.13,423.817,423.4,10.9073
WP_CC_7656_20180131,391.176,8.56628,369.759,416.042,399.742,382.609,423.592,0.210355,423.009,424.117,423.803,423.382,6.96678
WP_CC_7656_20180214,391.423,9.33683,363.225,416.509,400.76,382.086,423.575,0.211824,422.988,424.103,423.787,423.363,6.47882
WP_CC_7656_20180228,390.696,9.25544,363.414,414.954,399.952,381.441,423.557,0.213255,422.967,424.089,423.771,423.344,8.01218
WP_CC_7656_20180314,389.078,9.37838,360.776,418.166,398.456,379.699,423.54,0.214651,422.945,424.074,423.754,423.325,4.77909
WP_CC_7656_20180410,389.45,9.02123,359.56,412.56,398.471,380.429,423.505,0.217251,422.904,424.046,423.722,423.288,10.3439
WP_CC_7656_20180425,389.039,9.13093,367.369,418.953,398.17,379.908,423.486,0.218651,422.881,424.03,423.705,423.267,3.92801
WP_CC_7656_20180516,388.626,9.12515,360.155,413.704,397.751,379.501,423.459,0.220565,422.849,424.008,423.68,423.239,9.14485
WP_CC_7656_20180530,385.849,9.83117,362.126,421.888,395.68,376.018,423.441,0.221819,422.827,423.993,423.663,423.22,0.939144
WP_CC_7656_20180613,385.233,9.67061,360.024,414.935,394.904,375.562,423.424,0.223063,422.806,423.978,423.647,423.201,7.87082
WP_CC_7656_20180627,385.366,9.12919,359.859,413.646,394.495,376.237,423.406,0.224292,422.784,423.963,423.63,423.181,9.13813
WP_CC_7656_20180718,385.066,9.11224,342.651,408.396,394.178,375.954,423.379,0.226114,422.752,423.941,423.605,423.153,14.3564
WP_CC_7656_20180731,382.947,8.90019,357.695,408.425,391.848,374.047,423.362,0.227232,422.732,423.927,423.59,423.135,14.3078
WP_CC_7656_20180815,383.596,8.95275,354.147,407.626,392.549,374.644,423.343,0.228514,422.709,423.91,423.572,423.115,15.0837
WP_CC_7656_20180829,383.496,8.66309,357.114,415.755,392.159,374.832,423.325,0.229706,422.688,423.895,423.555,423.096,6.93324
WP_CC_7656_20180912,382.329,9.01507,356.384,405.945,391.344,373.314,423.308,0.230888,422.667,423.88,423.539,423.077,16.7221
WP_CC_7656_20180926,386.495,9.35205,363.283,415.493,395.847,377.143,423.291,0.232069,422.646,423.866,423.523,423.059,7.15395
WP_CC_7656_20181016,384.902,9.17705,360.521,409.923,394.079,375.725,423.268,0.233782,422.615,423.847,423.502,423.034,12.6924
WP_CC_7656_20181030,385.932,8.51384,364.091,411.866,394.445,377.418,423.253,0.235009,422.594,423.834,423.488,423.018,10.7278
WP_CC_7656_20181115,388.424,9.62075,364.666,416.348,398.044,378.803,423.235,0.236445,422.57,423.819,423.472,422.999,6.22275
WP_CC_7656_20181129,389.78,8.99235,366.876,414.289,398.772,380.788,423.22,0.237724,422.55,423.807,423.458,422.983,8.26065
WP_CC_7656_20181212,390.589,9.04224,364.967,419.406,399.632,381.547,423.206,0.23892,422.531,423.795,423.445,422.968,3.12533
WP_CC_7656_20181227,392.105,8.79225,365.659,414.102,400.897,383.313,423.191,0.240304,422.509,423.782,423.431,422.95,8.40715
WP_CC_7656_20190130,394.106,9.26137,368.225,418.714,403.368,384.845,423.156,0.24343,422.461,423.753,423.399,422.912,3.74638
WP_CC_7656_20190312,395.234,9.21795,367.68,419.808,404.452,386.016,423.113,0.247174,422.402,423.717,423.36,422.866,2.59329
WP_CC_7656_20190411,395.229,9.20014,369.809,417.559,404.429,386.029,423.081,0.24987,422.358,423.69,423.331,422.831,4.7983
WP_CC_7656_20190515,396.142,9.54888,369.688,419.794,405.691,386.593,423.045,0.252894,422.308,423.658,423.298,422.792,2.51389
WP_CC_7656_20190529,397.605,9.57718,366.961,421.645,407.182,388.028,423.03,0.254139,422.288,423.646,423.284,422.776,0.643486
WP_CC_7656_20190627,394.928,8.78304,368.971,421.008,403.711,386.145,423,0.256718,422.247,423.62,423.257,422.743,1.23896
WP_CC_7656_20190717,394.17,9.24441,361.848,419.001,403.414,384.925,422.98,0.258504,422.22,423.602,423.238,422.721,3.21812
WP_CC_7656_20190731,392.319,9.1123,364.455,416.912,401.431,383.207,422.965,0.259753,422.2,423.59,423.225,422.706,5.28855
WP_CC_7656_20190815,393.132,9.18377,370.981,419.98,402.315,383.948,422.95,0.261096,422.179,423.577,423.211,422.689,2.19901
WP_CC_7656_20190829,392.437,9.26638,365.721,417.975,401.704,383.171,422.935,0.262353,422.16,423.564,423.198,422.673,4.18533
WP_CC_7656_20190912,389.871,8.53805,364.081,412.457,398.409,381.333,422.921,0.263611,422.14,423.551,423.184,422.657,9.68349
WP_CC_7656_20190925,389.297,8.74562,366.926,415.339,398.043,380.551,422.907,0.264783,422.122,423.539,423.172,422.642,6.78296
WP_CC_7656_20191016,389.698,8.92268,368.527,415.416,398.621,380.775,422.884,0.266676,422.092,423.519,423.151,422.618,6.67581
WP_CC_7656_20191031,390.645,9.29242,362.022,414.56,399.938,381.353,422.868,0.268029,422.07,423.504,423.136,422.6,7.50996
WP_CC_7656_20191114,391.611,9.57226,367.235,415.284,401.183,382.039,422.852,0.269291,422.05,423.49,423.122,422.583,6.76633
WP_CC_7656_20191212,391.951,9.2934,368.186,416.766,401.244,382.657,422.821,0.271805,422.009,423.462,423.093,422.549,5.24324
WP_CC_7656_20191230,391.686,9.89545,366.694,416.428,401.581,381.79,422.8,0.273412,421.983,423.443,423.074,422.527,5.55515
WP_HT_1062_20160914,252.45,9.50287,227.388,278.437,261.953,242.947,224.163,0.252439,223.494,224.778,224.416,223.911,2.60989
WP_HT_1062_20161011,251.4,8.64954,229.731,279.517,260.049,242.75,224.169,0.254981,223.493,224.789,224.424,223.914,4.94182
WP_HT_1062_20170214,250.095,9.20832,225.11,278.925,259.303,240.887,224.186,0.265686,223.488,224.832,224.452,223.92,0.277676
WP_HT_1062_20170613,249.175,9.07777,225.491,285.603,258.252,240.097,224.296,0.278337,223.575,224.986,224.575,224.018,0.504753
WP_HT_1062_20181213,248.067,8.82614,225.655,271.151,256.893,239.241,224.33,0.311984,223.563,225.152,224.642,224.018,0.502868
WP_HT_1062_20190110,249.688,8.66683,229.422,273.796,258.355,241.021,224.31,0.312832,223.543,225.137,224.623,223.998,4.28491
WP_HT_1062_20190314,252.208,8.74487,228.139,280.614,260.953,243.463,224.342,0.316808,223.57,225.186,224.659,224.025,2.953
WP_HT_1062_20190411,252.185,8.95187,226.103,276.681,261.137,243.233,224.348,0.318502,223.574,225.2,224.667,224.03,0.903359
WP_HT_1062_20190509,254.46,9.04968,231.07,278.291,263.509,245.41,224.36,0.320177,223.583,225.219,224.68,224.039,5.85133
WP_HT_1062_20190613,256.237,9.2964,231.892,280.691,265.534,246.941,224.317,0.320536,223.542,225.179,224.638,223.997,6.71255
WP_HT_1062_20190711,252.64,8.4853,225.513,275.782,261.125,244.154,224.338,0.32257,223.56,225.208,224.66,224.015,0.305094
WA_HT_1191_20160701,273.084,9.13697,249.122,296.041,282.221,263.947,241.582,0.385767,240.524,242.59,241.968,241.197,6.53245
WA_HT_1191_20161101,269.688,8.86165,242.836,297.099,278.55,260.826,241.563,0.397561,240.471,242.604,241.961,241.165,0.232351
WA_HT_1191_20170101,268.587,8.56406,245.814,292.849,277.151,260.023,241.557,0.402487,240.452,242.616,241.959,241.154,3.19749
WA_HT_1191_20170201,269.908,9.02771,247.224,295.661,278.936,260.88,241.554,0.404643,240.444,242.622,241.959,241.15,4.60261
WA_HT_1191_20170301,272.396,8.7252,248.543,295.053,281.121,263.671,241.552,0.406683,240.436,242.627,241.959,241.145,5.91586
WA_HT_1191_20170401,273.369,9.4626,249.629,300.189,282.832,263.906,241.549,0.408658,240.428,242.632,241.958,241.141,6.99662
WA_HT_1191_20170501,271.951,8.90207,249.012,294.498,280.853,263.049,241.546,0.410492,240.42,242.636,241.956,241.135,6.37631
WA_HT_1191_20190201,267.972,9.01151,244.791,294.585,276.983,258.96,241.424,0.4342,240.243,242.608,241.858,240.989,2.1839
WA_HT_1191_20190501,268.786,9.48143,243.391,293.287,278.267,259.305,241.398,0.436238,240.209,242.589,241.834,240.962,0.802105
WA_HT_1191_20190601,269.1,9.81729,243.269,293.054,278.917,259.283,241.389,0.436896,240.197,242.582,241.826,240.952,0.686852
WP_HT_1283_20160712,268.673,8.74698,247.918,293.47,277.42,259.926,230.067,0.107,229.795,230.421,230.174,229.96,17.4968
WP_HT_1283_20160915,268.961,9.24121,243.962,299.243,278.202,259.719,230.103,0.110045,229.818,230.466,230.213,229.993,13.496
WP_HT_1283_20161013,270.034,9.1887,248.328,297.873,279.223,260.846,230.117,0.111297,229.827,230.484,230.229,230.006,17.8441
WP_HT_1283_20161114,270.33,9.39113,245.259,297.513,279.721,260.939,230.133,0.112722,229.837,230.504,230.246,230.021,14.755
WP_HT_1283_20161212,268.794,8.87913,245.875,293.755,277.673,259.915,230.146,0.113974,229.844,230.52,230.26,230.032,15.3553
WP_HT_1283_20170109,269.529,9.66461,241.082,298.146,279.194,259.864,230.158,0.1152,229.851,230.535,230.273,230.043,10.5465
WP_HT_1283_20170213,270.791,9.86801,243.747,293.751,280.659,260.923,230.172,0.116721,229.859,230.553,230.289,230.055,13.1945
WP_HT_1283_20170317,270.277,9.09973,246.346,297.351,279.376,261.177,230.184,0.118083,229.865,230.568,230.302,230.066,15.7778
WP_HT_1283_20170413,271.958,8.89224,248.754,301.071,280.85,263.066,230.193,0.119209,229.869,230.58,230.312,230.074,18.1744
WP_HT_1283_20170515,271.898,9.1599,247.117,295.29,281.058,262.738,230.203,0.120549,229.874,230.595,230.324,230.083,16.5218
WP_HT_1283_20170615,271.488,8.95819,245.425,293.904,280.446,262.53,230.211,0.121904,229.876,230.611,230.333,230.089,14.814
WP_HT_1283_20170726,269.168,9.05556,244.238,293.756,278.224,260.113,230.218,0.123723,229.876,230.628,230.342,230.095,13.61
WP_HT_1283_20170808,268.566,9.26019,239.444,296.082,277.826,259.305,230.22,0.124299,229.876,230.633,230.344,230.096,8.81155
WP_HT_1283_20170915,269.537,8.98026,248.842,295.11,278.518,260.557,230.223,0.125948,229.872,230.645,230.349,230.097,18.1977
WP_HT_1283_20171013,270.522,9.29917,245.055,293.19,279.821,261.223,230.223,0.127108,229.869,230.652,230.351,230.096,14.4032
WP_HT_1283_20171110,271.34,9.22127,244.814,299.925,280.561,262.118,230.223,0.128229,229.864,230.658,230.352,230.095,14.1554
WP_HT_1283_20171215,270.428,8.73019,248.51,298.898,279.159,261.698,230.221,0.129654,229.857,230.664,230.351,230.092,17.8463
WP_HT_1283_20180216,269.417,8.88444,239.892,294.436,278.302,260.533,230.213,0.132189,229.84,230.67,230.345,230.081,9.22206
WP_HT_1283_20180319,272.345,9.30265,242.197,298.555,281.648,263.043,230.207,0.133428,229.83,230.67,230.341,230.074,11.5272
WP_HT_1283_20180416,271.616,8.93004,245.604,296.158,280.546,262.686,230.2,0.134544,229.82,230.669,230.335,230.066,14.9345
WP_HT_1283_20180510,270.831,9.04952,244.466,294.481,279.881,261.782,230.194,0.135493,229.81,230.668,230.329,230.058,13.7982
WP_HT_1283_20180614,269.275,8.80443,243.306,296.294,278.079,260.47,230.183,0.136873,229.795,230.664,230.32,230.046,12.6419
WP_HT_1283_20180711,269.674,9.32909,242.899,294.025,279.003,260.345,230.174,0.13793,229.782,230.66,230.312,230.036,12.2389
WP_HT_1283_20180809,266.009,9.42768,234.657,292.604,275.437,256.582,230.163,0.139062,229.768,230.655,230.302,230.024,4.00282
WP_HT_1283_20180914,264.965,9.59577,239.045,296.007,274.56,255.369,230.148,0.140475,229.749,230.647,230.288,230.007,8.39862
WP_HT_1283_20181012,268.549,8.92548,242.039,289.078,277.475,259.624,230.137,0.141468,229.735,230.641,230.279,229.996,11.3983
WP_HT_1283_20181112,271.012,9.39321,240.383,295.237,280.405,261.618,230.127,0.142489,229.723,230.636,230.27,229.985,9.74695
WP_HT_1283_20181214,271.427,9.355,236.238,302.856,280.782,262.072,230.119,0.143546,229.711,230.633,230.262,229.975,5.60534
WP_HT_1283_20190111,271.418,9.18897,241.292,296.816,280.607,262.229,230.112,0.144496,229.702,230.63,230.256,229.967,10.6614
WP_HT_1283_20190215,275.385,8.55077,253.571,299.27,283.936,266.834,230.106,0.145689,229.692,230.629,230.251,229.96,22.9416
WP_HT_1283_20190320,273.567,9.40375,242.159,308.21,282.971,264.164,230.1,0.14688,229.683,230.629,230.247,229.954,11.5303
WP_HT_1283_20190412,273.79,9.71014,251.885,306.519,283.5,264.08,230.097,0.147763,229.676,230.629,230.244,229.949,21.2569
WP_HT_1283_20190510,274.993,9.06057,250.312,299.434,284.053,265.932,230.092,0.148862,229.668,230.628,230.241,229.943,19.6846
WP_HT_1283_20190614,274.347,9.06154,245.574,296.5,283.409,265.286,230.088,0.150163,229.66,230.629,230.238,229.937,14.9454
WP_HT_1283_20190712,274.87,9.42047,247.817,298.682,284.291,265.45,230.085,0.151216,229.654,230.63,230.236,229.934,17.1874
WP_HT_1283_20190913,273.276,9.0871,251.731,299.486,282.363,264.189,230.076,0.153742,229.638,230.63,230.23,229.923,21.1009
WP_HT_1283_20191018,272.171,9.60208,240.469,299.288,281.773,262.568,230.07,0.155199,229.626,230.628,230.225,229.914,9.84113
WP_HT_1283_20191115,271.857,8.92666,245.515,300.194,280.784,262.93,230.063,0.156357,229.616,230.626,230.219,229.907,14.8894
WP_HT_1283_20191213,271.5,8.9754,250.449,294.906,280.476,262.525,230.055,0.157505,229.606,230.622,230.213,229.898,19.8273
WP_HT_1289_20180712,287.815,8.96647,261.686,310.602,296.782,278.849,311.747,0.19667,311.178,312.279,311.943,311.55,0.576398
WP_HT_1289_20180810,285.674,8.43601,258.957,305.403,294.11,277.238,311.73,0.198353,311.157,312.267,311.928,311.532,5.75466
WP_HT_1292_20160815,224.713,9.37922,196.738,246.084,234.092,215.334,247.763,0.130334,247.406,248.167,247.893,247.632,1.32215
WP_HT_1292_20161011,224.777,8.5883,202.998,245.225,233.366,216.189,247.729,0.134193,247.366,248.148,247.863,247.594,2.14136
WP_HT_1292_20161115,224.268,8.68989,204.302,244.214,232.958,215.578,247.708,0.136575,247.342,248.136,247.845,247.572,3.1281
WP_HT_1292_20161213,224.314,9.07134,201.318,245.523,233.385,215.242,247.691,0.138522,247.322,248.126,247.83,247.553,1.79933
WP_HT_1292_20170316,225.576,8.78162,204.379,246.196,234.358,216.795,247.637,0.145021,247.258,248.095,247.782,247.492,1.0622
WP_HT_1292_20171012,225.292,8.62382,201.655,246.713,233.915,216.668,247.512,0.160185,247.114,248.022,247.672,247.351,0.400594
WP_HT_1292_20180810,222.343,9.20708,195.362,244.773,231.55,213.136,247.325,0.182801,246.877,247.909,247.508,247.142,2.10472
WP_HT_1292_20181011,224.132,8.37144,202.361,242.735,232.504,215.761,247.286,0.187465,246.825,247.885,247.473,247.098,4.09045
WP_HT_1292_20181109,224.126,8.69547,198.241,246.658,232.821,215.43,247.268,0.18955,246.802,247.876,247.458,247.079,0.14482
WP_HT_1292_20190912,223.792,9.37504,199.938,246.13,233.167,214.417,247.084,0.210597,246.566,247.769,247.295,246.874,0.435058
WP_HT_1293_20170214,295.342,8.40917,272.617,314.08,303.751,286.933,271.356,0.449214,270.089,272.438,271.805,270.907,0.178467
WP_HT_1293_20170316,296.856,8.49688,275.715,322.189,305.353,288.359,271.313,0.450589,270.046,272.405,271.764,270.863,3.31005
WP_HT_1293_20170516,295.258,8.28068,274.32,318.733,303.539,286.977,271.229,0.452674,269.964,272.339,271.682,270.776,1.98074
WP_HT_1293_20190314,292.403,9.07147,271.719,315.208,301.475,283.332,269.694,0.476181,268.558,271,270.171,269.218,0.718796
WP_HT_1293_20190613,295.397,8.85542,272.486,318.932,304.252,286.541,269.479,0.47786,268.338,270.806,269.957,269.001,1.68026
WP_HT_1297_20160711,313.029,9.21776,287.144,337.899,322.247,303.811,281.366,0.236642,280.677,281.912,281.602,281.129,5.23185
WP_HT_1297_20160912,314.122,9.16127,286.94,341.594,323.283,304.961,281.351,0.242641,280.646,281.917,281.594,281.108,5.02278
WP_HT_1297_20161012,314.476,8.43445,293.275,339.706,322.91,306.041,281.343,0.245406,280.631,281.919,281.588,281.097,11.3559
WP_HT_1297_20161114,313.621,9.25489,282.851,338.888,322.876,304.366,281.333,0.248175,280.615,281.92,281.581,281.085,0.930518
WP_HT_1297_20161212,314.098,8.72699,291.012,336.248,322.825,305.371,281.323,0.250484,280.598,281.919,281.573,281.072,9.09307
WA_HT_1300_20190101,284.142,8.60542,265.445,312.451,292.747,275.537,262.42,1.23791,259.239,264.756,263.658,261.182,0.689149
WP_HT_1304_20160712,248.6,8.90772,222.47,276.982,257.507,239.692,219.719,0.14352,219.334,220.081,219.863,219.576,2.38868
WP_HT_1304_20161013,248.668,8.88935,228.672,272.953,257.557,239.779,219.665,0.150949,219.267,220.045,219.816,219.514,8.62755
WP_HT_1304_20161212,248.797,9.00457,223.226,272.119,257.802,239.793,219.634,0.155372,219.23,220.029,219.79,219.479,3.19741
WP_HT_1304_20170109,249.267,9.08324,227.155,273.365,258.35,240.184,219.621,0.157353,219.214,220.025,219.778,219.464,7.12967
WP_HT_1304_20170213,247.939,9.32244,221.192,275.744,257.262,238.617,219.605,0.159763,219.196,220.021,219.765,219.446,1.17061
WP_HT_1304_20170317,250.934,9.05532,226.399,276.813,259.989,241.879,219.592,0.161908,219.179,220.018,219.754,219.43,6.38084
WP_HT_1304_20170413,249.452,9.17557,221.714,283.748,258.627,240.276,219.581,0.163677,219.166,220.015,219.744,219.417,1.69881
WP_HT_1304_20170515,247.715,9.46595,220.849,275.545,257.181,238.249,219.568,0.165731,219.152,220.013,219.734,219.403,0.836391
WP_HT_1304_20170615,248.01,9.40656,223.179,278.97,257.416,238.603,219.557,0.167678,219.138,220.011,219.725,219.389,3.16869
WP_HT_1304_20170808,250.5,9.1415,226.178,281.59,259.641,241.358,219.538,0.170983,219.117,220.008,219.709,219.367,6.17084
WP_HT_1304_20170915,248.699,8.68718,220.793,273.679,257.387,240.012,219.526,0.173254,219.103,220.006,219.7,219.353,0.786785
WP_HT_1304_20171215,248.116,8.53813,226.426,273.662,256.654,239.578,219.5,0.178505,219.072,220.003,219.679,219.322,6.42277
WP_HT_1304_20180216,247.483,9.17671,220.757,278.174,256.66,238.307,219.484,0.182017,219.053,220.003,219.666,219.302,0.754355
WP_HT_1304_20180416,247.82,9.8889,220.83,274.708,257.709,237.931,219.471,0.185231,219.038,220.002,219.656,219.285,0.827211
WP_HT_1304_20180510,248.4,8.84792,220.636,276.813,257.248,239.553,219.465,0.18652,219.031,220.003,219.652,219.279,0.633414
WP_HT_1304_20180711,249.229,9.02621,222.977,283.744,258.255,240.203,219.452,0.189804,219.016,220.003,219.642,219.263,2.97395
WP_HT_1304_20180809,248.766,9.37158,222.698,278.839,258.137,239.394,219.447,0.191322,219.01,220.003,219.638,219.256,2.6944
WP_HT_1304_20181112,250.338,8.47132,225.513,272.285,258.81,241.867,219.428,0.196226,218.987,220.003,219.624,219.232,5.50912
WP_HT_1304_20181219,248.498,8.83099,224.585,271.845,257.329,239.667,219.421,0.198097,218.98,220.004,219.62,219.223,4.58087
WP_HT_1304_20190412,247.837,9.20831,220.748,279.48,257.045,238.629,219.404,0.203786,218.958,220.007,219.608,219.2,0.741404
WP_HT_1304_20190510,249.041,8.87026,225.444,272.238,257.911,240.17,219.4,0.205168,218.953,220.007,219.605,219.195,5.43677
WP_HT_1304_20190614,246.624,8.86477,223.782,275.683,255.489,237.76,219.395,0.20689,218.947,220.008,219.602,219.188,3.77356
WP_HT_1304_20190816,249.464,9.09551,220.246,278.225,258.56,240.369,219.387,0.209968,218.937,220.01,219.597,219.177,0.235673
WP_HT_1304_20191213,249.723,9.09531,226.9,272.376,258.818,240.628,219.372,0.215737,218.918,220.013,219.588,219.156,6.88671
WA_HT_1352_20160701,180.166,9.02729,156.852,204.781,189.194,171.139,261.26,0.176934,260.681,261.746,261.437,261.083,55.9001
WA_HT_1352_20160801,175.659,8.97737,152.036,200.141,184.637,166.682,261.233,0.178921,260.649,261.722,261.412,261.054,60.508
WA_HT_1352_20160901,178.497,9.20734,150.207,208.499,187.705,169.29,261.205,0.180913,260.616,261.698,261.386,261.024,52.1174
WA_HT_1352_20161001,176.974,9.49114,148.377,201.611,186.465,167.483,261.177,0.182891,260.584,261.674,261.36,260.994,58.9727
WA_HT_1352_20161101,177.613,8.87403,150.172,202.998,186.487,168.739,261.15,0.184874,260.552,261.65,261.335,260.965,57.554
WA_HT_1352_20161201,180.455,9.83777,151.04,205.387,190.293,170.617,261.122,0.186873,260.519,261.626,261.309,260.935,55.1321
WA_HT_1352_20170101,182.857,8.94127,157.6,206.519,191.799,173.916,261.094,0.1889,260.486,261.601,261.283,260.905,53.9675
WA_HT_1352_20170201,183.875,9.30246,160.688,213.545,193.177,174.573,261.067,0.190823,260.455,261.578,261.258,260.877,46.9099
WA_HT_1352_20170301,184.625,9.55081,157.489,213.321,194.176,175.074,261.041,0.192732,260.425,261.555,261.234,260.848,47.1035
WA_HT_1352_20170401,184.901,9.26834,156.69,207.166,194.169,175.632,261.014,0.194688,260.394,261.532,261.209,260.819,53.2275
WA_HT_1352_20170501,181.205,9.31248,157.185,210.968,190.518,171.893,260.987,0.196649,260.362,261.508,261.184,260.791,49.3941
WA_HT_1352_20170601,179.705,9.54314,151.286,207.826,189.248,170.162,260.96,0.198629,260.331,261.484,261.159,260.761,52.5047
WA_HT_1352_20170701,176.6,9.0838,149.443,196.574,185.684,167.516,260.933,0.200621,260.299,261.46,261.133,260.732,63.725
WA_HT_1352_20170801,166.64,9.37798,136.316,193.13,176.017,157.262,260.904,0.202657,260.266,261.436,261.107,260.702,67.1361
WA_HT_1352_20170901,169.483,9.09406,141.713,193.971,178.577,160.389,260.875,0.204696,260.232,261.41,261.08,260.67,66.2613
WA_HT_1352_20171001,171.101,9.44027,146.192,208.501,180.541,161.661,260.847,0.206715,260.2,261.385,261.053,260.64,51.6988
WA_HT_1352_20171101,172.995,9.70525,145.004,199.858,182.7,163.29,260.82,0.208713,260.168,261.362,261.028,260.611,60.3104
WA_HT_1352_20171201,173.927,8.94589,145.25,197.821,182.873,164.981,260.793,0.210693,260.137,261.338,261.003,260.582,62.3162
WA_HT_1352_20180101,175.252,8.91819,150.838,203.191,184.171,166.334,260.764,0.212711,260.105,261.313,260.977,260.552,56.914
WA_HT_1352_20180201,176.425,9.28293,154.22,203.916,185.708,167.142,260.738,0.214624,260.074,261.29,260.952,260.523,56.1578
WA_HT_1352_20180301,176.515,9.6732,147.911,205.032,186.188,166.842,260.711,0.216537,260.043,261.266,260.928,260.494,55.0116
WA_HT_1352_20180401,175.514,9.21027,149.813,195.858,184.724,166.303,260.683,0.218527,260.012,261.242,260.902,260.465,64.1532
WA_HT_1352_20180501,173.905,9.61131,147,207.157,183.516,164.294,260.655,0.220522,259.98,261.217,260.876,260.435,52.823
WA_HT_1352_20180601,168.982,8.53465,146.205,189.555,177.517,160.448,260.627,0.222508,259.948,261.193,260.85,260.405,70.3929
WA_HT_1352_20180701,167.282,8.56719,143.996,193.987,175.849,158.715,260.6,0.22448,259.916,261.168,260.824,260.375,65.9293
WA_HT_1352_20180801,165.434,9.57051,132.394,189.521,175.005,155.864,260.572,0.226469,259.885,261.144,260.798,260.346,70.3637
WA_HT_1352_20180901,168.518,8.41903,143.474,197.476,176.937,160.099,260.544,0.228411,259.853,261.12,260.773,260.316,62.3772
WA_HT_1352_20181001,173.017,9.07836,149.028,201.293,182.096,163.939,260.516,0.230339,259.821,261.094,260.746,260.285,58.5281
WA_HT_1352_20181101,175.487,9.17103,149.826,206.411,184.658,166.316,260.489,0.232112,259.791,261.07,260.721,260.257,53.38
WA_HT_1352_20181201,177.879,8.74252,155.683,202.118,186.622,169.137,260.464,0.233758,259.764,261.046,260.697,260.23,57.646
WA_HT_1352_20190101,179.517,8.40563,157.755,201.189,187.923,171.112,260.434,0.235439,259.732,261.019,260.669,260.198,58.5424
WA_HT_1352_20190201,181.916,8.93262,153.908,209.198,190.849,172.984,260.408,0.236988,259.703,260.998,260.645,260.171,50.5052
WA_HT_1352_20190301,180.852,9.4512,156.896,214.053,190.304,171.401,260.383,0.238524,259.676,260.978,260.621,260.144,45.6236
WA_HT_1352_20190401,178.44,9.07357,150.403,200.255,187.514,169.367,260.351,0.240261,259.641,260.951,260.591,260.11,59.3854
WA_HT_1352_20190501,178.57,8.59326,155.084,199.683,187.164,169.977,260.31,0.242115,259.597,260.917,260.552,260.068,59.9131
WA_HT_1352_20190601,177.274,9.45354,155.907,206.228,186.728,167.821,260.28,0.243836,259.564,260.892,260.524,260.036,53.3364
WA_HT_1352_20190701,175.318,9.07862,141.543,200.326,184.396,166.239,260.255,0.24539,259.537,260.871,260.5,260.01,59.2111
WA_HT_1352_20190801,169.342,9.11152,140.916,192.382,178.453,160.23,260.23,0.246979,259.509,260.851,260.477,259.983,67.1276
WA_HT_1352_20190901,167.037,9.4094,139.795,197.093,176.446,157.627,260.216,0.248497,259.493,260.84,260.465,259.968,62.4005
WA_HT_1352_20191001,166.293,9.11435,138.498,188.644,175.407,157.178,260.192,0.250155,259.466,260.819,260.442,259.942,70.8221
WA_HT_1352_20191101,168.8,8.98582,141.379,197.109,177.786,159.814,260.165,0.251865,259.435,260.797,260.417,259.913,62.3263
WA_HT_1352_20191201,171.054,8.9138,141.433,205.785,179.968,162.141,260.134,0.253617,259.401,260.772,260.388,259.881,53.6168
WA_HT_1393_20180701,222.76,8.01231,197.006,243.872,230.773,214.748,247.717,0.186771,247.128,248.319,247.904,247.53,3.25573
