iteration,total_runs,obs_realization,par_realization,zball,zb003,zb007,zb005,zb001,zb002,zb006,zb004,burnin,valid,oobs
1,630,68,68,0.734985,192108,32328.3,198012,716575,862252,214921,283077,0,0,0
1,630,69,69,0.824816,192054,32074.3,197694,694870,847955,204828,278900,0,0,0
1,630,70,70,0.843116,192184,31557.7,198796,694613,843601,201868,280643,0,0,0
1,630,72,72,0.861973,192989,32285.9,198502,685154,844046,199984,279313,0,0,0
1,630,75,75,0.909785,191232,31375.4,196004,686412,834070,196093,278039,0,0,0
1,630,76,76,0.861546,192260,31929,197063,689393,854852,202791,280583,0,0,0
1,630,78,78,0.839136,191848,33712.1,197009,702060,838986,198011,279927,0,0,0
1,630,80,80,0.802744,191972,32730.2,194076,708062,849555,205922,280223,0,0,0
1,630,81,81,0.873164,192239,32322.6,195574,687334,847576,200678,280981,0,0,0
1,630,82,82,0.848838,193034,32576.5,197641,683429,833757,204252,282501,0,0,0
1,630,84,84,0.8966,191729,32419.3,198517,687175,840485,198410,278186,0,0,0
1,630,86,86,0.832908,192250,32962.3,196071,690090,845317,200052,282401,0,0,0
1,630,87,87,0.834506,192329,31836.1,197035,688397,846633,203193,280322,0,0,0
1,630,88,88,0.917811,191828,32135.8,197015,692213,839983,195508,278988,0,0,0
1,630,89,89,0.805572,191907,30809.9,199187,685261,846968,210645,284559,0,0,0
1,630,90,90,0.800455,192319,31936.4,197140,687987,836401,208135,283467,0,0,0
1,630,91,91,0.880493,192044,31778.8,197057,688015,859786,196322,282609,0,0,0
1,630,92,92,0.842952,191990,32127.8,197133,686490,853587,199763,282516,0,0,0
1,630,93,93,0.845755,191770,31075.9,197667,685516,843255,202668,284238,0,0,0
1,630,94,94,0.843391,192696,32728.9,199659,689967,837017,202222,279664,0,0,0
1,630,95,95,0.885699,191798,32272.2,198508,684981,833392,197811,278484,0,0,0
1,630,97,97,0.886834,192361,31803.3,197568,689556,838560,192090,280343,0,0,0
1,630,98,98,0.848232,192264,31312.4,199415,688567,975228,202520,318309,0,0,0
1,630,100,100,0.896188,191826,31143.3,197658,699111,895794,197024,288937,0,0,0
1,630,101,101,0.853401,191904,32091.6,196706,685581,830487,197109,276461,0,0,0
1,630,102,102,0.831125,192777,31846.7,197695,689037,854218,202407,278760,0,0,0
1,630,103,103,0.862214,192038,32770.8,197959,690318,842857,195890,279301,0,0,0
1,630,104,104,0.85825,192560,32098.8,197084,690091,836032,191862,276549,0,0,0
1,630,105,105,0.843057,192071,31934.9,195274,687805,832053,201942,280614,0,0,0
1,630,107,107,0.872894,192515,31557.1,198657,689156,839797,199669,281857,0,0,0
1,630,108,108,0.860779,192183,33076.9,196459,685712,846594,197392,285508,0,0,0
1,630,109,109,0.819107,192241,31853.4,195877,686922,837489,202231,279223,0,0,0
1,630,111,111,0.852008,192199,31195,197467,690966,831978,197182,279034,0,0,0
1,630,112,112,0.843256,192568,33374.8,198886,688296,841992,197550,279038,0,0,0
1,630,113,113,0.921987,192491,32853.4,199544,690311,840384,196739,280450,0,0,0
1,630,114,114,0.854946,192038,32701.7,198299,686711,835157,199879,285723,0,0,0
1,630,116,116,0.859458,192747,30938.5,196031,694972,848374,203049,279216,0,0,0
1,630,117,117,0.806053,192709,32300.1,199102,685973,844638,205274,280527,0,0,0
1,630,118,118,0.924163,191639,31609.4,197189,687167,835369,196240,280453,0,0,0
1,630,119,119,0.872766,192832,32018.6,196946,688516,832894,196500,282850,0,0,0
1,630,120,120,0.854192,191842,32027.3,196889,689232,838139,203664,279017,0,0,0
1,630,122,122,0.894628,192099,33206.7,195902,688233,835788,195514,277510,0,0,0
1,630,123,123,0.860494,192838,31993.2,200727,776016,895315,199890,279476,0,0,0
1,630,124,124,0.892534,192253,32124.2,198580,699315,847572,195290,276653,0,0,0
1,630,125,125,0.847396,191754,32682.9,198632,702338,840099,193717,277868,0,0,0
1,630,126,126,0.88555,192158,32066.6,196421,686690,840738,194955,278079,0,0,0
1,630,127,127,0.856165,191482,33219,197500,689692,838776,193520,276294,0,0,0
1,630,128,128,0.897422,192259,32575.6,197190,687681,838541,198684,281668,0,0,0
1,630,129,129,0.793551,192112,32123.1,197836,689234,983841,204377,321233,0,0,0
1,630,130,130,0.856751,191706,32224.1,196498,686058,841518,202645,283962,0,0,0
1,630,131,131,0.886746,191426,31670.6,197093,685703,833968,201672,283677,0,0,0
1,630,132,132,0.870926,192388,32784.5,195844,685244,846553,198186,285869,0,0,0
1,630,133,133,0.784673,192688,31499.5,197442,688969,847176,204781,278227,0,0,0
1,630,134,134,0.837626,191643,30990,199999,686817,856190,202623,280720,0,0,0
1,630,135,135,0.849337,192960,30887.6,198738,694027,839179,197908,279033,0,0,0
1,630,136,136,0.885165,192117,31535.2,196727,687120,843907,197358,281103,0,0,0
1,630,137,137,0.84451,192043,32005.2,197789,688770,843636,204707,285316,0,0,0
1,630,139,139,0.869475,192643,32272.8,199256,693602,831064,196035,275544,0,0,0
1,630,140,140,0.853777,191476,33174.2,197120,683947,834714,194888,281844,0,0,0
1,630,143,143,0.881377,192324,33562.1,195515,686174,828579,195151,276248,0,0,0
1,630,144,144,0.795504,191431,32430,197412,719704,924761,205550,291188,0,0,0
1,630,145,145,0.862172,192863,32512.2,197940,688620,836828,198007,281567,0,0,0
1,630,147,147,0.896501,192231,31715.8,198827,686400,832586,197987,277342,0,0,0
1,630,148,148,0.7909,192033,31987.1,196005,696528,850237,205305,279683,0,0,0
1,630,149,149,0.848797,192666,32942.7,198332,686179,827119,195579,279147,0,0,0
1,630,150,150,0.795487,192603,31663.5,199062,759085,887411,205641,278458,0,0,0
1,630,151,151,0.847213,192046,32912,196613,685282,842810,202835,283744,0,0,0
1,630,152,152,0.884814,192479,30942.6,199634,716683,852310,200293,281735,0,0,0
1,630,154,154,0.912882,191447,31744.1,197548,695410,842119,195645,279688,0,0,0
1,630,156,156,0.737923,192103,32214.5,197647,687849,859415,214501,287628,0,0,0
1,630,157,157,0.799581,191787,33651.7,197499,695969,844252,204187,281273,0,0,0
1,630,160,160,0.893097,191751,31339.9,197279,697924,848154,193316,275207,0,0,0
1,630,161,161,0.92393,192214,31330.2,196007,688050,840728,196267,279336,0,0,0
1,630,162,162,0.90948,191562,31902.7,197437,694336,842941,192955,281196,0,0,0
1,630,163,163,0.905013,191038,31398.9,196205,686164,845219,199421,280643,0,0,0
1,630,164,164,0.843184,192116,32278,198527,689668,835678,199535,283193,0,0,0
1,630,165,165,0.886364,191805,33562.9,198062,686358,839355,196843,278683,0,0,0
1,630,166,166,0.853648,191874,32434.8,197638,784631,894150,199580,284782,0,0,0
1,630,168,168,0.809026,192240,32320.4,196868,691511,833585,204325,284005,0,0,0
1,630,169,169,0.826487,192159,32232,196465,692541,928677,205903,307777,0,0,0
1,630,171,171,0.787917,192053,32689.8,197059,693445,847447,209040,281074,0,0,0
1,630,172,172,0.812354,192098,31270.1,197786,691482,846205,206368,277999,0,0,0
1,630,173,173,0.865414,192252,31673.5,198156,689290,833494,198658,279910,0,0,0
1,630,174,174,0.87705,192760,31686.9,197013,687279,832227,195995,280777,0,0,0
1,630,175,175,0.813726,192254,32598.6,198944,686356,851365,206829,281523,0,0,0
1,630,176,176,0.766134,191830,32876.5,197684,800442,922298,207957,279855,0,0,0
1,630,177,177,0.840954,192497,30403.5,198147,689952,976097,205755,316660,0,0,0
1,630,178,178,0.855562,192169,32382.6,196949,686984,850154,200338,275341,0,0,0
1,630,179,179,0.904493,192329,32690.1,197271,686094,832849,191777,274078,0,0,0
1,630,180,180,0.867105,192212,32837.1,197323,687560,841803,198273,281583,0,0,0
1,630,181,181,0.871427,191792,31985.4,197266,688208,836605,201087,279358,0,0,0
1,630,184,184,0.766289,192425,31413.9,197098,785632,909146,212284,281935,0,0,0
1,630,186,186,0.83666,192356,32368.9,197238,687675,931425,201781,307524,0,0,0
1,630,187,187,0.860986,192471,31858.2,198141,713351,854533,198736,284422,0,0,0
1,630,188,188,0.877641,191789,31886.5,198588,683655,838849,195999,281148,0,0,0
1,630,189,189,0.855828,191526,32923.6,196441,686407,832644,197665,279467,0,0,0
1,630,190,190,0.883768,192113,33444.3,197851,686783,841051,196157,275474,0,0,0
1,630,191,191,0.874465,191712,31604.2,198254,709227,845211,202269,283745,0,0,0
1,630,192,192,0.834042,192473,31457.9,198730,701818,846166,201847,283060,0,0,0
1,630,193,193,0.81373,191737,30732.1,198937,703325,850861,201815,281541,0,0,0
1,630,194,194,0.814292,192387,34046.2,198412,687185,841064,202795,281882,0,0,0
1,630,196,196,0.850388,192403,32274.2,197941,688561,837196,196519,282627,0,0,0
1,630,197,197,0.825505,192101,33112.6,196843,688529,843290,203847,280337,0,0,0
1,630,198,198,0.859263,193199,32185.4,199293,686250,834916,194482,282833,0,0,0
1,630,200,200,0.820941,192223,33089.3,197965,692069,837651,199848,280670,0,0,0
1,630,201,201,0.839525,191519,33530.8,196917,692536,848085,198204,279951,0,0,0
1,630,202,202,0.79176,192665,31969.3,197902,697381,845433,206983,284386,0,0,0
1,630,203,203,0.874399,192421,31522,198015,691783,939690,198528,313092,0,0,0
1,630,204,204,0.853946,191406,32927,195432,692792,843339,202449,280276,0,0,0
1,630,205,205,0.854613,192462,31057.8,199328,695909,854262,204164,279162,0,0,0
1,630,206,206,0.898126,192655,32510.8,199015,695735,836029,200172,279038,0,0,0
1,630,207,207,0.892824,192122,31602,197443,684266,846937,196088,284115,0,0,0
1,630,208,208,0.885634,192333,34207.7,197688,713984,840576,196400,283339,0,0,0
1,630,209,209,0.791147,191931,32153.3,197820,688135,853416,209374,280892,0,0,0
1,630,210,210,0.877095,191353,32644,196329,683488,845580,197726,282936,0,0,0
1,630,211,211,0.778165,192347,33548.2,196465,689068,842130,212177,283509,0,0,0
1,630,212,212,0.90125,192031,31157.7,197791,685935,841058,190164,274654,0,0,0
1,630,213,213,0.791599,191697,33657.8,195800,691156,850319,205877,279539,0,0,0
1,630,214,214,0.855046,191865,31628.9,196819,683894,843723,202212,285996,0,0,0
1,630,215,215,0.901546,192351,31402,197272,698255,846293,193494,279363,0,0,0
1,630,216,216,0.86536,191790,32703.6,197304,688687,843364,194802,277190,0,0,0
1,630,217,217,0.852545,191795,32417.6,197394,691698,835851,197997,275767,0,0,0
1,630,218,218,0.867365,192194,31417,198448,690857,833968,200542,281834,0,0,0
1,630,219,219,0.869075,191791,30826.7,196997,692699,879306,199778,288645,0,0,0
1,630,223,223,0.940069,192369,31146.3,199219,689640,883018,193571,283965,0,0,0
1,630,224,224,0.864515,191958,31541.5,197405,685998,836170,196809,277935,0,0,0
1,630,225,225,0.801906,192105,33308.5,196804,689592,843133,209280,283687,0,0,0
1,630,226,226,0.798361,192258,32689.8,198133,694277,853816,205533,281504,0,0,0
1,630,227,227,0.870575,192053,31431.6,197672,723296,852404,198496,278329,0,0,0
1,630,229,229,0.887591,192570,33107.3,199005,686257,839546,198670,283215,0,0,0
1,630,230,230,0.807592,192067,31421.3,196801,689058,844844,208547,278219,0,0,0
1,630,231,231,0.877121,192152,33158.4,196802,684744,853786,196371,285868,0,0,0
1,630,232,232,0.794572,192351,31789.9,197947,690477,845825,214716,279810,0,0,0
1,630,233,233,0.84717,192213,31400.8,198816,698371,869745,198469,283836,0,0,0
1,630,235,235,0.885729,192968,32712.3,197720,690626,957206,193932,313338,0,0,0
1,630,237,237,0.860992,191470,32269,198080,693726,834517,203762,281701,0,0,0
1,630,239,239,0.839545,192314,32517,197496,682960,859463,199885,282547,0,0,0
1,630,241,241,0.856067,192282,32706.3,198478,696335,836286,201661,285508,0,0,0
1,630,243,243,0.825168,192984,31218,197750,704436,849992,205544,283772,0,0,0
1,630,244,244,0.872844,192548,32556.1,196114,687499,838994,202407,285075,0,0,0
1,630,245,245,0.794608,192041,32133.6,196850,689644,841854,207378,282517,0,0,0
1,630,247,247,0.803633,192660,31147.1,197978,688358,844152,208956,278403,0,0,0
1,630,248,248,0.846814,192010,32924.7,197796,698758,839321,196522,276936,0,0,0
1,630,249,249,0.890998,192423,31936.3,198197,686123,842270,191602,280436,0,0,0
1,630,250,250,0.83814,191541,32589.7,196208,684960,848529,199861,282336,0,0,0
1,630,252,252,0.866861,192103,32540.5,196460,690067,853773,200028,286158,0,0,0
1,630,254,254,0.809742,192882,33374.2,198032,686491,829489,196532,276599,0,0,0
1,630,255,255,0.903629,191501,31410.2,194441,683202,888565,198373,296296,0,0,0
1,630,256,256,0.854244,192000,31486.1,196478,701881,841584,199922,277528,0,0,0
1,630,257,257,0.817776,192288,32663.9,197604,694410,846461,208730,281439,0,0,0
1,630,258,258,0.871501,192254,31168.7,197856,692845,845006,197820,278942,0,0,0
1,630,259,259,0.80068,192369,32816.5,196237,684017,859536,202290,281126,0,0,0
1,630,260,260,0.848987,191461,32269,198710,701702,858080,198420,276839,0,0,0
1,630,261,261,0.875711,191764,33637.2,197177,686721,836643,198645,282814,0,0,0
1,630,262,262,0.864139,192198,31565.1,198638,688781,836806,198822,281161,0,0,0
1,630,263,263,0.789282,192300,32194.3,198784,688997,853758,209057,284766,0,0,0
1,630,264,264,0.828719,192380,32816.3,196824,687226,847592,201762,279431,0,0,0
1,630,266,266,0.80784,192268,33235.5,198990,686131,849649,201127,277176,0,0,0
1,630,267,267,0.912758,191886,32072.4,200062,691133,837765,197924,276760,0,0,0
1,630,268,268,0.89175,192165,32636.8,196924,742997,864790,199268,277378,0,0,0
1,630,269,269,0.849184,191594,32359.4,196809,684837,835602,203878,282284,0,0,0
1,630,270,270,0.871366,191854,31732.3,196867,686322,962306,200166,317879,0,0,0
1,630,272,272,0.791976,192706,31732,197752,687128,851956,205996,283938,0,0,0
1,630,273,273,0.813666,191661,30864.5,197997,707174,845409,206663,279308,0,0,0
1,630,274,274,0.778173,192148,32069.7,197788,731565,859476,206672,277258,0,0,0
1,630,276,276,0.847578,192288,32439.3,196768,693697,839235,202256,280055,0,0,0
1,630,278,278,0.88861,192345,31394.2,196142,694260,834771,198807,277950,0,0,0
1,630,279,279,0.889531,192053,33087.9,197384,689919,836157,194043,280189,0,0,0
1,630,280,280,0.918204,191145,31611.2,198071,683674,830866,201248,281429,0,0,0
1,630,281,281,0.883214,192402,31412.1,198101,689943,853118,197722,286580,0,0,0
1,630,282,282,0.869949,191710,33704.3,196473,724733,875190,197319,281834,0,0,0
1,630,285,285,0.780806,192172,31188.2,199094,700422,854114,207210,276801,0,0,0
1,630,286,286,0.84028,192648,31369.6,197870,687868,850463,201909,278484,0,0,0
1,630,287,287,0.815881,192369,33252.4,198574,687651,838373,206034,284592,0,0,0
1,630,288,288,0.821454,191093,31150.5,195367,695827,839249,205892,276913,0,0,0
1,630,290,290,0.854034,192427,32133.1,197825,687252,831302,201548,285728,0,0,0
1,630,292,292,0.879025,192137,32041.2,198320,692189,1.01832e+06,196005,332894,0,0,0
1,630,293,293,0.821687,191772,32970.6,198159,689263,836935,198379,279703,0,0,0
1,630,294,294,0.817781,192381,32613.4,197565,695229,844554,207764,281093,0,0,0
1,630,295,295,0.82989,191419,32876,197303,702919,857158,204735,281994,0,0,0
1,630,296,296,0.884869,191486,31609.2,195861,693949,844645,197941,278440,0,0,0
1,630,297,297,0.841413,192048,31572.3,198994,691075,833039,202765,280213,0,0,0
1,630,298,298,0.798489,192336,31287.4,198179,688167,852417,209148,282359,0,0,0
1,630,base,base,0.867113,192084,32299,197866,688434,834264,195462,278175,0,0,0
2,1019,0,0,0.861333,192196,31846.8,198569,685753,841819,203611,282333,0,0,0
2,1019,1,1,0.860265,191943,32694.8,196648,707815,845413,200583,281224,0,0,0
2,1019,2,2,0.83517,192239,33421.9,196174,687340,836885,205011,286817,0,0,0
2,1019,4,4,0.83402,192099,32669,195642,691604,917392,194298,301495,0,0,0
2,1019,5,5,0.824429,191717,32120.2,197260,697251,843498,204916,279221,0,0,0
2,1019,6,6,0.875022,191631,32063.3,198478,686127,836676,198084,277337,0,0,0
2,1019,7,7,0.879567,192007,31787.1,196387,690853,864243,193733,274303,0,0,0
2,1019,8,8,0.839671,192665,32925.3,197780,695455,848606,196094,277992,0,0,0
2,1019,9,9,0.813134,192198,30708.9,197866,687768,863215,209188,286927,0,0,0
2,1019,10,10,0.884248,191929,32404.1,196718,693157,834283,197182,282366,0,0,0
2,1019,11,11,0.90617,191565,32348.2,198135,689692,851739,196801,286524,0,0,0
2,1019,12,12,0.883241,192027,32254.8,196349,699030,839522,196553,282986,0,0,0
2,1019,13,13,0.90907,192126,32052.5,196371,685390,842035,193972,278809,0,0,0
2,1019,14,14,0.859085,192363,32910.3,197387,688678,830987,196987,281994,0,0,0
2,1019,15,15,0.796581,191350,32368.3,196416,684713,853822,207776,280098,0,0,0
2,1019,16,16,0.773509,191877,33234.7,196677,690266,874698,209899,283687,0,0,0
2,1019,17,17,0.875575,192490,32927,199303,707906,848445,196123,282916,0,0,0
2,1019,18,18,0.85889,192101,32935.2,196939,690007,838920,197199,282915,0,0,0
2,1019,19,19,0.783973,191615,32863.1,197349,711707,850829,215146,282294,0,0,0
2,1019,20,20,0.880057,191515,33430.5,197605,685277,854579,195330,286287,0,0,0
2,1019,21,21,0.815139,192127,31898.1,196351,687856,843621,206455,278977,0,0,0
2,1019,22,22,0.877085,192424,33623.1,198086,687733,838026,197337,279258,0,0,0
2,1019,24,24,0.877517,192163,32876.1,197401,686491,832673,199757,283218,0,0,0
2,1019,25,25,0.863678,192103,32040.3,195843,685371,842694,205375,282754,0,0,0
2,1019,26,26,0.799461,192775,33475.9,197008,685894,837191,203066,282623,0,0,0
2,1019,27,27,0.863883,191863,32643.3,196669,692701,835044,196950,278666,0,0,0
2,1019,30,30,0.921275,191263,31894.5,196840,708949,842284,193049,272903,0,0,0
2,1019,31,31,0.903319,191651,34830.9,199837,685033,831452,194978,282082,0,0,0
2,1019,32,32,0.877779,191942,32542.8,197559,802873,911307,199719,281803,0,0,0
2,1019,36,36,0.894803,191817,31756.3,197160,711677,881168,195722,290326,0,0,0
2,1019,37,37,0.917721,192058,31379.4,196581,725496,859361,198158,280389,0,0,0
2,1019,38,38,0.784279,191827,31791.7,198998,687541,838460,203754,281656,0,0,0
2,1019,40,40,0.838455,191988,32966.6,196947,685406,854104,205625,285159,0,0,0
2,1019,42,42,0.880526,191541,32501.2,197844,684792,838893,202653,288172,0,0,0
2,1019,43,43,0.784904,191791,32190.6,197604,727773,867433,208559,282552,0,0,0
2,1019,44,44,0.88653,192113,32662.1,197847,688028,834473,192389,278062,0,0,0
2,1019,45,45,0.881494,192266,32315.9,199030,691763,839569,197217,277473,0,0,0
2,1019,50,50,0.827747,192130,32345.8,196018,686333,869881,199836,291018,0,0,0
2,1019,51,51,0.867585,192564,32848.4,196541,685659,846703,195493,278276,0,0,0
2,1019,52,52,0.809115,191777,32382.1,198433,686158,851882,209152,287037,0,0,0
2,1019,53,53,0.824715,192206,31692.9,198308,690832,848306,209992,286114,0,0,0
2,1019,57,57,0.847204,191751,31740.2,196440,695592,956630,200030,312417,0,0,0
2,1019,58,58,0.856999,191985,32649.6,197089,694805,840292,199466,283333,0,0,0
2,1019,60,60,0.817618,192499,32217.4,197534,686731,1.06972e+06,205243,353072,0,0,0
2,1019,62,62,0.896166,192062,32668.6,197551,685105,833891,196735,281033,0,0,0
2,1019,63,63,0.858034,190993,31786.4,196973,691316,836130,201486,286542,0,0,0
2,1019,64,64,0.877668,192114,33332.8,196708,689648,837454,200085,283623,0,0,0
2,1019,65,65,0.915202,192268,31682.5,194374,687490,843134,194498,282636,0,0,0
2,1019,67,67,0.890358,191409,29957.2,196846,685312,830022,199332,283291,0,0,0
2,1019,68,68,0.743297,192039,32495.4,197945,732933,865265,211666,280871,0,0,0
2,1019,69,69,0.822868,192020,32168.7,197607,694495,850714,205004,279392,0,0,0
2,1019,70,70,0.846148,192149,31669.8,198723,697493,845066,200923,280526,0,0,0
2,1019,72,72,0.866117,192953,32394.7,197937,685114,840885,199561,278473,0,0,0
2,1019,75,75,0.913008,191206,31495.2,195785,686232,837574,197184,279999,0,0,0
2,1019,76,76,0.876741,192225,32008.1,196972,688959,859244,201937,283014,0,0,0
2,1019,78,78,0.841774,191758,33864.8,196842,700791,837191,198024,280232,0,0,0
2,1019,80,80,0.790293,191951,32776.1,194059,712145,856002,207360,280780,0,0,0
2,1019,81,81,0.892871,192226,32482.9,195322,685972,836346,199105,278863,0,0,0
2,1019,82,82,0.858973,192988,32707,197539,683257,832023,201890,281799,0,0,0
2,1019,84,84,0.902381,191696,32499.6,198392,686818,857835,197319,283189,0,0,0
2,1019,86,86,0.84357,192215,33050.9,195987,689678,850853,198511,283775,0,0,0
2,1019,87,87,0.845143,192319,31958.1,196876,687812,843166,198949,278365,0,0,0
2,1019,88,88,0.920604,191743,32232.8,196938,694500,836051,193608,277165,0,0,0
2,1019,89,89,0.806867,191897,30970.3,199089,685069,848411,209022,284342,0,0,0
2,1019,90,90,0.813737,192286,32037.1,196963,686858,835478,206114,284089,0,0,0
2,1019,91,91,0.886146,192013,31825.3,196955,687558,839299,192311,275955,0,0,0
2,1019,92,92,0.857305,191963,32223.2,197031,686004,843342,198411,279915,0,0,0
2,1019,93,93,0.871986,191777,31169.3,197345,685043,818505,189463,274793,0,0,0
2,1019,94,94,0.852817,192684,32826.7,199598,688540,841524,200958,281535,0,0,0
2,1019,95,95,0.887269,191768,32438.2,198369,684582,837962,198952,280703,0,0,0
2,1019,97,97,0.887214,192338,31923.1,197334,688143,912908,196224,303321,0,0,0
2,1019,98,98,0.857524,192264,31375.7,199332,687825,843223,200897,277962,0,0,0
2,1019,100,100,0.896318,191808,31151.6,197553,699333,892772,196575,287087,0,0,0
2,1019,101,101,0.858626,191879,32123.2,196622,685640,830158,197577,276681,0,0,0
2,1019,102,102,0.826807,192749,31926.4,197655,690722,851962,202818,277144,0,0,0
2,1019,103,103,0.870012,191987,32879.6,197874,689854,848876,195091,281027,0,0,0
2,1019,104,104,0.860162,192539,32225.8,196882,689011,837223,198510,280233,0,0,0
2,1019,105,105,0.858645,192026,32046.6,195172,687354,909794,202700,304400,0,0,0
2,1019,107,107,0.88492,192460,31673.5,198643,690113,832810,198062,280222,0,0,0
2,1019,108,108,0.867762,192169,33136.8,196338,685232,843159,196484,284407,0,0,0
2,1019,109,109,0.829978,192191,31978.5,195785,686805,847832,203030,282556,0,0,0
2,1019,111,111,0.86846,192170,31303.9,197277,690140,834205,198743,281498,0,0,0
2,1019,114,114,0.855649,192051,32849.5,198034,685282,832826,200233,286676,0,0,0
2,1019,116,116,0.869907,192668,30999.3,195904,697588,849421,201410,278523,0,0,0
2,1019,117,117,0.825669,192708,32389.1,198950,686087,846192,203934,282503,0,0,0
2,1019,118,118,0.925,191603,31745,197040,686473,834569,196930,281389,0,0,0
2,1019,119,119,0.876848,192783,32082.3,196828,688412,829619,199418,283636,0,0,0
2,1019,120,120,0.878207,191783,32131.6,196811,688007,838536,201348,279549,0,0,0
2,1019,122,122,0.907876,192068,33237,195825,688425,838112,195409,278269,0,0,0
2,1019,123,123,0.866187,192805,32105.2,200642,756669,874363,197375,277531,0,0,0
2,1019,124,124,0.896769,192176,32279.2,198599,713893,858793,195314,277847,0,0,0
2,1019,125,125,0.851237,191697,32817.3,198585,702719,948580,196537,310865,0,0,0
2,1019,126,126,0.887285,192147,32165.5,196278,686637,894883,194407,293402,0,0,0
2,1019,127,127,0.860766,191424,33383.8,197438,690774,837241,194840,277136,0,0,0
2,1019,128,128,0.900436,192226,32746.4,196980,686113,831633,196526,280361,0,0,0
2,1019,129,129,0.799125,192076,32238.9,197760,690729,923956,199113,301200,0,0,0
2,1019,130,130,0.854778,191696,32437.3,196337,686259,834962,202552,283183,0,0,0
2,1019,131,131,0.886808,191363,31852.3,196992,685504,833945,202478,285275,0,0,0
2,1019,132,132,0.880884,192384,32886.2,195600,684475,842511,198188,285492,0,0,0
2,1019,133,133,0.796122,192658,31673.2,197353,688363,852856,206989,281321,0,0,0
2,1019,134,134,0.853827,191577,31073.5,199898,686117,850910,200682,280042,0,0,0
2,1019,135,135,0.871877,192931,30996.7,198614,692871,842810,196829,281366,0,0,0
2,1019,136,136,0.887752,192080,31660,196527,686544,837058,197296,280251,0,0,0
2,1019,137,137,0.863962,192022,32188.6,197603,687207,839003,201913,284696,0,0,0
2,1019,139,139,0.872349,192609,32459.6,199141,692362,836003,198526,278813,0,0,0
2,1019,140,140,0.860513,191477,33304,196817,684979,839012,195783,283905,0,0,0
2,1019,143,143,0.884344,192320,33714.4,195205,685194,838810,199987,281659,0,0,0
2,1019,144,144,0.797473,191392,32461.1,197373,719420,1.15161e+06,199658,366195,0,0,0
2,1019,145,145,0.866012,192793,32612.7,197832,689071,838054,197593,281953,0,0,0
2,1019,147,147,0.903657,192165,31929.6,198117,685863,830849,198820,278548,0,0,0
2,1019,148,148,0.792652,191966,32173.7,195867,696747,847590,204943,279340,0,0,0
2,1019,149,149,0.850685,192660,33114.1,198183,685807,827234,197558,281244,0,0,0
2,1019,150,150,0.802314,192536,31810.5,199025,783994,904670,204967,278580,0,0,0
2,1019,151,151,0.861421,191997,33028.1,196408,685273,850765,200498,285507,0,0,0
2,1019,152,152,0.896732,192449,31043.7,199606,719376,856384,199657,282792,0,0,0
2,1019,154,154,0.913833,191356,31929.9,197349,702501,841961,196097,279566,0,0,0
2,1019,156,156,0.757974,192022,32418.9,197537,687898,836378,212111,282131,0,0,0
2,1019,157,157,0.815334,191720,33809.5,197443,698358,838300,200076,278810,0,0,0
2,1019,160,160,0.905002,191688,31501.5,197270,703206,853130,192047,275739,0,0,0
2,1019,161,161,0.926448,192191,31404.6,195834,687472,834386,194220,277541,0,0,0
2,1019,162,162,0.910902,191509,32016,197436,709212,893964,194188,294513,0,0,0
2,1019,163,163,0.908392,190999,31623.7,195817,685065,849248,198955,282977,0,0,0
2,1019,164,164,0.843827,192060,32386.2,198377,689428,833095,196531,281769,0,0,0
2,1019,166,166,0.858109,191831,32594.6,197476,746179,859364,200448,284883,0,0,0
2,1019,168,168,0.827109,192213,32462.4,196730,690051,832535,202702,284837,0,0,0
2,1019,171,171,0.810957,192015,32829.7,196805,690924,846450,206905,282533,0,0,0
2,1019,172,172,0.820437,192059,31299.7,197692,690165,848734,207145,278963,0,0,0
2,1019,173,173,0.869848,192189,31861.1,198032,687876,834047,199409,281200,0,0,0
2,1019,174,174,0.883196,192705,31873,196828,686260,841386,195231,283713,0,0,0
2,1019,175,175,0.82948,192191,32755.4,198912,686523,860160,205447,284529,0,0,0
2,1019,176,176,0.789346,191832,32956.3,197530,712033,890748,205795,289732,0,0,0
2,1019,177,177,0.842328,192491,30521,198102,689220,883845,207987,289242,0,0,0
2,1019,178,178,0.856358,192148,32449,196863,686437,856519,196365,275397,0,0,0
2,1019,179,179,0.907416,192259,32874.3,196821,687736,840714,196113,277710,0,0,0
2,1019,180,180,0.879405,192205,33013,197241,686630,840993,197059,282138,0,0,0
2,1019,181,181,0.886799,191749,32126.9,197152,687712,835012,199750,279283,0,0,0
2,1019,184,184,0.773577,192394,31630.7,196530,763521,883930,209805,279691,0,0,0
2,1019,186,186,0.84788,192349,32417.1,197091,687454,863362,199560,286246,0,0,0
2,1019,187,187,0.862151,192363,32107.3,198032,721893,847578,198046,282218,0,0,0
2,1019,188,188,0.87875,191764,32004.6,198303,683049,829364,194141,279513,0,0,0
2,1019,189,189,0.857242,191449,33020.7,196188,687125,839604,198442,281999,0,0,0
2,1019,190,190,0.88595,192073,33574.4,197709,686334,842974,197991,277322,0,0,0
2,1019,191,191,0.880918,191682,31780.7,198199,710573,857822,200908,287794,0,0,0
2,1019,192,192,0.849001,192412,31618.6,198587,709361,852605,200766,284689,0,0,0
2,1019,193,193,0.836045,191683,30868.5,198843,706466,853322,199183,282413,0,0,0
