name,value,group,weight
wp_cc_7141_20170215,403.509,zb007,0.5
wp_cc_7141_20170228,404.207,zb007,0.5
wp_cc_7141_20170315,404.808,zb007,0.5
wp_cc_7141_20170329,404.857,zb007,0.5
wp_cc_7141_20170412,404.768,zb007,0.5
wp_cc_7141_20170428,404.759,zb007,0.5
wp_cc_7141_20170515,392.491,zb007,0.5
wp_cc_7141_20170530,399.215,zb007,0.5
wp_cc_7141_20170615,395.045,zb007,0.5
wp_cc_7141_20170629,391.988,zb007,0.5
wp_cc_7141_20170727,390.266,zb007,0.5
wp_cc_7141_20170816,381.817,zb007,0
wp_cc_7141_20170830,391.601,zb007,0.5
wp_cc_7141_20170914,378.58,zb007,0
wp_cc_7141_20170928,391.058,zb007,0.5
wp_cc_7141_20171016,388.864,zb007,0.5
wp_cc_7141_20171030,390.915,zb007,0.5
wp_cc_7141_20171115,391.372,zb007,0.5
wp_cc_7141_20171129,388.077,zb007,0.5
wp_cc_7141_20171213,390.808,zb007,0.5
wp_cc_7141_20171227,391.82,zb007,0.5
wp_cc_7141_20180118,391.79,zb007,0.5
wp_cc_7141_20180131,388.754,zb007,0.5
wp_cc_7141_20180214,387.648,zb007,0.5
wp_cc_7141_20180228,390.571,zb007,0.5
wp_cc_7141_20180314,391.183,zb007,0.5
wp_cc_7141_20180328,391.638,zb007,0.5
wp_cc_7141_20180410,382.548,zb007,0
wp_cc_7141_20180425,382.46,zb007,0
wp_cc_7141_20180516,380.796,zb007,0.5
wp_cc_7141_20180530,380.153,zb007,0
wp_cc_7141_20180613,382.783,zb007,0.5
wp_cc_7141_20180731,379.049,zb007,0
wp_cc_7141_20180815,382.225,zb007,0.5
wp_cc_7141_20180829,383.856,zb007,0.5
wp_cc_7141_20180912,385.084,zb007,0.5
wp_cc_7141_20180926,388.01,zb007,0.5
wp_cc_7141_20181016,390.525,zb007,0.5
wp_cc_7141_20181030,400.48,zb007,0.5
wp_cc_7141_20181115,400.97,zb007,0.5
wp_cc_7141_20181129,400.471,zb007,0.5
wp_cc_7141_20181212,400.303,zb007,0.5
wp_cc_7141_20181227,400.358,zb007,0.5
wp_cc_7141_20190116,404.262,zb007,0.5
wp_cc_7141_20190130,404.643,zb007,0.5
wp_cc_7141_20190213,404.36,zb007,0.5
wp_cc_7141_20190227,403.82,zb007,0.5
wp_cc_7141_20190312,403.378,zb007,0.5
wp_cc_7141_20190328,403.004,zb007,0.5
wp_cc_7141_20190411,402.821,zb007,0.5
wp_cc_7141_20190430,402.513,zb007,0.5
wp_cc_7141_20190515,405.097,zb007,0.5
wp_cc_7141_20190529,406.234,zb007,0.5
wp_cc_7141_20190613,405.799,zb007,0.5
wp_cc_7141_20190627,405.018,zb007,0.5
wp_cc_7141_20190717,402.696,zb007,0.5
wp_cc_7141_20190731,399.751,zb007,0.5
wp_cc_7141_20190815,401.434,zb007,0.5
wp_cc_7141_20190829,401.23,zb007,0.5
wp_cc_7141_20190912,400.483,zb007,0.5
wp_cc_7141_20190925,400.952,zb007,0.5
wp_cc_7141_20191016,400.961,zb007,0.5
wp_cc_7141_20191031,400.839,zb007,0.5
wp_cc_7141_20191114,400.803,zb007,0.5
wp_cc_7141_20191127,399.91,zb007,0.5
wp_cc_7141_20191212,400.166,zb007,0.5
wp_cc_7141_20191230,399.575,zb007,0.5
wp_cc_7141_20200114,399.453,valid,0
wp_cc_7141_20200130,399.684,valid,0
wp_cc_7141_20200213,399.712,valid,0
wp_cc_7141_20200227,399.66,valid,0
wp_cc_7141_20200316,399.614,valid,0
wp_cc_7141_20200330,399.507,valid,0
wp_cc_7141_20200416,399.413,valid,0
wp_cc_7141_20200430,398.166,valid,0
wp_cc_7141_20200514,398.246,valid,0
wp_cc_7141_20200528,398.654,valid,0
wp_cc_7141_20200615,398.883,valid,0
wp_cc_7141_20200629,398.767,valid,0
wp_cc_7141_20200716,395.761,valid,0
wp_cc_7141_20200730,395.682,valid,0
wp_cc_7141_20200813,395.896,valid,0
wp_cc_7141_20200827,396.267,valid,0
wp_cc_7141_20200915,396.874,valid,0
wp_cc_7141_20200930,397.365,valid,0
wp_cc_7141_20201015,397.505,valid,0
wp_cc_7141_20201029,397.612,valid,0
wp_cc_7141_20201116,396.38,valid,0
wp_cc_7141_20201130,395.993,valid,0
wp_cc_7141_20201215,396.651,valid,0
wp_cc_7141_20201228,396.85,valid,0
wp_cc_7141_20210114,397.252,valid,0
wp_cc_7141_20210128,396.935,valid,0
wp_cc_7141_20210211,397.353,valid,0
wp_cc_7141_20210225,397.462,valid,0
wp_cc_7141_20210316,397.49,valid,0
wp_cc_7141_20210330,397.325,valid,0
wp_cc_7141_20210415,397.295,valid,0
wp_cc_7141_20210429,396.395,valid,0
wp_cc_7141_20210513,396.444,valid,0
wp_cc_7141_20210526,396.844,valid,0
wp_cc_7141_20210617,397.142,valid,0
wp_cc_7141_20210629,397.249,valid,0
wp_cc_7141_20210715,397.538,valid,0
wp_cc_7141_20210729,397.685,valid,0
wp_cc_7141_20210816,397.858,valid,0
wp_cc_7141_20210830,397.929,valid,0
wo_cc_7141_20150101,408.373,oobs,0
wo_cc_7141_20150201,408.339,oobs,0
wo_cc_7141_20150301,408.282,oobs,0
wo_cc_7141_20150401,408.226,oobs,0
wo_cc_7141_20150501,408.211,oobs,0
wo_cc_7141_20150601,408.193,oobs,0
wo_cc_7141_20150701,408.198,oobs,0
wo_cc_7141_20150801,408.18,oobs,0
wo_cc_7141_20150901,408.056,oobs,0
wo_cc_7141_20151001,408.089,oobs,0
wo_cc_7141_20151101,408.056,oobs,0
wo_cc_7141_20151201,408.082,oobs,0
wo_cc_7141_20160101,408.082,oobs,0
wo_cc_7141_20160201,408.065,oobs,0
wo_cc_7141_20160301,408.025,oobs,0
wo_cc_7141_20160401,408.028,oobs,0
wo_cc_7141_20160501,408.026,oobs,0
wo_cc_7141_20160601,408.029,oobs,0
wo_cc_7141_20160701,408.017,oobs,0
wo_cc_7141_20160801,407.933,oobs,0
wo_cc_7141_20160901,407.957,oobs,0
wo_cc_7141_20161001,407.934,oobs,0
wo_cc_7141_20161101,407.935,oobs,0
wo_cc_7141_20161201,407.947,oobs,0
wo_cc_7141_20170101,407.948,oobs,0
wo_cc_7141_20170201,407.931,oobs,0
wo_cc_7141_20170301,407.927,oobs,0
wo_cc_7141_20170401,407.903,oobs,0
wo_cc_7141_20170501,407.866,oobs,0
wo_cc_7141_20170601,407.78,oobs,0
wo_cc_7141_20170701,407.812,oobs,0
wo_cc_7141_20170801,407.764,oobs,0
wo_cc_7141_20170901,407.768,oobs,0
wo_cc_7141_20171001,407.771,oobs,0
wo_cc_7141_20171101,407.754,oobs,0
wo_cc_7141_20171201,407.76,oobs,0
wo_cc_7141_20180101,407.739,oobs,0
wo_cc_7141_20180201,407.723,oobs,0
wo_cc_7141_20180301,407.716,oobs,0
wo_cc_7141_20180401,407.657,oobs,0
wo_cc_7141_20180501,407.626,oobs,0
wo_cc_7141_20180601,407.556,oobs,0
wo_cc_7141_20180701,407.552,oobs,0
wo_cc_7141_20180801,407.585,oobs,0
wo_cc_7141_20180901,407.587,oobs,0
wo_cc_7141_20181001,407.59,oobs,0
wo_cc_7141_20181101,407.59,oobs,0
wo_cc_7141_20181201,407.579,oobs,0
wo_cc_7141_20190101,407.563,oobs,0
wo_cc_7141_20190201,407.546,oobs,0
wo_cc_7141_20190301,407.517,oobs,0
wo_cc_7141_20190401,407.497,oobs,0
wo_cc_7141_20190501,407.48,oobs,0
wo_cc_7141_20190601,407.467,oobs,0
wo_cc_7141_20190701,407.385,oobs,0
wo_cc_7141_20190801,407.402,oobs,0
wo_cc_7141_20190901,407.391,oobs,0
wo_cc_7141_20191001,407.367,oobs,0
wo_cc_7141_20191101,407.301,oobs,0
wo_cc_7141_20191201,407.3,oobs,0
wo_cc_7141_20200101,407.268,oobs,0
wo_cc_7141_20200201,407.25,oobs,0
wo_cc_7141_20200301,407.229,oobs,0
wo_cc_7141_20200401,407.187,oobs,0
wo_cc_7141_20200501,407.172,oobs,0
wo_cc_7141_20200601,407.148,oobs,0
wo_cc_7141_20200701,407.068,oobs,0
wo_cc_7141_20200801,407.04,oobs,0
wo_cc_7141_20200901,407.051,oobs,0
wo_cc_7141_20201001,407.044,oobs,0
wo_cc_7141_20201101,406.976,oobs,0
wo_cc_7141_20201201,406.964,oobs,0
wo_cc_7141_20210101,406.95,oobs,0
wo_cc_7141_20210201,406.925,oobs,0
wo_cc_7141_20210301,406.898,oobs,0
wo_cc_7141_20210401,406.867,oobs,0
wo_cc_7141_20210501,406.839,oobs,0
wo_cc_7141_20210601,406.81,oobs,0
wo_cc_7141_20210701,406.784,oobs,0
wo_cc_7141_20210801,406.775,oobs,0
wo_cc_7141_20210901,406.739,oobs,0
wo_cc_7141_20211001,406.723,oobs,0
wo_cc_7141_20211101,406.71,oobs,0
wo_cc_7141_20211201,406.686,oobs,0
wp_cc_7656_20161116,398.136,zb007,0.5
wp_cc_7656_20161129,398.892,zb007,0.5
wp_cc_7656_20161215,399.471,zb007,0
wp_cc_7656_20161229,399.852,zb007,0
wp_cc_7656_20170117,400.215,zb007,0.5
wp_cc_7656_20170130,400.492,zb007,0
wp_cc_7656_20170215,400.782,zb007,0.5
wp_cc_7656_20170228,400.983,zb007,0.5
wp_cc_7656_20170315,401.431,zb007,0.5
wp_cc_7656_20170329,401.178,zb007,0.5
wp_cc_7656_20170412,396.344,zb007,0.5
wp_cc_7656_20170428,395.356,zb007,0
wp_cc_7656_20170515,391.247,zb007,0
wp_cc_7656_20170530,393.253,zb007,0
wp_cc_7656_20170615,391.516,zb007,0
wp_cc_7656_20170629,392.546,zb007,0.5
wp_cc_7656_20170727,390.446,zb007,0
wp_cc_7656_20170816,388.55,zb007,0
wp_cc_7656_20170830,387.407,zb007,0
wp_cc_7656_20170914,386.864,zb007,0
wp_cc_7656_20170928,388.254,zb007,0
wp_cc_7656_20171016,387.962,zb007,0
wp_cc_7656_20171030,387.523,zb007,0
wp_cc_7656_20171115,389.047,zb007,0
wp_cc_7656_20171129,389.065,zb007,0
wp_cc_7656_20171213,390.08,zb007,0
wp_cc_7656_20171227,390.744,zb007,0
wp_cc_7656_20180118,391.089,zb007,0
wp_cc_7656_20180131,391.202,zb007,0
wp_cc_7656_20180214,390.562,zb007,0
wp_cc_7656_20180228,390.906,zb007,0
wp_cc_7656_20180314,389.641,zb007,0
wp_cc_7656_20180328,390.388,zb007,0.5
wp_cc_7656_20180410,390.318,zb007,0
wp_cc_7656_20180425,388.148,zb007,0
wp_cc_7656_20180516,388.416,zb007,0
wp_cc_7656_20180530,386.547,zb007,0
wp_cc_7656_20180613,385.139,zb007,0
wp_cc_7656_20180627,384.926,zb007,0
wp_cc_7656_20180718,384.795,zb007,0
wp_cc_7656_20180731,382.463,zb007,0
wp_cc_7656_20180815,383.027,zb007,0
wp_cc_7656_20180829,383.048,zb007,0
wp_cc_7656_20180912,381.884,zb007,0
wp_cc_7656_20180926,385.593,zb007,0
wp_cc_7656_20181016,385.395,zb007,0
wp_cc_7656_20181030,385.374,zb007,0
wp_cc_7656_20181115,388.032,zb007,0
wp_cc_7656_20181129,389.412,zb007,0
wp_cc_7656_20181212,390.69,zb007,0
wp_cc_7656_20181227,391.79,zb007,0
wp_cc_7656_20190116,393.268,zb007,0.5
wp_cc_7656_20190130,393.984,zb007,0
wp_cc_7656_20190213,394.244,zb007,0.5
wp_cc_7656_20190227,394.259,zb007,0.5
wp_cc_7656_20190312,395.188,zb007,0
wp_cc_7656_20190328,394.558,zb007,0.5
wp_cc_7656_20190411,395.377,zb007,0
wp_cc_7656_20190430,395.393,zb007,0.5
wp_cc_7656_20190515,396.152,zb007,0
wp_cc_7656_20190529,396.737,zb007,0
wp_cc_7656_20190613,394.731,zb007,0.5
wp_cc_7656_20190627,395.155,zb007,0
wp_cc_7656_20190717,394.268,zb007,0
wp_cc_7656_20190731,393.57,zb007,0
wp_cc_7656_20190815,392.003,zb007,0
wp_cc_7656_20190829,391.909,zb007,0
wp_cc_7656_20190912,389.437,zb007,0
wp_cc_7656_20190925,388.772,zb007,0
wp_cc_7656_20191016,389.611,zb007,0
wp_cc_7656_20191031,390.552,zb007,0
wp_cc_7656_20191114,391.607,zb007,0
wp_cc_7656_20191127,391.613,zb007,0.5
wp_cc_7656_20191212,391.732,zb007,0
wp_cc_7656_20191230,391.744,zb007,0
wp_cc_7656_20200114,391.695,valid,0
wp_cc_7656_20200130,393.018,valid,0
wp_cc_7656_20200213,393.116,valid,0
wp_cc_7656_20200227,392.857,valid,0
wp_cc_7656_20200316,391.951,valid,0
wp_cc_7656_20200330,391.851,valid,0
wp_cc_7656_20200416,390.693,valid,0
wp_cc_7656_20200430,390.434,valid,0
wp_cc_7656_20200514,390.077,valid,0
wp_cc_7656_20200528,390.397,valid,0
wp_cc_7656_20200615,391.897,valid,0
wp_cc_7656_20200629,388.315,valid,0
wp_cc_7656_20200716,384.981,valid,0
wp_cc_7656_20200730,384.7,valid,0
wp_cc_7656_20200813,385.145,valid,0
wp_cc_7656_20200827,383.838,valid,0
wp_cc_7656_20200915,383.92,valid,0
wp_cc_7656_20200930,383.868,valid,0
wp_cc_7656_20201015,383.749,valid,0
wp_cc_7656_20201029,384.734,valid,0
wp_cc_7656_20201116,385.572,valid,0
wp_cc_7656_20201130,385.34,valid,0
wp_cc_7656_20201215,386.642,valid,0
wp_cc_7656_20201228,386.471,valid,0
wp_cc_7656_20210114,385.474,valid,0
wp_cc_7656_20210128,385.209,valid,0
wp_cc_7656_20210211,387.547,valid,0
wp_cc_7656_20210225,386.98,valid,0
wp_cc_7656_20210316,388.934,valid,0
wp_cc_7656_20210330,388.76,valid,0
wp_cc_7656_20210415,388.708,valid,0
wp_cc_7656_20210429,388.657,valid,0
wp_cc_7656_20210513,389.077,valid,0
wp_cc_7656_20210526,390.138,valid,0
wp_cc_7656_20210617,389.547,valid,0
wp_cc_7656_20210629,388.824,valid,0
wp_cc_7656_20210715,390.296,valid,0
wp_cc_7656_20210729,390.976,valid,0
wo_cc_7656_20150101,425.689,oobs,0
wo_cc_7656_20150201,425.409,oobs,0
wo_cc_7656_20150301,425.164,oobs,0
wo_cc_7656_20150401,424.965,oobs,0
wo_cc_7656_20150501,424.812,oobs,0
wo_cc_7656_20150601,424.7,oobs,0
wo_cc_7656_20150701,424.622,oobs,0
wo_cc_7656_20150801,424.569,oobs,0
wo_cc_7656_20150901,424.538,oobs,0
wo_cc_7656_20151001,424.518,oobs,0
wo_cc_7656_20151101,424.508,oobs,0
wo_cc_7656_20151201,424.505,oobs,0
wo_cc_7656_20160101,424.505,oobs,0
wo_cc_7656_20160201,424.506,oobs,0
wo_cc_7656_20160301,424.505,oobs,0
wo_cc_7656_20160401,424.504,oobs,0
wo_cc_7656_20160501,424.502,oobs,0
wo_cc_7656_20160601,424.5,oobs,0
wo_cc_7656_20160701,424.499,oobs,0
wo_cc_7656_20160801,424.497,oobs,0
wo_cc_7656_20160901,424.493,oobs,0
wo_cc_7656_20161001,424.487,oobs,0
wo_cc_7656_20161101,424.479,oobs,0
wo_cc_7656_20161201,424.47,oobs,0
wo_cc_7656_20170101,424.458,oobs,0
wo_cc_7656_20170201,424.444,oobs,0
wo_cc_7656_20170301,424.429,oobs,0
wo_cc_7656_20170401,424.411,oobs,0
wo_cc_7656_20170501,424.392,oobs,0
wo_cc_7656_20170601,424.37,oobs,0
wo_cc_7656_20170701,424.347,oobs,0
wo_cc_7656_20170801,424.321,oobs,0
wo_cc_7656_20170901,424.296,oobs,0
wo_cc_7656_20171001,424.269,oobs,0
wo_cc_7656_20171101,424.242,oobs,0
wo_cc_7656_20171201,424.214,oobs,0
wo_cc_7656_20180101,424.184,oobs,0
wo_cc_7656_20180201,424.154,oobs,0
wo_cc_7656_20180301,424.122,oobs,0
wo_cc_7656_20180401,424.088,oobs,0
wo_cc_7656_20180501,424.054,oobs,0
wo_cc_7656_20180601,424.019,oobs,0
wo_cc_7656_20180701,423.984,oobs,0
wo_cc_7656_20180801,423.947,oobs,0
wo_cc_7656_20180901,423.911,oobs,0
wo_cc_7656_20181001,423.879,oobs,0
wo_cc_7656_20181101,423.85,oobs,0
wo_cc_7656_20181201,423.822,oobs,0
wo_cc_7656_20190101,423.794,oobs,0
wo_cc_7656_20190201,423.768,oobs,0
wo_cc_7656_20190301,423.74,oobs,0
wo_cc_7656_20190401,423.71,oobs,0
wo_cc_7656_20190501,423.68,oobs,0
wo_cc_7656_20190601,423.65,oobs,0
wo_cc_7656_20190701,423.622,oobs,0
wo_cc_7656_20190801,423.592,oobs,0
wo_cc_7656_20190901,423.562,oobs,0
wo_cc_7656_20191001,423.529,oobs,0
wo_cc_7656_20191101,423.496,oobs,0
wo_cc_7656_20191201,423.461,oobs,0
wo_cc_7656_20200101,423.424,oobs,0
wo_cc_7656_20200201,423.388,oobs,0
wo_cc_7656_20200301,423.351,oobs,0
wo_cc_7656_20200401,423.314,oobs,0
wo_cc_7656_20200501,423.277,oobs,0
wo_cc_7656_20200601,423.241,oobs,0
wo_cc_7656_20200701,423.206,oobs,0
wo_cc_7656_20200801,423.17,oobs,0
wo_cc_7656_20200901,423.135,oobs,0
wo_cc_7656_20201001,423.1,oobs,0
wo_cc_7656_20201101,423.064,oobs,0
wo_cc_7656_20201201,423.027,oobs,0
wo_cc_7656_20210101,422.989,oobs,0
wo_cc_7656_20210201,422.951,oobs,0
wo_cc_7656_20210301,422.913,oobs,0
wo_cc_7656_20210401,422.873,oobs,0
wo_cc_7656_20210501,422.833,oobs,0
wo_cc_7656_20210601,422.795,oobs,0
wo_cc_7656_20210701,422.758,oobs,0
wo_cc_7656_20210801,422.722,oobs,0
wo_cc_7656_20210901,422.689,oobs,0
wo_cc_7656_20211001,422.656,oobs,0
wo_cc_7656_20211101,422.624,oobs,0
wo_cc_7656_20211201,422.592,oobs,0
wa_ea_1303_20150101,174.126,burnin,0
wa_ea_1303_20150201,175.63,burnin,0
wa_ea_1303_20150301,175.332,burnin,0
wa_ea_1303_20150401,178.299,burnin,0
wa_ea_1303_20150501,178.886,burnin,0
wa_ea_1303_20150601,181.075,burnin,0
wa_ea_1303_20150701,178.92,burnin,0
wa_ea_1303_20150801,178.313,burnin,0
wa_ea_1303_20150901,180.271,burnin,0
wa_ea_1303_20151001,178.468,burnin,0
wa_ea_1303_20151101,179.08,burnin,0
wa_ea_1303_20151201,179.426,burnin,0
wa_ea_1303_20160101,180.099,burnin,0
wa_ea_1303_20160201,179.481,burnin,0
wa_ea_1303_20160301,177.515,burnin,0
wa_ea_1303_20160401,177.451,burnin,0
wa_ea_1303_20160501,180.663,burnin,0
wa_ea_1303_20160601,181.229,burnin,0
wa_ea_1303_20160701,176.222,zb002,1
wa_ea_1303_20160801,176.75,zb002,1
wa_ea_1303_20160901,179.493,zb002,1
wa_ea_1303_20161001,181.576,zb002,1
wa_ea_1303_20161101,182.522,zb002,1
wa_ea_1303_20161201,180.017,zb002,1
wa_ea_1303_20170101,180.409,zb002,1
wa_ea_1303_20170201,179.817,zb002,1
wa_ea_1303_20170301,176.177,zb002,1
wa_ea_1303_20170401,176.346,zb002,1
wa_ea_1303_20170501,177.2,zb002,1
wa_ea_1303_20170601,180.534,zb002,1
wa_ea_1303_20170701,177.801,zb002,1
wa_ea_1303_20170801,180.527,zb002,1
wa_ea_1303_20170901,180.919,zb002,1
wa_ea_1303_20171001,181.167,zb002,1
wa_ea_1303_20171101,181.233,zb002,1
wa_ea_1303_20171201,180.783,zb002,1
wa_ea_1303_20180101,179.856,zb002,1
wa_ea_1303_20180201,179.762,zb002,1
wa_ea_1303_20180301,175.752,zb002,1
wa_ea_1303_20180401,175.501,zb002,1
wa_ea_1303_20180501,177.38,zb002,1
wa_ea_1303_20180601,168.497,zb002,1
wa_ea_1303_20180701,172.319,zb002,1
wa_ea_1303_20180801,174.343,zb002,1
wa_ea_1303_20180901,175.574,zb002,1
wa_ea_1303_20181001,178.997,zb002,1
wa_ea_1303_20181101,178.8,zb002,1
wa_ea_1303_20181201,176.604,zb002,1
wa_ea_1303_20190101,177.567,zb002,1
wa_ea_1303_20190201,179.799,zb002,1
wa_ea_1303_20190301,177.521,zb002,1
wa_ea_1303_20190401,181.689,zb002,1
wa_ea_1303_20190501,180.872,zb002,1
wa_ea_1303_20190601,178.823,zb002,1
wa_ea_1303_20190701,174.658,zb002,1
wa_ea_1303_20190801,173.564,zb002,1
wa_ea_1303_20190901,176.757,zb002,1
wa_ea_1303_20191001,177.882,zb002,1
wa_ea_1303_20191101,179.471,zb002,1
wa_ea_1303_20191201,179.54,zb002,1
wa_ea_1303_20200101,178.33,valid,0
wa_ea_1303_20200201,177.581,valid,0
wa_ea_1303_20200301,175.894,valid,0
wa_ea_1303_20200401,176.856,valid,0
wa_ea_1303_20200501,176.314,valid,0
wa_ea_1303_20200601,178.083,valid,0
wa_ea_1303_20200701,176.108,valid,0
wa_ea_1303_20200801,169.871,valid,0
wa_ea_1303_20200901,174.942,valid,0
wa_ea_1303_20201001,176.09,valid,0
wa_ea_1303_20201101,175.118,valid,0
wa_ea_1303_20201201,176.126,valid,0
wa_ea_1303_20210101,176.181,valid,0
wa_ea_1303_20210201,174.625,valid,0
wa_ea_1303_20210301,175.017,valid,0
wa_ea_1303_20210401,174.31,valid,0
wa_ea_1303_20210501,174.448,valid,0
wa_ea_1303_20210601,176.36,valid,0
wa_ea_1303_20210701,174.709,valid,0
wa_ea_1303_20210801,176.992,valid,0
wa_ea_1303_20210901,187.679,valid,0
wa_ea_1303_20211001,187.667,valid,0
wa_ea_1303_20211101,187.664,valid,0
wa_ea_1303_20211201,187.661,valid,0
wa_ea_1403_20150101,178.121,burnin,0
wa_ea_1403_20150201,178.852,burnin,0
wa_ea_1403_20150301,178.758,burnin,0
wa_ea_1403_20150401,179.214,burnin,0
wa_ea_1403_20150501,180.852,burnin,0
wa_ea_1403_20150601,181.241,burnin,0
wa_ea_1403_20150701,181.215,burnin,0
wa_ea_1403_20150801,182.712,burnin,0
wa_ea_1403_20150901,181.296,burnin,0
wa_ea_1403_20151001,180.501,burnin,0
wa_ea_1403_20151101,181.155,burnin,0
wa_ea_1403_20151201,181.148,burnin,0
wa_ea_1403_20160101,182.692,burnin,0
wa_ea_1403_20160201,181.347,burnin,0
wa_ea_1403_20160301,180.646,burnin,0
wa_ea_1403_20160401,180.424,burnin,0
wa_ea_1403_20160501,182.706,burnin,0
wa_ea_1403_20160601,181.135,burnin,0
wa_ea_1403_20160701,182.893,zb002,1
wa_ea_1403_20160801,182.398,zb002,1
wa_ea_1403_20160901,181.674,zb002,1
wa_ea_1403_20161001,182.181,zb002,1
wa_ea_1403_20161101,180.934,zb002,1
wa_ea_1403_20161201,180.399,zb002,1
wa_ea_1403_20170101,180.276,zb002,1
wa_ea_1403_20170201,180.273,zb002,1
wa_ea_1403_20170301,180.357,zb002,1
wa_ea_1403_20170401,180.609,zb002,1
wa_ea_1403_20170501,180.338,zb002,1
wa_ea_1403_20170601,179.926,zb002,1
wa_ea_1403_20170701,179.51,zb002,1
wa_ea_1403_20170801,179.469,zb002,1
wa_ea_1403_20170901,180.017,zb002,1
wa_ea_1403_20171001,179.784,zb002,1
wa_ea_1403_20171101,179.263,zb002,1
wa_ea_1403_20171201,178.799,zb002,1
wa_ea_1403_20180101,178.546,zb002,1
wa_ea_1403_20180201,178.309,zb002,1
wa_ea_1403_20180301,178.196,zb002,1
wa_ea_1403_20180401,178.606,zb002,1
wa_ea_1403_20180501,178.324,zb002,1
wa_ea_1403_20180601,178.012,zb002,1
wa_ea_1403_20180701,177.838,zb002,1
wa_ea_1403_20180801,177.642,zb002,1
wa_ea_1403_20180901,178.211,zb002,1
wa_ea_1403_20181001,179.025,zb002,1
wa_ea_1403_20181101,179.861,zb002,1
wa_ea_1403_20181201,180.21,zb002,1
wa_ea_1403_20190101,181.524,zb002,1
wa_ea_1403_20190201,180.849,zb002,1
wa_ea_1403_20190301,180.283,zb002,1
wa_ea_1403_20190401,180.113,zb002,1
wa_ea_1403_20190501,182.468,zb002,1
wa_ea_1403_20190601,181.272,zb002,1
wa_ea_1403_20190701,180.405,zb002,1
wa_ea_1403_20190801,179.808,zb002,1
wa_ea_1403_20190901,179.207,zb002,1
wa_ea_1403_20191001,178.752,zb002,1
wa_ea_1403_20191101,178.468,zb002,1
wa_ea_1403_20191201,178.149,zb002,1
wa_ea_1403_20200101,177.91,valid,0
wa_ea_1403_20200201,177.756,valid,0
wa_ea_1403_20200301,177.683,valid,0
wa_ea_1403_20200401,178.443,valid,0
wa_ea_1403_20200501,179.332,valid,0
wa_ea_1403_20200601,179.622,valid,0
wa_ea_1403_20200701,178.997,valid,0
wa_ea_1403_20200801,178.394,valid,0
wa_ea_1403_20200901,178.299,valid,0
wa_ea_1403_20201001,178.034,valid,0
wa_ea_1403_20201101,177.776,valid,0
wa_ea_1403_20201201,177.596,valid,0
wa_ea_1403_20210101,177.486,valid,0
wa_ea_1403_20210201,177.391,valid,0
wa_ea_1403_20210301,177.318,valid,0
wa_ea_1403_20210401,177.235,valid,0
wa_ea_1403_20210501,178.453,valid,0
wa_ea_1403_20210601,178.781,valid,0
wa_ea_1403_20210701,178.409,valid,0
wa_ea_1403_20210801,178.128,valid,0
wa_ea_1403_20210901,180.643,valid,0
wa_ea_1403_20211001,180.631,valid,0
wa_ea_1403_20211101,180.62,valid,0
wa_ea_1403_20211201,180.608,valid,0
wa_ea_9101_20150101,178.752,burnin,0
wa_ea_9101_20150201,178.949,burnin,0
wa_ea_9101_20150301,179.016,burnin,0
wa_ea_9101_20150401,179.202,burnin,0
wa_ea_9101_20150501,179.562,burnin,0
wa_ea_9101_20150601,178.975,burnin,0
wa_ea_9101_20150701,179.235,burnin,0
wa_ea_9101_20150801,179.476,burnin,0
wa_ea_9101_20150901,179.691,burnin,0
wa_ea_9101_20151001,179.801,burnin,0
wa_ea_9101_20151101,180.086,burnin,0
wa_ea_9101_20151201,180.304,burnin,0
wa_ea_9101_20160101,180.406,burnin,0
wa_ea_9101_20160201,180.154,burnin,0
wa_ea_9101_20160301,179.83,burnin,0
wa_ea_9101_20160401,180.34,burnin,0
wa_ea_9101_20160501,180.801,burnin,0
wa_ea_9101_20160601,180.805,burnin,0
wa_ea_9101_20160701,181.049,zb002,1
wa_ea_9101_20160801,180.571,zb002,1
wa_ea_9101_20160901,180.408,zb002,1
wa_ea_9101_20161001,180.548,zb002,1
wa_ea_9101_20161101,181.03,oobs,0
wa_ea_9101_20161201,179.888,zb002,1
wa_ea_9101_20170101,179.915,zb002,1
wa_ea_9101_20170201,179.984,zb002,1
wa_ea_9101_20170301,180.035,zb002,1
wa_ea_9101_20170401,180.281,zb002,1
wa_ea_9101_20170501,180.257,zb002,1
wa_ea_9101_20170601,179.896,zb002,1
wa_ea_9101_20170701,179.626,zb002,1
wa_ea_9101_20170801,179.504,zb002,1
wa_ea_9101_20170901,179.877,zb002,1
wa_ea_9101_20171001,179.662,zb002,1
wa_ea_9101_20171101,179.403,zb002,1
wa_ea_9101_20171201,179.262,zb002,1
wa_ea_9101_20180101,179.161,zb002,1
wa_ea_9101_20180201,179.044,zb002,1
wa_ea_9101_20180301,179.012,zb002,1
wa_ea_9101_20180401,179.211,zb002,1
wa_ea_9101_20180501,179.066,zb002,1
wa_ea_9101_20180601,178.885,zb002,1
wa_ea_9101_20180701,178.846,zb002,1
wa_ea_9101_20180801,178.707,zb002,1
wa_ea_9101_20180901,178.902,zb002,1
wa_ea_9101_20181001,179.244,zb002,1
wa_ea_9101_20181101,179.623,zb002,1
wa_ea_9101_20181201,179.828,zb002,1
wa_ea_9101_20190101,180.175,zb002,1
wa_ea_9101_20190201,180.073,zb002,1
wa_ea_9101_20190301,179.824,zb002,1
