name,value,group,weight
wo_ht_1283_20200801,229.757,oobs,0
wo_ht_1283_20200901,229.747,oobs,0
wo_ht_1283_20201001,229.737,oobs,0
wo_ht_1283_20201101,229.727,oobs,0
wo_ht_1283_20201201,229.715,oobs,0
wo_ht_1283_20210101,229.703,oobs,0
wo_ht_1283_20210201,229.691,oobs,0
wo_ht_1283_20210301,229.678,oobs,0
wo_ht_1283_20210401,229.663,oobs,0
wo_ht_1283_20210501,229.649,oobs,0
wo_ht_1283_20210601,229.634,oobs,0
wo_ht_1283_20210701,229.619,oobs,0
wo_ht_1283_20210801,229.605,oobs,0
wo_ht_1283_20210901,229.591,oobs,0
wo_ht_1283_20211001,229.576,oobs,0
wo_ht_1283_20211101,229.562,oobs,0
wo_ht_1283_20211201,229.55,oobs,0
wo_ht_1286_20150101,278.034,oobs,0
wo_ht_1286_20150201,277.703,oobs,0
wo_ht_1286_20150301,277.668,oobs,0
wo_ht_1286_20150401,277.65,oobs,0
wo_ht_1286_20150501,277.637,oobs,0
wo_ht_1286_20150601,277.629,oobs,0
wo_ht_1286_20150701,277.624,oobs,0
wo_ht_1286_20150801,277.62,oobs,0
wo_ht_1286_20150901,277.616,oobs,0
wo_ht_1286_20151001,277.613,oobs,0
wo_ht_1286_20151101,277.609,oobs,0
wo_ht_1286_20151201,277.605,oobs,0
wo_ht_1286_20160101,277.6,oobs,0
wo_ht_1286_20160201,277.594,oobs,0
wo_ht_1286_20160301,277.588,oobs,0
wo_ht_1286_20160401,277.581,oobs,0
wo_ht_1286_20160501,277.573,oobs,0
wo_ht_1286_20160601,277.565,oobs,0
wo_ht_1286_20160701,277.556,oobs,0
wo_ht_1286_20160801,277.547,oobs,0
wo_ht_1286_20160901,277.538,oobs,0
wo_ht_1286_20161001,277.528,oobs,0
wo_ht_1286_20161101,277.518,oobs,0
wo_ht_1286_20161201,277.508,oobs,0
wo_ht_1286_20170101,277.497,oobs,0
wo_ht_1286_20170201,277.487,oobs,0
wo_ht_1286_20170301,277.477,oobs,0
wo_ht_1286_20170401,277.465,oobs,0
wo_ht_1286_20170501,277.454,oobs,0
wo_ht_1286_20170601,277.443,oobs,0
wo_ht_1286_20170701,277.431,oobs,0
wo_ht_1286_20170801,277.419,oobs,0
wo_ht_1286_20170901,277.407,oobs,0
wo_ht_1286_20171001,277.395,oobs,0
wo_ht_1286_20171101,277.383,oobs,0
wo_ht_1286_20171201,277.371,oobs,0
wo_ht_1286_20180101,277.358,oobs,0
wo_ht_1286_20180201,277.346,oobs,0
wo_ht_1286_20180301,277.333,oobs,0
wo_ht_1286_20180401,277.32,oobs,0
wo_ht_1286_20180501,277.307,oobs,0
wo_ht_1286_20180601,277.294,oobs,0
wo_ht_1286_20180701,277.281,oobs,0
wo_ht_1286_20180801,277.267,oobs,0
wo_ht_1286_20180901,277.253,oobs,0
wo_ht_1286_20181001,277.24,oobs,0
wo_ht_1286_20181101,277.226,oobs,0
wo_ht_1286_20181201,277.212,oobs,0
wo_ht_1286_20190101,277.198,oobs,0
wo_ht_1286_20190201,277.184,oobs,0
wo_ht_1286_20190301,277.171,oobs,0
wo_ht_1286_20190401,277.156,oobs,0
wo_ht_1286_20190501,277.142,oobs,0
wo_ht_1286_20190601,277.128,oobs,0
wo_ht_1286_20190701,277.113,oobs,0
wo_ht_1286_20190801,277.098,oobs,0
wo_ht_1286_20190901,277.084,oobs,0
wo_ht_1286_20191001,277.069,oobs,0
wo_ht_1286_20191101,277.054,oobs,0
wo_ht_1286_20191201,277.039,oobs,0
wo_ht_1286_20200101,277.024,oobs,0
wo_ht_1286_20200201,277.009,oobs,0
wo_ht_1286_20200301,276.995,oobs,0
wo_ht_1286_20200401,276.98,oobs,0
wo_ht_1286_20200501,276.964,oobs,0
wo_ht_1286_20200601,276.949,oobs,0
wo_ht_1286_20200701,276.934,oobs,0
wo_ht_1286_20200801,276.918,oobs,0
wo_ht_1286_20200901,276.903,oobs,0
wo_ht_1286_20201001,276.888,oobs,0
wo_ht_1286_20201101,276.872,oobs,0
wo_ht_1286_20201201,276.857,oobs,0
wo_ht_1286_20210101,276.841,oobs,0
wo_ht_1286_20210201,276.826,oobs,0
wo_ht_1286_20210301,276.811,oobs,0
wo_ht_1286_20210401,276.795,oobs,0
wo_ht_1286_20210501,276.779,oobs,0
wo_ht_1286_20210601,276.763,oobs,0
wo_ht_1286_20210701,276.747,oobs,0
wo_ht_1286_20210801,276.731,oobs,0
wo_ht_1286_20210901,276.715,oobs,0
wo_ht_1286_20211001,276.699,oobs,0
wo_ht_1286_20211101,276.683,oobs,0
wo_ht_1286_20211201,276.667,oobs,0
wo_ht_1287_20150101,287.792,oobs,0
wo_ht_1287_20150201,287.671,oobs,0
wo_ht_1287_20150301,287.657,oobs,0
wo_ht_1287_20150401,287.655,oobs,0
wo_ht_1287_20150501,287.661,oobs,0
wo_ht_1287_20150601,287.67,oobs,0
wo_ht_1287_20150701,287.681,oobs,0
wo_ht_1287_20150801,287.692,oobs,0
wo_ht_1287_20150901,287.703,oobs,0
wo_ht_1287_20151001,287.714,oobs,0
wo_ht_1287_20151101,287.724,oobs,0
wo_ht_1287_20151201,287.733,oobs,0
wo_ht_1287_20160101,287.742,oobs,0
wo_ht_1287_20160201,287.75,oobs,0
wo_ht_1287_20160301,287.757,oobs,0
wo_ht_1287_20160401,287.764,oobs,0
wo_ht_1287_20160501,287.77,oobs,0
wo_ht_1287_20160601,287.775,oobs,0
wo_ht_1287_20160701,287.78,oobs,0
wo_ht_1287_20160801,287.784,oobs,0
wo_ht_1287_20160901,287.788,oobs,0
wo_ht_1287_20161001,287.791,oobs,0
wo_ht_1287_20161101,287.793,oobs,0
wo_ht_1287_20161201,287.795,oobs,0
wo_ht_1287_20170101,287.797,oobs,0
wo_ht_1287_20170201,287.798,oobs,0
wo_ht_1287_20170301,287.798,oobs,0
wo_ht_1287_20170401,287.799,oobs,0
wo_ht_1287_20170501,287.798,oobs,0
wo_ht_1287_20170601,287.798,oobs,0
wo_ht_1287_20170701,287.797,oobs,0
wo_ht_1287_20170801,287.795,oobs,0
wo_ht_1287_20170901,287.793,oobs,0
wo_ht_1287_20171001,287.791,oobs,0
wo_ht_1287_20171101,287.788,oobs,0
wo_ht_1287_20171201,287.785,oobs,0
wo_ht_1287_20180101,287.782,oobs,0
wo_ht_1287_20180201,287.778,oobs,0
wo_ht_1287_20180301,287.775,oobs,0
wo_ht_1287_20180401,287.77,oobs,0
wo_ht_1287_20180501,287.766,oobs,0
wo_ht_1287_20180601,287.761,oobs,0
wo_ht_1287_20180701,287.755,oobs,0
wo_ht_1287_20180801,287.75,oobs,0
wo_ht_1287_20180901,287.744,oobs,0
wo_ht_1287_20181001,287.737,oobs,0
wo_ht_1287_20181101,287.731,oobs,0
wo_ht_1287_20181201,287.724,oobs,0
wo_ht_1287_20190101,287.717,oobs,0
wo_ht_1287_20190201,287.71,oobs,0
wo_ht_1287_20190301,287.703,oobs,0
wo_ht_1287_20190401,287.695,oobs,0
wo_ht_1287_20190501,287.687,oobs,0
wo_ht_1287_20190601,287.679,oobs,0
wo_ht_1287_20190701,287.671,oobs,0
wo_ht_1287_20190801,287.662,oobs,0
wo_ht_1287_20190901,287.653,oobs,0
wo_ht_1287_20191001,287.644,oobs,0
wo_ht_1287_20191101,287.634,oobs,0
wo_ht_1287_20191201,287.625,oobs,0
wo_ht_1287_20200101,287.615,oobs,0
wo_ht_1287_20200201,287.605,oobs,0
wo_ht_1287_20200301,287.595,oobs,0
wo_ht_1287_20200401,287.585,oobs,0
wo_ht_1287_20200501,287.575,oobs,0
wo_ht_1287_20200601,287.564,oobs,0
wo_ht_1287_20200701,287.553,oobs,0
wo_ht_1287_20200801,287.542,oobs,0
wo_ht_1287_20200901,287.531,oobs,0
wo_ht_1287_20201001,287.52,oobs,0
wo_ht_1287_20201101,287.508,oobs,0
wo_ht_1287_20201201,287.497,oobs,0
wo_ht_1287_20210101,287.485,oobs,0
wo_ht_1287_20210201,287.473,oobs,0
wo_ht_1287_20210301,287.462,oobs,0
wo_ht_1287_20210401,287.45,oobs,0
wo_ht_1287_20210501,287.437,oobs,0
wo_ht_1287_20210601,287.425,oobs,0
wo_ht_1287_20210701,287.412,oobs,0
wo_ht_1287_20210801,287.399,oobs,0
wo_ht_1287_20210901,287.386,oobs,0
wo_ht_1287_20211001,287.373,oobs,0
wo_ht_1287_20211101,287.36,oobs,0
wo_ht_1287_20211201,287.347,oobs,0
wp_ht_1288_20150112,285.043,burnin,0
wp_ht_1288_20150219,288.121,burnin,0
wp_ht_1288_20150316,290.804,burnin,0
wp_ht_1288_20150408,289.859,burnin,0
wp_ht_1288_20150514,294.705,burnin,0
wp_ht_1288_20150610,299.125,burnin,0
wp_ht_1288_20150708,300.984,burnin,0
wp_ht_1288_20150812,295.833,burnin,0
wp_ht_1288_20150910,293.577,burnin,0
wp_ht_1288_20151015,290.651,burnin,0
wp_ht_1288_20151116,295.254,burnin,0
wp_ht_1288_20151210,298.454,burnin,0
wp_ht_1288_20160108,298.149,burnin,0
wp_ht_1288_20160209,300.283,burnin,0
wp_ht_1288_20160316,302.234,burnin,0
wp_ht_1288_20160412,302.66,burnin,0
wp_ht_1288_20160511,304.55,burnin,0
wp_ht_1288_20160622,307.049,burnin,0
wp_ht_1288_20160713,303.636,zb005,0.5
wp_ht_1288_20160809,299.643,zb005,0.5
wp_ht_1288_20160914,302.691,zb005,0.5
wp_ht_1288_20161011,300.679,zb005,0.5
wp_ht_1288_20161115,301.014,zb005,0.5
wp_ht_1288_20161213,302.782,zb005,0.5
wp_ht_1288_20170110,303.209,zb005,0.5
wp_ht_1288_20170214,305.251,zb005,0.5
wp_ht_1288_20170316,305.952,zb005,0.5
wp_ht_1288_20170414,307.415,zb005,0.5
wp_ht_1288_20170516,305.038,zb005,0.5
wp_ht_1288_20170613,304.306,zb005,0.5
wp_ht_1288_20170717,298.485,zb005,0.5
wp_ht_1288_20170809,295.955,zb005,0.5
wp_ht_1288_20170913,295.772,zb005,0.5
wp_ht_1288_20171012,294.735,zb005,0.5
wp_ht_1288_20171109,294.827,zb005,0.5
wp_ht_1288_20171214,294.735,zb005,0.5
wp_ht_1288_20180109,294.796,zb005,0.5
wp_ht_1288_20180213,293.211,zb005,0.5
wp_ht_1288_20180316,291.108,zb005,0.5
wp_ht_1288_20180419,289.615,zb005,0.5
wp_ht_1288_20180510,288.457,zb005,0.5
wp_ht_1288_20180613,283.092,zb005,0.5
wp_ht_1288_20180712,278.276,zb005,0.5
wp_ht_1288_20180810,273.034,zb005,0.5
wp_ht_1288_20180913,274.771,zb005,0.5
wp_ht_1288_20181011,284.067,zb005,0.5
wp_ht_1288_20181109,292.724,zb005,0.5
wp_ht_1288_20181211,296.442,zb005,0.5
wp_ht_1288_20190110,299.368,zb005,0.5
wp_ht_1288_20190214,304.337,zb005,0.5
wp_ht_1288_20190314,303.819,zb005,0.5
wp_ht_1288_20190411,302.051,zb005,0.5
wp_ht_1288_20190509,302.904,zb005,0.5
wp_ht_1288_20190613,306.684,zb005,0.5
wp_ht_1288_20190711,304.641,zb005,0.5
wp_ht_1288_20190815,297.235,zb005,0.5
wp_ht_1288_20190912,292.449,zb005,0.5
wp_ht_1288_20191017,289.432,zb005,0.5
wp_ht_1288_20191113,290.468,zb005,0.5
wp_ht_1288_20191212,288.03,zb005,0.5
wp_ht_1288_20200116,286.689,valid,0
wp_ht_1288_20200218,286.232,valid,0
wp_ht_1288_20200318,284.616,valid,0
wp_ht_1288_20200714,266.846,valid,0
wp_ht_1288_20200916,268.279,valid,0
wp_ht_1288_20201015,268.797,valid,0
wp_ht_1288_20201118,270.412,valid,0
wp_ht_1288_20201215,271.875,valid,0
wp_ht_1288_20210113,273.765,valid,0
wp_ht_1288_20210224,273.064,valid,0
wp_ht_1288_20210317,273.521,valid,0
wp_ht_1288_20210414,272.668,valid,0
wp_ht_1288_20210512,272.394,valid,0
wp_ht_1288_20210616,276.508,valid,0
wp_ht_1288_20210714,279.008,valid,0
wp_ht_1288_20210818,276.691,valid,0
wo_ht_1288_20150101,287.357,oobs,0
wo_ht_1288_20150201,290.885,oobs,0
wo_ht_1288_20150301,291.282,oobs,0
wo_ht_1288_20150401,291.333,oobs,0
wo_ht_1288_20150501,291.331,oobs,0
wo_ht_1288_20150601,291.319,oobs,0
wo_ht_1288_20150701,291.309,oobs,0
wo_ht_1288_20150801,291.298,oobs,0
wo_ht_1288_20150901,291.286,oobs,0
wo_ht_1288_20151001,291.271,oobs,0
wo_ht_1288_20151101,291.254,oobs,0
wo_ht_1288_20151201,291.238,oobs,0
wo_ht_1288_20160101,291.225,oobs,0
wo_ht_1288_20160201,291.214,oobs,0
wo_ht_1288_20160301,291.202,oobs,0
wo_ht_1288_20160401,291.188,oobs,0
wo_ht_1288_20160501,291.175,oobs,0
wo_ht_1288_20160601,291.164,oobs,0
wo_ht_1288_20160701,291.154,oobs,0
wo_ht_1288_20160801,291.143,oobs,0
wo_ht_1288_20160901,291.13,oobs,0
wo_ht_1288_20161001,291.118,oobs,0
wo_ht_1288_20161101,291.106,oobs,0
wo_ht_1288_20161201,291.092,oobs,0
wo_ht_1288_20170101,291.08,oobs,0
wo_ht_1288_20170201,291.068,oobs,0
wo_ht_1288_20170301,291.057,oobs,0
wo_ht_1288_20170401,291.045,oobs,0
wo_ht_1288_20170501,291.033,oobs,0
wo_ht_1288_20170601,291.021,oobs,0
wo_ht_1288_20170701,291.006,oobs,0
wo_ht_1288_20170801,290.991,oobs,0
wo_ht_1288_20170901,290.975,oobs,0
wo_ht_1288_20171001,290.958,oobs,0
wo_ht_1288_20171101,290.941,oobs,0
wo_ht_1288_20171201,290.924,oobs,0
wo_ht_1288_20180101,290.907,oobs,0
wo_ht_1288_20180201,290.89,oobs,0
wo_ht_1288_20180301,290.873,oobs,0
wo_ht_1288_20180401,290.855,oobs,0
wo_ht_1288_20180501,290.837,oobs,0
wo_ht_1288_20180601,290.819,oobs,0
wo_ht_1288_20180701,290.8,oobs,0
wo_ht_1288_20180801,290.781,oobs,0
wo_ht_1288_20180901,290.762,oobs,0
wo_ht_1288_20181001,290.744,oobs,0
wo_ht_1288_20181101,290.725,oobs,0
wo_ht_1288_20181201,290.706,oobs,0
wo_ht_1288_20190101,290.686,oobs,0
wo_ht_1288_20190201,290.667,oobs,0
wo_ht_1288_20190301,290.648,oobs,0
wo_ht_1288_20190401,290.628,oobs,0
wo_ht_1288_20190501,290.608,oobs,0
wo_ht_1288_20190601,290.587,oobs,0
wo_ht_1288_20190701,290.567,oobs,0
wo_ht_1288_20190801,290.546,oobs,0
wo_ht_1288_20190901,290.525,oobs,0
wo_ht_1288_20191001,290.504,oobs,0
wo_ht_1288_20191101,290.482,oobs,0
wo_ht_1288_20191201,290.461,oobs,0
wo_ht_1288_20200101,290.439,oobs,0
wo_ht_1288_20200201,290.418,oobs,0
wo_ht_1288_20200301,290.396,oobs,0
wo_ht_1288_20200401,290.374,oobs,0
wo_ht_1288_20200501,290.351,oobs,0
wo_ht_1288_20200601,290.329,oobs,0
wo_ht_1288_20200701,290.306,oobs,0
wo_ht_1288_20200801,290.283,oobs,0
wo_ht_1288_20200901,290.26,oobs,0
wo_ht_1288_20201001,290.237,oobs,0
wo_ht_1288_20201101,290.214,oobs,0
wo_ht_1288_20201201,290.19,oobs,0
wo_ht_1288_20210101,290.166,oobs,0
wo_ht_1288_20210201,290.143,oobs,0
wo_ht_1288_20210301,290.12,oobs,0
wo_ht_1288_20210401,290.096,oobs,0
wo_ht_1288_20210501,290.072,oobs,0
wo_ht_1288_20210601,290.048,oobs,0
wo_ht_1288_20210701,290.023,oobs,0
wo_ht_1288_20210801,289.998,oobs,0
wo_ht_1288_20210901,289.974,oobs,0
wo_ht_1288_20211001,289.949,oobs,0
wo_ht_1288_20211101,289.924,oobs,0
wo_ht_1288_20211201,289.899,oobs,0
wp_ht_1289_20150112,296.781,burnin,0
wp_ht_1289_20150219,299.525,burnin,0
wp_ht_1289_20150316,300.927,burnin,0
wp_ht_1289_20150408,302.024,burnin,0
wp_ht_1289_20150514,303.609,burnin,0
wp_ht_1289_20150610,309.095,burnin,0
wp_ht_1289_20150708,310.436,burnin,0
wp_ht_1289_20150812,306.657,burnin,0
wp_ht_1289_20150910,303.792,burnin,0
wp_ht_1289_20151015,301.17,burnin,0
wp_ht_1289_20151116,303.731,burnin,0
wp_ht_1289_20151210,306.718,burnin,0
wp_ht_1289_20160108,309.613,burnin,0
wp_ht_1289_20160209,310.132,burnin,0
wp_ht_1289_20160316,309.888,burnin,0
wp_ht_1289_20160412,310.071,burnin,0
wp_ht_1289_20160511,311.29,burnin,0
wp_ht_1289_20160622,314.094,burnin,0
wp_ht_1289_20160713,311.412,zb005,0.5
wp_ht_1289_20160809,307.815,zb005,0.5
wp_ht_1289_20160914,308.12,zb005,0.5
wp_ht_1289_20161011,306.718,zb005,0.5
wp_ht_1289_20161115,306.108,zb005,0.5
wp_ht_1289_20161213,307.632,zb005,0.5
wp_ht_1289_20170110,309.004,zb005,0.5
wp_ht_1289_20170214,309.949,zb005,0.5
wp_ht_1289_20170316,311.717,zb005,0.5
wp_ht_1289_20170414,311.29,zb005,0.5
wp_ht_1289_20170516,309.4,zb005,0.5
wp_ht_1289_20170613,306.901,zb005,0.5
wp_ht_1289_20170717,302.085,zb005,0.5
wp_ht_1289_20170809,300.439,zb005,0.5
wp_ht_1289_20170913,298.976,zb005,0.5
wp_ht_1289_20171012,298.61,zb005,0.5
wp_ht_1289_20171109,297.726,zb005,0.5
wp_ht_1289_20171214,297.97,zb005,0.5
wp_ht_1289_20180109,297.513,zb005,0.5
wp_ht_1289_20180213,297.239,zb005,0.5
wp_ht_1289_20180316,297.208,zb005,0.5
wp_ht_1289_20180419,295.922,zb005,0.5
wp_ht_1289_20180510,294.526,zb005,0.5
wp_ht_1289_20180613,289.405,zb005,0.5
wp_ht_1289_20180712,288.034,zb005,0
wp_ht_1289_20180810,285.869,zb005,0
wp_ht_1289_20180913,286.906,zb005,0.5
wp_ht_1289_20181011,289.222,zb005,0.5
wp_ht_1289_20181109,295.349,zb005,0.5
wp_ht_1289_20181213,299.677,zb005,0.5
wp_ht_1289_20190110,302.633,zb005,0.5
wp_ht_1289_20190214,306.322,zb005,0.5
wp_ht_1289_20190314,306.169,zb005,0.5
wp_ht_1289_20190411,304.95,zb005,0.5
wp_ht_1289_20190509,304.462,zb005,0.5
wp_ht_1289_20190613,306.718,zb005,0.5
wp_ht_1289_20190711,306.23,zb005,0.5
wp_ht_1289_20190815,301.567,zb005,0.5
wp_ht_1289_20190912,297.696,zb005,0.5
wp_ht_1289_20191017,294.77,zb005,0.5
wp_ht_1289_20191113,294.953,zb005,0.5
wp_ht_1289_20191212,293.55,zb005,0.5
wp_ht_1289_20200116,292.849,valid,0
wp_ht_1289_20200218,292.819,valid,0
wp_ht_1289_20200318,293.154,valid,0
wp_ht_1289_20200616,288.978,valid,0
wp_ht_1289_20200714,285.473,valid,0
wp_ht_1289_20200916,286.449,valid,0
wp_ht_1289_20201015,285.991,valid,0
wp_ht_1289_20201118,286.113,valid,0
wp_ht_1289_20201215,287.454,valid,0
wp_ht_1289_20210113,288.003,valid,0
wp_ht_1289_20210224,288.003,valid,0
wp_ht_1289_20210317,288.155,valid,0
wp_ht_1289_20210414,287.15,valid,0
wp_ht_1289_20210512,286.692,valid,0
wp_ht_1289_20210616,290.411,valid,0
wp_ht_1289_20210714,290.563,valid,0
wp_ht_1289_20210818,290.015,valid,0
wo_ht_1289_20150101,310.85,oobs,0
wo_ht_1289_20150201,312.574,oobs,0
wo_ht_1289_20150301,312.682,oobs,0
wo_ht_1289_20150401,312.675,oobs,0
wo_ht_1289_20150501,312.657,oobs,0
wo_ht_1289_20150601,312.645,oobs,0
wo_ht_1289_20150701,312.622,oobs,0
wo_ht_1289_20150801,312.592,oobs,0
wo_ht_1289_20150901,312.564,oobs,0
wo_ht_1289_20151001,312.537,oobs,0
wo_ht_1289_20151101,312.523,oobs,0
wo_ht_1289_20151201,312.503,oobs,0
wo_ht_1289_20160101,312.478,oobs,0
wo_ht_1289_20160201,312.453,oobs,0
wo_ht_1289_20160301,312.431,oobs,0
wo_ht_1289_20160401,312.411,oobs,0
wo_ht_1289_20160501,312.395,oobs,0
wo_ht_1289_20160601,312.383,oobs,0
wo_ht_1289_20160701,312.361,oobs,0
wo_ht_1289_20160801,312.339,oobs,0
wo_ht_1289_20160901,312.325,oobs,0
wo_ht_1289_20161001,312.304,oobs,0
wo_ht_1289_20161101,312.285,oobs,0
wo_ht_1289_20161201,312.268,oobs,0
wo_ht_1289_20170101,312.247,oobs,0
wo_ht_1289_20170201,312.228,oobs,0
wo_ht_1289_20170301,312.21,oobs,0
wo_ht_1289_20170401,312.191,oobs,0
wo_ht_1289_20170501,312.172,oobs,0
wo_ht_1289_20170601,312.154,oobs,0
wo_ht_1289_20170701,312.134,oobs,0
wo_ht_1289_20170801,312.117,oobs,0
wo_ht_1289_20170901,312.103,oobs,0
wo_ht_1289_20171001,312.087,oobs,0
wo_ht_1289_20171101,312.067,oobs,0
wo_ht_1289_20171201,312.048,oobs,0
wo_ht_1289_20180101,312.029,oobs,0
wo_ht_1289_20180201,312.01,oobs,0
wo_ht_1289_20180301,311.992,oobs,0
wo_ht_1289_20180401,311.975,oobs,0
wo_ht_1289_20180501,311.959,oobs,0
wo_ht_1289_20180601,311.941,oobs,0
wo_ht_1289_20180701,311.923,oobs,0
wo_ht_1289_20180801,311.905,oobs,0
wo_ht_1289_20180901,311.894,oobs,0
wo_ht_1289_20181001,311.888,oobs,0
wo_ht_1289_20181101,311.876,oobs,0
wo_ht_1289_20181201,311.859,oobs,0
wo_ht_1289_20190101,311.845,oobs,0
wo_ht_1289_20190201,311.828,oobs,0
wo_ht_1289_20190301,311.809,oobs,0
wo_ht_1289_20190401,311.792,oobs,0
wo_ht_1289_20190501,311.782,oobs,0
wo_ht_1289_20190601,311.77,oobs,0
wo_ht_1289_20190701,311.756,oobs,0
wo_ht_1289_20190801,311.737,oobs,0
wo_ht_1289_20190901,311.717,oobs,0
wo_ht_1289_20191001,311.699,oobs,0
wo_ht_1289_20191101,311.682,oobs,0
wo_ht_1289_20191201,311.665,oobs,0
wo_ht_1289_20200101,311.647,oobs,0
wo_ht_1289_20200201,311.632,oobs,0
wo_ht_1289_20200301,311.617,oobs,0
wo_ht_1289_20200401,311.603,oobs,0
wo_ht_1289_20200501,311.588,oobs,0
wo_ht_1289_20200601,311.574,oobs,0
wo_ht_1289_20200701,311.556,oobs,0
wo_ht_1289_20200801,311.538,oobs,0
wo_ht_1289_20200901,311.525,oobs,0
wo_ht_1289_20201001,311.511,oobs,0
wo_ht_1289_20201101,311.492,oobs,0
wo_ht_1289_20201201,311.475,oobs,0
wo_ht_1289_20210101,311.459,oobs,0
wo_ht_1289_20210201,311.443,oobs,0
wo_ht_1289_20210301,311.427,oobs,0
wo_ht_1289_20210401,311.409,oobs,0
wo_ht_1289_20210501,311.396,oobs,0
wo_ht_1289_20210601,311.387,oobs,0
wo_ht_1289_20210701,311.374,oobs,0
wo_ht_1289_20210801,311.36,oobs,0
wo_ht_1289_20210901,311.344,oobs,0
wo_ht_1289_20211001,311.328,oobs,0
wo_ht_1289_20211101,311.314,oobs,0
wo_ht_1289_20211201,311.296,oobs,0
wa_ht_1290_20150101,291.99,burnin,0
wa_ht_1290_20150201,293.873,burnin,0
wa_ht_1290_20150301,295.656,burnin,0
wa_ht_1290_20150401,297.596,burnin,0
wa_ht_1290_20150501,299.505,burnin,0
wa_ht_1290_20150601,304.146,burnin,0
wa_ht_1290_20150701,304.615,burnin,0
wa_ht_1290_20150801,301.727,burnin,0
wa_ht_1290_20150901,299.577,burnin,0
wa_ht_1290_20151001,297.551,burnin,0
wa_ht_1290_20151101,300.089,burnin,0
wa_ht_1290_20151201,303.209,burnin,0
wa_ht_1290_20160101,305.549,burnin,0
wa_ht_1290_20160201,305.753,burnin,0
wa_ht_1290_20160301,305.99,burnin,0
wa_ht_1290_20160401,307.015,burnin,0
wa_ht_1290_20160501,308.315,burnin,0
wa_ht_1290_20160601,311.576,burnin,0
wa_ht_1290_20160701,309.137,zb005,1
wa_ht_1290_20160801,306.627,zb005,1
wa_ht_1290_20160901,306.977,zb005,1
wa_ht_1290_20161001,305.336,zb005,1
wa_ht_1290_20161101,304.059,zb005,1
wa_ht_1290_20161201,305.719,zb005,1
wa_ht_1290_20170101,307.212,zb005,1
wa_ht_1290_20170201,308.574,zb005,1
wa_ht_1290_20170301,309.082,zb005,1
wa_ht_1290_20170401,309.503,zb005,1
wa_ht_1290_20170501,308.3,zb005,1
wa_ht_1290_20170601,305.998,zb005,1
wa_ht_1290_20170701,302.652,zb005,1
wa_ht_1290_20170801,299.806,zb005,1
wa_ht_1290_20170901,298.735,zb005,1
wa_ht_1290_20171001,298.088,zb005,1
wa_ht_1290_20171101,297.683,zb005,1
wa_ht_1290_20171201,297.637,zb005,1
wa_ht_1290_20180101,297.688,zb005,1
wa_ht_1290_20180201,297.34,zb005,1
wa_ht_1290_20180301,296.836,zb005,1
wa_ht_1290_20180401,295.993,zb005,1
wa_ht_1290_20180501,294.283,zb005,1
wa_ht_1290_20180601,290.318,zb005,1
wa_ht_1290_20180701,287.078,zb005,1
wa_ht_1290_20180801,284.547,zb005,1
wa_ht_1290_20180901,285.701,zb005,1
wa_ht_1290_20181001,290.533,zb005,1
wa_ht_1290_20181101,294.57,zb005,1
wa_ht_1290_20181201,298.714,zb005,1
wa_ht_1290_20190101,302.195,zb005,1
wa_ht_1290_20190201,304.469,zb005,1
wa_ht_1290_20190301,304.488,zb005,1
wa_ht_1290_20190401,302.981,zb005,1
wa_ht_1290_20190501,304.545,zb005,1
wa_ht_1290_20190601,306.056,zb005,1
wa_ht_1290_20190701,304.785,zb005,1
wa_ht_1290_20190801,300.067,zb005,1
wa_ht_1290_20190901,295.621,zb005,1
wa_ht_1290_20191001,292.992,zb005,1
wa_ht_1290_20191101,292.989,zb005,1
wa_ht_1290_20191201,292.271,zb005,1
wa_ht_1290_20200101,291.942,valid,0
wa_ht_1290_20200201,292.067,valid,0
wa_ht_1290_20200301,291.681,valid,0
wa_ht_1290_20200401,291.288,valid,0
wa_ht_1290_20200501,289.527,valid,0
wa_ht_1290_20200601,287.209,valid,0
wa_ht_1290_20200701,283.723,valid,0
wa_ht_1290_20200801,282.106,valid,0
wa_ht_1290_20200901,283.777,valid,0
wa_ht_1290_20201001,284.414,valid,0
wa_ht_1290_20201101,284.615,valid,0
wa_ht_1290_20201201,285.076,valid,0
wa_ht_1290_20210101,285.917,valid,0
wa_ht_1290_20210201,286.006,valid,0
wa_ht_1290_20210301,285.884,valid,0
wa_ht_1290_20210401,285.002,valid,0
wa_ht_1290_20210501,285.467,valid,0
wa_ht_1290_20210601,287.427,valid,0
wa_ht_1290_20210701,287.042,valid,0
wa_ht_1290_20210801,286.011,valid,0
wa_ht_1290_20210901,296.31,valid,0
wa_ht_1290_20211001,296.27,valid,0
wa_ht_1290_20211101,296.229,valid,0
wa_ht_1290_20211201,296.188,valid,0
wo_ht_1291_20150101,249.089,oobs,0
wo_ht_1291_20150201,253.217,oobs,0
wo_ht_1291_20150301,253.74,oobs,0
wo_ht_1291_20150401,253.793,oobs,0
wo_ht_1291_20150501,253.788,oobs,0
wo_ht_1291_20150601,253.774,oobs,0
wo_ht_1291_20150701,253.76,oobs,0
wo_ht_1291_20150801,253.744,oobs,0
wo_ht_1291_20150901,253.725,oobs,0
wo_ht_1291_20151001,253.703,oobs,0
wo_ht_1291_20151101,253.682,oobs,0
wo_ht_1291_20151201,253.662,oobs,0
wo_ht_1291_20160101,253.643,oobs,0
