 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
79513      591016.000    3327337.000    20.611599       4.000000        8.097730        0.350000        13.794700       3.915943        4.466215        0.350000        15.196000       1.415428        2.081637        0.350000        13.920000       3.979558        10.692520       0.348976        0.203779        0.016961     
81891      585182.312    3320920.000    35.344200       4.282624        11.248000       0.268406        3.866555        2.754270        3.655093        0.244344        2.592695        1.000000        3.074135        0.350000        18.442800       2.802040        17.886700       0.211212        0.635533        0.011233     
82670      588470.375    3323518.750    28.430124       4.000000        7.640750        0.254285        13.603900       4.350160        6.654010        0.350000        12.380224       3.370210        9.838890        0.350000        22.509325       3.312300        6.402418        0.260062        0.173408        0.042111     
86186      586455.125    3320708.000    20.813524       4.000000        5.494440        0.350000        2.834050        3.138735        1.578007        0.350000        16.320500       2.046715        16.195900       0.350000        7.081875        1.706895        2.569550        0.210646        0.276641        0.007200     
86204      586508.188    3320230.500    12.494750       9.318680        9.211203        0.350000        4.737467        3.816775        0.231565        0.350000        5.081415        3.343440        4.622818        0.235711        5.972290        13.906500       12.843200       0.350000        1.565770        0.024576     
86916      592394.812    3326382.500    19.054600       4.134788        6.002615        0.350000        7.299465        1.958380        19.179700       0.223557        4.910840        17.252325       2.130602        0.350000        11.335700       4.889167        1.497580        0.350000        0.910090        0.069561     
90175      587356.688    3319594.250    30.558001       4.006792        16.472725       0.350000        24.103400       2.085490        2.364870        0.350000        8.579153        6.843173        3.229647        0.350000        11.756135       1.000000        6.291780        0.350000        1.259557        0.007200     
90554      588788.562    3319753.250    53.312800       5.304330        9.269375        0.350000        24.467500       1.523520        8.807600        0.350000        7.641960        2.680550        6.865083        0.350000        22.640600       3.166100        3.004732        0.350000        0.954531        0.020001     
90889      592925.188    3323890.000    27.336800       5.043522        12.498200       0.315982        6.143063        5.584290        10.371278       0.224553        9.329805        1.005875        4.156903        0.350000        22.700926       2.779705        13.691750       0.350000        1.260570        0.020099     
91074      593720.625    3325321.750    22.541775       5.918258        5.309978        0.350000        4.944482        2.155213        1.538697        0.350000        3.274070        3.129245        3.695882        0.350000        3.988390        1.000000        4.853562        0.350000        0.819293        0.016175     
93297      586932.438    3317473.000    33.482700       4.522492        7.546203        0.350000        3.627447        1.968590        5.259528        0.350000        10.431650       5.340120        6.558850        0.350000        10.413425       5.799987        5.829910        0.238088        0.697909        0.015514     
94043      590591.688    3319912.500    5.000000        7.056960        4.615256        0.350000        4.089680        1.266900        8.427452        0.350000        3.962297        3.986550        4.206930        0.185407        4.620672        3.445370        3.235400        0.350000        0.266442        0.032827     
94713      594622.188    3324632.250    66.557200       5.547380        4.257456        0.350000        16.189224       2.280433        3.311295        0.350000        1.586972        9.390383        14.933225       0.350000        15.239900       4.069530        9.320337        0.350000        0.791232        0.007203     
