 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
96790      588788.562    3317950.250    22.449951       4.000388        6.565410        0.350000        4.924000        2.626335        10.939525       0.148253        7.191750        2.940167        3.497000        0.350000        17.943000       2.644610        8.842750        0.350000        1.180278        0.025749     
97374      592925.188    3320973.000    7.865730        6.243500        9.401095        0.208841        8.628180        2.400600        4.090140        0.350000        31.576700       5.368130        9.977105        0.350000        3.753325        1.263215        7.055340        0.170027        0.670272        0.007200     
100677     594197.938    3321609.500    8.598993        4.000000        7.614850        0.350000        6.110860        0.929652        1.049770        0.350000        8.702650        6.433972        7.056570        0.350000        9.908450        7.875070        13.221000       0.228609        0.540803        0.007200     
102353     590273.500    3314715.250    18.843000       4.010036        7.542023        0.350000        15.331300       1.990653        1.512748        0.165898        16.781725       3.229117        2.564560        0.214286        14.023050       9.603910        4.955540        0.350000        0.540223        0.027278     
102581     591281.125    3316942.500    11.453600       5.034048        7.629485        0.350000        8.005285        3.513678        2.942955        0.350000        6.112410        5.670410        7.381005        0.350000        2.902345        5.302737        2.452115        0.350000        0.692207        0.007200     
102956     593031.250    3318056.250    29.590851       4.032660        6.977790        0.350000        22.313100       1.290110        4.905723        0.350000        5.442710        3.534983        5.329788        0.350000        24.826500       2.082772        13.878225       0.350000        1.114565        0.007200     
103320     594304.000    3318957.750    6.323490        4.000000        9.235880        0.350000        10.137500       6.907550        1.603250        0.350000        11.643100       7.184540        5.509975        0.350000        17.073999       1.963660        10.630400       0.350000        0.100000        0.012888     
103440     595364.688    3319859.250    25.004774       4.001856        8.442770        0.350000        1.480910        2.659220        2.727660        0.165467        15.571800       4.343012        9.815915        0.350000        7.275787        1.171832        3.789682        0.191064        0.799778        0.010414     
103598     597167.812    3321821.500    8.857110        4.000000        6.002495        0.197974        9.929560        1.758608        4.197740        0.350000        9.893000        2.157610        4.360198        0.350000        3.448097        1.697210        13.262600       0.350000        1.145120        0.007989     
103743     598758.812    3323200.500    11.607600       5.185712        7.376583        0.350000        7.770627        1.869517        2.553100        0.180828        20.285175       9.153160        13.399574       0.216121        12.573028       2.616587        8.669020        0.350000        0.477813        0.011434     
106103     594357.062    3317791.000    32.174702       5.746340        6.690110        0.414932        9.769575        2.871502        3.217000        0.350000        10.182200       1.306540        12.355900       0.231503        8.375320        5.117030        4.052180        0.274497        1.348160        0.007200     
106281     595046.500    3317526.000    13.991025       7.626560        4.604468        0.350000        3.713950        3.037287        5.844805        0.350000        18.781000       7.440238        3.327027        0.350000        14.026475       1.971038        9.266285        0.203050        0.796954        0.007509     
106611     595948.062    3319382.000    19.891426       5.000000        5.001457        0.350000        11.716300       0.803940        3.953043        0.175145        7.136100        2.034010        5.771285        0.230438        23.026051       5.521720        8.991260        0.266726        0.336461        0.007200     
110534     596478.375    3318851.750    13.276400       4.000000        5.000000        0.350000        21.559225       3.357018        5.150198        0.350000        4.889843        4.744380        3.862150        0.350000        28.620500       3.373390        27.143800       0.226239        0.374932        0.027741     
111537     600349.750    3322458.000    49.200700       4.147792        8.767933        0.350000        6.247955        1.358200        2.927120        0.171766        20.394627       9.760250        5.335342        0.350000        2.401932        2.042510        14.993800       0.263264        0.906117        0.009575     
66742      573515.062    3315669.750    5.000000        6.620650        15.135300       0.299075        5.940830        1.543935        9.071290        0.350000        4.022330        1.176125        3.628428        0.350000        7.452510        6.807610        2.883687        0.350000        0.201295        0.007335     
70844      576591.000    3317419.750    17.799000       6.666033        6.212110        0.350000        4.035667        2.287977        3.351850        0.350000        6.158395        4.308860        12.526350       0.291897        13.855600       1.317038        6.481712        0.350000        0.297769        0.017680     
71473      579030.500    3318533.500    20.537174       4.117104        5.919765        0.277522        2.987670        2.479890        5.426155        0.350000        4.039863        2.566395        6.520200        0.308958        9.253340        1.761420        6.721300        0.350000        0.577943        0.009007     
74395      577174.375    3315882.000    22.278751       5.000000        7.246535        0.381545        7.230480        1.136080        0.136318        0.238117        32.076950       9.698540        8.842780        0.142018        9.932180        1.325500        18.618400       0.350000        0.429371        0.007202     
77698      578500.188    3315086.500    29.608601       4.472090        9.116840        0.350000        8.911110        1.291350        3.582570        0.350000        10.651051       4.829380        5.022305        0.293800        11.792125       1.463695        12.782125       0.350000        1.972130        0.014013     
78109      581682.188    3318639.500    7.809980        4.000000        7.200800        0.350000        17.212250       3.418510        3.848423        0.350000        3.820240        9.749740        4.229090        0.350000        6.491318        1.892380        17.517149       0.350000        0.563289        0.016530     
80479      576272.812    3312063.500    18.978775       4.008264        4.119420        0.350000        7.165860        1.685890        10.523870       0.350000        10.952700       5.220430        6.071870        0.350000        10.219887       4.826060        5.081623        0.350000        0.786380        0.012479     
80756      579348.688    3314131.750    21.640000       4.205288        15.523000       0.350000        4.060647        3.050592        4.624520        0.350000        4.960860        39.670700       5.436735        0.350000        14.649450       2.632768        9.862190        0.350000        1.003690        0.010675     
81095      580515.438    3315988.000    24.363773       4.010872        9.998860        0.266639        6.814272        2.034168        1.795435        0.350000        13.780500       3.167000        7.482283        0.350000        6.812548        3.178485        30.000000       0.350000        1.242970        0.033972     
84405      580780.625    3313548.500    5.001545        5.000500        6.069557        0.350000        5.706970        2.496760        15.020800       0.350000        8.516130        3.850962        8.080880        0.185182        12.290775       9.010777        11.028900       0.350000        0.688536        0.007388     
85620      584599.000    3317260.750    41.534500       8.181185        10.002750       0.224854        7.389328        2.209990        1.179998        0.350000        24.012850       3.127315        8.264626        0.350000        4.995920        11.448300       5.914602        0.350000        0.312553        0.007200     
92632      583697.438    3313230.250    5.529268        12.746075       8.252620        0.335600        7.922092        2.582690        7.122455        0.350000        13.459950       4.362585        5.369008        0.350000        8.275990        1.000085        4.076572        0.350000        1.085690        0.030180     
96140      580727.562    3309730.000    18.356876       6.273487        9.546770        0.294461        9.547863        1.678270        4.449170        0.350000        10.274000       1.289368        7.639585        0.275203        15.852300       5.173010        8.066940        0.350000        0.925402        0.007200     
99295      579242.625    3305487.500    30.996374       4.000000        11.063300       0.236093        15.664701       1.204493        20.000000       0.350000        7.280160        4.494147        11.988300       0.312304        6.934642        3.305403        9.197653        0.350000        1.240455        0.010055     
