 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
136918     605494.000    3303684.250    12.884200       4.164252        13.848650       0.237881        11.541775       1.049248        4.070982        0.132090        19.621426       8.024710        5.979860        0.350000        34.283375       5.176150        9.752910        0.246327        0.093820        0.380845        0.099983        0.008061        0.014690     
138542     608251.688    3303684.250    17.394024       4.000000        7.589138        0.350000        5.525330        2.905470        3.959223        0.195522        6.640675        3.187540        5.578620        0.350000        21.541700       1.721787        5.505780        0.350000        0.032929        0.789943        0.052534        0.012212        0.007651     
138921     593667.625    3288092.500    29.374626       4.028632        18.037300       0.350000        3.082428        1.198398        8.970742        0.350000        5.556288        6.183177        3.906360        0.185337        8.768450        3.963867        5.827992        0.350000        0.024387        0.343324        0.019180        0.008006        0.007200     
138942     601728.625    3295729.250    30.868300       7.325822        10.038535       0.229792        8.224512        1.414762        17.659000       0.170388        9.046658        1.414036        10.349740       0.350000        13.743825       3.296188        2.527350        0.350000        0.019366        0.116940        0.034936        0.021830        0.017076     
140035     606819.812    3299759.750    29.344673       4.008188        8.661142        0.350000        9.558408        2.828218        2.919017        0.213912        3.578310        6.415030        3.519580        0.350000        2.588605        11.281600       2.921917        0.350000        0.139560        1.462020        0.203267        0.008002        0.007200     
140817     614880.812    3308033.000    30.879398       4.000000        6.547585        0.350000        14.885800       1.252413        15.871300       0.350000        5.955480        11.801325       5.558750        0.350000        9.544070        4.711990        8.062207        0.350000        0.030408        0.643628        0.029886        0.008000        0.046494     
142596     613608.000    3302729.750    20.245300       4.290224        10.666900       0.350000        5.655890        1.775612        3.505903        0.191266        7.236700        5.007170        1.746090        0.350000        11.696905       5.504610        8.212290        0.350000        0.195647        0.399155        0.056697        0.011098        0.007318     
142743     603849.938    3291062.500    30.466774       4.000000        13.452300       0.350000        11.572400       1.480747        2.477150        0.350000        3.979230        5.979840        4.771203        0.343906        19.871250       2.870762        7.040217        0.350000        0.023660        1.173717        0.082516        0.009014        0.007724     
116190     614456.562    3334761.750    24.920551       4.000000        4.027452        0.350000        14.118100       1.361852        0.990172        0.350000        19.427126       5.562033        4.374820        0.142457        12.074150       4.065260        9.334300        0.350000        0.016088        4.493018        0.042764        0.010105        0.007860     
122664     612547.375    3325003.500    5.598778        4.286416        9.611200        0.350000        5.098708        5.529490        2.176982        0.350000        50.670326       6.874650        9.889585        0.252659        2.979687        3.847775        5.986308        0.350000        0.045063        0.594145        0.084660        0.011137        0.007202     
122750     616577.875    3329246.250    16.990049       4.087376        4.005280        0.350000        7.958420        3.784058        2.080323        0.296663        3.385707        7.021770        2.407902        0.208825        15.280075       2.146360        15.558075       0.231559        0.032002        0.514432        0.126268        0.008000        0.010923     
130988     610001.812    3314821.250    17.516550       4.000000        13.112400       0.350000        6.281835        2.216310        14.624900       0.350000        11.019262       7.221462        9.848425        0.350000        7.171995        2.179537        8.776171        0.350000        0.155520        0.403067        0.078232        0.011231        0.020789     
131015     611486.688    3315669.750    34.248577       4.004304        8.576630        0.350000        4.559597        1.433563        6.663108        0.211404        11.971800       3.170690        5.715760        0.350000        6.241780        11.219525       8.121207        0.350000        0.028262        0.846501        0.246294        0.008000        0.010488     
136497     625063.188    3324155.000    14.934185       4.030032        6.006232        0.350000        14.954700       2.928050        2.733475        0.231715        31.120600       1.183496        6.103652        0.240929        9.759615        3.946520        6.343980        0.350000        0.028010        0.562776        0.044580        0.009664        0.007200     
141751     625487.438    3316942.500    28.718525       5.410948        5.959190        0.277952        4.173190        2.128490        1.477973        0.350000        3.581745        2.782750        26.789875       0.256477        23.691525       3.329280        8.807003        0.399428        0.057921        0.226746        0.073975        0.023492        0.015071     
