    C2D             x              y 
228        522391.250    3323730.750 
229        523239.781    3324579.250 
230        524088.312    3325427.750 
231        524936.812    3326276.250 
232        525785.375    3327125.000 
233        526633.875    3327973.500 
234        527482.438    3328822.000 
235        528330.938    3329670.500 
236        529179.500    3330519.000 
237        530028.000    3331367.500 
238        530876.562    3332216.000 
239        531725.062    3333064.500 
240        532573.625    3333913.000 
241        533422.125    3334761.750 
242        534270.625    3335610.250 
243        535119.188    3336458.750 
244        535967.688    3337307.250 
245        536816.250    3338155.750 
246        537664.750    3339004.250 
247        538513.312    3339852.750 
248        539361.812    3340701.250 
249        540210.375    3341549.750 
250        541058.875    3342398.500 
251        541907.375    3343247.000 
252        542755.938    3344095.500 
253        543604.438    3344944.000 
254        544453.000    3345792.500 
255        545301.500    3346641.000 
256        546150.062    3347489.500 
257        546998.562    3348338.000 
258        547847.125    3349186.500 
259        548695.625    3350035.250 
260        549544.188    3350883.750 
261        550392.688    3351732.250 
262        551241.188    3352580.750 
263        552089.750    3353429.250 
264        518997.156    3318639.500 
265        519845.688    3319488.250 
266        520694.188    3320336.750 
267        521542.719    3321185.250 
268        522391.250    3322033.750 
269        523239.781    3322882.250 
270        524088.312    3323730.750 
271        524936.812    3324579.250 
272        525785.375    3325427.750 
273        526633.875    3326276.250 
274        527482.438    3327125.000 
275        528330.938    3327973.500 
276        529179.500    3328822.000 
277        530028.000    3329670.500 
278        530876.562    3330519.000 
279        531725.062    3331367.500 
280        532573.625    3332216.000 
281        533422.125    3333064.500 
282        534270.625    3333913.000 
283        535119.188    3334761.750 
284        535967.688    3335610.250 
285        536816.250    3336458.750 
286        537664.750    3337307.250 
287        538513.312    3338155.750 
288        539361.812    3339004.250 
289        540210.375    3339852.750 
290        541058.875    3340701.250 
291        541907.375    3341549.750 
292        542755.938    3342398.500 
293        543604.438    3343247.000 
294        544453.000    3344095.500 
295        545301.500    3344944.000 
296        546150.062    3345792.500 
297        546998.562    3346641.000 
298        547847.125    3347489.500 
299        548695.625    3348338.000 
300        549544.188    3349186.500 
301        550392.688    3350035.250 
302        551241.188    3350883.750 
303        552089.750    3351732.250 
304        552938.250    3352580.750 
305        518997.156    3316942.500 
306        519845.688    3317791.000 
307        520694.188    3318639.500 
308        521542.719    3319488.250 
309        522391.250    3320336.750 
310        523239.781    3321185.250 
311        524088.312    3322033.750 
312        524936.812    3322882.250 
313        525785.375    3323730.750 
314        526633.875    3324579.250 
315        527482.438    3325427.750 
316        528330.938    3326276.250 
317        529179.500    3327125.000 
318        530028.000    3327973.500 
319        530876.562    3328822.000 
320        531725.062    3329670.500 
321        532573.625    3330519.000 
322        533422.125    3331367.500 
323        534270.625    3332216.000 
324        535119.188    3333064.500 
325        535967.688    3333913.000 
326        536816.250    3334761.750 
327        537664.750    3335610.250 
328        538513.312    3336458.750 
329        539361.812    3337307.250 
330        540210.375    3338155.750 
331        541058.875    3339004.250 
332        541907.375    3339852.750 
333        542755.938    3340701.250 
334        543604.438    3341549.750 
335        544453.000    3342398.500 
336        545301.500    3343247.000 
337        546150.062    3344095.500 
338        546998.562    3344944.000 
339        547847.125    3345792.500 
340        548695.625    3346641.000 
341        549544.188    3347489.500 
342        550392.688    3348338.000 
343        551241.188    3349186.500 
344        552089.750    3350035.250 
345        552938.250    3350883.750 
346        553786.812    3351732.250 
347        554635.312    3352580.750 
348        518997.156    3315245.500 
349        519845.688    3316094.000 
350        520694.188    3316942.500 
351        521542.719    3317791.000 
352        522391.250    3318639.500 
353        523239.781    3319488.250 
354        524088.312    3320336.750 
355        524936.812    3321185.250 
356        525785.375    3322033.750 
357        526633.875    3322882.250 
358        527482.438    3323730.750 
359        528330.938    3324579.250 
360        529179.500    3325427.750 
361        530028.000    3326276.250 
362        530876.562    3327125.000 
363        531725.062    3327973.500 
364        532573.625    3328822.000 
365        533422.125    3329670.500 
366        534270.625    3330519.000 
367        535119.188    3331367.500 
368        535967.688    3332216.000 
369        536816.250    3333064.500 
370        537664.750    3333913.000 
371        538513.312    3334761.750 
372        538937.562    3335610.250 
373        539361.812    3336034.500 
374        539361.812    3335186.000 
375        539786.062    3335610.250 
376        539786.062    3336458.750 
377        540210.375    3336883.000 
378        540210.375    3336034.500 
379        540634.625    3336458.750 
380        540634.625    3337307.250 
381        541058.875    3337731.500 
382        541058.875    3336883.000 
383        541483.125    3337307.250 
384        541907.375    3338155.750 
385        542755.938    3339004.250 
386        543604.438    3339852.750 
387        544453.000    3340701.250 
388        545301.500    3341549.750 
389        546150.062    3342398.500 
390        546998.562    3343247.000 
391        547847.125    3344095.500 
392        548695.625    3344944.000 
393        549544.188    3345792.500 
394        550392.688    3346641.000 
395        551241.188    3347489.500 
396        552089.750    3348338.000 
397        552938.250    3349186.500 
398        553786.812    3350035.250 
399        554635.312    3350883.750 
400        555483.875    3351732.250 
401        556332.375    3352580.750 
402        518997.156    3313548.500 
403        519845.656    3314397.000 
404        520694.188    3315245.500 
405        521542.719    3316094.000 
406        522391.250    3316942.500 
407        523239.781    3317791.000 
408        524088.312    3318639.500 
409        524936.812    3319488.250 
410        525785.375    3320336.750 
411        526633.875    3321185.250 
412        527482.438    3322033.750 
413        528330.938    3322882.250 
414        529179.500    3323730.750 
415        530028.000    3324579.250 
416        530876.562    3325427.750 
417        531725.062    3326276.250 
418        532573.625    3327125.000 
419        533422.125    3327973.500 
420        534270.625    3328822.000 
421        535119.188    3329670.500 
422        535967.688    3330519.000 
423        536816.250    3331367.500 
424        537664.750    3332216.000 
425        538513.312    3333064.500 
426        538937.562    3333913.000 
427        539361.812    3334337.500 
428        539361.812    3333488.750 
429        539786.062    3333913.000 
430        539786.062    3334761.750 
431        540210.375    3335186.000 
432        540210.375    3334337.500 
433        540634.625    3334761.750 
434        540634.625    3335610.250 
435        541058.875    3336034.500 
436        541058.875    3335186.000 
437        541483.125    3335610.250 
438        541483.125    3336458.750 
439        541907.375    3336883.000 
440        541907.375    3336034.500 
441        542331.688    3336458.750 
442        542331.688    3337307.250 
443        542755.938    3337731.500 
444        542755.938    3336883.000 
445        543180.188    3337307.250 
446        543180.188    3338155.750 
447        543604.438    3338580.000 
448        543604.438    3337731.500 
449        544028.750    3338155.750 
450        544453.000    3339004.250 
451        545301.500    3339852.750 
452        546150.062    3340701.250 
453        546998.562    3341549.750 
454        547847.125    3342398.500 
455        548695.625    3343247.000 
456        549544.188    3344095.500 
457        550392.688    3344944.000 
458        551241.188    3345792.500 
459        552089.750    3346641.000 
460        552938.250    3347489.500 
461        553786.812    3348338.000 
462        554635.312    3349186.500 
463        555483.875    3350035.250 
464        556332.375    3350883.750 
465        557180.938    3351732.250 
467        521542.719    3314397.000 
468        522391.250    3315245.500 
469        523239.781    3316094.000 
470        524088.312    3316942.500 
471        524936.812    3317791.000 
472        525785.375    3318639.500 
473        526633.875    3319488.250 
474        527482.438    3320336.750 
475        528330.938    3321185.250 
476        529179.500    3322033.750 
477        530028.000    3322882.250 
478        530876.562    3323730.750 
479        531725.062    3324579.250 
480        532573.625    3325427.750 
481        533422.125    3326276.250 
482        534270.625    3327125.000 
483        535119.188    3327973.500 
484        535967.688    3328822.000 
485        536816.250    3329670.500 
486        537664.750    3330519.000 
487        538513.312    3331367.500 
488        538937.562    3332216.000 
489        539361.812    3332640.250 
490        539361.812    3331791.750 
491        539786.062    3332216.000 
492        539786.062    3333064.500 
493        540210.375    3333488.750 
494        540210.375    3332640.250 
495        540634.625    3333064.500 
496        540634.625    3333913.000 
497        541058.875    3334337.500 
498        541058.875    3333488.750 
499        541483.125    3333913.000 
500        541483.125    3334761.750 
501        541907.375    3335186.000 
502        541907.375    3334337.500 
503        542331.688    3334761.750 
504        542331.688    3335610.250 
505        542755.938    3336034.500 
506        542755.938    3335186.000 
507        543180.188    3335610.250 
508        543180.188    3336458.750 
509        543604.438    3336883.000 
510        543604.438    3336034.500 
511        544028.750    3336458.750 
512        544028.750    3337307.250 
513        544453.000    3337731.500 
514        544453.000    3336883.000 
515        544877.250    3337307.250 
516        544877.250    3338155.750 
517        545301.500    3338580.000 
518        545301.500    3337731.500 
519        545725.750    3338155.750 
520        545725.750    3339004.250 
521        546150.062    3339428.500 
522        546150.062    3338580.000 
523        546574.312    3339004.250 
524        546998.562    3339852.750 
525        547847.125    3340701.250 
526        548695.625    3341549.750 
527        549544.188    3342398.500 
528        550392.688    3343247.000 
529        551241.188    3344095.500 
530        552089.750    3344944.000 
531        552938.250    3345792.500 
532        553786.812    3346641.000 
533        554635.312    3347489.500 
534        555483.875    3348338.000 
535        556332.375    3349186.500 
536        557180.938    3350035.250 
537        558029.438    3350883.750 
538        558877.938    3351732.250 
539        522391.250    3313548.500 
540        523239.781    3314397.000 
541        524088.312    3315245.500 
542        524936.812    3316094.000 
543        525785.375    3316942.500 
544        526633.875    3317791.000 
545        527482.438    3318639.500 
546        528330.938    3319488.250 
547        529179.500    3320336.750 
548        530028.000    3321185.250 
549        530876.562    3322033.750 
550        531725.062    3322882.250 
551        532573.625    3323730.750 
552        533422.125    3324579.250 
553        534270.625    3325427.750 
554        535119.188    3326276.250 
555        535967.688    3327125.000 
556        536816.250    3327973.500 
557        537664.750    3328822.000 
558        538513.312    3329670.500 
559        538937.562    3330519.000 
560        539361.812    3330943.250 
561        539361.812    3330094.750 
562        539786.062    3330519.000 
563        539786.062    3331367.500 
564        540210.375    3331791.750 
565        540210.375    3330943.250 
566        540634.625    3331367.500 
567        540634.625    3332216.000 
568        541058.875    3332640.250 
569        541058.875    3331791.750 
570        541483.125    3332216.000 
571        541483.125    3333064.500 
572        541907.375    3333488.750 
573        541907.375    3332640.250 
574        542331.688    3333064.500 
575        542331.688    3333913.000 
576        542755.938    3334337.500 
577        542755.938    3333488.750 
578        543180.188    3333913.000 
579        543180.188    3334761.750 
580        543604.438    3335186.000 
581        543604.438    3334337.500 
582        544028.750    3334761.750 
583        544028.750    3335610.250 
584        544453.000    3336034.500 
585        544453.000    3335186.000 
586        544877.250    3335610.250 
587        544877.250    3336458.750 
588        545301.500    3336883.000 
589        545301.500    3336034.500 
590        545725.750    3336458.750 
591        545725.750    3337307.250 
592        546150.062    3337731.500 
593        546150.062    3336883.000 
594        546574.312    3337307.250 
595        546574.312    3338155.750 
596        546998.562    3338580.000 
597        546998.562    3337731.500 
598        547422.812    3338155.750 
599        547422.812    3339004.250 
600        547847.125    3339428.500 
601        547847.125    3338580.000 
602        548271.375    3339004.250 
603        548271.375    3339852.750 
604        548695.625    3340277.000 
605        548695.625    3339428.500 
606        549119.875    3339852.750 
607        549544.188    3340701.250 
608        550392.688    3341549.750 
609        551241.188    3342398.500 
610        552089.750    3343247.000 
611        552938.250    3344095.500 
612        553786.812    3344944.000 
613        554635.312    3345792.500 
614        555483.875    3346641.000 
615        556332.375    3347489.500 
616        557180.938    3348338.000 
617        558029.438    3349186.500 
618        558877.938    3350035.250 
619        559726.500    3350883.750 
620        524088.312    3313548.500 
621        524936.812    3314397.000 
622        525785.375    3315245.500 
623        526633.875    3316094.000 
624        527482.438    3316942.500 
625        528330.938    3317791.000 
626        529179.500    3318639.500 
627        530028.000    3319488.250 
628        530876.562    3320336.750 
629        531725.062    3321185.250 
630        532573.625    3322033.750 
631        533422.125    3322882.250 
632        534270.625    3323730.750 
633        535119.188    3324579.250 
634        535967.688    3325427.750 
635        536816.250    3326276.250 
636        537664.750    3327125.000 
637        538513.312    3327973.500 
638        538937.562    3328822.000 
639        539361.812    3329246.250 
640        539361.812    3328397.750 
641        539786.062    3328822.000 
642        539786.062    3329670.500 
643        540210.375    3330094.750 
644        540210.375    3329246.250 
645        540634.625    3329670.500 
646        540634.625    3330519.000 
647        541058.875    3330943.250 
648        541058.875    3330094.750 
649        541483.125    3330519.000 
650        541483.125    3331367.500 
651        541907.375    3331791.750 
652        541907.375    3330943.250 
653        542331.688    3331367.500 
654        542331.688    3332216.000 
655        542755.938    3332640.250 
656        542755.938    3331791.750 
657        543180.188    3332216.000 
658        543180.188    3333064.500 
659        543604.438    3333488.750 
660        543604.438    3332640.250 
661        544028.750    3333064.500 
662        544028.750    3333913.000 
663        544453.000    3334337.500 
664        544453.000    3333488.750 
665        544877.250    3333913.000 
666        544877.250    3334761.750 
667        545301.500    3335186.000 
668        545301.500    3334337.500 
669        545725.750    3334761.750 
670        545725.750    3335610.250 
671        546150.062    3336034.500 
672        546150.062    3335186.000 
673        546574.312    3335610.250 
674        546574.312    3336458.750 
675        546998.562    3336883.000 
676        546998.562    3336034.500 
677        547422.812    3336458.750 
678        547422.812    3337307.250 
679        547847.125    3337731.500 
680        547847.125    3336883.000 
681        548271.375    3337307.250 
682        548271.375    3338155.750 
683        548695.625    3338580.000 
684        548695.625    3337731.500 
685        549119.875    3338155.750 
686        549119.875    3339004.250 
687        549544.188    3339428.500 
688        549544.188    3338580.000 
689        549968.438    3339004.250 
690        549968.438    3339852.750 
691        550392.688    3340277.000 
692        550392.688    3339428.500 
693        550816.938    3339852.750 
694        550816.938    3340701.250 
695        551241.188    3341125.500 
696        551241.188    3340277.000 
697        551665.500    3340701.250 
698        552089.750    3341549.750 
699        552938.250    3342398.500 
700        553786.812    3343247.000 
701        554635.312    3344095.500 
702        555483.875    3344944.000 
703        556332.375    3345792.500 
704        557180.938    3346641.000 
705        558029.438    3347489.500 
706        558877.938    3348338.000 
707        559726.500    3349186.500 
708        560575.000    3350035.250 
709        561423.562    3350883.750 
711        525785.375    3313548.500 
712        526633.875    3314397.000 
713        527482.438    3315245.500 
714        528330.938    3316094.000 
715        529179.500    3316942.500 
716        530028.000    3317791.000 
717        530876.562    3318639.500 
718        531725.062    3319488.250 
719        532573.625    3320336.750 
720        533422.125    3321185.250 
721        534270.625    3322033.750 
722        535119.188    3322882.250 
723        535967.688    3323730.750 
724        536816.250    3324579.250 
725        537664.750    3325427.750 
726        538513.312    3326276.250 
727        538937.562    3327125.000 
728        539361.812    3327549.250 
729        539361.812    3326700.750 
730        539786.062    3327125.000 
731        539786.062    3327973.500 
732        540210.375    3328397.750 
733        540210.375    3327549.250 
734        540634.625    3327973.500 
735        540634.625    3328822.000 
736        541058.875    3329246.250 
737        541058.875    3328397.750 
738        541483.125    3328822.000 
739        541483.125    3329670.500 
740        541907.375    3330094.750 
741        541907.375    3329246.250 
742        542331.688    3329670.500 
743        542331.688    3330519.000 
744        542755.938    3330943.250 
745        542755.938    3330094.750 
746        543180.188    3330519.000 
747        543180.188    3331367.500 
748        543604.438    3331791.750 
749        543604.438    3330943.250 
750        544028.750    3331367.500 
751        544028.750    3332216.000 
752        544453.000    3332640.250 
753        544453.000    3331791.750 
754        544877.250    3332216.000 
755        544877.250    3333064.500 
756        545301.500    3333488.750 
757        545301.500    3332640.250 
758        545725.750    3333064.500 
759        545725.750    3333913.000 
760        546150.062    3334337.500 
761        546150.062    3333488.750 
762        546574.312    3333913.000 
763        546574.312    3334761.750 
764        546998.562    3335186.000 
765        546998.562    3334337.500 
766        547422.812    3334761.750 
767        547422.812    3335610.250 
768        547847.125    3336034.500 
769        547847.125    3335186.000 
770        548271.375    3335610.250 
771        548271.375    3336458.750 
772        548695.625    3336883.000 
773        548695.625    3336034.500 
774        549119.875    3336458.750 
775        549119.875    3337307.250 
776        549544.188    3337731.500 
777        549544.188    3336883.000 
778        549968.438    3337307.250 
779        549968.438    3338155.750 
780        550392.688    3338580.000 
781        550392.688    3337731.500 
782        550816.938    3338155.750 
783        550816.938    3339004.250 
784        551241.188    3339428.500 
785        551241.188    3338580.000 
786        551665.500    3339004.250 
787        551665.500    3339852.750 
788        552089.750    3340277.000 
789        552089.750    3339428.500 
790        552514.000    3339852.750 
791        552514.000    3340701.250 
792        552938.250    3341125.500 
793        552938.250    3340277.000 
794        553362.562    3340701.250 
795        553362.562    3341549.750 
796        553786.812    3341974.250 
797        553786.812    3341125.500 
798        554211.062    3341549.750 
799        554635.312    3342398.500 
800        555483.875    3343247.000 
801        556332.375    3344095.500 
802        557180.938    3344944.000 
803        558029.438    3345792.500 
804        558877.938    3346641.000 
805        559726.500    3347489.500 
806        560575.000    3348338.000 
807        561423.562    3349186.500 
808        562272.062    3350035.250 
809        526633.875    3312700.000 
810        527482.438    3313548.500 
811        528330.938    3314397.000 
812        529179.500    3315245.500 
813        530028.000    3316094.000 
814        530876.562    3316942.500 
815        531725.062    3317791.000 
816        532573.625    3318639.500 
817        533422.125    3319488.250 
818        534270.625    3320336.750 
819        535119.188    3321185.250 
820        535967.688    3322033.750 
821        536816.250    3322882.250 
822        537664.750    3323730.750 
823        538513.312    3324579.250 
824        538937.562    3325427.750 
825        539361.812    3325852.000 
826        539361.812    3325003.500 
827        539786.062    3325427.750 
828        539786.062    3326276.250 
829        540210.375    3326700.750 
830        540210.375    3325852.000 
831        540634.625    3326276.250 
832        540634.625    3327125.000 
833        541058.875    3327549.250 
834        541058.875    3326700.750 
835        541483.125    3327125.000 
836        541483.125    3327973.500 
837        541907.375    3328397.750 
838        541907.375    3327549.250 
839        542331.688    3327973.500 
840        542331.688    3328822.000 
841        542755.938    3329246.250 
842        542755.938    3328397.750 
843        543180.188    3328822.000 
844        543180.188    3329670.500 
845        543604.438    3330094.750 
846        543604.438    3329246.250 
847        544028.750    3329670.500 
848        544028.750    3330519.000 
849        544453.000    3330943.250 
850        544453.000    3330094.750 
851        544877.250    3330519.000 
852        544877.250    3331367.500 
853        545301.500    3331791.750 
854        545301.500    3330943.250 
855        545725.750    3331367.500 
856        545725.750    3332216.000 
857        546150.062    3332640.250 
858        546150.062    3331791.750 
859        546574.312    3332216.000 
860        546574.312    3333064.500 
861        546998.562    3333488.750 
862        546998.562    3332640.250 
863        547422.812    3333064.500 
864        547422.812    3333913.000 
865        547847.125    3334337.500 
866        547847.125    3333488.750 
867        548271.375    3333913.000 
868        548271.375    3334761.750 
869        548695.625    3335186.000 
870        548695.625    3334337.500 
871        549119.875    3334761.750 
872        549119.875    3335610.250 
873        549544.188    3336034.500 
874        549544.188    3335186.000 
875        549968.438    3335610.250 
