 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            61_z 
29913      557180.938    3314609.000    3.342722        4.583260        3.714675        0.196829        5.898560        1.011708        7.609675        0.350000        13.371800       2.802463        12.157425       0.350000        1.022223        0.016011     
12125      558453.688    3323677.750    6.084807        2.701797        4.422637        0.350000        1.849687        4.354950        1.863098        0.350000        11.970000       4.174635        5.529780        0.350000        0.915007        0.007705     
18718      557393.062    3319223.000    2.830652        4.051705        1.807240        0.350000        7.951770        4.235480        6.996673        0.350000        8.035510        7.774683        13.106800       0.350000        0.307502        0.007230     
26234      560256.812    3319647.250    9.532662        2.706290        8.333546        0.167224        3.534528        8.207280        1.428380        0.180775        4.218847        2.627115        6.548380        0.290546        0.942570        0.010346     
35614      566302.562    3321450.250    2.774272        2.097415        2.556140        0.350000        9.212513        4.319352        5.926320        0.350000        8.050640        5.494893        11.515475       0.234076        1.922430        0.039470     
9640       559938.625    3326647.500    4.121590        8.898660        1.318860        0.350000        11.199500       6.012102        12.874149       0.350000        5.982140        3.667785        13.824500       0.350000        0.961232        0.007200     
10780      564181.250    3332110.000    3.503840        4.339240        14.216400       0.350000        9.344925        7.412670        10.264400       0.350000        12.387250       7.567570        16.968599       0.350000        0.571391        0.007232     
16203      563385.750    3328079.500    9.950933        10.730732       3.928205        0.350000        5.839415        19.549351       7.486220        0.350000        4.378987        14.721775       3.043125        0.350000        1.030980        0.007834     
16902      566514.750    3330413.000    8.957333        3.618760        1.158673        0.210304        5.833650        7.549665        7.314070        0.350000        4.659755        8.187020        7.842648        0.350000        0.147963        0.017019     
32156      566992.000    3324155.000    7.075592        5.872790        11.610250       0.350000        2.923680        3.426920        3.735332        0.158816        17.659000       14.621349       5.093375        0.350000        1.058770        0.007200     
36319      568901.188    3324897.500    3.157847        13.047225       3.985310        0.350000        23.913601       7.972770        7.182830        0.237529        9.788031        3.420263        3.368840        0.350000        0.253991        0.007672     
36940      572666.562    3328503.750    17.223200       4.916025        4.616670        0.350000        3.240305        13.970675       9.327980        0.350000        11.169374       10.676300       30.000000       0.350000        0.917843        0.022768     
44917      571446.812    3323200.500    10.640100       4.257520        8.026420        0.187729        11.101851       2.682545        5.359030        0.350000        3.001730        4.840603        4.638750        0.246652        1.224190        0.033830     
40649      571605.875    3326170.250    20.358650       4.485180        9.105690        0.350000        14.171975       2.643430        4.391110        0.350000        18.784077       5.023670        5.985507        0.350000        1.561785        0.007404     
45366      573409.000    3325852.000    3.512523        5.105988        4.395470        0.306967        4.492770        4.241767        8.322180        0.350000        7.754003        6.985540        12.396851       0.239979        0.579573        0.007206     
49531      573143.875    3323624.750    9.655849        9.043180        5.052840        0.229417        10.857920       4.753650        0.871459        0.350000        5.578250        4.026038        13.898500       0.350000        0.285132        0.020409     
49663      573674.188    3323306.500    3.781875        2.291983        5.916565        0.350000        5.533440        10.370951       8.093010        0.350000        5.477437        4.651242        3.724192        0.350000        3.475650        0.008362     
53362      574310.562    3323730.750    4.883310        3.879592        9.075633        0.350000        5.266560        8.125740        4.453043        0.350000        16.838949       3.104460        11.387825       0.350000        0.190978        0.012872     
53502      574946.938    3323306.500    1.901200        3.570097        8.479640        0.350000        4.432795        3.561470        9.746987        0.350000        15.118600       11.230200       21.389650       0.259829        0.784844        0.022114     
54306      579136.562    3328185.500    6.696010        3.428065        2.077160        0.350000        36.713000       7.935497        7.587070        0.350000        13.985000       5.497488        5.993485        0.350000        1.154840        0.022509     
57401      577121.312    3324526.250    7.585910        2.980788        3.951082        0.350000        1.483460        2.219680        7.243377        0.350000        2.759438        5.839170        4.907502        0.281054        0.276536        0.017819     
60520      575901.562    3320654.750    2.832205        2.114390        1.221897        0.235313        7.557595        13.696526       7.377445        0.351106        7.409607        6.933220        2.045547        0.350000        0.482278        0.009519     
61897      583167.062    3328609.750    7.816288        4.313508        11.919700       0.350000        18.331400       14.872600       8.051738        0.247976        6.056942        10.982000       7.011422        0.350000        0.441299        0.007200     
63810      576591.000    3320495.750    2.028355        23.958600       3.072757        0.199412        11.206150       5.788383        4.749330        0.350000        3.800047        19.412300       6.597127        0.350000        0.994399        0.007473     
64632      581470.000    3325693.000    3.026465        2.195220        2.933640        0.350000        8.320745        21.520149       3.845995        0.350000        7.662240        2.736392        11.942900       0.350000        0.465097        0.007992     
66755      573939.312    3316518.250    9.395907        3.885590        1.957210        0.270654        5.389710        4.274850        14.765400       0.172044        6.097278        9.200660        4.463030        0.350000        0.969051        0.007583     
67046      576378.875    3318056.250    5.888680        1.569150        9.169272        0.350000        10.041885       8.808430        9.886195        0.350000        6.689750        9.664320        6.640745        0.350000        0.527856        0.009223     
67278      576909.188    3318798.750    6.089840        1.789465        6.818700        0.184169        3.706810        10.961500       2.700138        0.350000        21.651300       3.388160        7.443510        0.350000        0.206780        0.010143     
67371      577015.250    3319223.000    2.715870        3.947510        3.591275        0.207493        5.635770        7.663787        8.485150        0.224231        7.834435        16.143999       8.404630        0.350000        0.225456        0.007200     
67616      578606.250    3320867.000    4.919442        11.713025       3.353652        0.350000        10.302800       10.576375       11.963200       0.350000        7.354955        4.564837        4.017063        0.133168        1.141320        0.007201     
67628      578394.125    3319806.250    5.691078        8.538512        2.966880        0.152198        3.979418        15.717325       5.713490        0.350000        15.594900       9.370890        8.261865        0.350000        0.100000        0.007233     
68101      581417.000    3323836.750    2.192585        4.959770        8.815555        0.262003        2.073670        11.305736       9.357930        0.350000        17.195950       7.684780        8.076610        0.350000        0.563111        0.007200     
68357      582265.500    3324685.250    4.262050        2.695300        3.196265        0.224781        6.140170        13.761875       6.814268        0.350000        22.097124       5.041910        14.697400       0.350000        0.415402        0.007200     
71353      578182.000    3318904.750    5.007295        3.220370        3.346740        0.208603        8.314330        5.525630        3.935475        0.350000        4.180210        4.982170        7.165785        0.350000        1.057020        0.045520     
71593      580515.438    3320442.750    5.633250        6.304820        4.497365        0.350000        1.921853        3.367117        3.769230        0.350000        5.840045        3.611985        12.091175       0.350000        1.088575        0.008675     
71958      582265.500    3322139.750    3.163920        2.060310        2.218102        0.350000        12.024800       2.767715        3.179408        0.258500        5.390880        3.215245        8.590942        0.350000        1.151850        0.016933     
72107      582689.812    3323306.500    3.527170        3.173955        1.421867        0.350000        4.316880        12.398525       5.573012        0.350000        4.988028        8.243845        9.582030        0.350000        0.695772        0.007400     
72264      582954.938    3323783.750    1.709298        2.402875        13.065025       0.350000        9.618592        3.597580        6.823203        0.350000        7.858128        8.819510        6.926710        0.350000        1.631160        0.025144     
75084      582265.500    3321609.500    5.759930        4.617873        2.908573        0.350000        10.755742       12.473053       10.116300       0.236927        1.345642        11.432900       17.744000       0.350000        0.646229        0.007200     
75306      583114.062    3322033.750    4.777130        6.309453        2.005546        0.170701        3.164470        5.251517        8.940065        0.350000        11.350975       5.384450        5.004003        0.350000        0.122597        0.007200     
75567      584121.688    3323041.250    5.282050        4.749568        0.671621        0.350000        5.187030        12.386024       6.021690        0.350000        6.248300        2.871175        4.338108        0.350000        0.605865        0.007220     
75727      584758.062    3323253.500    11.682025       4.104210        11.727674       0.350000        5.163865        5.835610        9.881662        0.350000        5.699492        8.222773        10.051200       0.350000        0.227934        0.007200     
76014      586136.938    3324367.250    4.177070        1.999375        2.642390        0.208570        8.853180        2.395450        6.059590        0.350000        8.137380        4.480430        13.439700       0.223512        0.639394        0.007923     
76239      588894.625    3327761.250    8.136797        15.744175       3.674720        0.350000        9.393950        9.090590        4.328958        0.220100        13.764851       2.631153        5.596888        0.350000        0.662716        0.008516     
