 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
86915      592394.812    3326594.500    11.955825       5.136985        7.757870        0.350000        11.537025       0.806640        2.870193        0.350000        17.559574       4.630820        3.996313        0.350000        13.902100       4.385345        9.842165        0.350000        0.021810        0.612710        0.080695        0.018674        0.013578     
87165      594569.188    3327867.250    36.795700       4.000000        4.533148        0.350000        3.586660        3.976420        2.022760        0.268283        21.062200       5.867397        3.055495        0.350000        13.856700       9.366773        7.766508        0.350000        0.042462        0.185651        0.680853        0.015390        0.008131     
91117      593773.688    3325374.750    24.294300       4.196540        4.282404        0.324153        16.047199       5.181680        3.650187        0.350000        13.484250       11.649000       13.920800       0.350000        11.631100       1.865900        9.007795        0.350000        0.019768        0.152508        0.055285        0.008019        0.008715     
83301      594834.375    3330306.750    40.049700       5.176240        4.167876        0.206658        7.218745        0.933808        0.551858        0.350000        18.123899       2.842398        2.920775        0.350000        7.930098        2.685860        10.968000       0.350000        0.056510        0.719920        0.169289        0.008267        0.007200     
87666      596107.125    3329405.250    14.973400       12.128400       5.000000        0.350000        6.969997        2.033370        8.060300        0.350000        17.401499       7.701860        11.123375       0.318339        7.454167        4.830890        4.557275        0.350000        0.086317        0.376647        0.074586        0.008000        0.008470     
88240      600455.875    3333276.750    35.496601       4.105196        4.643888        0.350000        6.658075        4.007080        2.310810        0.350000        45.032900       3.906632        3.300270        0.350000        26.180800       2.136960        13.868500       0.350000        0.016016        1.247102        0.036722        0.008612        0.007490     
92354      598970.938    3331261.500    6.849193        5.111612        4.080516        0.350000        3.523417        2.373927        2.063490        0.350000        25.831900       2.381600        4.191040        0.350000        7.732970        9.838910        18.796000       0.210914        0.017884        0.232807        0.052366        0.023348        0.024057     
94729      594834.375    3324844.500    30.765224       4.000868        4.748756        0.350000        11.489600       2.116775        6.370055        0.176538        12.482525       3.296693        11.984125       0.350000        17.381023       3.650043        7.782478        0.350000        0.041642        1.112522        0.195774        0.008107        0.010835     
98674      598334.500    3327496.000    43.304600       4.000000        5.007660        0.350000        3.738650        4.005115        1.318022        0.350000        4.761383        9.436990        1.796275        0.207804        12.669500       3.374995        18.687201       0.350000        0.020824        0.450146        0.092418        0.008924        0.008296     
101232     597910.250    3323836.750    46.551777       5.533660        6.578780        0.263672        9.026972        2.299780        3.899560        0.350000        1.928100        7.425520        4.044810        0.350000        5.137370        3.510560        1.009200        0.350000        0.019259        0.191670        0.037632        0.008007        0.007761     
