 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
104414     601834.688    3326329.500    20.575750       4.181588        6.558070        0.366729        3.321830        1.752327        1.980613        0.350000        2.985097        7.589172        1.983068        0.350000        6.903305        2.142800        11.429800       0.350000        0.016906        0.813508        0.036393        0.014808        0.011181     
104455     601834.688    3326700.750    41.828102       5.034640        10.644045       0.350000        5.239017        3.839250        0.977895        0.350000        4.576982        10.302893       9.003019        0.350000        8.336212        5.111350        5.495440        0.260162        0.018009        0.336095        0.042216        0.057549        0.010140     
107418     600880.125    3324314.250    28.131550       4.000000        5.424938        0.350000        10.179575       1.650350        3.248700        0.350000        11.615900       1.705163        6.066992        0.350000        12.073900       11.150300       3.173355        0.350000        0.016089        0.541155        0.037428        0.021010        0.007200     
111612     600774.062    3322882.250    29.507526       15.863200       4.162584        0.350000        3.552575        7.658450        2.117477        0.350000        2.608130        7.065170        6.897220        0.263324        23.726800       1.903373        7.211300        0.350000        0.016001        0.505670        0.022979        0.021840        0.007226     
112758     605971.250    3327602.250    25.743800       4.000000        16.349200       0.350000        7.394120        2.995550        1.176003        0.350000        4.344522        3.374658        5.303230        0.350000        16.400200       5.525250        12.217400       0.350000        0.022991        0.590192        0.053737        0.008007        0.008597     
115003     602152.875    3322352.000    10.830900       4.000000        6.847068        0.350000        6.094700        2.980478        2.656258        0.350000        1.896560        6.581453        3.277820        0.350000        48.480700       8.168850        8.312365        0.350000        0.081332        0.137579        0.034713        0.016173        0.010460     
117757     603531.750    3322033.750    17.710701       4.000000        6.049190        0.350000        3.891988        1.001837        5.397215        0.161944        4.106650        4.310350        9.282520        0.350000        6.118160        2.930880        8.932005        0.350000        0.070429        0.250097        0.041711        0.008628        0.023802     
84032      604274.250    3339004.250    31.691900       5.119256        5.744600        0.350000        6.396810        2.806795        0.633830        0.182041        11.747125       5.359350        4.341913        0.222751        8.748540        1.559312        6.636035        0.184663        0.018253        0.920232        0.054299        0.008052        0.007249     
99251      605122.750    3333064.500    16.340800       4.002760        5.000000        0.350000        5.028620        3.382277        2.809495        0.350000        36.807724       1.001010        3.667763        0.350000        8.195468        2.259910        5.907990        0.350000        0.028369        0.122440        0.031597        0.024787        0.010343     
99263      607668.312    3335610.250    28.402250       4.000000        7.374220        0.350000        2.060937        2.828240        4.504500        0.350000        6.646065        2.876380        10.243400       0.350000        9.601905        2.352360        12.111000       0.350000        0.024774        0.347102        0.092216        0.008000        0.007250     
104919     607244.062    3331579.750    19.993050       6.779840        14.638576       0.350000        9.592130        2.098443        7.706550        0.350000        16.047000       2.924707        1.201620        0.350000        12.343550       4.738173        12.337325       0.250956        0.016000        2.168100        0.079517        0.008000        0.007200     
115669     607244.062    3326753.750    35.487225       5.018713        8.048395        0.350000        8.615542        1.077600        5.797290        0.350000        29.473625       1.997315        2.590962        0.350000        11.161685       1.210240        6.052160        0.350000        0.016000        0.975029        0.192180        0.028757        0.023010     
116149     611911.000    3331155.500    7.089598        4.976964        7.921110        0.350000        3.295580        2.103967        2.579550        0.350000        11.322075       11.367000       3.758110        0.289655        5.330597        5.128932        11.233000       0.350000        0.018189        0.675646        0.088964        0.025459        0.007516     
118305     609365.375    3327655.250    56.364300       4.901736        19.671850       0.350000        24.710700       2.944833        1.685587        0.235891        25.730724       5.253500        8.045560        0.350000        12.230650       6.941600        8.077390        0.350000        0.056138        0.307721        0.107246        0.008000        0.007203     
118340     610001.812    3327655.250    32.500600       4.047548        17.440500       0.350000        4.396565        2.586240        1.220530        0.160202        13.549875       16.710825       2.971780        0.350000        16.153700       3.962957        9.389220        0.350000        0.136008        1.086660        0.045975        0.008000        0.015609     
119785     605759.125    3321609.500    45.063200       4.098280        8.319970        0.350000        3.905645        3.573355        4.804990        0.350000        2.022085        4.210680        1.349053        0.350000        8.170507        0.913488        5.089783        0.300181        0.016068        0.466948        0.047253        0.010249        0.008918     
119819     607668.312    3323943.000    16.851200       10.355200       4.188088        0.215787        8.658450        1.452500        2.569790        0.350000        18.370775       1.247568        3.968203        0.350000        30.395300       1.000548        5.129180        0.350000        0.074740        0.213161        0.168806        0.011170        0.017973     
121183     606607.688    3321609.500    27.803776       11.602400       9.134190        0.350000        11.422100       2.054600        1.984073        0.350000        2.651205        4.203672        2.060830        0.350000        27.212000       3.029577        8.363908        0.350000        0.031689        0.277992        0.125054        0.008000        0.019754     
123946     609365.375    3321185.250    12.118900       4.003221        5.001102        0.350000        8.971945        1.877210        13.806150       0.212359        24.939900       2.127390        14.618825       0.350000        7.224015        2.635695        5.366947        0.233970        0.038249        0.508969        0.077974        0.016712        0.009000     
84056      609365.375    3344095.500    28.145100       5.002540        8.091590        0.350000        6.005475        1.791650        4.422260        0.350000        5.373267        2.431830        7.821070        0.350000        27.939125       1.105170        3.644575        0.350000        0.018682        0.325593        0.175025        0.008536        0.007200     
96101      610638.188    3340277.000    47.377100       4.187116        13.014200       0.350000        6.068470        2.059163        7.609925        0.350000        18.175350       3.210127        1.024482        0.350000        13.223900       1.574847        11.945200       0.350000        0.020135        0.386020        0.039675        0.048360        0.007200     
104952     612759.500    3338155.750    23.091576       4.521300        8.787120        0.350000        3.818093        3.160940        7.979950        0.350000        3.605175        2.152015        10.192950       0.350000        10.959700       5.052555        2.859615        0.350000        0.056535        0.695945        0.045566        0.030068        0.013765     
113183     612335.250    3334337.500    29.946323       4.952380        4.022332        0.350000        6.392880        3.170310        3.925548        0.350000        12.102050       0.803596        7.100530        0.350000        17.645300       1.278510        3.565698        0.205822        0.021957        0.517842        0.617284        0.008000        0.007204     
113205     614880.812    3336034.500    27.476000       4.000000        7.452005        0.350000        10.428075       2.046420        7.087953        0.350000        2.707278        1.202343        7.130300        0.350000        10.563500       5.476897        5.008020        0.350000        0.025751        0.782418        0.036214        0.008000        0.010230     
