    C2D             x              y 
10172      561794.812    3329670.500 
10173      561688.688    3329882.500 
10174      561741.750    3329935.750 
10175      561741.750    3329829.500 
10176      561794.812    3329882.500 
10177      561794.812    3329988.750 
10178      561847.812    3330041.750 
10179      561847.812    3329935.750 
10180      561900.875    3329988.750 
10181      561794.812    3329776.500 
10182      561847.812    3329829.500 
10183      561847.812    3329723.500 
10184      561900.875    3329776.500 
10185      561900.875    3329882.500 
10186      561953.875    3329935.750 
10187      561953.875    3329829.500 
10188      562006.938    3329882.500 
10189      561688.688    3329458.250 
10190      561741.750    3329511.500 
10191      561741.750    3329405.250 
10192      561794.812    3329458.250 
10193      561794.812    3329564.500 
10194      561847.812    3329617.500 
10195      561847.812    3329511.500 
10196      561900.875    3329564.500 
10197      561794.812    3329352.250 
10198      561847.812    3329405.250 
10199      561847.812    3329299.250 
10200      561900.875    3329352.250 
10201      561900.875    3329458.250 
10202      561953.875    3329511.500 
10203      561953.875    3329405.250 
10204      562006.938    3329458.250 
10205      561900.875    3329670.500 
10206      561953.875    3329723.500 
10207      561953.875    3329617.500 
10208      562006.938    3329670.500 
10209      562006.938    3329776.500 
10210      562059.938    3329829.500 
10211      562059.938    3329723.500 
10212      562113.000    3329776.500 
10213      562006.938    3329564.500 
10214      562059.938    3329617.500 
10215      562059.938    3329511.500 
10216      562113.000    3329564.500 
10217      562113.000    3329670.500 
10218      562166.000    3329723.500 
10219      562166.000    3329617.500 
10220      562219.062    3329670.500 
10221      561900.875    3330094.750 
10222      561953.875    3330147.750 
10223      561953.875    3330041.750 
10224      562006.938    3330094.750 
10225      562006.938    3330200.750 
10226      562059.938    3330253.750 
10227      562059.938    3330147.750 
10228      562113.000    3330200.750 
10229      562006.938    3329988.750 
10230      562059.938    3330041.750 
10231      562059.938    3329935.750 
10232      562113.000    3329988.750 
10233      562113.000    3330094.750 
10234      562166.000    3330147.750 
10235      562166.000    3330041.750 
10236      562219.062    3330094.750 
10237      562113.000    3330306.750 
10238      562166.000    3330360.000 
10239      562166.000    3330253.750 
10240      562219.062    3330306.750 
10241      562272.062    3330413.000 
10242      562219.062    3330200.750 
10243      562272.062    3330253.750 
10244      562272.062    3330147.750 
10245      562325.125    3330200.750 
10246      562325.125    3330306.750 
10247      562378.125    3330360.000 
10248      562378.125    3330253.750 
10249      562431.188    3330306.750 
10250      562113.000    3329882.500 
10251      562166.000    3329935.750 
10252      562166.000    3329829.500 
10253      562219.062    3329882.500 
10254      562219.062    3329988.750 
10255      562272.062    3330041.750 
10256      562272.062    3329935.750 
10257      562325.125    3329988.750 
10258      562219.062    3329776.500 
10259      562272.062    3329829.500 
10260      562272.062    3329723.500 
10261      562325.125    3329776.500 
10262      562325.125    3329882.500 
10263      562378.125    3329935.750 
10264      562378.125    3329829.500 
10265      562431.188    3329882.500 
10266      562325.125    3330094.750 
10267      562378.125    3330147.750 
10268      562378.125    3330041.750 
10269      562431.188    3330094.750 
10270      562431.188    3330200.750 
10271      562484.188    3330253.750 
10272      562484.188    3330147.750 
10273      562537.250    3330200.750 
10274      562431.188    3329988.750 
10275      562484.188    3330041.750 
10276      562484.188    3329935.750 
10277      562537.250    3329988.750 
10278      562537.250    3330094.750 
10279      562590.250    3330147.750 
10280      562590.250    3330041.750 
10281      562643.312    3330094.750 
10282      561900.875    3329246.250 
10283      561953.875    3329299.250 
10284      561953.875    3329193.250 
10285      562006.938    3329246.250 
10286      562006.938    3329352.250 
10287      562059.938    3329405.250 
10288      562059.938    3329299.250 
10289      562113.000    3329352.250 
10290      562006.938    3329140.250 
10291      562059.938    3329193.250 
10292      562059.938    3329087.000 
10293      562113.000    3329140.250 
10294      562113.000    3329246.250 
10295      562166.000    3329299.250 
10296      562166.000    3329193.250 
10297      562219.062    3329246.250 
10298      562113.000    3329458.250 
10299      562166.000    3329511.500 
10300      562166.000    3329405.250 
10301      562219.062    3329458.250 
10302      562219.062    3329564.500 
10303      562272.062    3329617.500 
10304      562272.062    3329511.500 
10305      562325.125    3329564.500 
10306      562219.062    3329352.250 
10307      562272.062    3329405.250 
10308      562272.062    3329299.250 
10309      562325.125    3329352.250 
10310      562325.125    3329458.250 
10311      562378.125    3329511.500 
10312      562378.125    3329405.250 
10313      562431.188    3329458.250 
10314      562113.000    3329034.000 
10315      562166.000    3329087.000 
10316      562166.000    3328981.000 
10317      562219.062    3329034.000 
10318      562219.062    3329140.250 
10319      562272.062    3329193.250 
10320      562272.062    3329087.000 
10321      562325.125    3329140.250 
10322      562219.062    3328928.000 
10323      562272.062    3328981.000 
10324      562272.062    3328875.000 
10325      562325.125    3328928.000 
10326      562325.125    3329034.000 
10327      562378.125    3329087.000 
10328      562378.125    3328981.000 
10329      562431.188    3329034.000 
10330      562325.125    3329246.250 
10331      562378.125    3329299.250 
10332      562378.125    3329193.250 
10333      562431.188    3329246.250 
10334      562431.188    3329352.250 
10335      562484.188    3329405.250 
10336      562484.188    3329299.250 
10337      562537.250    3329352.250 
10338      562431.188    3329140.250 
10339      562484.188    3329193.250 
10340      562484.188    3329087.000 
10341      562537.250    3329140.250 
10342      562537.250    3329246.250 
10343      562590.250    3329299.250 
10344      562590.250    3329193.250 
10345      562643.312    3329246.250 
10346      562325.125    3329670.500 
10347      562378.125    3329723.500 
10348      562378.125    3329617.500 
10349      562431.188    3329670.500 
10350      562431.188    3329776.500 
10351      562484.188    3329829.500 
10352      562484.188    3329723.500 
10353      562537.250    3329776.500 
10354      562431.188    3329564.500 
10355      562484.188    3329617.500 
10356      562484.188    3329511.500 
10357      562537.250    3329564.500 
10358      562537.250    3329670.500 
10359      562590.250    3329723.500 
10360      562590.250    3329617.500 
10361      562643.312    3329670.500 
10362      562537.250    3329882.500 
10363      562590.250    3329935.750 
10364      562590.250    3329829.500 
10365      562643.312    3329882.500 
10366      562643.312    3329988.750 
10367      562696.312    3330041.750 
10368      562696.312    3329935.750 
10369      562749.375    3329988.750 
10370      562643.312    3329776.500 
10371      562696.312    3329829.500 
10372      562696.312    3329723.500 
10373      562749.375    3329776.500 
10374      562749.375    3329882.500 
10375      562802.438    3329935.750 
10376      562802.438    3329829.500 
10377      562855.438    3329882.500 
10378      562537.250    3329458.250 
10379      562590.250    3329511.500 
10380      562590.250    3329405.250 
10381      562643.312    3329458.250 
10382      562643.312    3329564.500 
10383      562696.312    3329617.500 
10384      562696.312    3329511.500 
10385      562749.375    3329564.500 
10386      562643.312    3329352.250 
10387      562696.312    3329405.250 
10388      562696.312    3329299.250 
10389      562749.375    3329352.250 
10390      562749.375    3329458.250 
10391      562802.438    3329511.500 
10392      562802.438    3329405.250 
10393      562855.438    3329458.250 
